岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间,来源
机器学习算法工程师（推荐）,北京,80k-110k·15薪,经验不限,本科,"机器学习
推荐算法",某大型知名培训公司,培训/辅导机构,无,"岗位职责：
参与NLP前沿预训练算法研究，开展金融领域大模型的研发和迭代，达到业界领先水准
推动NLP大模型对公司业务的应用落地，包括对话生成，智能营销等
岗位要求：
计算机、数学、统计及相关专业，硕士及以上学历
熟悉基本机器学习，常见深度学习算法，数理基础扎实
具备深厚的NLP基础和前沿跟踪能力，具备大模型预训练，文本生成，多轮对话实践经验者优先
编程功底扎实, 熟练使用常见深度学习框架，有大规模分布式训练部署等经验优先
发表过NLP等领域顶会期刊者（包括但不限于ACL, EMNLP, ICLR等），或者有影响力较高的开源项目优先
较强的沟通和学习能力，热衷于技术创新，对AI前沿技术有强烈热情",2024-01-05,boss
机器学习,北京,100-150元/时,经验不限,本科,"强化学习
深度学习
大模型算法
推荐算法
图像算法
自然语言处理算法
Python",北京源舫科技有限公司,计算机软件,100-499人,"1.利用自然语言处理技术，进行智能问答，搜索语义处理等开发，包括但不限于文本分类，语义理解，信息抽取，知识图谱，自动摘要，大模型等；
2.研究并开发产业招商等相关的知识图谱。
任职要求：1.本科及以上学历，计算机类相关专业；
2.熟悉自然语言处理常见算法模型与工具（word2vec,fattext,ltm,ber等）；
3.具有一定的编程基础扎实的数据结构基础，熟悉python至少一门语言；
4.为人诚恳，乐观向上，具备较好的求知欲，有一定的抗压能力。",2024-01-05,boss
机器学习/数据挖掘算法工程师【核心】,北京-海淀,30k-50k·14薪,经验不限,本科,"大模型算法
推荐算法
Python
nlp
自然语言处理",作业帮,互联网,10000人以上,"职位描述
1. 支持快速增长的业务的算法支持工作。职责范围包括提高决策信息覆盖，提升转化效率，改善用户体验，探索更高效的商业模式，提升内容理解程度等；
2. 对用户、作者、商家行为做深入理解和分析，制定针对的算法策略促进生态良性发展。
3. 深入理解垂直领域业务知识，承担行业知识图谱建设，依靠知识图谱衍生、推进相关业务应用；
4. 深入理解垂直领域业务规则，承担智能客服、问答系统等B/C端人机交互业务开发及推进；
5. 负责商品/短视频/直播的标题、评论、详情介绍等文本内容的识别、挖掘与理解；
6. 探索 NLP 相关前沿技术，并应用落地到生活服务业务场景中
职位要求
1. 扎实的NLP算法基础，对文本分类、相似匹配、对话问答、机器翻译、序列标注、知识图谱、意图理解、词义消歧等领域有较深入理解和实践经验；
2. 熟悉知识图谱构建和推理相关的技术。对关系抽取、关系分类、序列标注、实体对齐、知识推理、图算法等方向有深入的研究和相关应用开发经验；
3. 熟悉常用的机器学习和深度学习算法，了解基本的网络模型结构（DNN/LSTM/CNN等）和文本表征方法（LDA/Word2Vec/ELMo/GPT/BERT等），对深度学习训练和推理模型调优有实操经验；
4. 熟悉TensorFlow/PyTorch/MXNet等开源深度学习框架；
5. 掌握基本的大数据相关组件（Hadoop/Spark/Hive/Flink），具有大批量文本数据处理清洗经验；
6. 熟悉Linux开发环境，精通C++/go/python至少一种编程语言，有扎实的算法和数据结构功底；
7. 良好的问题解决能力、团队合作意识和沟通能力，有相关业务场景实践经验者优先；
8. 在计算机科学高水平会议（ACL, EMNLP, NIPS, AAAI等）发表过论文或者有竞赛经验者优先。",2024-01-06,boss
算法模型工程师（机器学习方向）,北京-丰台,15k-20k,1-3年,本科,"Hadoop/Hive/Spark
Python",恒鸿达体育,计算机软件,无,"阿里巴巴社招有大量HC！！！
有NLP、搜索、推荐、RANK、知识图谱等经历者优先。
具体有: 词推荐、SUG、NLP、多模内容理解、知识图谱、召回、相关性、排序、智能UI等。
技术型团队，20人+，有发paper。
今年阿里集团双11征文中，荣获TOP2。",2024-01-06,boss
机器学习/深度学习研发工程师,北京-海淀,25k-50k,经验不限,本科,"C/C++
TensorFlow/PyTorch
机器学习算法/工程化经验
深度学习经验
有国际期刊/会议论文发表",北京德睿特科技,铁路/船舶/航空/航天制造,0-20人,"1、从事语言大模型、多模态大模型等AI技术相关的技术研发；
2、从事相关AI技术的业务应用。
任职要求
1、在预训练、强化学习、LLM、多模态等至少其中一个领域有深厚的技术经验和洞察力；
2、对AI技术有强烈的兴趣，确信AI技术能够改变世界和造福人类；
3、在NLP、多模态、机器学习、深度学习等至少其中一个领域有顶级学术论文者优先。",2024-01-04,boss
机器学习/数据挖掘算法工程师,北京,50k-80k·14薪,经验不限,本科,"大模型算法
数据挖掘
Python
Shell
C/C++
机器学习",某500强上市公司,互联网,10000人以上,"职责：
1. 应用机器学习、深度学习等技术，结合集团管控领域场景，挖掘海量用户行为数据，从数据中发现现有系统、策略和算法的不足，提出改进方案并实现；
2. 负责NLP的算法研发，开发并提升文本相关应用（例如推荐系统、搜索等）的准确度；
3. 参与离线数据、实时流数据处理。
要求：
1. 统招本科学历及以上，计算机、数学等相关专业方向。
2. 熟练掌握自然语言处理NLP相关理论与技术方法；
3. 熟悉机器学习与深度学习原理;
4. 有大数据处理经验，熟练掌握大数据相关知识，有海量数据处理经验；
5. 有知识图谱/对话系统工程经验者优先。
6. 具有比较强的沟通交流能力，学习能力、分析解决问题能力；
7. 有较强的编码能力，能独立完成建模和工程解决方案的落地工作；
8. 有较强团队精神以及沟通能力。
团队介绍：本团队直接由中国通用技术集团（央企排名前五十）信息中心领导，全面负责中国通用信息化，数字化，智能化转型工作。该职位未来会在智能研发组工作，主要负责通用集团智能化工作，包括智能工作，智能搜索，智能推荐，知识库，问答系统等工作。",2023-12-26,boss
机器学习训练框架研发工程师,北京,40k-70k·13薪,经验不限,本科,"C/C++
机器学习框架
CUDA",某大型知名互联网公司,互联网,10000人以上,"岗位职责
1、负责设计并优化大语言模型（LLM） Prompt Engineering 以及机器人AIAgent的构建与落地；
2、负责基于LLM的机器人AI Agent模块与机器人本体其他功能模块交互的工程实现。
能力要求
1、从N-gram 到cahtGPT的整个发展了解
2、有过character AI 方向的项目，并且进行过微调 ，使用多agent进行过创造性的游戏项目（二选一）
3、有坚实的NLP基础，具备良好的编码能力，数据结构和算法功底，以及工程实现功底。
chatGPT 相关代码经验
4、有基于 LLM 的agent项目落地经验；
加分项：深度游戏玩家",2024-01-05,boss
大模型算法（NLP/CV/机器学习）,北京,30k-60k·15薪,1-3年,本科,"大模型算法
图像算法
自然语言处理算法
语音算法
C/C++
Python
分布式训练
算法工程化经验
发表算法相关优秀论文
参加算法相关竞赛/获奖",某知名互联网公司,互联网,1000-9999人,算法（机器学习，深度学习，推荐算法）,2024-01-06,boss
机器学习训练引擎工程师,北京-朝阳,40k-70k,经验不限,本科,"大模型算法
模型加速/性能优化
C/C++
Python
算法工程化经验",美团,互联网,10000人以上,"1、负责最核心的业务推荐算法工作，与来自国内外顶级名校、有丰富业界经验的同学合作，共同搭建行业顶尖的推荐系统，为用户提供一流的产品体验；
2、将最前沿的机器学习技术应用到抖音的核心场景业务，优化用户体验促进业务发展；
3、研究方向包含且不局限于：深度学习、图神经网络、多任务学习、learning to rank、模型压缩和加速、多模态技术等，结合业务的实际问题来做好技术的探索和研究；
4、和产品、运营团队紧密合作，通过对产品和用户的深入理解和分析，制定算法策略促进抖音生态的长期繁荣发展。
职位要求
1、具备优秀的编码能力，扎实的数据结构和算法功底；
2、对推荐算法和机器学习有热情、乐于学习、思考和创新；
3、优秀的分析问题和解决问题的能力，有良好的沟通表达能力和团队精神；
4、熟悉机器学习、自然语言处理、数据挖掘中一项或多项，对推荐系统、计算广告、搜索引擎相关领域有经验者优先。",2024-01-06,boss
机器学习算法工程师,北京-海淀,15k-30k·14薪,1-3年,本科,"C++
Python
算法设计
深度学习算法
机器学习算法
Boosting
GBDT
TensorFlow",交叉科技,计算机服务,20-99人,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：完工结
招聘截止时间：2024-02-18
工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：完工结
招聘截止时间：2024-12-31
目前只招兼职
工作内容：类似于程序员接单群，客服发布任务，接单以后和对方详细沟通完成作品即可
本身无时间和地点限制
如果单子要求加急或需求较多，也是希望您可以尽快完成同时耐心沟通，正常情况以对方满意为标准。
详细内容可找我详聊
另外，计算机类大学生有额外福利，刷到就来找我聊聊吧~",2024-01-06,boss
机器学习平台专家工程师,北京,60k-90k·16薪,经验不限,本科,"C/C++
GPU
AI Platform
Deep Learning",某500强上市公司,互联网,无,"岗位职责：
1. 基于多场景的用户行为，负责拉新变现业务场景的用户挖掘、用户刻画、用户排序、用户流转等算法；
2. 参与并探索变现转化业务场景相关算法，对算法模型进行优化和分析，最终提升效果转化效率
3. 对效果进行归因和分析，并跟踪和探索前沿技术
岗位要求：
1.精通python/c++/shell等常用语言，对数据结构和算法设计有较为深刻的理解;
2.熟悉一种或多种深度学习框架，包括Tensorflow/PyTorch/Caffe等
3.常用数据挖掘/机器学习算法原理并实际运用
4.扎实良好的数学基础,良好的英语阅读能力,具备根据论文独立实现算法的能力
5.计算机及相关专业本科以上学历，1年以上工作经验",2024-01-05,boss
人工智能/机器学习算法工程师,北京,12k-24k·15薪,经验不限,本科,"深度学习算法
人工智能
机器学习
数据挖掘
Hadoop
Spark",中移雄安,移动互联网,1000-9999人,"岗位描述:承担机器学习模型的数据探索分析、数据加工、建模、效果评估与上线工作
岗位要求:
1.全日制统招本科及以上学历，计算机相关专业毕业。
2具有2年及以上互联网或金融行业算法模型开发、数据挖掘开发类工作经验。
3.熟练使用sql做数据探查和分析，熟练掌握Python与Spark开发，熟悉常用的机器学习算法 (LR、XGB等)
4.具备良好的沟通协调能力与团队协作意识，做事细心严谨",2024-01-05,boss
机器学习平台研发专家,北京-海淀,35k-65k·14薪,经验不限,本科,"C/C++
机器学习算法/工程化经验
搜索/推荐
计算机相关专业
深度学习经验",第四范式,计算机软件,500-999人,"工作职责
-支持AI智能算法研究，包括但不限于机器学习、深度学习、强化学习等技术；
-实现和探索前沿的机器学习算法，丰富框架的应用案例；
-准备数据集，选取特征，搭建模型训练和实验评估环境，持续优化算法表现；
任职条件
-对机器学习有独到的理解，熟悉常见的深度学习模型、优化方法
-在CV/NLP/Speech等任一深度学习领域有较为深入的研究
-熟悉一个或多个深度学习框架，包括但不限于PyTorch，TensorFlow,hugging face, deepspeed等
-对主流深度学习框架有项目应用经验，熟悉常见深度学习模型结构和优化方法，能够进行常见深度模型训练；
-学习能力强、自我驱动力强，紧跟机器学习的发展动态
具有以下条件者优先考虑：
-在机器学习相关竞赛中取得优异成绩者优先
-在国际顶级会议或期刊发表论文、或有开源项目经历者优先
-有较强的实现能力，能从容应对算法实现过程中的调试、性能优化等问题者优先
-复合背景，熟悉深度学习多个领域者优先",2024-01-06,boss
机器学习算法工程师,北京-海淀,15k-30k,经验不限,本科,"搜索/推荐
机器学习算法/工程化经验
计算机相关专业
深度学习经验
Python",瑞鑫天算,基金,20-99人,"岗位职责：
1. 基于多场景的用户行为，负责拉新变现业务场景的用户挖掘、用户刻画、用户排序、用户流转等算法；
2. 参与并探索变现转化业务场景相关算法，对算法模型进行优化和分析，最终提升效果转化效率
3. 对效果进行归因和分析，并跟踪和探索前沿技术
岗位要求：
1.精通python/c++/shell等常用语言，对数据结构和算法设计有较为深刻的理解;
2.熟悉一种或多种深度学习框架，包括Tensorflow/PyTorch/Caffe等
3.常用数据挖掘/机器学习算法原理并实际运用
4.扎实良好的数学基础,良好的英语阅读能力,具备根据论文独立实现算法的能力
5.计算机及相关专业本科以上学历，1年以上工作经验本科以上，211/985学历以上",2024-01-05,boss
自然语言/深度学习/机器学习讲师（讲师）,北京,30k-45k,3-5年,本科,"机器学习算法/工程化经验
深度学习经验",美码科技,培训/辅导机构,500-999人,"1、负责 机器学习训练框架的研究与开发，服务于全公司各个产品；
2、参与机器学习训练框架底层组件的抽象，设计，优化与落地；
3、与全公司算法部门深度合作，为重点项目进行算法与系统的联合优化。
职位要求
1、熟练掌握Linux环境下的C/C++与Python语言；
2、接触过至少一种机器学习框架（PyTorch / Tensorflow / Jax 或其他自研框架）；
3、有以下至少一项的背景知识与经验：CUDA编程、编译器、高性能网络、分布式存储、超大规模分布式；
4、具有独立解决问题的能力，良好的团队合作精神；
5、有强烈的工作责任心，较好的学习能力、沟通能力和自驱力；
6、有良好的工作文档习惯，及时按要求撰写更新工作流程及技术文档。
加分项：
1、深入研究过至少一种机器学习框架（Tensorflow / PyTorch /Jax 或其他自研框架）的底层架构和机制；
2、熟悉至少一种经典深度学习模型及其应用场景，如ResNet、transformer、wave2vec、CLIP多模态，或者了解强化学习、diffusion model等；
3、有研究生或博士阶段的计算机系统方向（包含分布式系统、并行算法、编程语言与编译器、RDMA网络、存储、高性能计算等）研究背景；
4、有软硬件联合设计，底层性能优化（cutlass，NCCL等）的经验；
5、能使用数学工具分析深度学习训练中的优化收敛、量化压缩等算法；
6、贡献过开源社区代码。",2024-01-06,boss
机器学习平台开发工程师-base北上深,北京,40k-70k·15薪,1-3年,本科,"C/C++
CNN/RNN/LSTM
TensorFlow/PyTorch
计算机相关专业
机器学习算法/工程化经验
机器学习平台
MLE",某知名企业,基金,100-499人,"岗位需求介绍：分为三大方向
第一，机器学习，包括NLP、CV算法，做预训练方向；
第二，强化学习：RLHF方向；
第三，AI infra：大规模分布式训练和推理框架方向
社招岗位寻访方向：
1】硬性要求：年轻、高潜，国内、外名校本、硕、博士，学历越高越好，获得计算机、数学等相关奖项越多越好，工作2~5年+，年纪不能太大，对标阿里P6及以上，字节2-1及以上。
第一梯队人选：满足第一条，且是阿里校招生--阿里星、百度校招生-百度AI DU、快手校招生-快Star、字节校招生2-1及以上级别的。即曾具备这些校招标签的人选~
第二梯队人选：满足第一条，且在知名互联网公司，正在从事大模型相关算法、机器学习等研发的年轻、高潜同学，对标职级能到阿里P6、字节2-1及以上的，
数据质量模型，画像：满足其一即可
1、搜索、评论、资讯类等场景长文本内容理解/类目/标签模型
2、基座模型预训练数据处理
预训练：语言模型，画像：满足其一即可
1、优先看基座模型预训练
2、或者垂类模型做Continue train的也可以，认知要好，nlp的深度要好。
3、NLP场景能力够强也是ok的，核心还是看认知，
预训练-多模态，画像：
1、做过多模态大模型的理解（关键词表征学习）或者生成；经验导向，看有相关经验的",2024-01-06,boss
机器学习训练框架工程师,北京-西城,50k-60k·16薪,3-5年,本科,"深度学习
C/C++
Python
分布式架构",得物App,电子商务,1000-9999人,"！！！base北京上海均可
1. 参与美团机器学习平台的引擎建设，支撑视觉、NLP、语音等业务场景
2. 负责美团大模型训练框架的稳定性、易用性、可观测性能力建设
3. 负责千卡规模和千亿参数的大规模训练性能优化",2024-01-05,boss
【算法平台】机器学习平台算法工程师,北京,45k-60k·16薪,1-3年,本科,"C/C++
Python",某500强上市公司,电子商务,1000-9999人,"岗位职责：
1.基于海量数据和真实客户需求，对客户业务问题进行准确定义、数据分析、方案制定及实施；
2.参与相关机器学习、深度学习、强化学习或运筹优化模型的研发、设计和部署等工作，配合工程团队产出企业级的算法产品。
任职要求：
1.本科以上学历，计算机、数学、统计学等相关专业；
2.熟练掌握至少一种常用编程语言，如python/C/C++等，熟悉各种数据库使用；
3.熟练掌握常见的机器算法模型及原理，如线性回归、逻辑回归、Boosting、Bagging、SVM、Clustering、PCA、GBDT、XGBoost等；
4.具备一定的深度学习理论基础，熟练使用至少一种深度学习框架（Caffe，Keras，pyTorch，Tensorflow），喜欢研究前沿技术；
5.熟悉金融行业、互联网行业或有相关工作经验者优先。
岗位优势：
国高新企业、科学家团队、项目分红、带薪年假、五险一金、股权激励、免费零食、弹性时间。",2024-01-06,boss
机器学习,北京-朝阳,16k-25k,经验不限,本科,"大模型算法
深度学习
图像算法
数据挖掘
模型加速/性能优化
MATLAB
Java
Python
PySpark//PyTorch",永洪科技,互联网,100-499人,"Key Words：C++, CUDA, GPU, AI Platform，Tensorflow, Pytorch, Deep Learning, Machine Learning
1. 主导新一代机器学习大规模计算/超算平台，不断满足机器学习研究员对极致算力的追求
2. 搭建，优化和维护基于分布式GPU/CPU计算资源的AI infra，根据公司技术架构提出业界最领先的解决方案和指导建议，不断迭代框架，算子，模型方案等
3. 持续探索机器学习相关的前沿技术，推动新技术落地
4. 为研究员提供机器学习问题的咨询服务",2024-01-06,boss
机器学习工程师,北京-海淀,13k-15k·13薪,1-3年,本科,"深度学习
图像算法
Python
统计学
cv深度学习",逾智科技,培训/辅导机构,20-99人,"企业性质：央企
所属机构：中移雄安产业研究院-数智创新部
工作地点：北京，雄安新区
学历要求：大学本科211及以上学历，计算机、通信、电子、软件工程等相关专业。
注：本科211以上学历硬性要求，不满足勿投，感谢理解！
职位描述
1、通过机器学习、数据挖掘等技术，结合业务知识，帮助客户建立数据挖掘模型，解决智慧城市业务问题；
2、负责基础算法库、建模工具和建模框架的开发工作，不断对已有算法、工具和框架进行优化，提升数挖效率；
3、理解客户数据内容、业务场景需求，并选择适合的技术解决方案。
任职要求
专业技能：
1、熟练掌握并理解常规数据挖掘、机器学习相关算法及其原理，有大规模数据挖掘/机器学习研发经验；
2、熟练掌握常用的Hadoop、Spark大数据分析平台，熟悉TensorFlow、Caffe等深度学习框架；
3、熟练Python、JAVA、Scala、C等一种以上语言；
4、具备企业产品创新研究的组织和攻关能力；
5、在机器学习国际会议或者期刊上发表论文、相关国际比赛获奖、及相关专利者优先。
素质：
1、有责任心，工作热情、耐心、踏实、严谨，有团队合作精神；
2、具备有很好的学习和逻辑能力，强烈的探索和求知欲，良好的沟通的能力和撰写报告能力；
3、具备一定的抗压能力，善于应对来自工作上的各种压力。
经验：
至少有2年以上数据挖掘/机器学习算法研发经验，有通信运营商O域/B域大数据、智慧城市大数据、互联网大数据挖掘和机器学习算法研发经验者优先。",2024-01-05,boss
机器学习平台工程师,北京,40k-70k·16薪,经验不限,本科,"云计算
搜索/推荐
C/C++
Python
Java
机器学习算法/工程化经验
有国际期刊/会议论文发表
深度学习经验",某计算机服务公司,计算机服务,20-99人,"岗位职责：
1. 负责第四范式AI平台研发，包括但不限于数据平台，部署平台，训练平台，调度平台，编排平台，在线服务平台等
2. 负责具体客户对接，深入理解需求，设计解决方案
岗位要求：
1. 本科及以上学历，熟悉C++/golang/Java等一种或多种编程语言
2. 熟悉高性能后端开发模式，对性能，可用性有极致追求
3. 有搜索，推荐，广告，机器学习平台背景优先
4. 有从0到1，成功对接大客户系统平台优先",2024-01-06,boss
机器学习平台算法工程师,北京,35k-65k·18薪,经验不限,本科,"搜索/推荐
Python
TensorFlow/PyTorch
OpenCV
机器学习
搜索/推荐/广告系统
CV/NLP",某大型其他生活服务公司,其他生活服务,100-499人,"岗位职责：
1、利用机器学习、深度学习和人工智能的方法研究股票、期货等相关历史数据中的规律；
2、对多因子股票模型及CTA量化模型进行因子挖掘、策略研究及策略组合；
3、探索适合目标领域的模型和算法。
任职要求：
1、教育背景： 毕业或在读于国内外知名高校，人工智能、金融工程、数学、统计、物理、计算机、生物工程、大气等相关专业，硕士及以上学历优先；
2. 精通机器学习（深度学习）并有应用模型解决实际问题的经验，熟悉监督学习、半监督学习或强化学习方法，具备创新研究能力。
3. 具有扎实的数学建模能力及编程能力，能熟练通过 Python、 R 等语言建立机器学习模型。掌握至少一种深度学习框架（PyTorch/TensorFlow）等
4. 有相关领域工作和研究经历者优先。",2024-01-06,boss
机器学习平台开发工程师,北京,50k-80k,经验不限,本科,"C/C++
Python",某大型基金公司,基金,100-499人,"岗位职责：
1、负责深度学习/机器学习/自然语言/计算机视觉等相关课程的教学工作；
2、负责深度学习/机器学习/自然语言/计算机视觉等课程教材的研发、编写，不断打磨课程、优化教案、收集整理相关课程资料等；
3、具备较强的学习能力、良好的沟通和表达能力。
岗位要求：
1、本科及以上学历，计算机、数学、统计相关专业；
2、熟悉传统机器学习和深度学习算法；精通搜索意图理解或语音对话系统的算法策略；有大规模深度模型算法的实践应用经验；
3、具备优秀的逻辑思维能力，善于发现和推理不同事物之间的关系和影响，在复杂业务场景下能够分解和抽象问题，提供优秀、完整、可行的解决方案；
4、熟悉机器学习/数据挖掘/信息检索/深度学习/神经网络的算法原理；
5、熟悉LR/GBDT/DNN等排序算法以及BERT/DSSM等深度模型，有TensorFlow等框架开发经验者优先；
6、熟悉C++、python、scala、Java等编程语言（一项或多项）；
7、熟悉MapReduce、Spark等并行计算框架。",2023-12-29,boss
机器学习（钱多\WLB\不加班）,北京,50k-80k·16薪,经验不限,本科,"Python
C/C++
机器学习算法/工程化经验
深度学习经验
计算机相关专业",某知名量化公司,基金,20-99人,"工作职责：
1、负责MLOps 相关体系建设；
2、配合研发团队设计稳健自动化的机器学习流水线；
任职要求：
1.985本科或以上学历，计算机相关专业背景。
2.1-3年相关开发经验，具有良好的编程习惯和扎实的编程基础。
3.有机器学习模型管理MLops 经验。
4.了解机器学习的基本方法。
5.具有较强的沟通能力，聪明踏实，乐于合作。",2024-01-05,boss
大模型机器学习训练框架研发工程师,北京,90k-120k·15薪,经验不限,硕士,"TensorFlow/PyTorch
C/C++
Python
机器学习算法/工程化经验
有国际期刊/会议论文发表
深度学习经验
业务导向
搜索/推荐
语音/图像识别
大模型算法
深度学习
强化学习
图像算法
模型加速/性能优化
多模态算法
Python
Java
C/C++
发表算法相关优秀论文
参加算法相关竞赛/获奖
算法工程化经验
多模态
AIGC
GPT",某大型知名其他生活服务上市公司,其他生活服务,10000人以上,"工作地：北京 北京西海48文化创意园区C座2楼
团队专注于面向推荐/广告场景的机器学习系统研发，提供高性能、高可靠、可扩展的机器学习系统架构;
1、基于ParameterServer，MPI等同步或异步分布式框架，构建大规模分布式机器学习平台，支持深度学习高效的多机多卡训练，大规模稀疏分布式模型，实现各类机器学习优化算法和模型。
2、参与模型训练，模型服务，资源调度等重要问题的研发，提升平台的效率和易用性，加速算法的迭代效率；
3、研发并抽象可迁移的模型能力，推动公司多个业务模型效果的大幅提升；
职位要求
1、具备优秀的编码能力，扎实的数据结构和算法功底，熟练掌握C++/Python编程语言；
2、熟悉至少一种主流深度学习编程框架（TensorFlow/Caffe/MXNet），熟悉其底层架构和实现机制；
3、具备机器学习/深度学习理论和实践经验，熟悉深度学习算法（CNN/RNN/LSTM/MTL等）；
4、有以下至少一项的背景知识与经验：GPU编程，高性能网络，分布式存储，集群调度；
5、具有独立解决问题的能力，良好的团队合作精神；
加分项：
1、参与过类似ParameterServer系统优化；
2、了解 Redis、LevelDB/RocksDB、Mongo 等开源存储类项目；或者有HDFS、Ceph等大型分布式存储系统使用/优化经历；
3、有以下某一方向领域的经验：AI Infrastructure，High Performance Computing，ML Hardware Architecture (GPU, Accelerators, Networking)，Machine Learning Frameworks，ML for System，Distributed Storage；",2024-01-05,boss
机器学习研究员,北京-海淀,40k-70k·15薪,经验不限,本科,"有国际期刊/会议论文发表
深度学习
机器学习算法/工程化经验
AI工程化
深度学习经验
Python",正定私募,基金,20-99人,"职位描述
我们负责构建面向搜索推荐场景的一站式深度学习平台。你将参与机器学习平台侧的算法研发工作：
负责搜索/推荐算法的研发，包括但不仅限于机器学习、深度学习、强化学习、迁移学习，多模态融合等，实现落地到机器学习平台中，且应用到各个业务。
根据短视频、图片、直播、文本搜索/推荐等场景，搭建通用算法库，结合内容特征平台，提供算法能力和特征数据。
职位要求：
【必须】计算机或电子通信相关专业本科以上，2年以上linux下C++/Python开发经验。
【必须】熟悉并能深入理解常用的机器学习算法、深度学习模型；熟练使用至少一种深度学习框架TensorFlow、PyTorch、Paddle。
【2选1】搜索/推荐/广告系统相关经验，熟悉常用的CTR算法，包括向量召回、图计算、粗排/精排等。
【2选1】CV/NLP等相关经验，熟悉常用的内容理解算法，包括图片、短视频分类，NLP的关键词提取、关系提取、实体识别、自动摘要、文本分类等。
【优先】实践动手能力强，Kaggle，COCO，ImageNet，ActivityNet，ICPC，NOI/IOI等比赛获奖者优先。
【优先】在期刊/会议有论文发表者优先，包括不限于 ICML，NeurIPS，UAI，AISTATIS，CVPR，ICCV，JMLR，IJCV，TPAMI，TIP 等。",2024-01-06,boss
机器学习平台工程师,北京,40k-50k·16薪,经验不限,本科,"深度学习
强化学习
数据挖掘
风控算法
运筹优化
C/C++
Python
Golang
算法工程化经验
参加算法相关竞赛/获奖
发表算法相关优秀论文",某基金公司,基金,20-99人,"岗位职责：
1. 参与ML需求分析、设计，独立完成后端相关需求功能开发；
2. 技术调研并撰写Feature详细设计文档；
3. 可处理开发过程中的技术问题，提出解决方案；
4. 对系统瓶颈提出系统优化的建议，处理永洪大数据平台ML相关模块优化；
5. 对AI/ML新技术保持关注；
任职要求：
1. 计算机相关专业统招本科及以上，硕士优先；
2. 良好的沟通技能，团队合作能力；
3. 熟悉python/java一种或多种开发语言；
4. 熟悉PySpark/TensorFlow/PyTorch等一种或多种常用工具；
5. 做过数据挖掘、机器学习相关项目或有相关工作经历者优先；",2024-01-05,boss
机器学习,北京-海淀,20k-30k,经验不限,硕士,"搜索/推荐
语音/图像识别
Python
计算机相关专业
数学/统计相关专业
深度学习经验",华为,计算机软件,10000人以上,"技能要求：
1、 本科及以上，熟练掌握python语言。
2、 机器学习、统计学、CV深度学习三种技能原理概念至少掌握两种，后期要求全部掌握 。
3、 良好的沟通和理解能力，能很好对原理进行解读、对操作进行讲解。
4、 会R语言、基本的。
5、2年工作经验；
工作职责：
1、 辅助编写课件，包括：调整课件格式、修改课件错误、公式或图表的改写。
2、课件剪辑，并修改错误，修正脚本。
3、 案例及数据的编写，包括：数据下载、数据生成（代码）、根据数据实验结果调整数据、案例编写。
4、 对平台功能进行黑盒测试，总结产品bug。
5、 开源模型或算法编写实验，验证一些功能，做简单白盒测试。
6、 解答学员、内部工作人员在操作和原理方面的问题。
7、后期承担课件制作、课程录制、直播等工作。
候选人需要目前在北京，可线下面试",2024-01-06,boss
机器学习算法设计研究员,北京,40k-55k,经验不限,学历不限,博士,某500强上市公司,非盈利机构,100-499人,"职位描述】
机器学习训练平台的开发，旨在为算法工程师提供一个稳定，高效，易用的机器学习平台，帮助算法工程师高效完成模型的训练验证。
1. 设计和开发机器学习系统，包括数据获取、数据标注、模型训练、模型服务等，搭建上层应用及承担部分算法底层组建的工作；
2. 设计和研发机器学习平台的管理系统，如资源调度管理，任务调度管理，算力/存储的能效管理，镜像管理等；
3. 机器学习的自动化、可视化、 AutoML、量化等能力，如tensorflow、pytorch分布式训练可视化等，构建更加便捷和易用的平台能力；
4. 面向算法工程师的接口和工具优化，降低机器学习应用门槛；
5. 协同算法工程师优化模型效果，提高高效能的开发工具，提高算法迭代效率，如模型训练profiling，IO读写profiling等；
6. 负责分布式训练的性能优化，包括但不限于利用RDMA、DPDK等技术，提高集群算力吞吐。
任职资格：
【任职要求】
1. 有扎实的数据结构和算法功底，具备强悍的工程实现能力, 有项目落地的经验；
2. 熟悉至少一门后端服务的语言，Java/C++/Go/python；
3. 熟悉Python， bash shell等脚本语言；
4. 熟悉多线程，服务发现，RPC异步调用等相关概念；
5. 了解 kubeflow、TFX 等 AI 工作流者优先；
6. 了解 kubernetes 使用和开发者优先；
7. 有腾讯云，阿里云，aws上容器服务和对象存储使用经验者优先。",2024-01-05,boss
