岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间,来源
机器学习训练引擎工程师,北京-朝阳,40k-70k,经验不限,本科,"大模型算法
模型加速/性能优化
C/C++
Python
算法工程化经验",美团,互联网,10000人以上,"！！！base北京上海均可
1. 参与美团机器学习平台的引擎建设，支撑视觉、NLP、语音等业务场景
2. 负责美团大模型训练框架的稳定性、易用性、可观测性能力建设
3. 负责千卡规模和千亿参数的大规模训练性能优化",2023-12-26,boss
人工智能/机器学习算法工程师,北京,12k-24k·15薪,经验不限,本科,"深度学习算法
人工智能
机器学习
数据挖掘
Hadoop
Spark",中移雄安,移动互联网,1000-9999人,"企业性质：央企
所属机构：中移雄安产业研究院-数智创新部
工作地点：北京，雄安新区
学历要求：大学本科211及以上学历，计算机、通信、电子、软件工程等相关专业。
注：本科211以上学历硬性要求，不满足勿投，感谢理解！
职位描述
1、通过机器学习、数据挖掘等技术，结合业务知识，帮助客户建立数据挖掘模型，解决智慧城市业务问题；
2、负责基础算法库、建模工具和建模框架的开发工作，不断对已有算法、工具和框架进行优化，提升数挖效率；
3、理解客户数据内容、业务场景需求，并选择适合的技术解决方案。
任职要求
专业技能：
1、熟练掌握并理解常规数据挖掘、机器学习相关算法及其原理，有大规模数据挖掘/机器学习研发经验；
2、熟练掌握常用的Hadoop、Spark大数据分析平台，熟悉TensorFlow、Caffe等深度学习框架；
3、熟练Python、JAVA、Scala、C等一种以上语言；
4、具备企业产品创新研究的组织和攻关能力；
5、在机器学习国际会议或者期刊上发表论文、相关国际比赛获奖、及相关专利者优先。
素质：
1、有责任心，工作热情、耐心、踏实、严谨，有团队合作精神；
2、具备有很好的学习和逻辑能力，强烈的探索和求知欲，良好的沟通的能力和撰写报告能力；
3、具备一定的抗压能力，善于应对来自工作上的各种压力。
经验：
至少有2年以上数据挖掘/机器学习算法研发经验，有通信运营商O域/B域大数据、智慧城市大数据、互联网大数据挖掘和机器学习算法研发经验者优先。",2023-12-26,boss
机器学习平台专家工程师,北京,60k-90k·16薪,经验不限,本科,"C/C++
GPU
AI Platform
Deep Learning",某500强上市公司,互联网,无,"Key Words：C++, CUDA, GPU, AI Platform，Tensorflow, Pytorch, Deep Learning, Machine Learning
1. 主导新一代机器学习大规模计算/超算平台，不断满足机器学习研究员对极致算力的追求
2. 搭建，优化和维护基于分布式GPU/CPU计算资源的AI infra，根据公司技术架构提出业界最领先的解决方案和指导建议，不断迭代框架，算子，模型方案等
3. 持续探索机器学习相关的前沿技术，推动新技术落地
4. 为研究员提供机器学习问题的咨询服务",2023-12-26,boss
机器学习平台开发工程师-base北上深,北京,40k-70k·15薪,1-3年,本科,"C/C++
CNN/RNN/LSTM
TensorFlow/PyTorch
计算机相关专业
机器学习算法/工程化经验
机器学习平台
MLE",某知名企业,基金,100-499人,"工作职责：
1、负责MLOps 相关体系建设；
2、配合研发团队设计稳健自动化的机器学习流水线；
任职要求：
1.985本科或以上学历，计算机相关专业背景。
2.1-3年相关开发经验，具有良好的编程习惯和扎实的编程基础。
3.有机器学习模型管理MLops 经验。
4.了解机器学习的基本方法。
5.具有较强的沟通能力，聪明踏实，乐于合作。",2023-12-26,boss
机器学习（钱多\WLB\不加班）,北京,50k-80k·16薪,经验不限,本科,"Python
C/C++
机器学习算法/工程化经验
深度学习经验
计算机相关专业",某知名量化公司,基金,20-99人,"机器学习平台工程师
岗位职责:
1. 负责机器学习平台的设计与实现；
2. 参与机器学习平台的性能优化工作；
3. 推进MLOps, 优化从数据到实盘的整体流程。
应聘要求：
1. 毕业于知名院校，本科以上，理工专业, 有扎实的计算机基础；
2. 一年及以上相关工作经验；
3. 掌握Kubernetes架构和使用, 具有相关开发经验优先；
4. 掌握C++, Python并了解常见的算法与数据结构。
加分项：
1. 计算集群设计, 调优, 维护经验；
2. 熟悉高性能分布式存储；
3. 具有PyTorch等开源机器学习平台底层开发经验。",2023-12-26,boss
机器学习,北京,25k-50k·14薪,经验不限,本科,"Python
C/C++
机器学习算法/工程化经验
深度学习经验",某大型基金公司,基金,100-499人,"职责描述：
1、在投资经理的指导下，研究并应用前沿的机器学习算法，发掘历史数据规律，建立模型并应用于市场预测；
2、用机器学习模型，研究因子及组合，并最大程度实现因子价值。
任职要求：
1、数学、计算机、或物理学等相关专业，熟悉任一机器学习分支领域（如统计学习，深度学习，强化学习，组合优化或其他相关前沿技术等）；
2、优秀的编程实现能力，能够熟练在Linux系统上使用Python或C++编程语言；
3、对量化行业感兴趣，并有较好的创新意识及学习能力，自我驱动力强。",2023-12-26,boss
机器学习工程师(加速),北京,40k-70k·16薪,经验不限,本科,"TensorFlow/PyTorch
C/C++
深度学习经验
机器学习算法/工程化经验",某大型基金公司,基金,100-499人,"Role: Deep Learning Engineer/Senior Develope Engineer
Location: Beijing
Requirement Key Words：C++, CUDA, Machine Learning Framework, Tensorflow, Pytorch, Deep Learning, Operation System
工作职责：
1.负责对AI基础设施的架构设计与开发，能够整合Tensorflow、Pytorch等常见框架
2.参与对机器学习算法的预测加速
3.辅助研究员使用机器学习工具，提升AI技术在量化领域的应用价值
任职要求：
1. 计算机专业211以上
2. 具有3年或以上的C++开发经验
3. 熟悉Python，Tensorflow或XGboost或Sklearn
4. 善于设计架构和接口
5. 具有创新精神，热衷技术，善于钻研，敢于挑战
6. 学习能力强，阅读代码能力强
加分项目：
1.有AI相关名企工作经历
2.有互联网名企工作经历
3.有机器学习实现或开发类经验
4. 精通计算机底层架构或编译原理
5. 发表过机器学习类论文
6. 擅长算法复杂度和性能优化
7．有自主实现机器学习算法的能力
8. 有集群使用和开发经验
关键内容：
模型级别并行训练。C++要精通，只看做工程的人，不看只做AI算法的人，要求写代码能力强（面试着重考察）。需要AI GPU并行训练相关背景。",2023-12-26,boss
机器学习平台工程师,北京,40k-70k·16薪,经验不限,本科,"云计算
搜索/推荐
C/C++
Python
Java
机器学习算法/工程化经验
有国际期刊/会议论文发表
深度学习经验",某计算机服务公司,计算机服务,20-99人,"职位描述】
机器学习训练平台的开发，旨在为算法工程师提供一个稳定，高效，易用的机器学习平台，帮助算法工程师高效完成模型的训练验证。
1. 设计和开发机器学习系统，包括数据获取、数据标注、模型训练、模型服务等，搭建上层应用及承担部分算法底层组建的工作；
2. 设计和研发机器学习平台的管理系统，如资源调度管理，任务调度管理，算力/存储的能效管理，镜像管理等；
3. 机器学习的自动化、可视化、 AutoML、量化等能力，如tensorflow、pytorch分布式训练可视化等，构建更加便捷和易用的平台能力；
4. 面向算法工程师的接口和工具优化，降低机器学习应用门槛；
5. 协同算法工程师优化模型效果，提高高效能的开发工具，提高算法迭代效率，如模型训练profiling，IO读写profiling等；
6. 负责分布式训练的性能优化，包括但不限于利用RDMA、DPDK等技术，提高集群算力吞吐。
任职资格：
【任职要求】
1. 有扎实的数据结构和算法功底，具备强悍的工程实现能力, 有项目落地的经验；
2. 熟悉至少一门后端服务的语言，Java/C++/Go/python；
3. 熟悉Python， bash shell等脚本语言；
4. 熟悉多线程，服务发现，RPC异步调用等相关概念；
5. 了解 kubeflow、TFX 等 AI 工作流者优先；
6. 了解 kubernetes 使用和开发者优先；
7. 有腾讯云，阿里云，aws上容器服务和对象存储使用经验者优先。",2023-12-26,boss
机器学习/深度学习研发工程师,北京-海淀,25k-50k,经验不限,本科,"C/C++
TensorFlow/PyTorch
机器学习算法/工程化经验
深度学习经验
有国际期刊/会议论文发表",北京德睿特科技,铁路/船舶/航空/航天制造,0-20人,"工作职责
-支持AI智能算法研究，包括但不限于机器学习、深度学习、强化学习等技术；
-实现和探索前沿的机器学习算法，丰富框架的应用案例；
-准备数据集，选取特征，搭建模型训练和实验评估环境，持续优化算法表现；
任职条件
-对机器学习有独到的理解，熟悉常见的深度学习模型、优化方法
-在CV/NLP/Speech等任一深度学习领域有较为深入的研究
-熟悉一个或多个深度学习框架，包括但不限于PyTorch，TensorFlow,hugging face, deepspeed等
-对主流深度学习框架有项目应用经验，熟悉常见深度学习模型结构和优化方法，能够进行常见深度模型训练；
-学习能力强、自我驱动力强，紧跟机器学习的发展动态
具有以下条件者优先考虑：
-在机器学习相关竞赛中取得优异成绩者优先
-在国际顶级会议或期刊发表论文、或有开源项目经历者优先
-有较强的实现能力，能从容应对算法实现过程中的调试、性能优化等问题者优先
-复合背景，熟悉深度学习多个领域者优先",2023-12-26,boss
机器学习平台开发工程师,北京,50k-80k,经验不限,本科,"C/C++
Python",某大型基金公司,基金,100-499人,"岗位职责：
负责高精尖算法研究平台的设计、搭建与优化，持续提高平台的易用性、可用性、扩展性和资源利用率从而带来研究规模和研究效率的整体提升。
岗位要求
1）国内外知名院校的计算机科学本科及以上学历，1年以上工作经验或优秀应届生均可；
2）熟练掌握C/C++、Python、Go等开发语言，掌握常见的算法和数据结构；
3）具备良好的系统设计能力，具备性能、可靠性、可用性、可扩展性等方面的系统思考；
4）掌握Kubernetes的架构和基本使用，具备kubernetes开发能力者优先；
5）熟悉DevOps、MLOps概念及Best Practice，具备相关系统搭建和维护的经验；
6）具备开源机器学习平台、云原生系统、大数据系统、分布式存储、云原生调度系统以及训练框架的底层相关开发经验",2023-12-26,boss
机器学习算法工程师,北京-海淀,15k-30k·14薪,1-3年,本科,"C++
Python
算法设计
深度学习算法
机器学习算法
Boosting
GBDT
TensorFlow",交叉科技,计算机服务,20-99人,"岗位职责：
1.基于海量数据和真实客户需求，对客户业务问题进行准确定义、数据分析、方案制定及实施；
2.参与相关机器学习、深度学习、强化学习或运筹优化模型的研发、设计和部署等工作，配合工程团队产出企业级的算法产品。
任职要求：
1.本科以上学历，计算机、数学、统计学等相关专业；
2.熟练掌握至少一种常用编程语言，如python/C/C++等，熟悉各种数据库使用；
3.熟练掌握常见的机器算法模型及原理，如线性回归、逻辑回归、Boosting、Bagging、SVM、Clustering、PCA、GBDT、XGBoost等；
4.具备一定的深度学习理论基础，熟练使用至少一种深度学习框架（Caffe，Keras，pyTorch，Tensorflow），喜欢研究前沿技术；
5.熟悉金融行业、互联网行业或有相关工作经验者优先。
岗位优势：
国高新企业、科学家团队、项目分红、带薪年假、五险一金、股权激励、免费零食、弹性时间。",2023-12-26,boss
机器学习平台研发专家,北京-海淀,35k-65k·14薪,经验不限,本科,"C/C++
机器学习算法/工程化经验
搜索/推荐
计算机相关专业
深度学习经验",第四范式,计算机软件,500-999人,"岗位职责：
1. 负责第四范式AI平台研发，包括但不限于数据平台，部署平台，训练平台，调度平台，编排平台，在线服务平台等
2. 负责具体客户对接，深入理解需求，设计解决方案
岗位要求：
1. 本科及以上学历，熟悉C++/golang/Java等一种或多种编程语言
2. 熟悉高性能后端开发模式，对性能，可用性有极致追求
3. 有搜索，推荐，广告，机器学习平台背景优先
4. 有从0到1，成功对接大客户系统平台优先",2023-12-26,boss
机器学习算法工程师,北京,30k-60k·14薪,经验不限,本科,"强化学习
深度学习算法",竞技世界,互联网,1000-9999人,"岗位职责：
1、负责金融风控、用户社交关系挖掘、图像语音文本识别、知识图谱、用户特征挖掘、用户游戏技能识别等方向的机器学习课题的解决，以及实时数据分析建模；
2、负责对应领域中课题的机器学习建模和实时分析建模；
3、负责推进机器学习平台框架建设；
4、快速跟进最新有效的机器学习技术（包括深度学习），并将这些技术实践到建模中。
任职要求：
1、数学、计算机专业硕士以上学历；3年以上机器学习相关工作经验；
2、熟练掌握Python/R/Java编程，有软件工程能力。
3、熟练掌握主流大数据处理技术(hadoop、spark等)；
4、精通常规机器学习技术（聚类、分类、关联、预测等等）；
5、掌握深度学习几大常用算法或其改进版（CNN，LSTM，RBM等）；
6、掌握主流深度学习框架（TensorFlow、caffe等）；
7、有好奇心、有创新思路、逻辑思维强；
8、有很强的学习能力，对新技术持续不断的兴趣，及很强的应用实践能力。",2023-12-26,boss
机器学习平台工程师,北京,40k-50k·16薪,经验不限,本科,"深度学习
强化学习
数据挖掘
风控算法
运筹优化
C/C++
Python
Golang
算法工程化经验
参加算法相关竞赛/获奖
发表算法相关优秀论文",某基金公司,基金,20-99人,"岗位职责：
机器学习算法的应用对我们的成功至关重要。我们时时跟进在模型延迟和吞吐量方向研究与实践的最前沿。
在这个岗位上，你将负责佳期高精尖算法研究平台的设计、搭建与优化，持续提高平台的易用性、可用性、扩展性和资源利用率从而带来研究规模和研究效率的整体提升。
岗位要求：
1）国内外知名院校的计算机科学本科及以上学历，1年以上工作经验或优秀应届生均可；
2）熟练掌握C/C++、Python、Go等开发语言，掌握常见的算法和数据结构；
3）具备良好的系统设计能力，具备性能、可靠性、可用性、可扩展性等方面的系统思考；
4）掌握Kubernetes的架构和基本使用，具备kubernetes开发能力者优先；
5）熟悉DevOps、MLOps概念及Best Practice，具备相关系统搭建和维护的经验；
6）具备开源机器学习平台、云原生系统、大数据系统、分布式存储、云原生调度系统以及训练框架的底层相关开发经验。",2023-12-26,boss
自然语言处理算法,北京,11k-12k,1-3年,本科,"强化学习
机器学习
大模型算法
图像算法
自然语言处理算法
推荐算法
Python
算法工程化经验
发表算法相关优秀论文
参加算法相关竞赛/获奖",北京源舫科技有限公司,计算机软件,100-499人,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：月结
招聘截止时间：2024-02-17
招人工智能/深度学习开发者啦，注意是兼职兼职兼职哦，通过帮助客户开发相应的深度学习程序，或者是讲解编程等知识，然后获得相应的劳动报酬，希望优秀又想适当兼职的你联系我们哦～",2023-12-26,boss
自然语言处理算法,北京-朝阳,15k-30k,1-3年,本科,"Java
C/C++
Python
计算机相关专业
自然语言处理项目经验
人机对话相关经验
自然语言识别
NLP
模型训练",微著丰融,互联网,无,"职位描述
1、负责文本生成、文本摘要、实体命名等自然语言处理算法的研发和调优；
2、负责算法的优化与工程化实现，并满足实际业务场景中的应用；
3、负责NLP前沿问题的研究，包含开放域对话机器人方向、自然语言生成方向，通过实际应用场景，提供技术解决方案及技术规划；
4、通过对模型技术的研究分析，开展所需数据的分析，以及标注体系(Prompt/RLHF等)和实施方案设计，为模型技术研发和应用落地提供支撑。
岗位要求:
1、本科及以上学历，计算机、软件、信号处理、自动化、应用数学等相关专业，有NLP、深度学习、机器学习相关研发相关工作经历优先；
2、具备NLP领域的词法、句法、语法、文本分析方面基础算法能力，有自然语言处理、大数据、机器学习、深度学习或相关领域的实践经验；
3、具有较强的英文文献阅读及调研能力；
4、熟练使用C++/Java/Python，熟悉 Linux开发环境和shell，熟悉主流深度学习工具Pytorch；
5、具备NLP大模型训练经验者优先，如BERT、 GPT等LLM等相关经验；
6、具备多模态AIGC大模型训练经验者优先；
7、具有良好的沟通能力和团队合作精神，认真负责，较强的逻辑思维能力。",2023-12-26,boss
深度强化学习与自然语言处理,北京-海淀,40k-70k·14薪,1-3年,本科,深度学习,好未来,互联网,10000人以上,"岗位职责：
深入研究、训练和应用大规模预训练模型（LLM），包括但不限于多语言、多模态、训练任务的优化、下游任务的迁移、知识融合更新和模型性能的提升等。在此过程中，着重强调与强化学习相关的应用。
利用基于强化学习的 PPO 算法进行微调自然语言处理预训练模型，以实现各类任务的对齐与性能提升。
积极参与公司领域特定的 GPT 模型的强化学习与自然语言处理模块的研发，为其增添RLHF（Reinforcement Learning with Human Feedback）元素。岗位要求：
硕士及以上学历，专业背景可包括自动化、计算机科学、机械工程等相关领域。
精通强化学习领域的多种算法，包括但不限于 Actor-critic、GAIL、Q-Learning、PPO、Offline RL 等。能够将这些算法应用于自然语言处理任务中。
深刻理解强化学习与自然语言处理领域的基本原理，具备训练 RM（Reward Models）、PPO（Proximal Policy Optimization）、DPO（Deep Policy Optimization）等方面的经验。
具备从零开始构建强化学习与自然语言处理训练集的能力，以满足特定任务的需求。
出色的沟通与协作能力，具备跨团队合作的经验，拥有卓越的项目规划和执行能力。
精通大规模模型的微调方法，能够有效应用多机并行策略，以实现任务效率与性能的提升。
深入了解学术界与行业内最新的研究成果，包括但不限于对 instructGPT、LLaMa 等前沿技术的熟悉。
优先考虑在国际顶级会议或期刊（如 ICLR、ICDE、ICML、NeurIPS、AAAI）上发表过相关领域论文的候选人。",2023-12-26,boss
NLP自然语言开发工程师,北京-海淀,15k-25k·14薪,经验不限,本科,"TensorFlow
Python
Word2vec",中教云,在线教育,500-999人,"岗位描述：
1、紧跟业界NLP⽂本⽣成技术，解决面向不同应用场景的内容文本生成问题；
2、预训练模型，如：prompt设计，⼤模型fine-tuning，模型蒸馏等； 可控⽂本⽣成，⻛格和主题控制；
3、利用自然语言处理、深度学习在海量文本处理及挖掘中的应用，包括信息抽取，新闻主题发现，文本相关度模型，知识图谱构建，语义理解等。
岗位要求：
1、对⾃然语⾔处理技术体系和应⽤场景有深刻理解，熟悉自然语言处理、深度学习领域一些开源的算法库或工具；
2、熟练掌握tensorflow、pytorch等深度学习框架，有较强的算法⼯程能⼒；熟悉主流⽂本⽣成的原理 和⽅法，有结合业务的落地实践经验；
3、具有优秀的分析、解决实际问题的能力，能够自我驱动，良好的团队合作精神，较强的沟通能力；
4、有AIGC相关产品落地经验者优先。",2023-12-26,boss
自然语言处理算法工程师,北京,40k-70k·15薪,经验不限,本科,"文本分类
知识图谱
相似匹配
意图理解
NLP",某大型知名互联网公司,互联网,10000人以上,"职位描述：
1、支持快速增长的内容套件业务，建设垂直领域的知识图谱和标签体系为客户服务；
2、探索NLP技术对中小规模客户的业务支持，提升用户消费核心指标；
3、探索 NLP 相关前沿技术，并应用落地到内容套件的业务场景中。
职位要求：
1、扎实的NLP算法基础，对文本分类、相似匹配、序列标注、知识图谱、意图理解、词义消歧等领域有较深入理解和实践经验；
2、熟悉知识图谱构建和推理相关的技术。对关系抽取、关系分类、序列标注、实体对齐、知识推理、图算法等方向有深入的研究和相关应用开发经验；
3、熟悉常用的机器学习和深度学习算法，了解基本的网络模型结构（DNN/LSTM/CNN等）和文本表征方法（LDA/Word2Vec/BERT等），对深度学习训练和推理模型调优有实操经验；
4、熟悉Linux开发环境，有扎实的算法和数据结构功底；
5、良好的问题解决能力、团队合作意识和沟通能力，有相关业务场景实践经验者优先。",2023-12-26,boss
自然语言处理语音交互方向工程师-AI Lab,北京-海淀,25k-50k·15薪,经验不限,本科,"C/C++
Python
TensorFlow
人机对话相关经验
自然语言处理项目经验
对话交互
问答系统
大模型",字节跳动,互联网,10000人以上,"职位描述
1、在智能客服和语音交互场景中构建前沿的智能语音对话、问答系统；
2、探索前沿的深度学习技术，将对话和问答技术落地并应用到实际业务中；
3、在业务场景中打磨技术能力，能够接触到大量真实业务数据，实现数据-算法-应用的闭环迭代。
职位要求
1、精通至少一门编程语言，包括但不仅限于：C++/Python；
2、熟悉传统机器学习、深度学习，有Tensorflow开发经验；
3、对 NLP 有实践经验、深入研究的热情，能与团队融洽合作相处；
4、有语音对话、问答系统经验者优先；
5、算法与编程能力强，ACMICPC, NOI/IOI，Top coder，kaggle比赛获奖者优先；",2023-12-26,boss
自然语言处理算法,北京-昌平,12k-16k,1-3年,本科,"搜索/推荐
语音/图像识别
翻译
Python
CNN/RNN/LSTM
计算机相关专业
机器学习算法/工程化经验
深度学习经验",北京源舫科技有限公司,计算机软件,100-499人,招人工智能/深度学习开发者啦，注意是兼职兼职兼职哦，通过帮助客户开发相应的深度学习程序，或者是讲解编程等知识，然后获得相应的劳动报酬，希望优秀又想适当兼职的你联系我们哦～,2023-12-26,boss
自然语言处理部自然语言处理数据标注分析师,北京-海淀,15k-25k·16薪,1-3年,本科,"数据标注
文本标注
全职工作
汉语言文学",百度,互联网,10000人以上,"-负责自然语言处理技术相关的数据分析标注工作
-负责搜索推荐结果优化的数据分析标注工作
-负责跨模态理解和生成相关的数据分析和标注工作
-包括但不限于词法、句法、问答、对话、摘要、机器翻译等方向的语言分析和标注工作
任职资格
-语言学及应用语言学、英文、翻译等相关专业（专业八级，持有口译笔译证书者优先），有语料库建设相关工作经验者优先
-熟练使用EXCEL等办公软件和统计工具
-对互联网工作感兴趣，爱好广泛，对互联网产品有了解
-认真踏实、抗压能力强、有责任心",2023-12-26,boss
兼职自然语言处理(NLP)算法工程师,北京-海淀,100-150元/时,经验不限,学历不限,"C/C++
Java
Python
计算机相关专业
自然语言处理项目经验",昆明寻真科技有限公司,互联网,0-20人,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：完工结
招聘截止时间：2024-12-31
1. 平台投入资源，运营客户渠道及项目来源；
2. 向您推送经初步沟通梳理的项目需求，您根据个人时间安排和意愿接单；
3. 与平台紧密配合，为客户提供优质服务，同时保障自身利益；
4. 项目顺利完成，提供短期售后（默认15天）、安排结算日程
【职位介绍】
需求形式：自然语言处理算法/模型/接口/软件开发、实用算法研发、创新性算法研发等。
工作内容：针对客户的需求提供定制化服务。
常见能力需求：(* 以下仅为列举部分常见能力要求，申请者部分满足即可)
1）熟练掌握自然语言处理常用开发语言（e.g., Python, R, Java, C++, etc.）；
2）熟悉自然语言处理常用开源库（e.g., NLTK, Genism, Spacy, etc.）；
3）熟悉传统文本分析算法（e.g., TF-IDF, HMM, CRF, etc.）;
4）熟悉自然语言处理常用的深度学习框架（e.g., Pytorch, TensorFlow, Keras, Caffe, etc.）；
5）熟悉自然语言处理常用的深度学习模型（e.g., LSTM, GAN, Bert, GPT, etc.）；
6）跟进相关领域的最新网络/模型；
7）良好的自然语言处理tricks/算法积累、经验和直觉；
8）丰富的下游任务处理、复杂自然语言处理系统实现经验；
9）熟悉特定语言、小语种的语言学知识、语料来源及处理方式；
10）GUI开发和软件交互设计能力。
优先选项：1. 研究方向相符的在校硕士、博士；2. 业余时间充裕的在职工程师、科学家；3. 拥有自己的模型库、代码库积累，能够快速实现需求；4. 具备复杂自然语言处理系统的设计实现能力。
薪酬待遇：项目佣金制，根据项目金额大小，单个订单可获取收入通常在数千元至数万元。
工作地点：远程工作，自主安排。
【远期培养】
1. 资深兼职算法工程师、职业生涯伙伴。
2. 有机会参与平台自研系统中的自然语言处理算法模型设计。
3. 平台（远程/在驻）全职自然语言处理算法工程师。
4. 更多远景规划......
【关于我们】
晨凫自由是一个科技自由职业平台，这里汇聚来自知名互联网公司、分析咨询机构、高校及科研院所的工程师、分析师和专业研究人才，致力于为个人、企业、公共服务部门、科研院所客户提供全天候、无死角的科技支持能力与协同创新支撑。目前，平台提供服务内容涵盖分析咨询、技术开发、科研合作、政务信息化、工业智能化等诸多领域。欢迎访问平台官网：https://www.dawnswim.cn、公众号：”晨凫自由+“，更多了解我们。",2023-12-25,boss
自然语言处理方向算法工程师,北京-海淀,8k-12k·13薪,1-3年,本科,"机器学习
大模型算法
自然语言处理算法
Python
算法工程化经验",中科院信工所,信息安全,1000-9999人,"职位职责：
1. 设计、开发和优化自然语言处理算法和数据挖掘模型，用于文本分类、情感分析、实体识别、关系抽取等任务。
2. 研究和实现自然语言处理与机器学习算法的最新进展，以提高系统的性能和效率。
3. 处理和分析大规模文本数据，从中挖掘出有价值的信息和模式。
4. 与团队成员合作，解决实际问题并将算法应用到实际产品中。
职位要求：
1. 本科及以上学历，计算机科学、人工智能、数据科学或相关专业背景。
2. 具备扎实的自然语言处理和数据挖掘理论基础，熟悉常用的算法和模型，如词嵌入、循环神经网络、卷积神经网络、注意力机制、预训练语言模型等。
3. 熟练掌握Python编程语言，具备良好的编码和调试能力。
4. 具备数据处理和分析的经验，熟悉常用的数据挖掘工具和技术，如Pandas、NumPy、Scikit-learn等。
5. 熟悉深度学习框架，如TensorFlow、PyTorch等，并有相关项目经验者优先考虑。
6. 具备良好的沟通能力和团队合作精神，能够与不同背景的团队成员高效协作。",2023-12-22,boss
自然语言处理算法,北京,40k-70k,经验不限,本科,"自然语言处理项目经验
知识图谱相关经验
人机对话相关经验",某知名企业,互联网,10000人以上,"岗位职责
1、参与建设NLP大模型训练工程体系，优化千卡规模分布式训练的性能和稳定性，探索行业前沿的技术并落地。
任职要求
1、本科及以上学历，精通python和C++，具备优秀的工程实现能力和系统设计能力；
2、精通PyTorch、Megatron、DeepSpeed等框架和各种并行策略，有大规模分布式训练性能优化的经验；
3、掌握cuda编程和常见算子优化方法和开源实现，有能力对特定模型结构进行深度性能优化；
4、熟悉深度学习原理，深入了解Transformer等模型架构和常见的优化方法；
5、具备良好的沟通能力、团队协作精神和强烈的责任心、自驱力。",2023-12-26,boss
另类数据-自然语言处理算法专家,北京,30k-60k·15薪,经验不限,本科,"TensorFlow/PyTorch
计算机相关专业
数学/统计相关专业
LLM",某大型互联网金融公司,基金,100-499人,"职位描述
在金融场景下构建信息抽取、信息检索、对话交互等自然语言处理技术方案；
探索前沿LLM技术，基于LLM开发新一代技术框架，并实际落地应用到金融场景中；
在业务场景中打磨技术能力，接触大量真实业务数据，实现数据-算法-应用的闭环迭代流程。
职位要求
能够熟练使用python进行自然语言处理相关数据处理、模型训练、功能开发；
熟练使用Pytorch框架开发相关算法方案，对开源工具(huggingface、langchain、deepspeed等)较为熟悉；
对自然语言处理技术发展有较为深入了解，有LLM相关开发经验者优先
具有较好代码开发能力，有ACM/IOI等经验者优先；
211全日制本科以上学历，计算机、数学、金融工程等相关专业优先。",2023-12-26,boss
自然语言处理算法工程师（NLP）,北京-海淀,15k-30k,经验不限,本科,"PyTorch
计算机相关专业
自然语言处理项目经验
人机对话相关经验
超大模型训练优化",捷通华声,互联网,100-499人,"岗位职责：
1.负责预训练大模型的训练优化；
2.负责基于预训练大模型的下游应用落地研究；
3.负责文本问答和对话的算法研究、模型训练和优化工作；
4.跟进行业前沿技术发展趋势，跟踪国际最新算法发展方向和相应技术。
任职资格：
1.学历要求：
‒ 统招硕士及以上学历，计算机相关专业；
2.工作经验：
‒ 1年以上基于结构化问答与语义匹配的智能问答、多轮对话等相关工作经历或实验室研究背景；
2.能力要求：
‒ 熟悉Linux环境，能够熟练使用python进行开发，熟悉STL等基本数据结构；
‒ 熟练使用常用深度学习框架如PyTorch；
‒ 熟悉常用深度学习网络结构如GPT/T5/BERT/Transformer；
‒ 熟悉NLP常用任务如文本聚类/命名实体识别/文本分类；
3.素质要求：
‒ 工作踏实，态度积极，责任心强，能够承受工作压力；
‒ 热爱自然语言处理，对技术和算法研究有强烈的兴趣，勇于创新；
‒ 具备较好的学习能力、问题分析能力，具备主动、独立解决问题的能力；
4.优先考虑：
‒ 有超大模型训练优化经验者优先。",2023-12-26,boss
自然语言处理算法专家,北京,60k-90k,经验不限,本科,"自然语言处理项目经验
PyTorch
大模型算法
TensorFlow",某大型移动互联网公司,移动互联网,100-499人,"岗位职责：
定义大模型
1.负责面向汽车后市场领域的文本语义理解、机器翻译、文本纠错、知识图谱、问答系统等工作； 2.研发及迭代问答系统、知识图谱、文本校对、机器翻译等技术； 3.跟进NLP领域的前言技术，保证业务中算法先进性。
任职资格： 1、本科及以上学历， 对⾃然语⾔处理技术体系和应⽤场景有深刻理解； 2、了解并会应用最新业界趋势，如ChatGPT为代表的的GPT-3,GPT-3.5与davinci等，以及LaMda、Sparrow和InstructGPT； 3、善于学习并利用主流API进行训练，认同参数至上和数据至上； 4、熟悉中文分词、实体识别、文本分类、机器翻译、文本生成等NLP技术 5、熟练掌握Python，有扎实的编码与实战能力；熟悉tensorflow/pytorch 等框架。 6、责任心强，有较强的自驱力，善于利用业界优质模型，从0到1推动业务发展，以及较强的沟通协作能力。",2023-12-26,boss
