岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间,来源
自然语言处理（NLP）算法工程师【No.003】,北京,20k-40k·14薪,1-3年,本科,"C/C++
Python
TensorFlow
计算机相关专业
自然语言处理项目经验",UMU,企业服务,100-499人,"岗位职责：
1. 语音特征识别，文本分词、语义识别, 情感分析
2. 词汇挖掘实体识别, 知识图谱的建模
3. 探索前沿技术并应用
任职资格：
1. 统招本科及以上学历，数学、计算机相关专业，985院校优先考虑；
2. 机器学习、有深度学习经验，了解RNN，LSTM原理，了解自然语言处理常用算法；
3. 熟悉C/C++、Python语言，熟悉Linux编程；
4. 了解语音识别原理, 有过项目实践优先
5. 有强烈技术热情, 数学功底扎实，良好的逻辑思维能力；
6. 熟练使用Tensorflow， 分布式训练。",2023-12-29,boss
NLP算法（大模型）,北京,35k-65k,经验不限,本科,"语义理解
多模态算法
知识图谱
大数据处理工具(Spark/Hadoop/Hive)
大模型算法
大模型
nlp",某大型知名在线教育上市公司,在线教育,10000人以上,"工作职责：
1、负责教育场景下大语言模型的选型、设计与实现；
2、负责自然语言处理相关产品和项目的研发实现、效果评估以及持续优化工作；
3、关注行业前沿机器学习算法，负责算法优化和调整，并应用到实际的应用场景中；
任职要求:
1、有扎实的自然语言处理理论和方法基础，熟悉 LSTM、CNN、RNN、Transformer 等基本网络结构；
2、熟练掌握tensorflow、pytorch 等深度学习框架，有较强的算法工程能力;
3、熟悉大模型的训练与优化，熟悉主流文本生成的原理和方法，有结合业务的落地实践经验；
4、熟悉语音识别、自然语言处理、知识图谱等领域，并有相关应用落地经验者优先；
5、具有GPT、LLaMA、ChatGLM 等开源模型训练、优化与应用经验者或者对 chatGPT 有跟进和心得者优先，有良好的学习能力和创新思维，具备良好的团队合作精神和沟通能力。",2023-12-29,boss
NLP 自然语言处理,北京,13k-22k,1-3年,大专,"Java
自然语言处理项目经验
计算机相关专业
数学/统计相关专业
Python
TensorFlow",盈科千信,互联网,100-499人,"岗位职责：
1、集成和实施自然语言处理模型，如Transformer-based模型等
2、负责自然语言处理相关算法工作，如文本分类、情感分析、实体识别、关系抽取、知识图谱等大语言模型的训练、对齐、任务调优等工作
2、通过对数据的敏锐洞察，进行数据挖掘、分析工作，并用于实际问题的解决和优化
3、结合产品和业务场景实现技术落地
【任职资格】
1、计算机、数学、统计、人工智能等相关专业本科以上学历，2年以上工作经验
2、Python/Java技术背景，对数据结构和算法有深入理解和研究
3、熟悉 Transformer、Bert、RoBERTa、T5、GPT 等预训练模型
4、熟练使用TensorFlow、Pytorch等深度学习框架并有1个以上工程化项目经验
5、具有较好的团队沟通合作能力、理解能力和抗压能力，有责任心和自驱力",2023-12-29,boss
NLP算法工程师（语音语义方向-央企急招）,北京,40k-60k,1-3年,本科,"自然语言
对话场景识别
对话管理",某大型知名通信上市公司,通信/网络设备,10000人以上,"工作职责
1.负责NLP相关算法在业务场景下的应用，包括算法验证与项目落地
2.基于人人对话进行场景识别及行为分类，具体技术涉及文本分类、实体和关系抽取等
3.客服及外呼场景下的多轮对话系统构建，具体技术涉及意图识别、槽位填充、对话管理等
4.负责搭建文本分类、对话关系系统等
任职资格
1、本科学历及以上，NLP、机器学习、计算机科学或相关技术领域，2年以上人工智能产品研发经验；
2、扎实的算法理论基础，熟悉自然语言研究领域热点方向主要的算法模型和最新进展和应用情况。
3、熟练掌握机器学习相关类库，熟练使用一种或几种深度学习框架（如Tensorflow、Pytorch等），熟练掌握C/C++、Python、Golang等编程语言之一。
4、在句法分析、文本摘要、文本生成、对话系统、自动问答、机器翻译、文本分类、知识推理、信息抽取、信息检索等方面有研发经验；
5、有推荐系统的设计和研发经验优先；",2023-12-23,boss
nlp算法高级工程师,北京,40k-70k·15薪,经验不限,本科,"语音/图像识别
TensorFlow/PyTorch
Python
NLP
自然语言处理",某大型互联网公司,移动互联网,10000人以上,"工作职责：
1、负责开发和优化我们的人工智能产品，以提供更准确、更高效的互联网内容风险控制服务；
2、开发和改进内容安全风控相关的自然语言处理算法，包括但不限于文本分类、情感分析、意见挖掘等；
3、根据产品需求，设计和实现新的内容安全风控NLP功能；
4、基于海量互联网内容数据，构建机器学习模型，进行特征提取和模型训练，提升风控准确性；
5、对现有算法进行优化，提高其性能和准确性，降低误报和漏报率；
6、配合团队成员解决项目中的技术难题，提供专业的NLP技术支持。
任职要求：
1、计算机科学、统计学或相关领域的本科及以上学历，具有内容安全、互联网安全等领域经验者优先；
2、具有2年以上的NLP相关经验，熟悉自然语言处理的基本原理和相关技术；
3、熟悉Python编程语言和相关的自然语言处理库，如Spacy、NLTK等；4、熟悉深度学习框架，如TensorFlow、PyTorch等，能够利用深度学习技术解决实际问题；
5、熟练掌握机器学习算法，如SVM、随机森林、神经网络等，具有实际应用经验；
6、良好的数据分析能力和数学基础，能够根据数据特点进行算法设计和优化；
7、出色的沟通能力和团队协作精神，能够与团队成员有效沟通并共同完成任务；
8、对自然语言处理领域有浓厚兴趣，并愿意持续学习和探索，不断提升自身技术水平。",2023-12-30,boss
大模型nlp,北京-海淀,25k-45k,经验不限,本科,"TensorFlow
PyTorch
自然语言处理项目经验
知识图谱相关经验",彩智科技,计算机软件,100-499人,"岗位职责：
1. 基于大模型在行业应用场景上的探索和落地。
2. 针对行业应用场景，结合实际数据实现对大模型的训练、微调和定制化开发。
3. 参与算法工程和部分后端工程的迭代开发。
岗位要求：
1. 熟练掌握Python编程语言。
2. 对NLP主流大模型如GPT/T5/LLaMA/ChatGLM等的原理有深入的理解，能够完成相应的训练和微调工作。
3. 熟练掌握主流深度学习框架如pytorch、tensorflow等，具有工程化的经验的优先。
4. 有过大模型训练调优实际经验或发表过大模型相关的人工智能顶会论文优先。
5. 在校博士研究生（以实习生身份）、应届毕业的博士研究生 和 具有工作经验的人员均可。",2023-12-30,boss
nlp算法工程师,北京-海淀,45k-75k·14薪,1-3年,本科,"NLP
深度学习",好未来,互联网,10000人以上,"岗位职责：
1、负责教育场景下的自然语言处理相关工作，包括文本特征提取、文本分类与聚类、语义相似度计算、中文分词、文本对齐、知识元及实体抽取等
2、负责自然语言处理前瞻性技术的探索、研究与应用，负责产品需求转化、模型设计与优化
岗位要求：
1、1-3年工作经验、硕士研究生及以上学历，计算机、数学、自动化相关专业
2、熟悉NLP，熟悉RNN、BERT、Transformer、大模型等相关知识，熟悉至少一种深度学习框架，如pytorch、tensorflow等
3、熟悉一种或多种编程语言，如python、Java、C++等，具有良好的代码能力、数据结构和算法功底
4、有实际成果并发表在国际顶级会议（ACL/EMNLP/COLING/AAAI/IJCAI等）优先，有在国际权威比赛中取得优异成绩者优先；
5、具有良好的团队协作能力、沟通表达能力
职责：做题库的建设和召回
题库：1100W 快速生产",2023-12-30,boss
自然语言处理/NLP,北京,30k-60k·16薪,经验不限,本科,"Python
C/C++
Java
自然语言处理项目经验
大型对话系统
大横型训练",某大型社交网络公司,社交网络,100-499人,"工作职责：
1、利用 NLP 技术在大量文本中进行数据挖掘及文本处理，包括文本相关性模型、命名实体识别等、
2、承担预训练模型的训练、开发和调优工作,包括但不限于:prompt 设计、大模型 finetuning、大模型训练
3、紧跟前沿 NLP 生成技术，解决实际应用场景中的内容生成问题
4、负责对话系统平台搭建和研发工作
任职要求：
1、计算机相关专业硕士、博士或者优秀本科
2、熟练掌握 Python/C++/Java 中至少一门语言，熟练掌握 tensorlow/pytorch/keras 等深度学习框架
3、熟悉 BERT系列以及GPT 系列等预训练模型，熟悉 Transformer 等深度学习模型，熟悉主流文本生成的原理和方法，有结合业务的落地经验者优先
4、过往有参与过大型对话系统、大横型训练和部罢经验者优先
5、有 ACL、EMNLP、ICLR 等会议论文发表者优先
6、良好的自驱力，较强的团队合作精神",2023-12-30,boss
nlp算法工程师,北京-海淀,40k-70k,经验不限,本科,"知识图谱
搜索算法
分布式训练
C/C++
并行计算
机器学习
大模型算法
参加算法相关竞赛/获奖
发表算法相关优秀论文
算法工程化经验",随训通电子,互联网,1000-9999人,"职位描述
1、对多源文本内容进行理解，构建文本信息抽取技术，并将抽取内容与结构化知识库Schema对齐；
2、持续研发与优化实体链接与实体识别等技术，扩充结构化知识库规模，并应用于百科业务；
3、支持百科业务NLP算法，对百科词条做内容理解，包括文本分类、质量判断、重复识别等技术；
4、构建机器内容生成技术，优化百科场景下的大模型，包括但不限于pretrain、SFT、RLHF等，利用AIGC相关技术优化产品质量。
职位要求
1、本科及以上学历，1年以上相关工作经验，计算机相关专业背景优先；
2、积极主动有热情，对大模型与结构化知识库技术的结合及百科业务应用有浓厚的兴趣；
3、具备一定的NLP项目经验，比如文本分类、语义匹配、机器翻译等；
4、动手能力强，相信实践出真知，能快速去做技术调研和实验；
5、日常中注重合作，有良好的沟通表达能力，勇于迎接挑战。",2023-12-28,boss
大模型算法（NLP/CV/机器学习）,北京,30k-60k·15薪,1-3年,本科,"大模型算法
图像算法
自然语言处理算法
语音算法
C/C++
Python
分布式训练
算法工程化经验
发表算法相关优秀论文
参加算法相关竞赛/获奖",某知名互联网公司,互联网,1000-9999人,"岗位需求介绍：分为三大方向
第一，机器学习，包括NLP、CV算法，做预训练方向；
第二，强化学习：RLHF方向；
第三，AI infra：大规模分布式训练和推理框架方向
社招岗位寻访方向：
1】硬性要求：年轻、高潜，国内、外名校本、硕、博士，学历越高越好，获得计算机、数学等相关奖项越多越好，工作2~5年+，年纪不能太大，对标阿里P6及以上，字节2-1及以上。
第一梯队人选：满足第一条，且是阿里校招生--阿里星、百度校招生-百度AI DU、快手校招生-快Star、字节校招生2-1及以上级别的。即曾具备这些校招标签的人选~
第二梯队人选：满足第一条，且在知名互联网公司，正在从事大模型相关算法、机器学习等研发的年轻、高潜同学，对标职级能到阿里P6、字节2-1及以上的，
数据质量模型，画像：满足其一即可
1、搜索、评论、资讯类等场景长文本内容理解/类目/标签模型
2、基座模型预训练数据处理
预训练：语言模型，画像：满足其一即可
1、优先看基座模型预训练
2、或者垂类模型做Continue train的也可以，认知要好，nlp的深度要好。
3、NLP场景能力够强也是ok的，核心还是看认知，
预训练-多模态，画像：
1、做过多模态大模型的理解（关键词表征学习）或者生成；经验导向，看有相关经验的",2023-12-29,boss
NLP 算法工程师,北京-海淀,30k-50k·14薪,1-3年,硕士,研究导向,可话,互联网,20-99人,"职位描述
1、实时推荐算法的研究实现及用户画像的构建
2、研究机器学习、NLP、推荐算法的前沿进展，在内容挖掘、推荐、App 用户增长方面进行创新应用
3、通过数据分析洞察用户需求，并制定可扩展的产品技术解决方案
4、参与和推动机器学习、人工智能等技术落地到产品
职位要求
1、硕士以上学历
2、有推荐系统经验、NLP 经验，2 年或以上机器学习经验优先
3、熟悉 Tensorflow、Pytorch 等机器学习框架及用户分群模型、主流推荐模型的构建及原理
4、必须掌握 Python，有工程经验
5、精通 NLP 领域或推荐领域的相关技术，对数据结构和算法设计有深刻的理解
6、熟悉 Hadoop、Hive、Spark、Storm 等分布式计算架构优先",2023-12-30,boss
自然语言处理,北京-海淀,30k-60k·14薪,经验不限,本科,"自然语言处理项目经验
知识图谱相关经验
大模型",面壁智能,计算机服务,20-99人,"岗位职责：
1. 参与大规模预训练语言模型的研发、部署、微调,主要涉及功能实现、性能优化、系统调优、硬件适配等工作;
2. 基于公司业务场景需求进行NLP相关研发;
3. 根据需求复现相关自然语言处理算法;
4. 参与前沿算法与应用的研究。
任职资格：
1. 自然语言处理、机器学习及相关专业;
2. 较强的算法开发能力，熟悉C++、python、shell、cuda等一种或多种编程语言;
3. 掌握传统NLP、深度学习NLP相关算法，并具有相关实战经验;
4. 熟练使用 Pytorch 深度学习框架；
5. 对深度学习、Transformer、预训练有一定深度的理解和经验,能根据论文复现相关算法,有大规模预训练模型研发和训练经验者优先;
6. 高质量相关论文ACL，EMNLP，COLING，NAACL作者优先；
7. 可接受有大模型研究经历的应届生。
我们的福利：
国内顶尖大模型团队；全员Mac pro办公；配备人体工学座椅；五险一金（全额缴纳）；补充医疗；每年12天带薪年假；餐补；全员年度体检；零食下午茶无限畅享；月度团建；员工年度旅游。",2023-12-29,boss
NLP/结构化工程师,北京-海淀,15k-28k·13薪,1-3年,本科,NLP,易道博识,移动互联网,20-99人,"工作职责：
1、利用CV和NLP等深度学习技术，对视觉信息丰富的文档进行版式分析和结构化处理，提取出所需的信息；
2、使用NLP技术，对文本数据进行分析和处理，包括但不限于情感分析、关键词提取、文本分类、长文本信息抽取等；
3、负责模型的开发、测试、优化和部署，包括但不限于图神经网络、Transformer、大规模预训练语言模型等；
4、参与项目开发，协助业务团队实现具体业务目标。
任职要求：
1、统招一本及以上学历，计算机相关专业；
2、具备CV和NLP的知识，熟悉mask-rcnn、词向量、文本分类、序列标注、问答任务、Transformer、bert、图神经网络等相关技术；
3、熟练掌握Python编程语言及相关库，如NumPy、PyTorch等；
4、具备良好的团队合作精神、沟通能力和学习能力；
5、1-3年相关经验。",2023-12-29,boss
智能写作-NLP算法工程师,北京-通州,25k-50k,1-3年,本科,"Python
TensorFlow
PyTorch
深度学习算法",创阅,音乐/视频/阅读,100-499人,"岗位职责：
1.在文本摘要、语言模型、信息抽取等任务中，进行训练数据清洗、模型训练、参数调优；
2.帮助作者建立AI写作模型，并针对编辑业务做模型设计。
任职要求：
1. 机器学习、自然语言处理等方向本科以上学历，有小说智能写作研发经验优先；
2. 机器学习/自然语言处理算法有较好广度和一定深度，对文本生成、知识嵌入语言模型、机器翻译等一个或多个领域有研究或从业经验者优先；
3. 熟练使用深度学习常用开发框架Scikit-learn、Pytorch、TensorFlow，精通 Python/Java/C++ 至少一门语言，有扎实的代码功底并且有一定的数据处理经验；
4. 有良好的沟通能力，有目标意识自我驱动，对前沿技术的持续学习保持热情，乐于接触新场景。
关键词：深度学习算法 、Python、TensorFlow、PyTorch、 聊天机器人、实体识别、信息抽取、序列标注。",2023-12-30,boss
aigc算法工程师（cv/nlp）,北京,20k-30k·14薪,1-3年,本科,"C/C++
OpenCV",某游戏公司,游戏,0-20人,"岗位需求
算法工程师
岗位职责
探索[AI+游戏]的产品方向和AIGC在3D游戏资产领域工业管线的设计开发。
将深度学习技术应用于可扩展的3D内容创建，协助模型调优，数据集工程，工具链开发。
构建工具和流水线抽象，设计和开发从模型到游戏内容生产的基础设施和工具
岗位要求
我们欢迎对机器学习，计算机视觉或NLP相关有研究兴趣和想法的同学。
优秀的数理基础，较强动手能力，良好的沟通能力和团队合作能力。
有深度学习框架(如Pytorch，conda)或CUDA编程能力优先，有生成模型(Generative Model)研究背景优先(如diffusion, Nerf, Magic3D)",2023-12-29,boss
nlp高级算法工程师,北京,60k-90k,3-5年,本科,"PyTorch
TensorFlow
计算机相关专业
自然语言处理项目经验
NLP",某大型知名在线教育上市公司,在线教育,10000人以上,"1、负责教育场景下大语言模型的选型、设计与实现；
2、负责自然语言处理相关产品和项目的研发实现、效果评估以及持续优化工作；
3、关注行业前沿机器学习算法，负责算法优化和调整，并应用到实际的应用场景中；
任职要求:
1、有扎实的自然语言处理理论和方法基础，熟悉 LSTM、CNN、RNN、Transformer 等基本网络结构；
2、熟练掌握tensorflow、pytorch 等深度学习框架，有较强的算法工程能力;
3、熟悉大模型的训练与优化，熟悉主流文本生成的原理和方法，有结合业务的落地实践经验；
4、熟悉语音识别、自然语言处理、知识图谱等领域，并有相关应用落地经验者优先；
5、具有GPT、LLaMA、ChatGLM 等开源模型训练、优化与应用经验者或者对 chatGPT 有跟进和心得者优先，有良好的学习能力和创新思维，具备良好的团队合作精神和沟通能力。",2023-12-30,boss
NLP算法工程师,北京-朝阳,30k-60k,经验不限,本科,"自然语言处理
Python
TensorFlow
Pytorch
TextCNN
LSTM
Transforme
BERT",网晴科技,互联网,100-499人,"岗位职责：
1.负责内容审核NLP算法(文本分类、舆情分析、语义理解、命名实体识别、关系抽取、摘要生成等)的研发、优化和生产部署工作；
2.负责NLP和知识图谱新技术的跟踪、研究和落地。
任职资格：
1.计算机软件等相关专业本科及以上学历,1~3年相关工作经验，实习生可培养；
2.熟悉NLP领域的理论基础,掌握机器学习相关原理,具有NLP实战经验,参与过相关项目,有海量数据挖掘、文本分类与语义分析、知识图谱构建、深度学习研发等经验者优先；
3.精通Python语言,熟悉常见的开源算法和工具,如TensorFlow、Pytorch、TextCNN、LSTM、Transformer、BERT等；
4.具有良好的沟通能力、团队合作精神和较强的学习能力。
需求人数：2-3人
工作地点：北京，洛阳
社招待遇：8000-15000元/月；
校招待遇：研究生5000-8000元/月；本科生4000-7000元/月
福利介绍：
做五休二，入职即缴纳五险一金；餐补，生日福利，团建，带薪假（年假、婚丧假、产假、陪产假等），法定节假日及礼品。
团队氛围：
MIT大牛带队，成长空间无限；办公环境优美，工作氛围和谐；
同事优秀且友善，团队朝气有活力。
联系方式：
座机：*************
缪老师：***********（同微信）
徐老师：***********（同微信） ***********************
公司介绍：
网晴科技http://www.sunnetech.cn/ ，总部位于北京，在浙江、河南设有分公司。是专业的内容安全服务商，通过自主研发“网晴内容安全大脑”致力于为媒体、政府、企业等行业用户提供全方位的内容安全服务。
“网晴内容安全大脑”已为行业内多家头部用户提供全方位的内容审核服务，网晴专业人工内容审核团队协同“网晴内容安全大脑”首创业内“AI+人工”的智能审核体系为用户提供高等级安全保障。
网晴科技服务的主要客户包括多家央媒、主流媒体及互联网用户。网晴科技始终以守护清朗网络空间为己任，全面保障用户的内容安全。",2023-12-29,boss
nlp算法工程师,北京-海淀,30k-50k·15薪,1-3年,本科,"自然语言处理项目经验
nlp
大模型
自然语言处理",金山云,互联网,1000-9999人,"职位描述
- 大语言模型训练、精调，使大模型效果在垂直领域的智能客服、知识库、办公助手等场景行业领先
- 解决大模型生成内容的可控可信度不足、推理效率低的问题
- 协同工程化和业务团队，实现大模型在业务场景的落地
职位要求
- 计算机相关专业本科以上学历，且有良好的代码开发能力
- 对Transformer架构有深入理解，熟悉NLP主流大模型如GPT3/LLaMA/GLM
- 熟悉主流的大模型精调方法，如Prefix Tuning、Prompt Tuning、LoRA、RLHF等
- 熟练掌握主流深度学习框架pytorch/tensorflow，大模型训练框架Megatron-LM/Deepspeed等多机多卡方案
- 熟悉常见的模型加速和小型化技术，如量化/剪枝/蒸馏等
- 有百亿/千亿参数大语言模型训练调优经验的优先
- 发表过大模型、机器学习、深度学习等相关研究AI顶会论文优先
- 有开源项目开发经验优先",2023-12-30,boss
算法工程师（nlp 广告 推荐 搜索 cv）,北京,30k-60k·15薪,1-3年,本科,捣腾过大模型相关东西,某游戏公司,游戏,0-20人,"岗位职责：
算法工程师（NLP或搜索或推荐或广告）、算法工程师（cv方向）
这两个岗位的人才要求是：
（1）自己当前参与大模型相关的项目（ChatGPT等语言模型，或 diffusion model等图像模型），或者，自己业余时间捣腾过大模型相关的东西。
1、带领推荐算法团队负责网文内容平台的推荐系统，提升用户体验；
2、负责推荐召回和排序算法选型、技术调研和难点攻关，提升业务核心指标；
3、负责分析业务用户行为数据构建用户画像，提升用户画像准确率，助力产品改进和业务推广；
4、负责部门业务的技术调研和难点攻关，能提出关键优化方案提升业务核心指标；
5、负责推荐算法团队搭建、业务把控、团队管理和人员培养。
岗位要求：
1、计算机，数学等相关背景，本科及以上学历，5年以上推荐系统领域工作经验，2年以上管理经验；
2、精通常用机器学习，深度学习在推荐系统的应用理论和实践；
3、精通国内业界主流大规模机器学习工程架构，精通常用的参数服务器上构建推荐算法的应用研究；
4、有多年C++ /go/python编程语言经验，有清晰的架构推演逻辑能力；
5、有扎实的数据结构和算法功底，熟悉推荐算法和具体落地，如特征挖掘、相关机器学习、统计原理等；
6、有大规模推荐系统、计算广告、搜索ranking经验者优先；
7、优秀的团队/项目驱动管理能力，沟通总结能力。",2023-12-30,boss
nlp算法,北京,30k-40k,经验不限,本科,"人机对话相关经验
知识图谱相关经验
自然语言处理项目经验",某500强上市公司,大数据,10000人以上,"职位描述
1. 负责NLP方向的算法技术研发工作，包括但不限于意图理解、状态追踪、策略优化、对话生成、知识建模、数据分析&评估等；
2. 面向Document、Web、Table、Text等多源数据，聚焦于任务型对话、闲聊式对话、情感陪伴机器人等会话式泛交互技术；
3. 关注模型可解释性、多模态知识图谱问答、低资源小样本、模型泛化迁移、融入知识的预训练语言模型、对话情感分析等领域，赋能垂直行业，进行创新研究、模型支持和落地产品开发；
4. 负责各产品线的NLP算法优化，结合各产品线业务和场景提取共性、进行问题建模及算法方案设计与实现，结合产品线需求难点问题，沉淀优化算法。
任职要求
学历及专业：
学历：硕士及以上。
专业：计算机、人工智能、数学、通信等相关专业。
技能要求：
1. 具有NLP领域专业背景和至少两年以上实践经验；
2. 熟练掌握机器学习和深度学习相关基础理论和方法，精通Python/C/C++/Java中至少一门编程语言，有使用相关算法解决实际问题的经验，具有较好的工程实现能力；
3. 具有优秀的逻辑思维能力，对解决挑战性问题充满热情，善于分析/解决问题。
职业素养：
1. 有强烈的求知欲，有团队意识，与他人合作良好；
2. 具备良好的数学基础以及英语阅读写作能力；
3. 关注业界前沿进展，能够结合业务特点突破创新，用技术推动业务发展；
4. 关注算法和系统的结合，持续进行训练框架和线上模型性能的优化。
工作经验：
1. 在相关国际顶级会议上有论文发表或深入研究经历优先；
2. 在知名算法比赛（kaggle/acm/kdd cup等）有获奖经历优先；
3. 有过机器学习/深度学习框架或系统平台开发经验优先。",2023-12-30,boss
nlp算法,北京,40k-55k·16薪,经验不限,本科,nlp,某大型互联网上市集团公司,互联网,1000-9999人,"职责描述：
1. 负责智能问答系统的开发；
2. 负责通用知识图谱的构建；
3. 负责query改写、意图识别等文本挖掘工作。
4. 能够带领团队开辟方向，将nlp技术落地于实际业务中。
任职要求：
1. 计算机相关专业硕士研究生及以上学历，从事NLP相关工作五年以上经验；
2. 掌握NLP基本技术，如分词、文本分类、关键词提取、文本纠错等；
3. 具备良好的C++/java/python/GO编程能力；
4. 熟悉深度学习在NLP的应用，掌握tensorflow/keras/pytorch等开源工具，熟悉迁移学习；
5. 有智能问答系统、知识图谱构建相关经验的优先考虑。",2023-12-30,boss
NLP算法工程师,北京-朝阳,20k-40k·15薪,经验不限,本科,"文本生成
多模态算法
语义理解
C/C++
Python
不限
Python
PyTorch
TensorFlow
计算机相关专业
自然语言处理项目经验
知识图谱相关经验
深度学习
机器学习
大模型算法
大模型
NLP
自然语言处理",秘塔科技,互联网,20-99人,"【我们需要你】
1.在工作中了解国内外知名企业对智能化产品的需求，参与机器学习/深度学习模型搭建与产品落地，让自己的技术服务上千万用户；
2.在工作的推进过程中，学习国内外最新研究成果，并结合实际问题特点，完成有挑战的算法研发与产品化，包括但不限于基于知识的结构化信息抽取，小样本多标签分类，大规模近似语义向量搜索等。
【我们希望你】
1.全日制重点统招本科及以上学历，计算机相关专业优先；
2.有扎实的算法与数据结构功底；
3.熟练掌握C/C++/Python语言，能进行算法复杂度分析；
4.熟悉一个或多个常见的深度学习开源工具库，如PyTorch，Tensorflow等；
5.了解基本的统计机器学习算法；
6.逻辑思路清晰，具备优秀的沟通能力和团队协作能力，自我驱动，Ownership高；
7.了解条件语言模型如Seq2Seq，ConvSeq，Transformer，Weighted Transformer，国内外会议或期刊发表过机器学习领域的论文优先。
※和技术大牛一起共事。
该岗位有校招HC，欢迎优秀应届生加入。
接受可长期实习同学，实习优秀有转正留用机会。",2023-12-29,boss
机器学习,北京,100-150元/时,经验不限,本科,"强化学习
深度学习
大模型算法
推荐算法
图像算法
自然语言处理算法
Python",北京源舫科技有限公司,计算机软件,100-499人,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：完工结
招聘截止时间：2024-02-18
工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：完工结
招聘截止时间：2024-12-31
目前只招兼职
工作内容：类似于程序员接单群，客服发布任务，接单以后和对方详细沟通完成作品即可
本身无时间和地点限制
如果单子要求加急或需求较多，也是希望您可以尽快完成同时耐心沟通，正常情况以对方满意为标准。
详细内容可找我详聊
另外，计算机类大学生有额外福利，刷到就来找我聊聊吧~",2023-12-30,boss
算法（机器学习，深度学习，推荐算法）,北京,40k-60k,经验不限,本科,"深度学习
机器学习
推荐算法",某大型互联网公司,互联网,10000人以上,算法（机器学习，深度学习，推荐算法）,2023-12-30,boss
算法模型工程师（机器学习方向）,北京-丰台,15k-20k,1-3年,本科,"Hadoop/Hive/Spark
Python",恒鸿达体育,计算机软件,无,"岗位描述:承担机器学习模型的数据探索分析、数据加工、建模、效果评估与上线工作
岗位要求:
1.全日制统招本科及以上学历，计算机相关专业毕业。
2具有2年及以上互联网或金融行业算法模型开发、数据挖掘开发类工作经验。
3.熟练使用sql做数据探查和分析，熟练掌握Python与Spark开发，熟悉常用的机器学习算法 (LR、XGB等)
4.具备良好的沟通协调能力与团队协作意识，做事细心严谨",2023-12-28,boss
机器学习算法工程师（推荐）,北京,80k-110k·15薪,经验不限,本科,"机器学习
推荐算法",某大型知名培训公司,培训/辅导机构,无,"1、负责最核心的业务推荐算法工作，与来自国内外顶级名校、有丰富业界经验的同学合作，共同搭建行业顶尖的推荐系统，为用户提供一流的产品体验；
2、将最前沿的机器学习技术应用到抖音的核心场景业务，优化用户体验促进业务发展；
3、研究方向包含且不局限于：深度学习、图神经网络、多任务学习、learning to rank、模型压缩和加速、多模态技术等，结合业务的实际问题来做好技术的探索和研究；
4、和产品、运营团队紧密合作，通过对产品和用户的深入理解和分析，制定算法策略促进抖音生态的长期繁荣发展。
职位要求
1、具备优秀的编码能力，扎实的数据结构和算法功底；
2、对推荐算法和机器学习有热情、乐于学习、思考和创新；
3、优秀的分析问题和解决问题的能力，有良好的沟通表达能力和团队精神；
4、熟悉机器学习、自然语言处理、数据挖掘中一项或多项，对推荐系统、计算广告、搜索引擎相关领域有经验者优先。",2023-12-29,boss
游戏机器学习算法工程师(J10145),北京-海淀,15k-30k,经验不限,本科,"深度学习
自然语言处理算法
Python
分布式训练
大数据处理工具(Spark/Hadoop/Hive)
算法工程化经验
发表算法相关优秀论文
参加算法相关竞赛/获奖",新创娱游,游戏,100-499人,"岗位职责：
1.负责开发、优化和实施机器学习和深度学习算法模型。
2.参与公司的数据分析，通过机器学习算法对数据进行建模和分析，提供数据驱动的解决方案。
3.研究和实现机器学习和深度学习算法的特征工程，为模型构建提供有关特征选择和数据预处理的建议。
4.对现有算法进行改进和优化，以提高模型的准确性、效率和鲁棒性。
5.开发和维护相关工具和工作流程，用于机器学习模型的训练、调优、评估和部署。
6.跟踪和研究最新的机器学习和深度学习算法、技术和发展趋势。
任职资格:
岗位要求：
1.熟悉常用的机器学习算法和模型，如回归、分类、聚类、神经网络等。
2.熟悉机器学习算法和深度学习框架，如TensorFlow、PyTorch等。
3.了解统计学和概率论，熟悉数据分析和模型评估方法。
4.掌握数据挖掘和特征工程的方法和工具。
5熟悉常用的编程语言，如Python等，有良好的编码和调试能力。
优先考虑：
具有计算机、数学或相关领域的研究生学历者优先
有机器学习应用在游戏领域经验的优先，有游戏开发经验者优先",2023-12-30,boss
人工智能机器学习深度算法工程师【兼职】,北京-海淀,8k-14k,1-3年,本科,"Python
C/C++
MATLAB",成都俏嘴娃电子商务,电子商务,0-20人,"工作时间：不限
工作时段：不限
结算方式：月结
招聘截止时间：2024-05-16
【任职要求】
1、熟悉深度学习、机器学习等算法并能应用设计与开发，人工智能相关专业本科及以上学历。
2、熟悉C++、Python、Linux等编程语言开发。
2.多劳多得，薪酬只多不少；只要你有专业能力
4.做的多，得的多，前期会有专门的人和你沟通。
5.公司长期招C/单片机/物联网/PLC等专业人员。",2023-12-26,boss
