岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间,来源
AI算法工程师,广州-天河,16k-23k,1-3年,本科,"自然语言处理
知识图谱",京北方,,无,"职位描述
自然语言处理知识图谱
人工智能、图计算、GPU等新技术开发人员
【岗位职责】1、负责人工智能算法的设计、开发和优化；
2、跟进人工智能领域的前沿技术，为团队提供技术支持和建议；
3、配合团队完成项目任务，参与项目的测试、部署和实施；
【必备技能】1、熟悉机器学习、深度学习等人工智能领域的相关算法和技术，并具备实现能力
2、熟练使用Python/Java/C++一门以上编程语言，具备良好的编程习惯
3、熟悉常用的数据结构和算法
4、具备良好的团队协作精神，善于沟通和解决问题
【重要技能】1、掌握PyThorch、TensorFlow、Keras等框架
2、掌握图数据库、Hive、ElasticSearch、MongoDB等数据库的使用
3、具备TDD开发习惯，对自动化测试有一定了解
【必备工作经验】有问答系统、推荐系统相关实践项目经验优先；有深度学习、自然语言处理、知识图谱相关实践项目经验优先；有开源代码二次开发经验优先；
【重要工作经验 】具有1年或以上的人工智能/图计算模型开发运维经验优先。",2023-12-28,智联
AI算法实习生（中科易德）,广州-南沙,"
          100-150元元/天
          ",经验不限,本科,"深度学习算法
Python
C++",广州软件应用技术研究院,"计算机软件,企业服务,互联网,云计算/大数据",100-299人,"职位描述
深度学习算法PythonC++
岗位职责：
1、NLP数据的收集、预处理、分析、清洗等工作；
2、负责大文本处理及NLP方向相关技术研究与实现及算法原型优化调参；
3、参与相关研究报告撰写工作；
4、负责机器学习/深度学习的算法落地开发工作，如目标检测、识别、分割等任务；
5、负责深度学习相关算法模型的训练；
6、配合实际项目准备训练样本；
7、配合算法工程师进行模型的测试；
8、进行算法相关文档的编写。
职位要求：
1、计算机、人工智能或相关专业本科及以上学历；
2、责任心强，有技术热情，有良好的团队沟通能力和逻辑思维能力，要善于分析和解决问题；
3、掌握C++，python其中两门或以上开发语言，有较强的程序开发能力；
4、具备深度学习自然语言处理相关研究经验，了解LLM、ChatGPT等相关大模型，了解prompt-tuning、instruct-tuning等技术。
公司简介：中科易德是由广州软件应用技术研究院（原广州中国科学院软件应用技术研究所）孵化成立，专注于区块链溯源的高科技企业，致力于为客户提供一物一码、生产管理、质量管控、品牌防伪、智慧营销、供应链管理、安全监管等业务场景全流程溯源的一体化解决方案。
中科易德先后承担了大数据、区块链、人工智能、物联网等领域的国家及省部级科研项目开发，累计形成30多项核心自主知识产权、50多项软件著作权，发布近100多项国家、省、市级标准，科技成果转化产品在全国30多个地区和各监管部门得到广泛应用和认可。
自2020年“新冠”疫情以来，中科易德帮助政府及企业客户率先打造广东省发热咳嗽药品信息登记管理平台、区块链疫情防控协同平台、冷冻冷藏食品质量安全监管平台（冷库通）、广西八桂通系统、广东省特殊食品电子追溯平台等区块链溯源系统，通过数字化技术助力全民抗击疫情。
公司官网：https://www.caseeder.com/
公司力求为大家创造良好的工作氛围，互助有爱，共同奋进，提倡学习创新，公平公正，精益求精，目标导向。
毗邻海边，办公舒适，同时配备了专属的休息，娱乐和健身区域-员工之家，定期举办节日活动和提供精美的下午茶。",2023-12-28,智联
算法工程师,广州-南沙,10k-20k,经验不限,硕士,"视觉图像算法
C/C++
NEON
OPEN CL",广东省灵山论坛科学中心,社团/组织/社会保障,20-99人,"职位描述
视觉图像算法C/C++NEONOPEN CL
岗位职责：
1、设计、开发和优化基于视觉的定位算法；
2、负责各功能模块的编写、仿真与测试，算法升级改进设计；
3、按照要求完成样机联调和测试；
4、根据公司研发流程，编写相应的算法设计、开发与测试文档；
5、生态产业化和监测。
任职资格：
1、硕士及以上学历，计算机视觉、图像处理、模式识别等相关专业毕业（优秀
本科生亦可考虑）
2、 熟悉数字图像处理技术，有扎实的数字图像处理算法知识；熟悉linux上C/C++开发；
3、在图像处理、计算机视觉方面有扎实的理论基础和丰富的实践经验，熟悉常用的图像处理/视觉算法，熟练掌握一个深度学习框架；
4、学习能力强，对算法开发有强烈兴趣，工作认真负责，具有良好的创新意识和团队精神；具备阅读英文文献能力；
5、有NEON,OpenCL,CUDA算法加速经验者优先；
6、有相关产品量产经验者优先；
7、有强烈责任心，团队协作能力，以及独立解决问题的能力。",2023-12-20,智联
算法工程师,广州-南沙,"
          150-200元元/天
          ",经验不限,本科,,广州盈惠兴科技股份有限公司,"工业自动化,医疗设备/器械",0-20人,"职位描述
懂凸轮机械原理，熟悉数学几何函数，对轴心运动轨迹进行数学建模，每周来公司上班一天，线上工作，项目任务型",2023-12-21,智联
AI算法实习生（24届）,广州-南沙,"
          100-150元元/天
          ",经验不限,本科,"文本分析
词法分析
句法分析",广州软件应用技术研究院,"计算机软件,企业服务,互联网,云计算/大数据",100-299人,"职位描述
实习证明文本分析词法分析句法分析
岗位职责
1、NLP数据的收集、预处理、分析、清洗等工作；
2、负责大文本处理及NLP方向相关技术研究与实现及算法原型优化调参；
3、参与相关研究报告撰写工作；
4、负责机器学习/深度学习的算法落地开发工作，如目标检测、识别、分割等任务；
5、负责深度学习相关算法模型的训练；
6、配合实际项目准备训练样本；
7、配合算法工程师进行模型的测试；
8、进行算法相关文档的编写。
职位要求
1.、计算机、人工智能或相关专业本科及以上学历；
2.、责任心强，有技术热情，有良好的团队沟通能力和逻辑思维能力，要善于分析和解决问题；
3.、掌握C++，python其中两门或以上开发语言，有较强的程序开发能力；
4.、具备深度学习自然语言处理相关研究经验，了解LLM、ChatGPT等相关大模型，了解prompt-tuning、instruct-tuning等技术。",2023-12-15,智联
高级NLP算法工程师,广州-天河,40k-80k,5-10年,硕士,"文本分析
语义分析
自动问答
智能客服
聊天机器人
NLP
Transformer
大模型",广州启生信息技术有限公司(39健康网),"互联网,广告/营销,卫生服务",100-299人,"职位描述
文本分析语义分析自动问答智能客服聊天机器人NLPTransformer大模型
工作职责 1、负责相关产品模型的调优和部署； 2、负责根据各业务和产品对模型进行研发，以满足业务产品使用需求并创造使用价值。 岗位要求 1、自然语言处理、人工智能、机器学习等相关专业硕士及以上学历； 2、具备文本生成相关工作经验； 4、具有较强的英文文献阅读及调研能力; 5、具有至少3年的机器学习、深度学习相关工作经验，熟悉自然语言处理、机器学习、深度学习等相关算法，对自然语言生成算法原理有较深和全面的认识，熟悉掌握Transformer、各类NLP主流模型技术方法; 6、熟练使用C++/Java/Python，熟悉 Linux开发环境和shell，熟悉主流深度学习工具Pytorch； 7、具备NLP大模型训练经验者优先，如BERT、 GPT等LLM等相关经验； 8、具备多模态AIGC大模型训练经验者优先； 9、有医疗相关工作经验的优先。",2023-12-05,智联
机器学习算法工程师,广州-天河,13k-16k,3-5年,本科,"图像算法
机器视觉",京北方,,无,"职位描述
图像算法机器视觉
【岗位职责】
1、负责人工智能算法的设计、开发和优化；
2、跟进人工智能领域的前沿技术，为团队提供技术支持和建议；
3、配合团队完成项目任务，参与项目的测试、部署和实施；
【岗位技能】
1、熟悉机器学习、深度学习等人工智能领域的相关算法和技术，并具备实现能力
2、熟练使用Python/Java/C++一门以上编程语言，具备良好的编程习惯
3、熟悉常用的数据结构和算法
4、具备良好的团队协作精神，善于沟通和解决问题
5、掌握PyThorch、TensorFlow、Keras等框架
6、掌握图数据库、Hive、ElasticSearch、MongoDB等数据库的使用
7、具备TDD开发习惯，对自动化测试有一定了解",2023-12-28,智联
算法工程师,广州-黄埔,8k-14k,3-5年,本科,"Python
BERT
Bayes
LSTM
Transformer
智能机器人
机器人算法
视觉图像算法
核心算法",爱多邦(北京)信息技术服务有限公司,"通信/网络设备,IT服务,计算机硬件,计算机软件",100-299人,"职位描述
PythonBERTBayesLSTMTransformer智能机器人机器人算法视觉图像算法核心算法
有两年以上的算法工程师工作经验，至少在一个项目中是核心算法工程师，对大数据和人工智能技术有很好的理解。
熟悉常见的统计机器学习模型，如各种树类模型，GBDT、XGB，RF等；熟悉深度学习模型，主要是语言类学习模型，朴素bayes，lstm，transformer，bert等。
熟练使用python，利用开源数据包，能够自主的完成模型的训练以及部署，包括传统模型和深度模型。",2023-12-26,智联
算法工程师（校招）,广州-黄埔,15k-20k·14薪,经验不限,学历不限,"AI算法
深度学习
C++
Python
Java
C#
Unix
机器学习
Linux",多益网络有限公司,"游戏,游戏",1000-9999人,"职位描述
AI算法深度学习C++PythonJavaC#Unix机器学习Linux
岗位职责：
研究AI领域相关算法，负责机器学习、深度学习、自然语言处理、计算机视觉等方向的相关应用开发，面向游戏及其他领域产品提供技术解决方案。
岗位要求：
1、计算机或数学相关专业；
2、计算机基础知识扎实，熟悉算法设计/数据结构，熟悉JAVA或C/C++/Python语言编程；
3、熟悉机器学习常用算法，熟悉Linux、Unix平台上的开发环境；
4、优秀的学习能力，善于探索钻研；
提示：公司实行全面禁烟制度。
岗位薪酬：
1、目标年薪：21~30万元/年，由基本工资、加班费、学习鼓励金、年终奖等构成；
2、针对工作努力、表现突出的优秀奋斗者，将有机会获得超过上述目标收入的薪酬水平。
3、目标月薪与目标年薪预估包含法定每月不超过36小时的加班费、学习鼓励金以及年终奖等，具体金额视实际情况而定；新员工目标收入根据实际工作时间进行折算。",2023-12-31,智联
算法工程师,广州-黄埔,15k-30k,1-3年,硕士,,广州福斯哲智能科技有限公司,人工智能,20-99人,"职位描述
岗位职责：
1）参与机器人系统构建，负责运动控制算法开发，解决开发中的关键问题和技术难点；
3）负责软件需求调研、整理与分析；编制与项目相关的技术文档；
4）协助测试和应用人员完成系统测试与应用中问题解决；
5）熟悉karto,cartographer等SLAM框架，有熟悉反光板检测与定位、graph_slam后端优化原理者优先；
6）熟悉基于多个2D激光雷达、3D相机的导航避障规划算法，有产品模型导航避障规划算法开发经验；
7）使用Gmapping、Hector、Cartograher等2D激光构图算法，熟悉NDT、lego-loam、LIO-Sam等3D激光构图算法，熟悉回环检测、AMCL、重定位、图优化等技术优先。
任职要求：
1）***高校本科以上学历，计算机、自动化、机械等相关专业，一年以上工作经验；
2）精通C、C++等常用编程语言，熟悉ccs编程环境；
3）熟悉机器人坐标变换原理与算法，了解基本的运动控制与轨迹规划算法；
4）良好的专业基础和学习能力，自我驱动力强，刻苦专研，对于技术工作有强烈的意愿。
职位福利：五险一金、带薪年假、弹性工作、节日福利、绩效奖金、员工旅游、餐补、交通补助",2023-12-28,智联
算法工程师,广州-越秀,8k-12k,1年以下,本科,"MATLAB
Python",广东广和综合能源有限公司,电力/水利/热力/燃气,0-20人,"职位描述
MATLABPython
岗位职责： 1. 根据用户数据特征进行分析，总结规律，对用电负荷未来变化的趋势进行预测； 2. 根据市场数据情况和公司业务发展需要，设计相关应用层模型及算法，深入研究预测核心算法和深度学习等，主导电力市场相关预测算法的开发工作； 3. 负责对公司已开发的算法和数学模型进行优化，提高预测的准确度； 4. 根据业务需求负责其他数据分析工作，协助开发电力市场交易应用工具； 5. 完成公司安排的其他工作。
任职要求： 1. 应用数学、数理统计等专业，本科以上学历 2. 具备数学建模分析的能力，掌握python、matlab等语言； 3. 熟悉各种主流预测算法，对时间序列预测算法精通者或经验丰富者优先； 4. 具有敏锐的数据分析能力，能承担一定工作压力，具备一定的独立性和主观能动性。",2023-11-30,智联
算法工程师,广州-黄埔,14k-24k·14薪,经验不限,本科,,多益网络有限公司,"游戏,游戏",1000-9999人,"职位描述
岗位职责：
研究AI领域相关算法，负责机器学习、深度学习、自然语言处理、计算机视觉等方向的相关应用开发，面向游戏及其他领域产品提供技术解决方案。
岗位要求：
1、计算机或数学相关专业；
2、计算机基础知识扎实，熟悉算法设计/数据结构，熟悉JAVA或C/C++/Python语言编程；
3、熟悉机器学习常用算法，熟悉Linux、Unix平台上的开发环境；
4、优秀的学习能力，善于探索钻研；
提示：公司实行全面禁烟制度。",2023-12-28,智联
ai人工智能算法工程师,深圳-龙岗,15k-20k,经验不限,本科,"推荐算法
视觉图像算法
TensorFlow
PyTorch
DNN
GAN",深圳市智胜益辉科技有限公司,"计算机软件,计算机软件,网络/信息安全,云计算/大数据",20-99人,"职位描述
推荐算法视觉图像算法TensorFlowPyTorchDNNGAN
技能要求：
理工科或计算机相关专业
熟悉常用机器学习算法及其原理，对算法特点有一定程度理解，能在指导下结合具体业务快速完成技术选型、算法实现、迭代调优；
有以下相关方向经验：图像分析，图像识别，图像跟踪，图像检测、图像搜索等方向；
有在嵌入式系统中应用机器学习算法经验者优先。平台包括海思、英伟达。
熟悉Tensorflow、Pytorch、Sklearn等至少一种深度学习/机器学习框架，能够进行完整的机器学习环境搭建、模型开发、调优和部署应用；
良 好 的 学 习 和 研 究 能 力 。
具 有 扎 实 的 计 算 机 操 作 系 统 、 数 据 结 构 等 编 程 基 础 ， 熟悉C、 Java 和python 中 至 少 一 种语言。
具有数字信号处理器类算法dsp开发经验者优先。
具有音频信号处理、语音识别、声纹识别算法开发经验者优先。
具有虚拟化或容器类平台开发经验者优先。",2023-12-31,智联
AI算法工程师,深圳-南山,20k-35k,3-5年,本科,"图像处理
视觉图像算法
C/C++
Python
PyTorch
TensorFlow
目标检测
机器视觉
深度学习",山东逐浪云华数字科技有限公司,"互联网,IT服务,计算机软件,互联网",0-20人,"职位描述
图像处理视觉图像算法C/C++PythonPyTorchTensorFlow目标检测机器视觉深度学习
岗位职责：
1、负责图像处理、图像识别、目标检测、图像分割等计算机视觉算法在工业领域应用的研发工作。
2、参与核心产品中与计算机视觉相关的研发工作。
3、解决计算机视觉与深度学习算法在实际工业场景中的应用与优化问题。
4、负责相关算法的工程化部署实施落地。
职位要求：
工作地点不限：北京不限地点
1、 本科以上统招学历，具有计算机科学、图像处理、模式识别、机器学习、人工智能、数学等相关专业本科以上学历，掌握扎实的机器学习、计算机视觉、OCR的理论基础。
2、 3年以上设计和实践经验，熟悉图像处理、图像分割、目标检测，边缘提取，多语言文字识别等相关的算法，精通不同场景字符图标检测的自动化分类和算法方案的选择与实现，并在通用OCR引擎方面有扎实的研发经验。
3、 熟悉深度学习技术，精通一种以上深度学习开源框架，如TensorFlow、PyTorch等，能独立完成算法研发、测试和优化；
4、 扎实的工程实现能力，熟悉C++/Python；
5、 熟悉市场上常用的至少一种视觉软件（如:OpenCV, Halcon等）
6、 有较强的责任心和良好的沟通能力，能够快速定位并解决问题，学习能力强，跟进OCR前沿技术，进行技术难点攻关与前瞻研究。",2023-12-28,智联
算法工程师（AI）,深圳-光明,20k-35k·16薪,3-5年,硕士,"TensorFlow
Keras
C++
Python
深度学习算法
PyTorch
机器学习算法",开立医疗,医疗设备/器械,1000-9999人,"职位描述
TensorFlowKerasC++Python深度学习算法PyTorch机器学习算法
工作职责：
（1）人工智能算法研究；
（2）人工智能算法部署， 模型优化提升，算法速度优化；
（3）结合临床的需求的技术可行性分析、数据标注方案制定
任职条件：
1、博士以上学历，生物医学工程，计算机，信号/图像处理，电子/通信工程、自动化、数学类、光学类，机械电子等相关专业；
2、有深度学习机器学习方面扎实理论基础或实际课题/者项目经验；
3、有图像处理，信号处理方面，数据分析方面的专业技能；
4、熟练掌握python及深度学习框架，熟练掌握常用图像处理库；
5、熟悉C/C++/rust ,熟悉 cuda/oneAPI,了解NIVIDIA显卡及x86 cpu 架构；
6、有医学图像处理背景优先。
公司简介
全球超声10强，中国彩超出口排名海外前三
国产内镜领军企业
深交所创业板上市企业（股票代码：300633）
销售和服务网络现已覆盖欧盟、美国、中东、南美、东欧等130多个国家和地区
全球7大研发中心(深圳、上海、哈尔滨、武汉、西雅图、硅谷、东京)，国内32家分公司和办事处
拥有近600名研发工程师，占公司总人数约30%
近三年每年将营业收入20%左右投入研发
公司荣誉
2021年开立彩超X5入驻中国空间站天和核心舱
2020年荣获“2020年度中国医疗设备优秀民族品牌奖”
2018年陈志强董事长荣获“湾区精神杰出企业家”称号
2018年“内窥镜光源亮度自动调节的方法和装置”荣获“中国优秀专利奖”
2017年内镜诊断系统领域获得中国专利奖
2017年X5获得素有工业设计奥斯卡奖之称的“IF工业设计大奖”
2016年超声诊断系统领域获得中国专利奖
2016年获Frost＆Sullivan颁发“年度电子内镜市场产品创新奖”
2015年荣获中国医药行业“十二五国际化之星”
2014年获Frost＆Sullivan颁发“超声市场年度卓越公司奖”
2014年S9获得有“工业设计奥斯卡奖”之称IF工业设计大奖
2013年获Frost＆Sullivan颁发“超声市场卓越增长奖”
2011年S20获“德国红点设计大奖”
2009年获得Frost＆Sullivan“欧洲产品质量领先奖”
薪酬福利：
行业领先的薪酬待遇、长期股权激励、留任服务奖金、优秀员工专项基金、最高60w购房贷款项目；
五险一金、深圳户口、弹性工作制、用餐补贴、员工餐厅及健身房、通勤班车、带薪年假、年度健康体检、节日礼品、深圳政府定向配套公租房；
丰富的文体活动、运动俱乐部、部门主题活动、生日会、应届生团建、企业年会
职位福利：定期团建、免费班车、节日福利、周末双休、餐补、年底双薪、五险一金、带薪年假",2023-11-29,智联
AI算法实习生,深圳-龙岗,8k-15k,1年以下,本科,"机器视觉
强化学习
C++
Python
图像处理",深圳市智胜益辉科技有限公司,"计算机软件,计算机软件,网络/信息安全,云计算/大数据",20-99人,"职位描述
机器视觉强化学习C++Python图像处理
岗位职责：
1、辅助AI算法工程师进行AI算法模型的调优；
2、负责训练算法所需数据集的数据采集、过滤、清洗、标注；
任职要求：
1、统招本科及以上学历，计算机、机器视觉、自然语言处理、强化学习，多模态、数学、统计学等相关专业；
2、掌握C/C++、python，熟悉常用算法和数据结构、多线程编程之一的优先考虑；
3、有阅读开源代码能力、了解图像处理/GPU算法(CUDA)优化、OpenCV等使用经验者优先；
4、上进、有责任心，能够积极、主动开展工作。
职位招聘2-4人
职位福利：五险一金、餐补、房补",2023-12-31,智联
AI图像算法工程师,深圳-龙华,18k-25k·13薪,1-3年,本科,"图像识别产品
Transformer
OpenCV
Python",深圳新旭网络科技有限公司,"企业服务,互联网,企业服务,IT服务",100-299人,"职位描述
图像识别产品TransformerOpenCVPython
1、两年以上软件开发经验，熟悉C++/C，python语言，本科及以上学历；
2、熟悉Linux应用编程，熟悉多进程，多线程编程，了解linux下的程序调试方法；
3、熟悉tensorflow或pytorch等常用深度学习框架的使用，有AI模型算法、调优、推理应用相关经验；
4、熟悉training和inferencing参数调优、了解GPU/NPU体系架构，CUDA或者CANN的使用经验。",2023-12-31,智联
AI算法工程师,深圳-南山,20k-30k,5-10年,本科,"图像处理
图像增强
图像分类
图像匹配
图像检测识别
图形识别
PyTorch
Transformer
AIGC",软通动力信息技术(集团)股份有限公司,"互联网,IT服务,计算机软件",10000人以上,"职位描述
图像处理图像增强图像分类图像匹配图像检测识别图形识别PyTorchTransformerAIGC
【岗位职责】
1、负责公司大模型的基础研究和大规模数据建模，及最新算法、模型框架的设计和开发，进行复杂问题的攻关;
2、负责文本数据的收集、整理、过滤、清洗等工作，需要掌握数据分析和NLP工具的灵活应用，包括Python、GPT、BERT、Transformer等。同时需要对大模型针对垂类领域进行优化、训练、部署等
3、负责文本生成图像，图像生成图像，文本生成视频，文本生成语音等项目落地；
4、负责NLP前沿技术应用落地，通过实际应用场景需求，完成技术解决方案，GPT接口二次开发，模型微调训练等场景，建设AIGC能力中台；
5、负责对接公司内部的AIGC项目，可以独立承担项目的管理任务。需要具备: 项目需求对接、项目进度管理、项目分工、项目全生命周期管理等能力。
【岗位要求】
1、本科及以上学历，5年以上算法及软件开发工作经验，熟练掌握和使用Java、C++、Python、Go等编程语言并能够独立完成系统和工具的设计开发；
2、熟练掌握模型接口开发、打包、本地部署流程
3、具备NLP中大型项目的算法和开发经验，包括但不限于人机对话、知识图谱、机器翻译等；
加分项:
4、熟悉AIGC图片生成大模型训练，如GAN、Stable Diffusion等，有相关实际项目经验和案例;(暂时营销的需求不急)
5、具备NLP大模型的算法知识，熟悉常见的NLP算法(GPT、BERT等)和工具(Huggingface、LangChain等)
6、具备文本预训练模型在垂直领域的应用和调优经验。熟悉LLM微调方法，如LORA，Puning等; (有其中一个经验即可)",2023-12-06,智联
AI算法（全国出差）,深圳-南山,12k-21k,1-3年,本科,"自然语言处理
视觉图像算法
PyTorch
TensorFlow",深圳市讯方技术股份有限公司,,无,"职位描述
自然语言处理视觉图像算法PyTorchTensorFlow
工作经验： 1、 具备AI基础知识，熟悉业界常见的AI框架和模型，有良好的沟通与协作能力；
2、 熟悉Python 或C++语言
3、 熟悉MindSpore、TensorFlow、PyTorch等一种或多种AI框架
4、有计算机视觉、人工智能领域顶会论文者优先。
4.接受出差
工作职责:
提供昇腾开发支持，支撑客户进行AI应用、模型迁移、开发；支撑客户对业务进行开发测试，帮助客户解决AI应用开发过程中遇到的各种疑难问题，支撑客户从软硬件等方面对业务系统进行性能分析与优化。
base西安，全国出差",2023-12-28,智联
图像算法工程师（AI）,深圳-光明,20k-35k·15薪,3-5年,硕士,"视觉图像算法
智能制造
Python
ONNX模型转换
OpenCV",深圳明锐理想科技股份有限公司,"工业自动化,电子/半导体/集成电路,计算机软件,工业自动化",300-499人,"职位描述
视觉图像算法智能制造PythonONNX模型转换OpenCV
岗位职责：
1、AI算法开发，包括神经网络训练与部署，面向业务的后处理等；
2、图像处理，例如对图像进行去除噪声、锐化、分离、复原和亚像素的提取。
3、独立处理和解决所负责的任务。
任职要求：
1、硕士及以上学历，计算机科学或相关专业，项目经验丰富可适当放宽至本科；
2、3年及以上算法相关经验，熟练掌握python，能使用pytorch进行神经网络搭建、训练与推理；
3、掌握经典的数字图像处理算法原理，熟练掌握OpenCV；
4.、熟练掌握常用的数据结构及其算法；
5、能使用ONNX/TensorRTAPI进行网络搭建与部署，熟悉pytorch模型与ONNX/TensorRT
模型的转换优先；
6、沟通能力强，有条理性，富有团队合作精神，善于学习总结。",2023-12-20,智联
算法工程师（AI 大数据 图像 智能车）,深圳-龙岗,20k-40k·16薪,经验不限,本科,,外企德科,,无,"职位描述
岗位职责
我们致力于软件算法的研究设计，通过算法大幅改善产品体验和性能效率
1、可以对单点算法性能做出极致优化，或具备全局视野，能从 E2E考虑算法应用竞争力体现;
2、负责移动终端设备人工智能、大数据挖掘算法和解决方案的研究、设计、验证和交付;
3、 对传感器在专业运动健康、生物识别、情景感知等技术做出优秀的用户体验。
岗位要求
1、具备人工智能AI算法、大数据算法、数据结构算法设计和开发能力;
2、具备前沿人工智能技术跟踪和业界趋势的跟踪和算法应用能力;
3、至少掌握Java/Python/C其中一种开发语言，掌握Hadoop开源工具使用更佳;
4、至少掌握一种数据挖掘工具和深度模型训练工具,如 Tensorflow.caffe.matlab;
5、具备较强的动手实践能力,能够快速把想法用算法程序的实现;
6、具备挑战不可能的精神和创新意识，主动担责，攻坚破难;
7、具备良好的团队合作精神，善于沟通。",2023-12-28,智联
ai图像算法工程师,深圳-龙岗,15k-25k,1-3年,本科,"图像算法
视觉
AI",软通动力信息技术(集团)股份有限公司,,无,"职位描述
图像算法视觉AI
图像算法 CV 计算机视觉 AI图像识别
学历：本科以上",2023-12-27,智联
AI算法工程师,深圳-宝安,25k-50k·15薪,5-10年,本科,"自然语言处理
PyTorch
TensorFlow",深圳启智教育创新有限公司,人工智能,0-20人,"职位描述
自然语言处理PyTorchTensorFlow
岗位职责：
1）负责公司人工智能项目的系统性研发，参与核心算法设计、编码及调试工作。
2）负责公司问答机器人项目研发，包括架构设计、编码及联调等。
3）负责算法模型训练及优化，为中医问答机器人、智能法务咨询项目提供算法支撑。
4）熟悉ChatGPT、科大讯飞星火大模型模型微调，构建专属的问答机器人产品。
5）负责NLP/LLM模型研发工作，包括但不限于基础模型训练、监督微调等。
6）知识产权：根据项目进展状态，完成实用型、或发明型专利。
岗位要求：
1）两名算法：本科学历以上。
2）计算机、数学、及相关专业，至少5年NLP工作经验。
3）熟悉机器学习、深度学习、及NLP相关前沿算法。
4）熟悉多种主流算法框架工具开发，比如Pytorch、Tensorflow等。
5）熟悉自然语言处理算法体系，包括Transform、Elmo、Bert、及GPT等。
6）精通NLP中文本处理相关技术，比如词性标注、实体识别、关系抽取、及句法抽取等。
7）能够跟进领域内最新技术研究成果，并结合应用场景快速实验和调优。
8）责任感强、积极主动、有较强的逻辑思维能力、沟通能力和抗压能力。",2023-12-09,智联
AI算法工程师,深圳-龙岗,16k-30k·14薪,经验不限,本科,"算法
Python
C++
Java",外企德科,,无,"职位描述
算法PythonC++Java
岗位优势：
双休、全额六险一金、14-16薪、每年1-2次升职调薪机会、带薪年假、试用期不打折、一年后可转岗正编、有大佬导师带教、有适应期
岗位地域：
上海、南京、北京、深圳、杭州、南京、西安、成都、武汉、东莞、苏州
岗位类别：
Java、测试、C++、C、嵌入式操作系统、前端、安卓、iOS、大数据开发等
可匹配的项目：存储、云计算、人工智能、智能驾驶、音视频、实验室、芯片、BPIT等等
工作时间：弹性打卡，周末双休，每天早上9点上班，12-2点午休2小时，提供免费夜宵，周三周五家庭日，月末最后一个周六上班双倍加班费。
通用岗位要求：
1、学信网可查的***本科及以上学历，计算机、软件、通信等相关专业优先；
2、热爱编程，基础扎实，熟悉掌握但不限于C++/C/Python/java/JS/GO等编程语言中的一种或数种，有良好的编程习惯；
3、具备独立工作能力和解决问题的能力、善于沟通，乐于合作，热衷新技术，善于总结分享，喜欢动手实践；
【参考JD】Ai算法工程师 or Ai开发工程师
专业知识要求：
1、精通Linux环境编程，精通C++/Python编程，有扎实的编程功底；
2、熟悉深度学习算法者优先录用。
岗位要求：
1、负责指导客户进行基于人工智能计算平台的业务软件迁移，包括需求澄清、方案分析、软件移植、性能优化等；
2、负责解决内外部客户使用AI平台的技术问题，快速响应，及时闭环；
3、负责设计、编写、测试Sample和Demo代码，输出开发文档、技术手册、案例等，支持用户实现高效率、高质量、高性能的业务开发。
另有其他多种算法岗位，欢迎私信了解！",2023-12-28,智联
AI算法工程师,深圳-南山,25k-35k,1-3年,本科,语音算法,香港城市大学深圳研究院,"学术/科研,社团/组织/社会保障",20-99人,"职位描述
语音算法
薪酬范围：具体面议
具体工作内容和范围：
1、参与AIGC、数字人等相关项目的研发和落地；
2、从事大模型和多模态算法研发，包括大模型对话、TTS、语音驱动人脸/人体运动等；
3、根据不同项目需求分析完成AI技术方案设计、模型开发、测试、验收及技术文档撰写；
4、对模型进行性能提升、压缩与量化，实现模型的具体落地；
5、探索AI领域前沿问题和前沿技术，保证技术在行业的领先水平，突破技术边界。
其他要求：
1、本科及以上学历，计算机科学、机器学习等相关专业，具备2年及以上工作经验或优秀硕士、博士毕业生；
2、熟悉主流CV、NLP、多模态算法，具备从需求分析、数据收集、数据标注、算法训练和优化、模型部署全链路的经验；
3、具备AIGC领域研究经验者优先，包括：diffusion模型、GAN网络、多模态学习、图像生成等。
4、具备CVPR/ICCV/ECCV/NIPS/SIGGRAPH/AAAI等相关顶会发表过论文者优先；
5、具备独立进行算法研发能力，有相关的研究和产品落地经历者优先；
6、熟练使用python和c++,熟悉tensorflow/pytorch等主流算法框架，动手能力强，能针对特定问题独立建模；
7、有良好的沟通协调能力和团队协作精神，有强烈上进心、自我驱动、适应能力强 。",2023-12-27,智联
nlp算法工程师,深圳-福田,15k-25k,3-5年,本科,"文本分析
文本分类
文本挖掘
TensorFlow
PyTorch
逻辑回归
搜索引擎
推荐系统
Python",深圳华云信息系统科技股份有限公司,"计算机软件,计算机硬件",300-499人,"职位描述
文本分析文本分类文本挖掘TensorFlowPyTorch逻辑回归搜索引擎推荐系统Python
岗位要求：
1、计算机、统计学、数学或计算机相关方向本科及以上学历，2年以上相关工作经验；
2、具备良好的编程能力，熟练掌握Python；
3、熟悉基础机器学习算法(LR/GBDT/SVM等)；熟悉深度学习算法原理，了解LSTM、CNN、Transformer等网络模型；
4、熟悉自然语言处理的文本分类、实体提取、情感分析、实体链接等相关任务，并有相关项目经验；
5、掌握tensorflow/pytorch/keras/paddle中任一种深度学习框架即可；
6、有搜索、推荐、知识图谱任一领域相关经验者优先；
7、思维敏捷，逻辑清晰，对工作积极严谨，责任心强，有上进心，有较强的学习能力。",2023-12-31,智联
