岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间,来源
算法工程师,广州-黄埔,12k-20k·14薪,1-3年,本科,"C++
Python
TensorFlow",广州科莱瑞迪医疗器材股份有限公司,医疗设备/器械,100-299人,"职位描述
C++PythonTensorFlow
【岗位职责】
1.负责3D网格模型(mesh)处理、计算机3D视觉、医学图像处理算法的研究和开发。
2.负责将相关算法集成到工作站或服务器。
3.跟进临床应用反馈并进行算法优化。
【任职要求】
1、计算机科学、数学、软件工程或相关专业，2年以上工作经验，有经验的应届生也可考虑。
2、计算机图像图形学3D网格模型（mesh)处理、计算机3D视觉、、机器学习领域2、精通计算机视觉和医学图像处理算法，熟悉相关图像处理库（ThreeJS、WebGL、VTK、PCL、OpenCV、Open3D等），有网格模型(mesh)、图像分割识别、处理等相关工作经验优先考虑
3、熟悉使用C++、JavaScript，Python等程序语言，熟悉面向对象的设计及开发思想。
4、熟悉深度学习开发工具(tensorflow, torch) 的使用。",2024-12-14,智联
深度学习算法工程师,广州-番禺,10k-17k·15薪,经验不限,本科,"深度学习算法
自然语言处理
机器学习算法
视觉图像算法
Python
PyTorch
TensorFlow
目标检测
语义分割
图像处理",广州市新文溯科技有限公司,"计算机软件,IT服务",20-99人,"职位描述
深度学习算法自然语言处理机器学习算法视觉图像算法PythonPyTorchTensorFlow目标检测语义分割图像处理
职责描述：
1、根据业务需求，负责图像处理、目标检测、图像分割、OCR等功能的研究、优化和性能提升；
2、跟踪并研究前沿的深度学习相关的算法，负责产品相关业务功能的开发和实现。
任职要求：
1、本科及以上学历，有图像处理/ 自然语言处理/ 人工智能项目经验优先。
2、熟练掌握机器学习、深度学习网络的基本方法，熟悉基本模型。
3、具备算法实现能力，熟练掌握python编程语言。
4、熟悉至少一种深度学习框架：PyTorch、Tensorflow、Keras、Caffe2、MxNet。
5、对新技术有强烈的求知欲望，乐于钻研，善于分享。
职位福利：五险一金、年底双薪、绩效奖金、交通补助、餐补、通讯补助、带薪年假、补充医疗保险",2024-12-28,智联
AI算法实习生（24届）,广州-南沙,"
          100-150元/天
          ",经验不限,本科,"文本分析
词法分析
句法分析",广州软件应用技术研究院,"计算机软件,企业服务,互联网,云计算/大数据",100-299人,"职位描述
实习证明文本分析词法分析句法分析
岗位职责
1、NLP数据的收集、预处理、分析、清洗等工作；
2、负责大文本处理及NLP方向相关技术研究与实现及算法原型优化调参；
3、参与相关研究报告撰写工作；
4、负责机器学习/深度学习的算法落地开发工作，如目标检测、识别、分割等任务；
5、负责深度学习相关算法模型的训练；
6、配合实际项目准备训练样本；
7、配合算法工程师进行模型的测试；
8、进行算法相关文档的编写。
职位要求
1.、计算机、人工智能或相关专业本科及以上学历；
2.、责任心强，有技术热情，有良好的团队沟通能力和逻辑思维能力，要善于分析和解决问题；
3.、掌握C++，python其中两门或以上开发语言，有较强的程序开发能力；
4.、具备深度学习自然语言处理相关研究经验，了解LLM、ChatGPT等相关大模型，了解prompt-tuning、instruct-tuning等技术。",2024-12-15,智联
算法工程师,广州-南沙,"
          150-200元/天
          ",经验不限,本科,,广州盈惠兴科技股份有限公司,"工业自动化,医疗设备/器械",0-20人,"职位描述
懂凸轮机械原理，熟悉数学几何函数，对轴心运动轨迹进行数学建模，每周来公司上班一天，线上工作，项目任务型",2024-12-21,智联
算法工程师,广州-黄埔,8k-14k,3-5年,本科,"Python
BERT
Bayes
LSTM
Transformer
智能机器人
机器人算法
视觉图像算法
核心算法",爱多邦(北京)信息技术服务有限公司,"通信/网络设备,IT服务,计算机硬件,计算机软件",100-299人,"职位描述
PythonBERTBayesLSTMTransformer智能机器人机器人算法视觉图像算法核心算法
有两年以上的算法工程师工作经验，至少在一个项目中是核心算法工程师，对大数据和人工智能技术有很好的理解。
熟悉常见的统计机器学习模型，如各种树类模型，GBDT、XGB，RF等；熟悉深度学习模型，主要是语言类学习模型，朴素bayes，lstm，transformer，bert等。
熟练使用python，利用开源数据包，能够自主的完成模型的训练以及部署，包括传统模型和深度模型。",2024-12-26,智联
算法工程师,广州-黄埔,12k-20k,经验不限,硕士,TensorFlow,广州标智未来科学技术有限公司,"医药制造,医药制造,人工智能",100-299人,"职位描述
TensorFlow
【岗位职责】
1. 对已有结构化数据进行系统梳理，与化学家和IT团队协作，展开人工智能预测模型开发；
2. 研究预测模型的算法，描述符的选择、筛选、评价和优化。
【任职资格】
1.化学信息学、计算化学、计算机科学、应用数学、统计学等专业相关专业，本科及以上学历；
2.掌握常用机器学习算法、深度学习算法，有1年以上相关领域的实践经验；
3. 具有良好编程能力，熟练掌握Python编程语言；
4. 具有良好的英语书写能力和中文沟通协调能力，能够熟练查阅相关领域文献；
5. 对科研工作有热情，自学能力强，办事细致认真负责，富有团队合作精神。",2024-12-29,智联
机器学习算法工程师,广州-天河,13k-16k,3-5年,本科,"图像算法
机器视觉",京北方,,无,"职位描述
图像算法机器视觉
【岗位职责】
1、负责人工智能算法的设计、开发和优化；
2、跟进人工智能领域的前沿技术，为团队提供技术支持和建议；
3、配合团队完成项目任务，参与项目的测试、部署和实施；
【岗位技能】
1、熟悉机器学习、深度学习等人工智能领域的相关算法和技术，并具备实现能力
2、熟练使用Python/Java/C++一门以上编程语言，具备良好的编程习惯
3、熟悉常用的数据结构和算法
4、具备良好的团队协作精神，善于沟通和解决问题
5、掌握PyThorch、TensorFlow、Keras等框架
6、掌握图数据库、Hive、ElasticSearch、MongoDB等数据库的使用
7、具备TDD开发习惯，对自动化测试有一定了解",2024-12-30,智联
算法工程师,广州-黄埔,15k-30k,1-3年,硕士,,广州福斯哲智能科技有限公司,人工智能,20-99人,"职位描述
岗位职责：
1）参与机器人系统构建，负责运动控制算法开发，解决开发中的关键问题和技术难点；
3）负责软件需求调研、整理与分析；编制与项目相关的技术文档；
4）协助测试和应用人员完成系统测试与应用中问题解决；
5）熟悉karto,cartographer等SLAM框架，有熟悉反光板检测与定位、graph_slam后端优化原理者优先；
6）熟悉基于多个2D激光雷达、3D相机的导航避障规划算法，有产品模型导航避障规划算法开发经验；
7）使用Gmapping、Hector、Cartograher等2D激光构图算法，熟悉NDT、lego-loam、LIO-Sam等3D激光构图算法，熟悉回环检测、AMCL、重定位、图优化等技术优先。
任职要求：
1）***高校本科以上学历，计算机、自动化、机械等相关专业，一年以上工作经验；
2）精通C、C++等常用编程语言，熟悉ccs编程环境；
3）熟悉机器人坐标变换原理与算法，了解基本的运动控制与轨迹规划算法；
4）良好的专业基础和学习能力，自我驱动力强，刻苦专研，对于技术工作有强烈的意愿。
职位福利：五险一金、带薪年假、弹性工作、节日福利、绩效奖金、员工旅游、餐补、交通补助",2024-12-28,智联
算法工程师,广州-黄埔,14k-24k·14薪,经验不限,本科,,多益网络有限公司,"游戏,游戏",1000-9999人,"职位描述
岗位职责：
研究AI领域相关算法，负责机器学习、深度学习、自然语言处理、计算机视觉等方向的相关应用开发，面向游戏及其他领域产品提供技术解决方案。
岗位要求：
1、计算机或数学相关专业；
2、计算机基础知识扎实，熟悉算法设计/数据结构，熟悉JAVA或C/C++/Python语言编程；
3、熟悉机器学习常用算法，熟悉Linux、Unix平台上的开发环境；
4、优秀的学习能力，善于探索钻研；
提示：公司实行全面禁烟制度。",2024-12-30,智联
算法工程师（校招）,广州-黄埔,15k-20k·14薪,经验不限,学历不限,"AI算法
深度学习
C++
Python
Java
C#
Unix
机器学习
Linux",多益网络有限公司,"游戏,游戏",1000-9999人,"职位描述
AI算法深度学习C++PythonJavaC#Unix机器学习Linux
岗位职责：
研究AI领域相关算法，负责机器学习、深度学习、自然语言处理、计算机视觉等方向的相关应用开发，面向游戏及其他领域产品提供技术解决方案。
岗位要求：
1、计算机或数学相关专业；
2、计算机基础知识扎实，熟悉算法设计/数据结构，熟悉JAVA或C/C++/Python语言编程；
3、熟悉机器学习常用算法，熟悉Linux、Unix平台上的开发环境；
4、优秀的学习能力，善于探索钻研；
提示：公司实行全面禁烟制度。
岗位薪酬：
1、目标年薪：21~30万元/年，由基本工资、加班费、学习鼓励金、年终奖等构成；
2、针对工作努力、表现突出的优秀奋斗者，将有机会获得超过上述目标收入的薪酬水平。
3、目标月薪与目标年薪预估包含法定每月不超过36小时的加班费、学习鼓励金以及年终奖等，具体金额视实际情况而定；新员工目标收入根据实际工作时间进行折算。",2024-12-29,智联
AI算法工程师,深圳-南山,20k-35k,3-5年,本科,"图像处理
视觉图像算法
C/C++
Python
PyTorch
TensorFlow
目标检测
机器视觉
深度学习",山东逐浪云华数字科技有限公司,"互联网,IT服务,计算机软件,互联网",0-20人,"职位描述
图像处理视觉图像算法C/C++PythonPyTorchTensorFlow目标检测机器视觉深度学习
岗位职责：
1、负责图像处理、图像识别、目标检测、图像分割等计算机视觉算法在工业领域应用的研发工作。
2、参与核心产品中与计算机视觉相关的研发工作。
3、解决计算机视觉与深度学习算法在实际工业场景中的应用与优化问题。
4、负责相关算法的工程化部署实施落地。
职位要求：
工作地点不限：北京不限地点
1、 本科以上统招学历，具有计算机科学、图像处理、模式识别、机器学习、人工智能、数学等相关专业本科以上学历，掌握扎实的机器学习、计算机视觉、OCR的理论基础。
2、 3年以上设计和实践经验，熟悉图像处理、图像分割、目标检测，边缘提取，多语言文字识别等相关的算法，精通不同场景字符图标检测的自动化分类和算法方案的选择与实现，并在通用OCR引擎方面有扎实的研发经验。
3、 熟悉深度学习技术，精通一种以上深度学习开源框架，如TensorFlow、PyTorch等，能独立完成算法研发、测试和优化；
4、 扎实的工程实现能力，熟悉C++/Python；
5、 熟悉市场上常用的至少一种视觉软件（如:OpenCV, Halcon等）
6、 有较强的责任心和良好的沟通能力，能够快速定位并解决问题，学习能力强，跟进OCR前沿技术，进行技术难点攻关与前瞻研究。",2024-12-28,智联
AI算法工程师,深圳-南山,25k-35k,1-3年,本科,语音算法,香港城市大学深圳研究院,"学术/科研,社团/组织/社会保障",20-99人,"职位描述
语音算法
薪酬范围：具体面议
具体工作内容和范围：
1、参与AIGC、数字人等相关项目的研发和落地；
2、从事大模型和多模态算法研发，包括大模型对话、TTS、语音驱动人脸/人体运动等；
3、根据不同项目需求分析完成AI技术方案设计、模型开发、测试、验收及技术文档撰写；
4、对模型进行性能提升、压缩与量化，实现模型的具体落地；
5、探索AI领域前沿问题和前沿技术，保证技术在行业的领先水平，突破技术边界。
其他要求：
1、本科及以上学历，计算机科学、机器学习等相关专业，具备2年及以上工作经验或优秀硕士、博士毕业生；
2、熟悉主流CV、NLP、多模态算法，具备从需求分析、数据收集、数据标注、算法训练和优化、模型部署全链路的经验；
3、具备AIGC领域研究经验者优先，包括：diffusion模型、GAN网络、多模态学习、图像生成等。
4、具备CVPR/ICCV/ECCV/NIPS/SIGGRAPH/AAAI等相关顶会发表过论文者优先；
5、具备独立进行算法研发能力，有相关的研究和产品落地经历者优先；
6、熟练使用python和c++,熟悉tensorflow/pytorch等主流算法框架，动手能力强，能针对特定问题独立建模；
7、有良好的沟通协调能力和团队协作精神，有强烈上进心、自我驱动、适应能力强 。",2024-12-27,智联
AI算法工程师,深圳-南山,18k-35k·14薪,3-5年,本科,"视频算法
视觉图像算法",鹏钛存储技术(南京)有限公司,电子/半导体/集成电路,100-299人,"职位描述
视频算法视觉图像算法
岗位职责
1.参与Linux/ RTOS或 Bare Metal系统环境下的GPU算法部署；
2.与SoC/HW/SW团队配合，完成智能检测、识别项目相应的任务需求。
任职要求
1.计算机、通讯、电子、自动化、控制等相关专业本科及以上学历；
2.深入理解计算机体系结构和操作系统基本原理；
3.熟练掌握C++，AI/ML算法和数据结构；
4.熟悉Caffe/TensorFlow/pyTorch/Keras/MXNet等开源框架；
5.熟悉API OpenVX/OpenCV，以及OpenCL或Cuda优先；
6.三年以上AI/ML算法开发经验，有芯片算法部署经验优先。
面试流程：
笔试：远程笔试
面试：视频面试",2024-12-15,智联
nlp算法工程师,深圳-福田,15k-25k,3-5年,本科,"文本分析
文本分类
文本挖掘
TensorFlow
PyTorch
逻辑回归
搜索引擎
推荐系统
Python",深圳华云信息系统科技股份有限公司,"计算机软件,计算机硬件",300-499人,"职位描述
文本分析文本分类文本挖掘TensorFlowPyTorch逻辑回归搜索引擎推荐系统Python
岗位要求：
1、计算机、统计学、数学或计算机相关方向本科及以上学历，2年以上相关工作经验；
2、具备良好的编程能力，熟练掌握Python；
3、熟悉基础机器学习算法(LR/GBDT/SVM等)；熟悉深度学习算法原理，了解LSTM、CNN、Transformer等网络模型；
4、熟悉自然语言处理的文本分类、实体提取、情感分析、实体链接等相关任务，并有相关项目经验；
5、掌握tensorflow/pytorch/keras/paddle中任一种深度学习框架即可；
6、有搜索、推荐、知识图谱任一领域相关经验者优先；
7、思维敏捷，逻辑清晰，对工作积极严谨，责任心强，有上进心，有较强的学习能力。",2024-12-29,智联
ai应用算法工程师,深圳-南山,20k-25k·18薪,3-5年,本科,"机器人算法
智慧城市
MATLAB
C++
Python
Java
R语言",广州泽尔马管理咨询有限公司,"企业服务,人力资源服务",20-99人,"职位描述
机器人算法智慧城市MATLABC++PythonJavaR语言
职责：
1. 设计和开发高效的算法，用于建筑各类性能指标参数的管理和优化；
2. 利用机器学习和人工智能技术，提高建筑能效和运营自动化；
3. 分析大量数据，以提升能源使用效率和减少浪费；
4. 与跨部门团队合作，确保算法解决方案符合业务需求和客户期望；
5. 持续跟踪最新的AI和机器学习技术发展，确保技术领先。
要求：
1. 计算机科学、电气工程、自动化或相关领域的硕士学位；
2. 3年以上相关工作经验，具有虚拟电厂或智能建筑领域的背景优先；
3. 精通至少一种编程语言，如Python、Java或C++；
4. 熟悉机器学习和人工智能算法及其在能源系统中的应用；
5. 优秀的数据分析能力和熟练使用相关分析工具，如MATLAB或R；
6. 良好的沟通技巧和团队合作能力。
加分项：
1. 在优化算法、预测建模或数据分析方面有实际项目经验；
2. 对新兴技术如物联网（IoT）、边缘计算和云计算有深入了解；
3. 具备电力系统或建筑管理系统工作经验。",2024-12-28,智联
AI算法（全国出差）,深圳-南山,12k-21k,1-3年,本科,"自然语言处理
视觉图像算法
PyTorch
TensorFlow",深圳市讯方技术股份有限公司,,无,"职位描述
自然语言处理视觉图像算法PyTorchTensorFlow
工作经验： 1、 具备AI基础知识，熟悉业界常见的AI框架和模型，有良好的沟通与协作能力；
2、 熟悉Python 或C++语言
3、 熟悉MindSpore、TensorFlow、PyTorch等一种或多种AI框架
4、有计算机视觉、人工智能领域顶会论文者优先。
4.接受出差
工作职责:
提供昇腾开发支持，支撑客户进行AI应用、模型迁移、开发；支撑客户对业务进行开发测试，帮助客户解决AI应用开发过程中遇到的各种疑难问题，支撑客户从软硬件等方面对业务系统进行性能分析与优化。
base西安，全国出差",2024-12-28,智联
图像算法工程师（AI）,深圳-光明,20k-35k·15薪,3-5年,硕士,"视觉图像算法
智能制造
Python
ONNX模型转换
OpenCV",深圳明锐理想科技股份有限公司,"工业自动化,电子/半导体/集成电路,计算机软件,工业自动化",300-499人,"职位描述
视觉图像算法智能制造PythonONNX模型转换OpenCV
岗位职责：
1、AI算法开发，包括神经网络训练与部署，面向业务的后处理等；
2、图像处理，例如对图像进行去除噪声、锐化、分离、复原和亚像素的提取。
3、独立处理和解决所负责的任务。
任职要求：
1、硕士及以上学历，计算机科学或相关专业，项目经验丰富可适当放宽至本科；
2、3年及以上算法相关经验，熟练掌握python，能使用pytorch进行神经网络搭建、训练与推理；
3、掌握经典的数字图像处理算法原理，熟练掌握OpenCV；
4.、熟练掌握常用的数据结构及其算法；
5、能使用ONNX/TensorRTAPI进行网络搭建与部署，熟悉pytorch模型与ONNX/TensorRT
模型的转换优先；
6、沟通能力强，有条理性，富有团队合作精神，善于学习总结。",2024-12-30,智联
AI算法工程师,深圳-宝安,25k-50k·15薪,5-10年,本科,"自然语言处理
PyTorch
TensorFlow",深圳启智教育创新有限公司,人工智能,0-20人,"职位描述
自然语言处理PyTorchTensorFlow
岗位职责：
1）负责公司人工智能项目的系统性研发，参与核心算法设计、编码及调试工作。
2）负责公司问答机器人项目研发，包括架构设计、编码及联调等。
3）负责算法模型训练及优化，为中医问答机器人、智能法务咨询项目提供算法支撑。
4）熟悉ChatGPT、科大讯飞星火大模型模型微调，构建专属的问答机器人产品。
5）负责NLP/LLM模型研发工作，包括但不限于基础模型训练、监督微调等。
6）知识产权：根据项目进展状态，完成实用型、或发明型专利。
岗位要求：
1）两名算法：本科学历以上。
2）计算机、数学、及相关专业，至少5年NLP工作经验。
3）熟悉机器学习、深度学习、及NLP相关前沿算法。
4）熟悉多种主流算法框架工具开发，比如Pytorch、Tensorflow等。
5）熟悉自然语言处理算法体系，包括Transform、Elmo、Bert、及GPT等。
6）精通NLP中文本处理相关技术，比如词性标注、实体识别、关系抽取、及句法抽取等。
7）能够跟进领域内最新技术研究成果，并结合应用场景快速实验和调优。
8）责任感强、积极主动、有较强的逻辑思维能力、沟通能力和抗压能力。",2024-12-09,智联
AI算法工程师,深圳-南山,20k-30k,5-10年,本科,"图像处理
图像增强
图像分类
图像匹配
图像检测识别
图形识别
PyTorch
Transformer
AIGC",软通动力信息技术(集团)股份有限公司,,无,"职位描述
图像处理图像增强图像分类图像匹配图像检测识别图形识别PyTorchTransformerAIGC
【岗位职责】
1、负责公司大模型的基础研究和大规模数据建模，及最新算法、模型框架的设计和开发，进行复杂问题的攻关;
2、负责文本数据的收集、整理、过滤、清洗等工作，需要掌握数据分析和NLP工具的灵活应用，包括Python、GPT、BERT、Transformer等。同时需要对大模型针对垂类领域进行优化、训练、部署等
3、负责文本生成图像，图像生成图像，文本生成视频，文本生成语音等项目落地；
4、负责NLP前沿技术应用落地，通过实际应用场景需求，完成技术解决方案，GPT接口二次开发，模型微调训练等场景，建设AIGC能力中台；
5、负责对接公司内部的AIGC项目，可以独立承担项目的管理任务。需要具备: 项目需求对接、项目进度管理、项目分工、项目全生命周期管理等能力。
【岗位要求】
1、本科及以上学历，5年以上算法及软件开发工作经验，熟练掌握和使用Java、C++、Python、Go等编程语言并能够独立完成系统和工具的设计开发；
2、熟练掌握模型接口开发、打包、本地部署流程
3、具备NLP中大型项目的算法和开发经验，包括但不限于人机对话、知识图谱、机器翻译等；
加分项:
4、熟悉AIGC图片生成大模型训练，如GAN、Stable Diffusion等，有相关实际项目经验和案例;(暂时营销的需求不急)
5、具备NLP大模型的算法知识，熟悉常见的NLP算法(GPT、BERT等)和工具(Huggingface、LangChain等)
6、具备文本预训练模型在垂直领域的应用和调优经验。熟悉LLM微调方法，如LORA，Puning等; (有其中一个经验即可)",2024-12-06,智联
AI算法工程师,深圳-宝安,20k-21k·14薪,1-3年,本科,PyTorch,北京耐思云科技有限公司,"云计算/大数据,云计算/大数据",100-299人,"职位描述
PyTorch
具备深度学习和机器学习的相关经验，熟悉常用的算法模型和框架(Pytorch) ，算法如神经网络、决策树、支持向量机等，熟悉神经网终模型的微调和训练流程。
熟悉异常检测、根因分析和故障预测等相关领域的算法和技术。
技能(必填)
工作年限/项目经验
岗位重点及必备技能
必填)
具备数据处理和数据分析的能力,熟悉常用的数据处理工具和编程语言，如 Python、R 等。
有自然语言处理和生成式 AI 的经验和能力者优先考虑，有模型部要经验者优先考虑。
具备良好的问题解决和团队合作能力,能够与其他团队成员协作推动项目进展",2024-12-22,智联
算法工程师（AI 大数据 图像 智能车）,深圳-龙岗,20k-40k·16薪,经验不限,本科,,外企德科,,无,"职位描述
岗位职责
我们致力于软件算法的研究设计，通过算法大幅改善产品体验和性能效率
1、可以对单点算法性能做出极致优化，或具备全局视野，能从 E2E考虑算法应用竞争力体现;
2、负责移动终端设备人工智能、大数据挖掘算法和解决方案的研究、设计、验证和交付;
3、 对传感器在专业运动健康、生物识别、情景感知等技术做出优秀的用户体验。
岗位要求
1、具备人工智能AI算法、大数据算法、数据结构算法设计和开发能力;
2、具备前沿人工智能技术跟踪和业界趋势的跟踪和算法应用能力;
3、至少掌握Java/Python/C其中一种开发语言，掌握Hadoop开源工具使用更佳;
4、至少掌握一种数据挖掘工具和深度模型训练工具,如 Tensorflow.caffe.matlab;
5、具备较强的动手实践能力,能够快速把想法用算法程序的实现;
6、具备挑战不可能的精神和创新意识，主动担责，攻坚破难;
7、具备良好的团队合作精神，善于沟通。",2024-12-28,智联
ai图像算法工程师,深圳-龙岗,15k-25k,1-3年,本科,"图像算法
视觉
AI",软通动力信息技术(集团)股份有限公司,,无,"职位描述
图像算法视觉AI
图像算法 CV 计算机视觉 AI图像识别
学历：本科以上",2024-12-27,智联
AI算法工程师,深圳-南山,15k-28k,1-3年,硕士,"C++
Python
人脸识别产品
图像识别产品
深度学习
机器学习
目标检测",深圳市悟瞳科技有限公司,"人工智能,互联网",20-99人,"职位描述
C++Python人脸识别产品图像识别产品深度学习机器学习目标检测
能力模型：
1、硕士及以上学历，计算机、机器学习、人工智能、自动化等相关专业。1~3年机器视觉算法工程师岗位经验。
2、具有扎实的数学功底，熟悉传统图像处理方法和基于深度学习网络的图像分析和建模技术。
3、扎实的编程基础，熟练掌握python,熟悉C/C++或Java编程语言。
4、有ACM/IO编程竞赛奖项的同学加分；有相关方向顶会、顶刊发表加分。
5、熟悉PyTorch、TensorFlow等主流深度学习框架。
6、具有强烈的工作责任心，有较好的团队协作精神、逻辑思维分析、表达、沟通能力。
加分: 了解模型轻量化方法论。了解模型剪枝、模型量化解决模型部署问题
工作内容：
1、负责基于深度学习的计算机视觉算法的开发及落地应用设计，涉及到的领域包括但不限于：图像分类、目标检测、目标跟踪、图像语义分割，视频理解等方向。
2、配合后端工程师推进算法落地需求分析、调研，算法建模实验，及产品集成。
3、负责算法模型效果及对应产品功能的日常迭代调优。
我们不是大厂 没有大厂那么优渥的条件。但是我们相信我们可以和你一起成为更美的小厂！",2024-12-13,智联
AI算法工程师,深圳-龙岗,16k-30k·14薪,经验不限,本科,"算法
Python
C++
Java",外企德科,,无,"职位描述
算法PythonC++Java
岗位优势：
双休、全额六险一金、14-16薪、每年1-2次升职调薪机会、带薪年假、试用期不打折、一年后可转岗正编、有大佬导师带教、有适应期
岗位地域：
上海、南京、北京、深圳、杭州、南京、西安、成都、武汉、东莞、苏州
岗位类别：
Java、测试、C++、C、嵌入式操作系统、前端、安卓、iOS、大数据开发等
可匹配的项目：存储、云计算、人工智能、智能驾驶、音视频、实验室、芯片、BPIT等等
工作时间：弹性打卡，周末双休，每天早上9点上班，12-2点午休2小时，提供免费夜宵，周三周五家庭日，月末最后一个周六上班双倍加班费。
通用岗位要求：
1、学信网可查的***本科及以上学历，计算机、软件、通信等相关专业优先；
2、热爱编程，基础扎实，熟悉掌握但不限于C++/C/Python/java/JS/GO等编程语言中的一种或数种，有良好的编程习惯；
3、具备独立工作能力和解决问题的能力、善于沟通，乐于合作，热衷新技术，善于总结分享，喜欢动手实践；
【参考JD】Ai算法工程师 or Ai开发工程师
专业知识要求：
1、精通Linux环境编程，精通C++/Python编程，有扎实的编程功底；
2、熟悉深度学习算法者优先录用。
岗位要求：
1、负责指导客户进行基于人工智能计算平台的业务软件迁移，包括需求澄清、方案分析、软件移植、性能优化等；
2、负责解决内外部客户使用AI平台的技术问题，快速响应，及时闭环；
3、负责设计、编写、测试Sample和Demo代码，输出开发文档、技术手册、案例等，支持用户实现高效率、高质量、高性能的业务开发。
另有其他多种算法岗位，欢迎私信了解！",2024-12-30,智联
AI算法工程师,深圳-宝安,20k-40k,5-10年,本科,"导航算法
机器人算法
运动控制算法
机器避障
引导制导
动力控制
OpenGL
OpenCL",烟台华聘企业管理咨询有限公司,咨询服务,20-99人,"职位描述
导航算法机器人算法运动控制算法机器避障引导制导动力控制OpenGLOpenCL
工作职责：
1. 负责SLAM相关硬件的选择、评估和测试，确保硬件设备能够满足SLAM系统的需求；
2. 负责SLAM系统的优化、调试和维护，以满足实际应用环境的需求；
3. 负责与团队其他成员合作，共同开发、测试和优化机器人的导航、路径规划和控制系统；
任职要求：
1.本科以上学历，计算机科学、电子工程、控制工程、自动化等相关专业；
2. 对SLAM、计算机视觉、多传感器融合和3D重建等领域有深入的理解和实践经验；
3. 熟悉激光雷达、视觉和惯性传感器的工作原理和使用方法，并有相关硬件的选型和测试经验；
4. 有SLAM相关项目的开发经验，熟悉常用SLAM框架，如Cartographer、GMapping、LOAM、Fast-lio等；
5. 熟练掌握C++/Python编程，熟悉ROS/OpenCV工具和Linux环境，熟悉嵌入式开发；
6. 具有良好的学习能力和创新精神，能够独立工作，同时也具备团队合作精神。",2024-12-22,智联
高级AI算法工程师,深圳-南山,25k-50k·18薪,5-10年,硕士,"智能驾驶
C语言",深圳市塞防科技有限公司,"智能硬件,智能硬件",100-299人,"职位描述
智能驾驶C语言
岗位职责：
1.针对图像业务场景，设计AI分类、检测、跟踪等实现方案；
2.负责图像识别领域深度学习神经网络模型开发，包括样本数据清洗整理、神经网络框架搭建、模型调参训练及测试、神经网络训练过程优化、网络压缩加速、部署等；
3.跟踪最新人工智能技术和算法进展，负责公司人工智能技术的前瞻性研究。
任职要求：
1.硕士及以上学历，计算机、电子信息类、数学、自动化、人工智能等相关专业；
2.较强的编程能力，熟悉c/c++、python等；
3.熟悉tensorflow、pytorch、keras等至少一种深度学习框架；
4.有图像分类、目标检测、跟踪项目经验；
5.有嵌入式部署，如arm、android、fpga、dsp部署经验优先；
6.有pid控制、ISP经验优先；
7.学习能力强，具备较好逻辑思维和团队协作能力。",2024-12-27,智联
ai人工智能算法工程师,深圳-龙岗,15k-20k,经验不限,本科,"推荐算法
视觉图像算法
TensorFlow
PyTorch
DNN
GAN",深圳市智胜益辉科技有限公司,"计算机软件,计算机软件,网络/信息安全,云计算/大数据",20-99人,"职位描述
推荐算法视觉图像算法TensorFlowPyTorchDNNGAN
技能要求：
理工科或计算机相关专业
熟悉常用机器学习算法及其原理，对算法特点有一定程度理解，能在指导下结合具体业务快速完成技术选型、算法实现、迭代调优；
有以下相关方向经验：图像分析，图像识别，图像跟踪，图像检测、图像搜索等方向；
有在嵌入式系统中应用机器学习算法经验者优先。平台包括海思、英伟达。
熟悉Tensorflow、Pytorch、Sklearn等至少一种深度学习/机器学习框架，能够进行完整的机器学习环境搭建、模型开发、调优和部署应用；
良 好 的 学 习 和 研 究 能 力 。
具 有 扎 实 的 计 算 机 操 作 系 统 、 数 据 结 构 等 编 程 基 础 ， 熟悉C、 Java 和python 中 至 少 一 种语言。
具有数字信号处理器类算法dsp开发经验者优先。
具有音频信号处理、语音识别、声纹识别算法开发经验者优先。
具有虚拟化或容器类平台开发经验者优先。",2024-12-29,智联
AI图像算法工程师,深圳-龙华,18k-25k·13薪,1-3年,本科,"图像识别产品
Transformer
OpenCV
Python",深圳新旭网络科技有限公司,"企业服务,互联网,企业服务,IT服务",100-299人,"职位描述
图像识别产品TransformerOpenCVPython
1、两年以上软件开发经验，熟悉C++/C，python语言，本科及以上学历；
2、熟悉Linux应用编程，熟悉多进程，多线程编程，了解linux下的程序调试方法；
3、熟悉tensorflow或pytorch等常用深度学习框架的使用，有AI模型算法、调优、推理应用相关经验；
4、熟悉training和inferencing参数调优、了解GPU/NPU体系架构，CUDA或者CANN的使用经验。",2024-01-04,智联
