岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间,来源
AI算法工程师,成都-武侯,18k-25k,3-5年,本科,"PyTorch
Python",成都字节流科技有限公司,"互联网,互联网",100-299人,"职位描述
PyTorchPython
岗位职责：
1.利用大型AI模型，解决医学领域的多种任务，如医学知识构建、文本生成、智能问答、辅助诊断等；
2.针对项目需求，选择合适的模型，或对开源大型AI模型进行精细调整以满足特定场景要求；
3.高效训练、部署及优化大型AI模型。
岗位要求：
1.计算机科学、数学或相关专业硕士及以上学历（本科学历需具备3年以上相关工作经验）；
2.熟悉自然语言处理领域的相关算法和技术，了解文本生成的原理和方法，有使用过GPT、LLaMA、ChatGLM等模型经验；
3.具备大型语言模型训练、部署经验，精通Python编程语言，熟练使用TensorFlow、PyTorch等深度学习框架，有LoRA、PEFT、DeepSpeed模型微调使用经验；
4.具备生成式模型应用实践经验者优先，包括信息抽取、知识构建、问答推理、分类等技术方向；
5.具备良好的团队协作精神，沟通表达能力和执行力，对工作认真负责，积极进取，抗压能力强。",2024-12-28,智联
高级算法工程师（NLP、大模型方向）,成都-双流,20k-30k,3-5年,本科,"文本分析
信息抽取
文本挖掘
词法分析
推荐系统
Python
C++",四川业亿辰科技有限公司,"互联网,IT服务,计算机软件,通信/网络设备",20-99人,"职位描述
文本分析信息抽取文本挖掘词法分析推荐系统PythonC++
职位概要:
深入学习招采大数据业务，研究、研发和应用数据处理算法，完成数据的抽取、清洗、入库、建模、应用、维护，持续提升数据完整性和准确性。
岗位职责:
1、深入理解招标采购业务和产品应用场景，设计基础数据分类画像，和数据关系图谱；
2、微调或私有化训练通用大模型，或结合自研算法，设计数据实验方案，并设计数据完整性、准确性验证方法，并保障设计方案与过程结果的一致性；
3、运用大模型结合自研算法，将各格式文档（包括但不限于Word、Pdf、Excel、Html）的文字、表格、压缩文件进行解析，对文档中关键表格、关键文字段落进行识别和抽取；
4、对上述完成粗加工的数据，研究数据特征、相似性、关联性、差异性，并定向开发和调试语义识别算法和机器学习算法程序，自动提取准确数据；
5、根据基础数据关系，设计或重构数据库表结构和数据关系，对提取字段数据进行结构化入库；
6、深入研究数据之间的业务关联关系，定向开发和调试匹配算法，将多个来源分别获得的“项目-招采单位-供应商-产品-资质要求”组成完整准确的业务关系链数据；
7、持续优化算法和基础数据，并开发数据维护工具（提升基础数据增、删、改更新效率和稳定）；
8、积极研究数据的应用，协助产品、研发、测试完成数据到产品的转化，并验收上线数据效果，对数据完整性和准确性负责；
9、对数据打标签、推荐算法进行探索研究，发现数据新的应用价值，并基于数据分析层面，为产品提供建议，提升产品价值；
任职资格:
教育背景:
◆ 本科以上学历，计算机、数学、统计学相关专业。
经 验:
◆ 5年以上算法实际工作经验（研究生可2年以上）
◆ 深入研究和测试过大模型应用（chatGPT、文心一言等），拥有基于场景化需求，对算法模型微调、二次训练，或自行开发机器学习算法的实际经验；
◆ 深厚的数据挖掘、统计、分析、应用理论和实践经验；
◆ 在大模型商业化、NLP、大数据挖掘和处理领域，至少1个项目承担数据主导作用项目经验；
◆ 有招采大数据相关经验优先。
技能要求:
◆ 精通使用python（同时熟练java优先），具备很强算法实现能力；
◆ 精通数据库结构、表结构设计；
◆ 在文本分类、关系抽取、自动摘要，文本生成、图谱构建、关系聚类、知识推算上有深入研究；
◆ 经常学习和研究最新算法论文及成果的习惯，并能将匹配的算法成果场景化改造用于实际工作，帮助产
品获得持续的竞争力；
态 度:
◆性格开朗，对工作充满激情；
◆有强烈的责任心，工作主动积极，认可公司发展目标规划，愿景，及公司价值观，愿意与公司共同发展；",2024-12-31,智联
高级算法工程师,成都-双流,15k-25k,3-5年,本科,,成都思源智慧航空科技有限公司,"船舶/航空/航天/火车制造,仪器仪表制造,专业技术服务,房地产开发",20-99人,"职位描述
需要你做：
1.负责公司人工智能方向(图像识别、图像语义分割、OCR等)的技术研发，将研究成果同公司现有产品有机结合；
2.指导、参与图像分类、目标检测、图像分割等算法实现和优化；
3.负责从事深度学习的算法改进，包括机器学习、图像识别等的算法和系统研发；
4.结合应用场景，综合考虑业务/数据/算法等因素，持续改进和优化产品性能。
5.配合本部执行研发团队的日常管理。
想要你具备：
1.本科及以上学历，应用数学、计算机、电子工程、自动化方向等相关专业；3年及以上相关经验；
2.对机器学习、图像识别算法、文字识别OCR及其应用有比较深入的理解，并有将其应用在深度学习、机器学习领域的经验；
3.严密的数学思维、突出的分析和归纳能力、优秀的沟通表达能力；
4.对该领域的发展方向有清楚明确的认识，有较强的技术前瞻能力；
5.精通以下一项或几项编程语言：C/C++,C#,Python;
6.熟悉经典算法；
7.有研发团队管理经验者优先。
我们有：
1.五险一金（养老保险、医疗保险、生育保险、工伤保险、失业保险、大病保险、住房公积金）；
2.岗位津贴（出差、交通、通话、餐补）；
3.工龄工资；
4.绩效奖金；
5.加班补助；
6.带薪年假；
7.节假日福利；
8.员工生日福利；
9.不定期公司团建活动。
上班时间：09:00-18：00，中午休息一个半小时；周末双休；节假日正常休息。
我们真诚期待优秀的你加入我们的团队，一起打造美好明天。",2024-12-06,智联
人工智能算法工程师,成都-武侯,15k-20k·13薪,1-3年,硕士,"机器人算法
自然语言处理
视觉图像算法
推荐算法
用户画像
PyTorch
Theano
RNN",东方希望,,无,"职位描述
机器人算法自然语言处理视觉图像算法推荐算法用户画像PyTorchTheanoRNN
一、岗位职责
1、负责大型重化工企业APC智能预测等项目的算法研究和开发；
2、分析工厂生产数据，设计和实现基于机器学习和数据挖掘算法的预测模型；
3、利用历史数据进行特征提取、数据清洗和预处理；
4、设备控制参数生成算法的实现，主要包括基于深度学习、强化学习的设备运行参数生成及相关结果预测。
5、运用回归分析、时间序列分析、神经网络等算法，构建高效准确的预测模型；
6、针对预测结果进行评估、优化和改进，提高预测精度和可靠性；
7、与大数据工程师、工艺工程师和系统工程师合作，将算法模型应用到实际生产环境中；
8、GPT大模型的与工业场景的研究和落地。
二、任职要求
1、研究生学历及以上、计算机科学、数据科学、统计学、数学或相关专业、1-3年工作经验；
2、精通Python语言及其常用库，如NumPy、Pandas、Scikit-learn等；
3、具备深入理解机器学习算法的能力，熟悉回归分析、时间序列分析、神经网络等算法；
4、具有大型工业企业数据分析和建模经验，特别是在APC智能预测领域者优先；
5、熟悉数据处理和特征工程技术，有数据清洗、特征提取和转换的实践经验；
6、有机器学习平台的使用经验，如TensorFlow、Caffe 、Keras、PyTorch等；
7、熟悉数据库查询语言（SQL），能够熟练编写复杂查询；
8、具备良好的沟通能力和团队合作意识，能够有效与不同部门协调合作；
9、对大型重化工企业APC智能预测方向有浓厚的兴趣，并具备相关行业知识者优先；
10、具备快速学习新技术和解决问题的能力，对持续学习和创新有追求。
三、福利待遇
1.基础保障：五险一金缴纳、综合月薪+约定年终奖金、探亲补助、特岗补助、出差津贴等；
2.身体检查：公司为员工定期组织健康体检；
3.三餐食堂：集团总部设有员工食堂为您提供可口饭菜；
4.节日休假：按国家规定享受年休假、婚假、产假等各类假期；
5.员工活动：公司不定期举行组织多样化活动（职业发展培训、知识座谈会、节日晚会、文体比赛、生日会、外出旅游、社会公益活动等）；
6.爱心基金：集团设有爱心基金、用来援助突发事件、重大疾病、长期医疗事件造成经济困难的员工及家人；
7.集团实行有竞争力的薪酬政策、量才录用、量才计薪、拥有完整的人才发展体系进行技术职能双发展通道。
四、关键信息
1、工作时间：总部实行5.5工作制（周一至周五及周六上午半天）、早8：30~晚18：00（午休1个半小时）
3、上海地点：成都市武侯区东方希望大厦A座",2024-12-22,智联
人工智能算法工程师,成都-双流,10k-12k,1-3年,大专,,四川省冶金地质勘查局测绘工程大队,政府/公共事业,300-499人,"职位描述
1：组织实施样本集采集和制作；
2：完成智能算法的设计与研发；
3：落实研发计划及关联项目；
4：统招本科及以上学历，具备2年及以上的人工智能算法研发经验；
5：计算机、GIS,、摄影测量与遥感等相关专业优先；
6：熟练使用Caffe. Tensorflow. PyTorch.Keras等深度学习框架中的一种或多种语言；
7：了解激光点云的数据处理与分类识别等算法者优先；
8：对前沿算法有强烈的兴趣，沟通协作意识好，自驱力强；
9：有软著、专利、论文等发表及会议汇报者优先；
10：薪资面谈。",2024-01-04,智联
AI应用工程师,成都-青羊,12k-24k,5-10年,本科,,四川青盛工程项目管理咨询有限公司,咨询服务,20-99人,"职位描述
1.通过对AI工具的探索和实践，参与技术调研、核心服务开发，为公司提供高效的解决方案，如编程辅助、数据分析等。
2.关注跟踪AI工具领域的最新发展动态，快速理解评估应用价值，思考应用场景并提出实施方案。
岗位要求：
1.本科及以上学历，计算机科学、人工智能或相关专业优先。
2.熟练使用ChatGPT等AI工具的经验，熟练掌握python和github。有实际项目经历者优先。",2024-12-26,智联
AI算法工程师,成都-双流,15k-20k·13薪,1-3年,硕士,"雷达算法
成像算法",成都太铂莱科技有限责任公司,电子/半导体/集成电路,0-20人,"职位描述
雷达算法成像算法
1. 负责AI算法设计、仿真与调试；
2. 负责分析数据处理算法所需的硬件资源；
3. 负责针对系统资源的算法优化；
4. 依照系统总体需求提供算法设计文档。
教育背景:
◆硕士及以上学历，计算机、电子工程类专业，熟悉MATLAB/Python等编程语言；
培训经历:
◆受过MATLAB、GPU开发等方面的培训。
工作经验:
◆1年以上AI相关算法开发经验者优先。
技能技巧:
◆熟练掌握MATLAB/Python等编程语言；
◆熟悉基于人工智能的图像识别/目标检测算法的仿真；
◆熟悉GPU算法加速的开发；
◆有1年以上人工智能相关算法开发经验者经验；
◆较强的英文读写能力。
工作态度:
◆踏实肯干，吃苦耐劳，具备较强的沟通能力；
◆善于与各类性格的人交往，待人公平。
公司简介：
成都太铂莱科技有限责任公司，为安徽中科太赫兹科技有限公司的子公司，是一家主要从事太赫兹检测技术研发的科技企业。公司业务领域包括研发和生产小型低功耗太赫兹源、太赫兹通信组件、太赫兹成像系统、太赫兹人体安检设备、太赫兹工业无损检测系统等太赫兹家族相关产品。
公司创始团队由中科院、西南交通大学等多所知名高校院所背景及具备丰富企业管理经验的专家组成，有近20多年的太赫兹激光技术沉淀，在太赫兹激光源、太赫兹成像、太赫兹激光干涉仪等领域处于国际领先水平，同时具备国内外领先的太赫兹波源及其配套的AI成像算法、软件开发等相关成套系统的研发和生产经验。",2024-01-04,智联
AI算法工程师,成都-武侯,18k-25k·13薪,3-5年,本科,"PyTorch
Python
智慧医疗",成都字节流科技有限公司,"互联网,互联网",100-299人,"职位描述
PyTorchPython智慧医疗
岗位职责：
1.利用大型AI模型，解决医学领域的多种任务，如医学知识构建、文本生成、智能问答、辅助诊断等；
2.针对项目需求，选择合适的模型，或对开源大型AI模型进行精细调整以满足特定场景要求；
3.高效训练、部署及优化大型AI模型。
岗位要求：
1.计算机科学、数学或相关专业硕士及以上学历（本科学历需具备3年以上相关工作经验）；
2.熟悉自然语言处理领域的相关算法和技术，了解文本生成的原理和方法，有使用过GPT、LLaMA、ChatGLM等模型经验；
3.具备大型语言模型训练、部署经验，精通Python编程语言，熟练使用TensorFlow、PyTorch等深度学习框架，有LoRA、PEFT、DeepSpeed模型微调使用经验；
4.具备生成式模型应用实践经验者优先，包括信息抽取、知识构建、问答推理、分类等技术方向；
5.具备良好的团队协作精神，沟通表达能力和执行力，对工作认真负责，积极进取，抗压能力强。",2024-12-28,智联
高级图像算法工程师(J10112),成都-武侯,18k-25k·15薪,1-3年,本科,"人脸识别
车牌识别
图像跟踪
TensorFlow
OpenCV
视觉图像算法
C语言",厦门星纵物联科技有限公司,"IT服务,人工智能,物联网,计算机硬件",500-999人,"职位描述
人脸识别车牌识别图像跟踪TensorFlowOpenCV视觉图像算法C语言
岗位职责:
1.基于图像算法的落地和效果优化；
2.参与公司CV方向、深度学习类项目的开发与实施；
3.负责人数统计相关算法的研究和部署，开发产品包括但不限于单/双目RGB传感器人数统计、TOF深度传感器人数统计以及热成像相关应用。
4.通过目标跟踪算法、图像处理、逻辑处理等方式来弥补深度学习算法的不足，精益求精，提升产品竞争力。
5.负责图像处理算法的创新，跟进业界最新技术，并快速运用到业务中去。
任职要求:
1.计算机、电子信息、图像处理、信息工程、应用数学等相关专业；
2.3年以上的工作经验，精通C/C++、熟悉python，有Windows或Linux平台成熟软件产品开发经验；
3.高效执行力，责任心强，良好的自学能力和沟通能力；
4.具有区域内人员数量统计、过线人数统计、人体目标跟踪、低功耗AI开发经验者优先。
职位福利：五险一金、带薪年假、每年多次调薪、周末双休、半年奖、 年终奖 、激励奖金",2024-12-20,智联
高级算法工程师,成都-郫都,15k-25k·14薪,1-3年,硕士,"视觉图像算法
模式识别",汉威科技集团股份有限公司,"物联网,物联网",1000-9999人,"职位描述
视觉图像算法模式识别
岗位职责：
1）研究能有效改善图像质量的算法；
2）研究目标检测、目标跟踪相关算法；
3）研究光学测量、多维成像相关算法；
4）研究多传感器信息融合相关算法；
5）跟踪国内外最新图像算法发展方向和相应技术；
6）移植成熟算法到嵌入式产品中；
7）维护图像算法在产品中的应用。
任职资格：
1）图像模式识别、计算机、光电、数学相关专业，硕士及以上学历；
2）熟练掌握C、C++语言；
3）熟练使用Matlab、Opencv等图像分析工具；
4）熟练使用英语，CET6级，能顺利快速翻译英文文献；
5）数学功底好，能熟练使用数值分析，信号处理，概率统计等知识；
6）热衷于图像分析技术，对新图像处理技术有高度的敏感性；
7）有图像处理相关工作经验者优先；
8）具有双目测量、高速图像处理方向研发工作经验者优先",2024-12-08,智联
AI算法工程师,成都-武侯,20k-40k,3-5年,本科,"视觉图像算法
PyTorch",四川准达,,无,"职位描述
视觉图像算法PyTorch
任职要求:
1、本科以上学历,3年以上工作经历,计算机行业、人工智能、大数据领域相关
工作经验者优先。
2、精通Python/Java/C++/Shell/SQL等其中至少两门编程语言。
3、熟悉Linux操作系统、数据库、人工智能技术，有良好的深度学习理论基础,精通使用pytorch开源框架，精通算法程序开发、部署和容器化等相关技术；
4、具有机器学习、神经网络、数据挖掘、深度学习领域相关技术研究、应用以及工程化建设项目实施经验，对算法架构设计与实现有深入理解，能够进行跨学科系统及产品开发；
5、具备良好的大局观和优秀的沟通协调能力,逻辑思路清晰，工作认真负责;具备良好的自
我驱动能力和团队合作能力。
6、有视频监控、图像处理、自然语言处理等项目经验者优先。",2024-01-02,智联
AI算法工程师,成都-武侯,20k-40k,经验不限,本科,"视觉图像算法
智慧医疗
智能机器人
智能制造
C语言
C++
Java
Python",东天实业(北京)有限公司,"医疗设备/器械,房地产开发,卫生服务",100-299人,"职位描述
视觉图像算法智慧医疗智能机器人智能制造C语言C++JavaPython
岗位职责：
1、 参与机器视觉相关产品的研发；
2、 利用机器学习、深度学习、图像处理、机器视觉等领域内的成熟技术或先进算法解决智能制造机器人有关问题；
3、跟踪研究行业前沿技术，对关键算法进行编程实现、性能优化等。
任职要求：
1、计算机视觉、图像处理、模式识别、信息科学、数学类相关专业本科以上学历，硕博优先；
2、熟练掌握C/C++、Java、Python等编程语言，有机器视觉项目相关经验，如目标识别、异常检测、图像分类、区域分割、字符识别、图像检索、图像内容理解等；
3、熟悉应用常见机器学习算法如DT、KNN、SVM、BOOSTING或LeNet、AlexNet、GoogleNet、ResNet、DenseNet、Faster R-CNN、YOLO、SSD、SegNet等多种深度神经网络模型；
4、熟悉Tensorflow、Caffe或PyTorch等深度学习框架；
5、有在PASCAL、ImageNet等权威数据库上提交过结果并取得优异成绩者优先；参加过Kaggle比赛且成绩优异者优先；有CVPR、ICCV、PR、IP、PAMI、IJCV等学术论者优先；
6、具有多视图立体几何经验者优先。",2024-01-01,智联
算法工程师（NLP）,成都,16k-22k·14薪,经验不限,硕士,"TensorFlow
Python
信息抽取
PyTorch
PaddlePaddle
推荐系统
搜索引擎
自动问答",成都数之联科技股份有限公司,"互联网,IT服务,计算机软件,电子/半导体/集成电路",300-499人,"职位描述
TensorFlowPython信息抽取PyTorchPaddlePaddle推荐系统搜索引擎自动问答
工作内容：
1、负责自然语言处理、知识图谱、推荐系统、搜索、问答相关算法研发；
2、负责研究理论算法应用于实际场景；
3、跟踪领域知识图谱/自然语言处理/深度学习领域前沿算法；
4、撰写自然语言处理、知识图谱、推荐系统、搜索、问答相关的解决方案及项目申请书；
5、总结算法及软件成果形成专利、论文、软著。
岗位要求：
1、硕士及以上学历，本、硕（博）均为计算机类、数学类、通信类等相关专业；
2、在以下至少一个领域有深入研究并熟悉最新研究成果：知识抽取、知识融合、知识推理、推荐系统、搜索、问答、语义检索等。
2、扎实的编程基础，熟悉python等至少一门脚本语言，熟悉C/C++/C#编程。
3、至少熟悉一种深度学习框架，例如：Pytorch, tensorflow, paddlepaddle等；
5、负责过知识图谱、搜索、推荐系统、问答相关研发者优先，具备深度学习相关项目经验者优先。
职位福利：节日福利、弹性工作、周末双休",2024-12-15,智联
图像处理工程师（人工智能方向）,成都-金牛,12k-24k·14薪,1-3年,硕士,"ReXNet
YOLO",成都高斯智慧电子科技有限公司,通信/网络设备,20-99人,"职位描述
ReXNetYOLO
岗位职责：
1、参与公司机器视觉系统图像处理、分析及识别算法设计、实现及调试，尝试用创新性方法对现有产品进行改进；
2、负责工业领域图像算法的设计、开发、测试与部署；
3、熟练掌握常用开发框架，如TF，熟练掌握常用图像处理算法，如YOLO，RESNET等，负责算法与上位机软件工程师接口；
4、对算法设计质量负责，编写各种设计和应用文档；
5、公司产品相关算法的维护与技术支持。
1、
完成领导安排的其他任务。
岗位任职要求：
1、学历要求：硕士以上学历
2、专业要求：人工智能、信号与信息处理、模式识别与智能系统、自动化、计算机等理工科相关专业；
3、工作经验：熟悉图像处理基本方法（边缘检测，区域提取，低通滤波，特征提取，角点检测，二值化等），有tensorflow、caffe、OpenCV或者类似图形库开发经验优先；
4、了解常见的模式识别算法，特别是基于图像的模式识别算法，掌握特征提取、特征统计和分类器设计；
5、有团队合作精神，有良好的沟通理解能力，有较强的解决问题能力和学习能力。",2024-12-24,智联
AI算法工程师,成都-武侯,20k-40k,经验不限,本科,"视觉图像算法
推荐算法
机器人算法",北京创世小厂机器人科技有限公司,"专用设备制造,文化艺术/娱乐",100-299人,"职位描述
视觉图像算法推荐算法机器人算法
岗位职责：
1、参与机器视觉相关产品的研发；
2、利用机器学习、深度学习、图像处理、机器视觉等领域内的成熟技术或先进算法解决智能制造机器人有关问题；
3、跟踪研究行业前沿技术，对关键算法进行编程实现、性能优化等。
岗位要求：
1、计算机视觉、图像处理、模式识别、信息科学、数学类相关专业本科以上学历，硕博优先；
2、熟练掌握C/C++、Java、Python等编程语言，有机器视觉项目相关经验，如目标识别、异常检测、图像分类、区域分割、字符识别、图像检索、图像内容理解等；
3、熟悉应用常见机器学习算法如DT、KNN、SVM、BOOSTING或LeNet、AlexNet、GoogleNet、ResNet、DenseNet、Faster R-CNN、YOLO、SSD、SegNet等多种深度神经网络模型；
4、熟悉Tensorflow、Caffe或PyTorch等深度学习框架；
5、有在PASCAL、ImageNet等权威数据库上提交过结果并取得优异成绩者优先；参加过Kaggle比赛且成绩优异者优先；有CVPR、ICCV、PR、IP、PAMI、IJCV等学术论者优先；
6、具有多视图立体几何经验者优先",2024-12-21,智联
5G人工智能算法工程师（实习）,成都-锦江,15k-23k·14薪,经验不限,本科,"视觉图像算法
自然语言处理",成都安铭汇信息技术有限公司,"计算机软件,云计算/大数据,IT服务",20-99人,"职位描述
视觉图像算法自然语言处理
岗位职责：
1、调研5G系统中适合应用AI算法进行改进的技术点并开展相关落地工作；
2、从事5G通信信号处理算法相关工作，包括设计、调试、验证、优化以及试验仿真环境搭建维护等；
3、算法设计相关技术文档的编写；
4、部门负责人安排的其它相关工作；
岗位要求：
1、大学本科及以上学历（电子、通信、自动化、数学、物理等相关专业毕业生）；
2、一年以上人工智能领域相关工作经验（图像处理，自然语言处理，机器学习，强化学习等领域）；
3、熟悉常见的机器学习算法原理；
4、学习能力强，有创新精神，对算法研究有强烈兴趣；",2024-01-02,智联
【算法工程师】,成都-武侯,20k-40k,3-5年,本科,"信号处理
机器学习
调制解调
PyTorch
TensorFlow
超短波
卫星信号",武汉能钠智能装备技术股份有限公司,"计算机硬件,IT服务",100-299人,"职位描述
信号处理机器学习调制解调PyTorchTensorFlow超短波卫星信号
岗位职责：
1.根据产品要求，负责算法需求分析、方案设计；
2.负责超短波和卫星信号算法仿真并指导FPGA实现或完成c/c++移植；
3.负责相关算法的性能评估并完成报告。
任职要求：
1.本科至少3年以上相关工作经验，研究生1年以上相关工作经验，电子、通信、无线电等相关专业，CET-4及以上，能够熟练阅读和理解英文技术文献；
2.精通常规调制解调，编译码等算法，具有扎实的通信和数字信号处理基础；
3.熟悉扩频跳频，OFDM等，具备设计与实现经验者优先；
4.具有一定机器学习理论基础，熟悉深度学习框架，有TensorFlow，pytorch等使用经验优先。",2024-12-27,智联
算法工程师（项目周期9个月）,成都-锦江,18k-20k,1-3年,本科,图像算法,亿达信息,,无,"职位描述
图像算法
将参与工业巡检相关工作，主要负责开发和优化图像处理算法，以实现高效准确的安全生产及质量管控解决方案。你将与团队紧密合作，并利用计算机视觉和深度学习技术来提升工业场景的安全和质量控制水平。 a. 开发和优化算法： * 学习和理解图像处理算法的基本原理，并能够实现常见的图像处理任务，如边缘检测、图像增强、目标检测等。 * 使用常见的计算机视觉库（如OpenCV）来开发和实现图像处理算法，以提高工业巡检的准确性和效率。 b. 数据处理与建模： * 学习如何处理和预处理图像数据，包括数据清洗、特征提取和数据增强等，以提高算法的鲁棒性和泛化能力。 * 参与机器学习和深度学习模型的构建和训练，以实现工业巡检任务的自动化和智能化。 c. 算法评估与优化： * 学习如何设计评估指标，对开发的算法进行性能评估和分析，以确保其满足质量控制要求。
任职条件： 1. 学历要求： * 计算机科学、电子工程、应用数学、人工智能或相关领域的学士学位或同等学历。 1. 技术能力： * 具备基本的图像处理和计算机视觉理论基础，熟悉常见的图像处理算法和计算机视觉库（例如OpenCV）。 * 了解基本的机器学习和深度学习理论，有使用过至少一种主流深度学习框架（例如TensorFlow、PyTorch）的经验。 * 具备良好的编程能力，熟悉Python或C++等主流编程语言。 * 具备问题解决能力和创新思维，能够将理论知识应用于实际工程问题的解决。 1. 技术要求： * 了解常见的图像处理算法，如边缘检测、图像增强、目标检测和图像分割等。 * 了解深度学习算法，如卷积神经网络（CNN）、循环神经网络（RNN）等基本概念。 * 熟悉图像特征提取和描述子匹配算法的基本原理。 * 熟悉计算机视觉相关工具和库，如OpenCV、PIL等。 * 熟悉Shell脚本和k8s基本操作。 1. 个人素质： * 具备良好的团队合作能力，能够与多学科团队合作，协同解决复杂问题。 * 具备良好的沟通能力，能够清晰表达自己的想法和解决方案。 * 具备良好的学习能力和自我驱动能力，能够持续学习和适应快速变化的技术环境。",2024-12-19,智联
AI算法工程师,成都-双流,16k-30k·14薪,3-5年,本科,"深度学习
强化学习
雷达、电子对抗",成都中科微信息技术研究院有限公司,通信/网络设备,300-499人,"职位描述
深度学习强化学习雷达、电子对抗
工作职责：
1.负责将AI算法及模型应用到信号感知、信号分选识别、目标个体识别、信息融合处理、目标跟踪定位、态势感知、干扰策略生成等领域；
2.负责数据标记、预处理、管理等工作；
3.负责AI结合DZZ系统及业务流程设计；
4.负责编写开发过程中的相关文档；
5.根据部门工作安排，承担项目相关研发工作。
任职要求：
1、计算机科学与技术、通信工程、电子信息、自动化等相关专业，本科及以上学历；
2、有扎实的专业基础知识，熟悉深度学习、强化学习等算法；
3、熟悉信号处理相关基础理论知识；
4、具备雷达、通信、电子对抗等JG行业从业背景优先；
5、具备良好的团队协作精神。",2024-12-29,智联
AI算法工程师,成都-武侯,15k-30k·13薪,3-5年,硕士,"视觉图像算法
C++
Python
深度学习算法",四川三思德科技有限公司,"互联网,人工智能,网络/信息安全,IT服务",20-99人,"职位描述
视觉图像算法C++Python深度学习算法
岗位职责
1. 负责计算机视觉和深度学习基本算法的开发与性能提升，涉及的问题包括但不限于：检测、跟踪、分类、OCR等。
2.推动计算机视觉算法和深度学习在众多实际应用领域的性能优化和落地。
3.提出和实现最前沿的算法，保持算法在工业界和学术界的领先。
任职要求
1. 熟练掌握深度学习和计算机视觉的基本方法。
2.优秀的分析问题和解决问题的能力，对解决具有挑战性的问题充满激情
3.熟练掌握Python等至少一种脚本语言，熟练掌握C/C++编程
4.对视频安防系统相关算法有项目经验, 包括: 行为识别、区域检测、事件检测、目标跟踪等
5. 硕士及以上学历
职位福利：周末双休、五险一金",2024-12-27,智联
图形图像及人工智能研发工程师,成都-武侯,12k-20k,1-3年,硕士,PyTorch,民航成都电子技术有限责任公司,"电子/半导体/集成电路,通信/网络设备",500-999人,"职位描述
PyTorch
岗位职责：
1. 从事计算机视觉相关领域的深度学习算法研究，根据需求调研相关算法，设计算法方案；
2. 负责深度学习算法的开发，测试，调参等任务，为软件开发提供算法接口；
3. 跟踪最新计算机视觉发展方向和技术，参与相关科研项目；
4. 参与编写相关技术文档。
任职要求：
1. 计算机相关专业，硕士及以上学历，从事深度学习领域研究2年及以上；
2. 具有扎实的计算机视觉图像视频相关的基础知识，熟悉至少1个检测，识别，跟踪，重识别等计算机视觉基本任务；
3. 熟悉基本的深度学习网络架构及其基本原理，了解常见的深度学习骨干网络模型；
4. 熟练掌握主流深度学习框架，以Pytorch为主，能够复现和修改常见的深度学习模型代码；
5. 能够使用命令行的Linux操作系统；
6. 具有良好的信息收集和学习能力。",2024-12-19,智联
高级算法工程师,成都-郫都,20k-35k·13薪,5-10年,本科,"3GPP
5G/6G
MATLAB/C
R16/R17
GGE
WCDMA
LTE/NR",中仪科技(成都)有限公司,电子/半导体/集成电路,100-299人,"职位描述
3GPP5G/6GMATLAB/CR16/R17GGEWCDMALTE/NR
一、岗位职责
1、3GPP 5G/6G协议解读；
2、负责公司底层算法的设计、仿真与验证；
3、使用Matlab/C进行算法建模及其测试；
4、跟踪3GPP R16/R17 5G标准化进展、预判未来5G标准化演进方向；
5、根据3GPP中提供的4G/5G算法，在Matlab中建立模型，并根据需要做出适当调整，获得预期的结果。输出算法设计说明，方便下游角色迅速转化为嵌入式软件或FPGA逻辑代码。
6、根据产品需求提出算法需求完成算法设计与仿真。
二、任职要求
1、本科以上学历，通信、电子信息工程等相关专业毕业；
2、从业经验5年以上；
3、熟悉GGE/WCDMA/LTE/NR无线业务，熟悉3GPP协议；
4、深入理解无线通信原理，精通通信数字信号处理、调制/解调，上/下变
频，数字滤波器；
5、熟练使用Matlab进行算法仿真，熟悉4G/5G Simulink工具箱使用；
6、可以根据仿真工具，调整相关参数，优化通信系统性能；
7、CET-6以上、较强的英文读写能力，能熟练阅读英文的技术文档。
三、上班时间
周一至周五早上9:00-下午18:00，周末双休，五险一金
职位福利：五险一金、绩效奖金、带薪年假、定期团建、年底双薪、餐补、大牛带队、周末双休",2024-12-28,智联
