岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间,来源
AI算法工程师,深圳-南山,15k-28k,1-3年,硕士,"C++
Python
人脸识别产品
图像识别产品
深度学习
机器学习
目标检测",深圳市悟瞳科技有限公司,"人工智能,互联网",20-99人,"职位描述
C++Python人脸识别产品图像识别产品深度学习机器学习目标检测
能力模型：
1、硕士及以上学历，计算机、机器学习、人工智能、自动化等相关专业。1~3年机器视觉算法工程师岗位经验。
2、具有扎实的数学功底，熟悉传统图像处理方法和基于深度学习网络的图像分析和建模技术。
3、扎实的编程基础，熟练掌握python,熟悉C/C++或Java编程语言。
4、有ACM/IO编程竞赛奖项的同学加分；有相关方向顶会、顶刊发表加分。
5、熟悉PyTorch、TensorFlow等主流深度学习框架。
6、具有强烈的工作责任心，有较好的团队协作精神、逻辑思维分析、表达、沟通能力。
加分: 了解模型轻量化方法论。了解模型剪枝、模型量化解决模型部署问题
工作内容：
1、负责基于深度学习的计算机视觉算法的开发及落地应用设计，涉及到的领域包括但不限于：图像分类、目标检测、目标跟踪、图像语义分割，视频理解等方向。
2、配合后端工程师推进算法落地需求分析、调研，算法建模实验，及产品集成。
3、负责算法模型效果及对应产品功能的日常迭代调优。
我们不是大厂 没有大厂那么优渥的条件。但是我们相信我们可以和你一起成为更美的小厂！",2024-12-13,智联
NLP算法工程师,深圳-南山,15k-20k,1-3年,本科,Python,深圳力维智联技术有限公司,"人工智能,人工智能,物联网",500-999人,"职位描述
Python
这是一个初创成长型数字化产品团队，年轻、开放、专业是我们的标签，期待你与我们一起做前沿赛道的同行者！
那么，在这个团队里，你可以做到：
1、负责公司企业数字化项目的深度学习算法模型的实现。
2、负责公司LLM的行业落地方案探索、设计与实践。
3、配合产品部门完成接口定义，算法调试，算法部署和调优。
4、了解机器学习算法能够对结构化数据进行数据挖掘。
所以，期望你是这样的：
1、本科及以上学历，计算机、应用数学、人工智能等相关专业
2、精通自然语言相关算法，并有实际项目经验。
3、有编程经验，熟悉Python，Java，C++，Scala中一种。
4、对大数据，Spark，ES有了解者优先。
5、有数字政府、企业数字化项目经验者优先，有商用业务数据模型经验者优先。
6、对数据驱动业务有深入理解，对数据与业务方面有足够敏感性，有较强的逻辑分析能力，有较强的独立思考能力。
7、具有较强的内外部沟通能力和协调能力；视野开阔，思维敏捷 ，创新能力强。
8、性格开朗外向、工作认真、积极主动，能及时高效的完成各项工作，具有团队精神 。",2024-12-15,智联
AI算法工程师,深圳-宝安,20k-21k·14薪,1-3年,本科,PyTorch,北京耐思云科技有限公司,"云计算/大数据,云计算/大数据",100-299人,"职位描述
PyTorch
具备深度学习和机器学习的相关经验，熟悉常用的算法模型和框架(Pytorch) ，算法如神经网络、决策树、支持向量机等，熟悉神经网终模型的微调和训练流程。
熟悉异常检测、根因分析和故障预测等相关领域的算法和技术。
技能(必填)
工作年限/项目经验
岗位重点及必备技能
必填)
具备数据处理和数据分析的能力,熟悉常用的数据处理工具和编程语言，如 Python、R 等。
有自然语言处理和生成式 AI 的经验和能力者优先考虑，有模型部要经验者优先考虑。
具备良好的问题解决和团队合作能力,能够与其他团队成员协作推动项目进展",2024-12-22,智联
高级图像算法工程师,深圳-南山,28k-40k,3-5年,硕士,"视觉图像算法
PyTorch
TensorFlow
CNN
Python
C++
深度学习",深圳市悟瞳科技有限公司,"人工智能,互联网",20-99人,"职位描述
视觉图像算法PyTorchTensorFlowCNNPythonC++深度学习
能力模型：
1、硕士及以上学历，计算机、机器学习、人工智能、自动化等相关专业。3~5年机器视觉算法工程师岗位经验。 2、具有扎实的数学功底，熟悉传统图像处理方法和基于深度学习网络的图像分析和建模技术。 3、扎实的编程基础，熟练掌握python,熟悉C/C++或Java编程语言。 4、有ACM/IO编程竞赛奖项的同学加分；有相关方向顶会、顶刊发表加分。 5、熟悉PyTorch、TensorFlow等主流深度学习框架。 6、具有强烈的工作责任心，有较好的团队协作精神、逻辑思维分析、表达、沟通能力。 加分: 了解模型轻量化方法论。了解模型剪枝、模型量化解决模型部署问题
工作内容：
1、负责基于深度学习的计算机视觉算法的开发及落地应用设计，涉及到的领域包括但不限于：图像分类、目标检测、目标跟踪、图像语义分割，视频理解等方向。 2、配合后端工程师推进算法落地需求分析、调研，算法建模实验，及产品集成。 3、负责算法模型效果及对应产品功能的日常迭代调优。 我们不是大厂 没有大厂那么优渥的条件。但是我们相信我们可以和你一起成为更美的小厂！",2024-12-13,智联
AI算法助理工程师,深圳-光明,8k-15k,经验不限,本科,,微亚智能,"电气机械/电力设备,计算机软件,计算机硬件",300-499人,"职位描述
职位描述：
1. 负责项目现场数据获取、分析和标注，进行模型迭代训练，达成项目交付指标；
2. 负责与资深AI算法工程师保持紧密沟通，共同达成AI项目交付；
3. 配合软件工程师完成模型移植，提升产品的质量、性能和稳定性；
4. 对客户问题与需求进行收集与跟进处理结果并根据公司内部流程反馈给相关人员；
5. 负责公司自研的AI、2d等视觉算法平台产品的应用落地和功能测试反馈。
岗位要求：
1. 本科及以上学历，计算机科学、自动化等相关专业优先；
2. 熟悉主流深度学习框架，具备一定的python、c++或c#编程基础；
3. 了解常见的深度学习分类、检测和分割算法；
4. 经过培训，能快速学习提升能力，思维活跃开放，迅速接受新知识；
5. 有较强抗压能力，可出差到现场进行实施交付；
6. 有优秀的理解能力和流畅的沟通能力、良好的客户服务精神优先；
7. 具备VisionPro、VIDI或Halcon等应用落地经验者优先。",2024-01-03,智联
AI算法工程师,深圳-宝安,20k-40k,5-10年,本科,"导航算法
机器人算法
运动控制算法
机器避障
引导制导
动力控制
OpenGL
OpenCL",烟台华聘企业管理咨询有限公司,咨询服务,20-99人,"职位描述
导航算法机器人算法运动控制算法机器避障引导制导动力控制OpenGLOpenCL
工作职责：
1. 负责SLAM相关硬件的选择、评估和测试，确保硬件设备能够满足SLAM系统的需求；
2. 负责SLAM系统的优化、调试和维护，以满足实际应用环境的需求；
3. 负责与团队其他成员合作，共同开发、测试和优化机器人的导航、路径规划和控制系统；
任职要求：
1.本科以上学历，计算机科学、电子工程、控制工程、自动化等相关专业；
2. 对SLAM、计算机视觉、多传感器融合和3D重建等领域有深入的理解和实践经验；
3. 熟悉激光雷达、视觉和惯性传感器的工作原理和使用方法，并有相关硬件的选型和测试经验；
4. 有SLAM相关项目的开发经验，熟悉常用SLAM框架，如Cartographer、GMapping、LOAM、Fast-lio等；
5. 熟练掌握C++/Python编程，熟悉ROS/OpenCV工具和Linux环境，熟悉嵌入式开发；
6. 具有良好的学习能力和创新精神，能够独立工作，同时也具备团队合作精神。",2024-01-03,智联
AI算法工程师(R11836)(J11577),深圳-南山,15k-30k·15薪,经验不限,硕士,视觉图像算法,深圳市广和通无线股份有限公司,"运营商/增值服务,通信/网络设备",1000-9999人,"职位描述
视觉图像算法
岗位职责:
1.从事深度学习算法模型的研究与开发，在边缘计算平台上实现模型的移植与优化；
2.能够独立完成算法模型开发工作，并和团队其他成员紧密合作。
任职要求:
1.熟悉CNN, RNN理论及其适用场景，能够使用深度学习方法解决图像理解与识别相关问题，物体检测，语义分割；
2.掌握常用的AI开源框架，如Tensorflow、Pytorch等其中之一，有一定的实践经验；
3.有边缘平台模型移植优化经验，如MTK、高通、RK等平台；
4. 扎实的数学功底（矩阵运算、随机过程、微积分、优化算法等等）；
5. 具有良好的英文听说读写沟通能力，学习能力强，求知欲强烈；
6. 具有良好的团队合作意识、沟通能力、协调能力，能够承担工作压力。
职位福利：五险一金、绩效奖金、股票期权、带薪年假、弹性工作、定期体检、节日福利、周末双休",2024-01-05,智联
AI算法专家,深圳-南山,60k-100k·13薪,5-10年,本科,"视觉图像算法
视频算法
算法研究
PyTorch
TensorFlow
CNN
CNNX
ncnn
NPU
TPU",深圳新旭网络科技有限公司,"企业服务,互联网,企业服务,IT服务",100-299人,"职位描述
视觉图像算法视频算法算法研究PyTorchTensorFlowCNNCNNXncnnNPUTPU
岗位职责：
ARVR行业做AI算法的
1、负责ARVR场景下AI技术研发工作，包括手势识别、目标识别、人脸表情识别等；
2、负责模型在移动端的部署和优化，确保算法落地；
3、结合前沿技术不断提升AI技术能力，提升识别精度，加速技术量产落地；
任职要求：
ARVR行业做AI算法的
1、专业：计算机、通信、数学或相关专业；
2、工作经验：熟悉视觉AI技术，6年及以上开发经验；
3、能力要求：
- 具有优秀的学术研究能力，能够基于文献快速复现算法原型；
- 具有实际的工程部署经验，熟悉ONNX、NCNN等常见模型转换框架；
- 具有实际的模型优化经验，包括且不限于减少卷积核、剪枝、网络分解、权值共享、权重量化等
- 具备NPU、TPU、DSP等优化经验，熟悉高通平台部署优化经验者优先；
- 熟悉深度学习领域基础知识，熟悉主流的深度学习框架Pytorch、Tensorflow等；
- 具有一定的视觉领域知识，了解点云、分割、三角测量、深度检测等基本原理；",2024-01-03,智联
高级AI算法工程师,深圳-南山,25k-50k·18薪,5-10年,硕士,"智能驾驶
C语言",深圳市塞防科技有限公司,"智能硬件,智能硬件",100-299人,"职位描述
智能驾驶C语言
岗位职责：
1.针对图像业务场景，设计AI分类、检测、跟踪等实现方案；
2.负责图像识别领域深度学习神经网络模型开发，包括样本数据清洗整理、神经网络框架搭建、模型调参训练及测试、神经网络训练过程优化、网络压缩加速、部署等；
3.跟踪最新人工智能技术和算法进展，负责公司人工智能技术的前瞻性研究。
任职要求：
1.硕士及以上学历，计算机、电子信息类、数学、自动化、人工智能等相关专业；
2.较强的编程能力，熟悉c/c++、python等；
3.熟悉tensorflow、pytorch、keras等至少一种深度学习框架；
4.有图像分类、目标检测、跟踪项目经验；
5.有嵌入式部署，如arm、android、fpga、dsp部署经验优先；
6.有pid控制、ISP经验优先；
7.学习能力强，具备较好逻辑思维和团队协作能力。",2024-12-27,智联
算法工程师（中级）,深圳-南山,10k-20k,3-5年,本科,"Python
深度学习算法
自然语言处理
视觉图像算法
机器学习算法
语音算法",深圳睿能智慧科技有限公司,"计算机软件,人工智能,计算机软件,云计算/大数据",0-20人,"职位描述
Python深度学习算法自然语言处理视觉图像算法机器学习算法语音算法
岗位职责：
1.针对客户需求和应用场景进行数据分析、处理，模型搭建及算法优化，制定合理的解决方案；
2.负责算法模型的快速移植、高效部署；
3.负责研究和探索基于深度学习的前沿算法，不断优化迭代，保证产品在相关领域的先进性和竞争力。
任职要求：
1.具有计算机视觉、图像处理、深度学习、数学等相关方向的本科及以上学历；
2.具备扎实的编程能力，掌握python和c++编程；熟悉Linux平台；
3.具有丰富的CNN训练、优化经验，数据清洗、扩增、样本均衡等数据处理经验；
4.熟悉CUDA，有实际算法部署和落地案例；
5.具有较强的自我驱动能力、创造想象力、团队协作能力及责任感；
6. 熟悉计算机视觉、自然语言处理等领域的应用，有相关工业项目经验3年以上者优先。",2024-12-18,智联
高级算法工程师,深圳-南山,薪资面议,5-10年,硕士,"推荐算法
自然语言处理
用户画像
算法研究",,,无,"职位描述
推荐算法自然语言处理用户画像算法研究
岗位职责：
1. 开发指标归因分析平台
2. 开发债券与同业资产分析平台
3. 开发资产证券量化指数系统
4. 构建核心宏观经济指标预测平台
任职要求：
1. 计算机、通信、电子及相关专业，硕士及以上学历
2. 熟练掌握Python语言，熟悉Tensorflow、Pytorch、Spark、Hive等技术栈
3. 熟悉存贷款类金融机构资产负债相关系统建设
4. 熟悉银行IT架构与中后台系统设计
5. 理解深度学习、机器学习、时间序列、图计算、归因分析等方法论
6. 擅长商业银行指标应用搭建与数据分析工具
7. 有银行间债券、银行核心经营指标相关研发经验者优先",2024-01-05,智联
AI算法高工/专家,深圳-南山,30k-50k·15薪,经验不限,硕士,,深圳市道通科技股份有限公司,"新能源汽车,船舶/航空/航天/火车制造,电子/半导体/集成电路,汽车4S店/经销商",1000-9999人,"职位描述
岗位职责:
1.负责新能源大数据分析算法开发、AI建模与产品应用；
2.配合产品经理进行需求分析和算法方案设计；
3. 负责历史运行数据的挖掘，实现充电效率提升、SOH的精度优化；
4. 负责新能源充电、用电负荷和电力交易价格预测，实现最优充电交易算法落地，并在实际项目中逐步落地应用；
任职要求:
1. 硕士及以上学历，计算机类、通信类、电气类、数学类，有数据挖掘经验
2. 熟练掌握Python/R/C++等语言，熟悉Hadoop/Spark/Hive等大数据开发
3. 熟练掌握各类回归预测模型，掌握一种以上机器学习与深度学习框架
4. 有AIoT&能源交易相关数据建模、机器学习、时序预测、运筹优化经验，了解电源、新能源充电基本原理优先",2024-12-28,智联
AI视觉感知融合算法,深圳-南山,23k-45k,3-5年,硕士,"机器视觉
图像算法
智能驾驶
C++
Python",深圳市塞防科技有限公司,"智能硬件,智能硬件",100-299人,"职位描述
机器视觉图像算法智能驾驶C++Python
岗位职责：
1.针对图像业务场景，设计AI分类、检测、跟踪等实现方案；
2.负责图像识别领域深度学习神经网络模型开发，包括样本数据清洗整理、神经网络框架搭建、模型调参训练及测试、神经网络训练过程优化、网络压缩加速、部署等；
3.跟踪最新人工智能技术和算法进展，负责公司人工智能技术的前瞻性研究。
任职要求：
1.硕士及以上学历，计算机、电子信息类、数学、自动化、人工智能等相关专业；
2.较强的编程能力，熟悉c/c++、python等；
3.熟悉tensorflow、pytorch、keras等至少一种深度学习框架；
4.有图像分类、目标检测、跟踪项目经验；
5.有嵌入式部署，如arm、android、fpga、dsp部署经验优先；
6.有pid控制、ISP经验优先；
7.学习能力强，具备较好逻辑思维和团队协作能力。",2024-01-03,智联
ai人工智能算法工程师,深圳-龙岗,15k-20k,经验不限,本科,"推荐算法
视觉图像算法
TensorFlow
PyTorch
DNN
GAN",深圳市智胜益辉科技有限公司,"计算机软件,计算机软件,网络/信息安全,云计算/大数据",20-99人,"职位描述
推荐算法视觉图像算法TensorFlowPyTorchDNNGAN
技能要求：
理工科或计算机相关专业
熟悉常用机器学习算法及其原理，对算法特点有一定程度理解，能在指导下结合具体业务快速完成技术选型、算法实现、迭代调优；
有以下相关方向经验：图像分析，图像识别，图像跟踪，图像检测、图像搜索等方向；
有在嵌入式系统中应用机器学习算法经验者优先。平台包括海思、英伟达。
熟悉Tensorflow、Pytorch、Sklearn等至少一种深度学习/机器学习框架，能够进行完整的机器学习环境搭建、模型开发、调优和部署应用；
良 好 的 学 习 和 研 究 能 力 。
具 有 扎 实 的 计 算 机 操 作 系 统 、 数 据 结 构 等 编 程 基 础 ， 熟悉C、 Java 和python 中 至 少 一 种语言。
具有数字信号处理器类算法dsp开发经验者优先。
具有音频信号处理、语音识别、声纹识别算法开发经验者优先。
具有虚拟化或容器类平台开发经验者优先。",2024-01-03,智联
机器视觉AI算法工程师,深圳-福田,15k-25k·13薪,3-5年,大专,"Python
C语言
视觉图像算法",智磊科技(深圳)有限公司,"电子/半导体/集成电路,人工智能,电子/半导体/集成电路",20-99人,"职位描述
PythonC语言视觉图像算法
岗位要求：
1、专科及以上学历，计算机、自动化、模式识别、数学等相关专业
2、负责目前的AI算法底层优化。
3、根据项目需求训练AI模型，包含数据清理、训练和后期优化。
4、针对特定的机器视觉问题，设计实时定位，缺陷检测算法，并能设计实验，分析和优化机器视觉系统；
5、负责常用深度学习框架在嵌入式设备的优化
任职要求：
1、大专以上学历，计算机、图像处理、网络工程、电子信息、自动化等相关专业毕业；
2、精通目标检测、图像分割、人体姿态等相关算法应用，丰富的实际场景落地 经验，熟悉前沿算法进展；
3、精通Python/C++/C等常用编程语言, 对深度学习算法有深刻理解，熟练使用Tensorflow/ Caffe/Mxnet/ Pytorch等至少一种深度学习框架；
4、思维严谨，进取心强，有开创性精神
5、熟悉自动化文件处理加分；
职位福利：五险一金、年底双薪、周末双休",2024-01-05,智联
算法工程师（AI 大数据 图像 智能车）,深圳-龙岗,20k-40k·16薪,经验不限,本科,,外企德科,,无,"职位描述
岗位职责
我们致力于软件算法的研究设计，通过算法大幅改善产品体验和性能效率
1、可以对单点算法性能做出极致优化，或具备全局视野，能从 E2E考虑算法应用竞争力体现;
2、负责移动终端设备人工智能、大数据挖掘算法和解决方案的研究、设计、验证和交付;
3、 对传感器在专业运动健康、生物识别、情景感知等技术做出优秀的用户体验。
岗位要求
1、具备人工智能AI算法、大数据算法、数据结构算法设计和开发能力;
2、具备前沿人工智能技术跟踪和业界趋势的跟踪和算法应用能力;
3、至少掌握Java/Python/C其中一种开发语言，掌握Hadoop开源工具使用更佳;
4、至少掌握一种数据挖掘工具和深度模型训练工具,如 Tensorflow.caffe.matlab;
5、具备较强的动手实践能力,能够快速把想法用算法程序的实现;
6、具备挑战不可能的精神和创新意识，主动担责，攻坚破难;
7、具备良好的团队合作精神，善于沟通。",2024-12-28,智联
电机算法工程师（家电）,深圳-宝安,25k-50k·13薪,5-10年,本科,驱动开发,广州友地信息技术有限公司,"IT服务,互联网,计算机软件",100-299人,"职位描述
驱动开发
1、本科及以上学历，自动化等专业背景，专业理论知识扎实；
2、具备8年以上BLDC/PMSM等相关产品软件实际开发经验；
3、熟悉永磁同步电机数学模型、基于定子磁场定向矢量控制等电机及控制理论；
4、精通常规电机算法，如过调制，解耦控制，弱磁控制，惯量辨识及参数自整定，死区补偿，电压补偿，滤波器设计，观测器设计等；
5、可独立完成任意MCU的无传感器FOC单电阻软件方案的底层代码编写及调试及量产；
6、熟悉伺服控制算法，如前馈加反馈控制结构的非线性、线性系统的跟踪抗扰控制系统设计等。
岗位职责：
1、负责BLDC/PMSM产品的电机软件编写及调试测试；
2、负责产品开发过程中的软件技术文档；
3、负责公司软件标准化工作的审核及指导；
4、负责新技术平台新技术方向的技术攻关等；
5、参与公司软件技术评审/软件框架搭建等技术指导工作。",2024-12-27,智联
AI 算法工程师（量化算法）-成都/深圳,深圳-福田,28k-55k,经验不限,本科,"视觉图像算法
智慧城市
智慧安防",国科微电子,"电子/半导体/集成电路,电子/半导体/集成电路",500-999人,"职位描述
视觉图像算法智慧城市智慧安防
岗位职责:
1、低比特量化、混合比特量化算法的研究和开发
2、在商用 AI 编译器中，为 CNN、LSTM、Transformer 相关算子适配量化算法
3、在商用 AI 编译器中，开发量化精度分析和调试工具
任职要求:
1、扎实的数学功底和 C++ 编程功底
2、多年的模型量化算法研发经验，掌握 2bit/4bit/8bit 量化算法的原理和实现
3、掌握多种 PTQ 量化算法的原理，熟悉各种不同数学原理的量化算法实现（基于统计分布、基于误差分析、基于梯度下降等）
4、掌握多种 QAT 量化算法的原理
5、有 LLM、RNN 模型低比特量化经验者优先
6、有主流的 AI 部署工具（TensorRT、TEngine、ncnn 等）经验者优先
7、有主流的 AI 编译器（TVM、MLIR 等）经验者优先",2024-12-19,智联
高级算法工程师,深圳-南山,35k-50k·15薪,经验不限,本科,"NLP
大模型
LLM
计算机视觉
CV
多模态",华世先达咨询(北京)有限公司,"人力资源服务,企业服务,人力资源服务",100-299人,"职位描述
NLP大模型LLM计算机视觉CV多模态
nlp/大模型/cv/多模态
岗位职责：
●负责故事的文案理解与生成领域相关任务，涵盖但不限于故事的理解，以及图像/视频生成等相关工作。
●负责模型与算法的设计、实现与维护等关键环节，与团队成员紧密协作，确保项目高质量按期交付。
●深入跟进新技术的评估与研究工作，针对光魔应用场景，建设领先文本理解和图片/视频生成能力，为业务落提供强大支持。
岗位要求：
●计算机科学、人工智能等相关领域。发表过深度学习相关的论文或专利优先。
●有深度学习的开发经验优先（NLP，CV或多模态），熟悉大语言模型或生成相关的开发和应用，如GPT、BERT、Diffusion等优先。
●熟练掌握Python编程语言和相关的NLP和CV库，如opencv、pyTorch、TensorFlow等。
●熟悉常见的NLP和CV算法和模型，如CNN、RNN、LSTM、BERT、GAN等。
●具备良好的沟通和团队合作能力，能够与不同背景的团队成员合作。
●具备良好的英语读写能力，能够阅读英文技术文档。",2024-01-02,智联
AI算法工程师,深圳-南山,9k-14k,3-5年,硕士,"机器学习
数据分析
PyTorch
SQL",江西冠英智能科技股份有限公司,IT服务,100-299人,"职位描述
机器学习数据分析PyTorchSQL
岗位职责：
1、对海量业务数据进行分析和挖掘, 满足工业数据分析、决策需求。
2、运用机器学习，统计学、线性代数、概率论等知识进行数据分析。
3、开发和实现针对自然语言的算法、模型，基于大语言模型的应用开发，为用户解决具有创新性的文本和数据分析方案。
任职资格：
1、计算机、统计学、经济学或信息技术等相关专业或相关领域的学士、硕士。
2、3年以上工作经历优先。
3、熟练使用EXCEL常用函数，对python、sql等常用统计编程有一定的能力，对常用数据挖掘算法, 对Hive和Spark等大数据分析工具熟悉者优先。
4、具备一定的英语读写能力，能阅读相关领域的英文文献和技术文档，并且有较强的学习能力，掌握新方法，并应用于实际工作。
5、团队协作与沟通能力：具备良好的团队协作精神，能与产品经理、项目经理等团队成员有效沟通，共同推进项目进度。",2024-01-05,智联
nlp算法工程师,深圳-福田,17k-25k,3-5年,本科,"LSTM
CNN
Transformer
LR
GBDT
SVM
搜索
推荐
知识图谱",深圳华云信息系统科技股份有限公司,"计算机软件,计算机硬件",300-499人,"职位描述
LSTMCNNTransformerLRGBDTSVM搜索推荐知识图谱
岗位职责：
1、负责文本挖掘、NLP模型（文本分类、舆情分析、信息抽取、搜索等）的开发、调优和部署工作；
2、探索NLP及其他AI技术在金融领域中的应用落地；
3、参与跟踪NLP前沿技术的发展。
岗位要求：
1、计算机、统计学、数学或计算机相关方向***本科及以上学历，2年以上相关工作经验；
2、具备良好的编程能力，熟练掌握Python；
3、熟悉基础机器学习算法(LR/GBDT/SVM等)；熟悉深度学习算法原理，了解LSTM、CNN、Transformer等网络模型；
4、熟悉自然语言处理的文本分类、实体提取、情感分析、实体链接等相关任务，并有相关项目经验；
5、掌握tensorflow/pytorch/keras/paddle中任一种深度学习框架即可；
6、有搜索、推荐、知识图谱任一领域相关经验者优先；
7、思维敏捷，逻辑清晰，对工作积极严谨，责任心强，有上进心，有较强的学习能力。",2024-12-22,智联
AI算法工程师,深圳-龙华,19k-36k·13薪,3-5年,本科,"Python
算法研究
自动交易
量化交易
机器人交易
智慧金融
金融技术
软件开发",深圳市和讯盈科信息技术有限公司,计算机软件,20-99人,"职位描述
Python算法研究自动交易量化交易机器人交易智慧金融金融技术软件开发
工作内容：
（1）基于机器学习进行量化因子、模型研究
（2）策略优化、策略开发
职位要求：
（1）本科以上学历
（2）三年以上头部机器学习应用场景算法工作经验，包括但不限于搜索、推荐、广告、图像、自动驾驶等
（3）出色的编程技能，熟悉Python、Go、Pandas等工具使用
（4）熟悉常见交易所的API连接，可以自主从0到1创建交易系统
（5）优秀的个人品德，谦逊的做事风格，良好的沟通能力
（6）对量化交易有浓厚兴趣，熟悉证券期货交易的业务知识",2024-01-02,智联
高级算法工程师,深圳-南山,50k-80k,5-10年,本科,"导航算法
路径规划
自动驾驶
机器人",泰逸人力资源服务(上海)有限公司,人工智能,20-99人,"职位描述
导航算法路径规划自动驾驶机器人
负责室内机器人地图构建相关算法的设计和开发，包括地图探索，地图绘制等算法的研究和实现；
负责机器人运动规划算法研究和实现，包括导航避障算法，路径覆盖等；
负责机器人运动控制算法研究和实现。",2024-12-11,智联
nlp算法工程师,深圳-福田,15k-25k,1-3年,本科,"推荐系统
搜索引擎
文本分析
文本挖掘
舆情分析
信息抽取
情感分析",深圳华云信息系统科技股份有限公司,"计算机软件,计算机硬件",300-499人,"职位描述
推荐系统搜索引擎文本分析文本挖掘舆情分析信息抽取情感分析
外派招商基金，现场面试：福田车公庙站时代科技大厦（现场面试）
岗位职责：
1、负责文本挖掘、NLP模型（文本分类、舆情分析、信息抽取、搜索等）的开发、调优和部署工作；
2、探索NLP及其他AI技术在金融领域中的应用落地；
3、参与跟踪NLP前沿技术的发展。
岗位要求：
1、计算机、统计学、数学或计算机相关方向本科及以上学历，2年以上相关工作经验；
2、具备良好的编程能力，熟练掌握Python；
3、熟悉基础机器学习算法(LR/GBDT/SVM等)；熟悉深度学习算法原理，了解LSTM、CNN、Transformer等网络模型；
4、熟悉自然语言处理的文本分类、实体提取、情感分析、实体链接等相关任务，并有相关项目经验；
5、掌握tensorflow/pytorch/keras/paddle中任一种深度学习框架即可；
6、有搜索、推荐、知识图谱任一领域相关经验者优先；
7、思维敏捷，逻辑清晰，对工作积极严谨，责任心强，有上进心，有较强的学习能力。",2024-12-22,智联
高级图像算法工程师,深圳-龙华,25k-50k·14薪,3-5年,硕士,"图像处理
C++
OpenCV
图像检测识别
CUDA
GPU加速
多线程并行",深圳中科飞测科技股份有限公司,"仪器仪表制造,仪器仪表制造",500-999人,"职位描述
图像处理C++OpenCV图像检测识别CUDAGPU加速多线程并行
【岗位职责】
1.图像处理算法的开发、分析和测试；
2.二维或三维数据的处理和相关算法开发应用；
3.算法的优化和提速。
【岗位要求】
1.熟悉CUDA/多线程调度；
2.精通c/c++编程，熟悉MATLAB；
3.英文熟练，有良好的英语阅读能力；
4.熟悉OpenCV、Halcon等图像处理软件包；
5.快速学习的能力和较强的责任感
6.扎实的数学基础，熟悉常用数字图像处理算法，机器学习算法和模式识别算法。",2024-12-25,智联
nlp算法工程师,深圳-罗湖,14k-20k,3-5年,本科,"NLP
机器学习",深圳市紫川软件有限公司,,无,"职位描述
NLP机器学习
岗位内容：
1. 通过自然语言处理技术，研发并优化智能对话系统；
2. 负责自然语言处理算法的设计和开发，包括分词、命名实体识别、句法分析等；
3. 参与自然语言处理相关产品的需求分析和功能设计；
4. 跟踪业界的最新技术动态，对公司核心产品进行技术改进。
任职要求：
1. 熟悉自然语言处理、机器学习、数据挖掘等相关技术，具备较强的创新和解决问题的能力；
2. 熟练使用至少一种自然语言处理工具包，如NLTK、Stanford NLP等；
3. 精通Python编程语言和相关的科学计算库，如numpy、pandas等；
4. 具备基本的计算机科学基础，如数据结构、算法分析等；
5. 具备良好的团队合作、沟通和文档编写能力。",2024-12-22,智联
高级算法工程师,深圳-南山,45k-65k,5-10年,博士,,江苏云集人才信息咨询有限公司,人力资源服务,20-99人,"职位描述
岗位职责
1、负责物联网通信技术及芯片物理层研究、架构及算法研究;
2、负责新技术的前瞻性研究，负责通信物理层算法核心技术的攻关攻关和研究;
3、负责面向芯片实现的物理层算法及数字信号处理算法设计，建模及仿真验证、性能优化等:
4、负责技术布局、专利布局，标准制定等。",2024-12-08,智联
算法工程师（高级）,深圳-南山,18k-30k,5-10年,硕士,"Python
自然语言处理
深度学习算法
机器学习算法
视觉图像算法
语音算法",深圳睿能智慧科技有限公司,"计算机软件,人工智能,计算机软件,云计算/大数据",0-20人,"职位描述
Python自然语言处理深度学习算法机器学习算法视觉图像算法语音算法
职位职责：
1.负责公司核心工业项目的研发
2.参与公司深度学习算法模块与平台的搭建；
3.独立负责算法项目的交付与业务落地；
4.负责带领中、初级算法工程师完成项目交付任务；
5.配合实施执行项目管理与技术研发管理、团队管理等工作。
职位要求:
1.熟练掌握深度学习和机器学习的原理与方法
2.具有良好的分析解决问题的能力和目标导向的思维方式；
3.无障碍阅读英文文献，自我驱动力强，具备良好的团队协作精神。
4.熟悉石油行业相关业务，熟悉地质测井曲线相关业务优先 ；
5.要求责任心强，有良好的学习能力和协作精神，愿意接受挑战和承受工作压力要求；
6.精通PyTorch、TensorFlow等深度学习开发平台，具有良好的系统架构设计思想与编程习惯；精通Linux操作系统；
7.具有5年以上工作经验的硕士学历，并具有产品落地的丰富经验；",2024-12-18,智联
