岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间,来源
运维算法工程师、人工智能算法工程师,北京-朝阳,20k-40k,5-10年,本科,"视觉图像算法
PyTorch
Theano
TensorFlow
Keras
PaddlePaddle
Caffe
MXNet",金科环境股份有限公司,"环保,房地产开发,电力/水利/热力/燃气",100-299人,"职位描述
视觉图像算法PyTorchTheanoTensorFlowKerasPaddlePaddleCaffeMXNet
岗位职责：
1，基于智慧水厂大数据，建立与优化水处理系统的数据训练集与特征工程。
2，对产品智能算法模块进行相关算法设计、实现与模型训练。
3，对人工智能技术在水处理行业的产品与算法应用进行持续优化。
任职要求：
1，计算机相关专业本科及以上学历；
2，扎实的编程基础，至少精通一种编程语言，如python、C++等；
3，熟悉pytorch等深度学习框架；
4，熟悉深度学习以及常用机器学习算法，能熟练运用相关算法解决有挑战性的问题；
5，具有良好的数学基础，良好的英语阅读能力；
6，有良好的心理素质和沟通能力，有强烈求知欲，对人工智能领域相关技术有热情；
7，自我驱动力、学习能力强优先。
8，有智慧水务领域人工智能相关工作经验者优先。
职位福利：年终奖、六险一金、带薪年假、五险一金、绩效奖金、定期体检",2024-12-26,智联
AI算法工程师(002803),北京-西城,薪资面议,1-3年,本科,"视觉图像算法
搜索算法
推荐算法
TensorFlow
PyTorch
智慧城市
数字政府
Java
Python",中国移动,无,无,"职位描述
视觉图像算法搜索算法推荐算法TensorFlowPyTorch智慧城市数字政府JavaPython
岗位职责:
1、政务行业大模型训练数据的收集与梳理；
2、政务行业大模型的预训练与精调，行业专用模型架构设计与实现；
3、政务知识图谱的构建与维护，政务新闻政策信息抽取pipeline搭建；
4、政务大模型应用的工程化应用开发与对接，完成prompt工程开发，完成与外部知识库对接。
任职要求:
1、 计算机相关专业，硕士及以上学历；
2、 具有良好的代码能力，精通各类深度学习框架下，模型研发，熟练掌握Python、Java等至少一种语言，熟练掌握Pytorch、TensorFlow等深度学习框架；
3、 具备快速阅读深度学习相关论文并理解算法的能力；
4、有大模型训练经验者优先；
5、有政务行业人工智能应用经验者优先；",2024-01-14,智联
人工智能算法系列研究岗,北京-海淀,30k-50k·15薪,经验不限,博士,"视觉图像算法
推荐算法
搜索算法
可解释性
强泛化性",启元实验室,"人工智能,人工智能",300-499人,"职位描述
视觉图像算法推荐算法搜索算法可解释性强泛化性
【岗位职责】
1. 围绕人工智能领域的前沿问题，以计算机视觉为主要依托背景，开展高水平、开创性、多交叉的可持续算法研究，侧重但不限于人工智能的强泛化性与可解释性。
2. 面向宽视场高分辨视频图像数据，支持并参与计算机视觉算法在关键项目中的针对性创新与落地，包括但不限于识别、检测、分割、追踪、预测等任务。
【任职要求】
1. 具有人工智能相关专业（计算机、自动化、软件、电子、数学等）的博士学位或博士后经历，具有上述专业硕士学位且特别优异者亦可。
2. 对人工智能知识体系有较为全面的了解，并在其中1～2个方向取得了前沿的研究成果，例如：计算机视觉模型、视觉-语言模型、自然语言处理、零样本学习、可解释人工智能等；在搜广推领域取得上述相关技术优秀业绩者亦可。
3. 具备扎实的代码功底，熟练掌握深度学习框架等人工智能研究所需的基本工具。
4. 具备良好的沟通能力和团队协作能力，对不同意见能保持开放接纳态度，在团队中始终发挥积极建设性作用。
5. 具备快速了解新领域的学习能力，对陌生知识保持接纳性和好奇心，例如：认知科学、心理学等。
6. 善于思考，能独立分析和解决问题；对待工作负责任、有恒心、追求卓越。",2024-12-19,智联
人工智能\机器学习资深算法工程师,北京-海淀,20k-40k,3-5年,本科,"机器学习
深度学习
强化学习
知识图谱",亚信科技,无,无,"职位描述
机器学习深度学习强化学习知识图谱
岗位职责：
1. 负责移动通信和移动互联网领域机器学习，人工智能等相关算法模型的前沿技术研究工作；
2. 负责AI算法模块研发，包括结构化数据的预测分析和异常检测、因果关系分析、自然语言处理、深度学习、强化学习、联邦学习、知识图谱等通用算法模块的研发；
3. 负责应用AI算法模块满足具体业务场景需求，具体应用场景包括智能运维场景需求（故障根因定位、容量预测、指标异常检测等）、移动通信网络域场景需求（多指标关联、异常检测、网络切片质量评估等）、通用推荐类场景等
4. 负责通信网络AI算法研发框架设计与开发；
5. 负责通信网络AI算法模块整体设计开发，根据行业需求指导算法模型的技术选型和性能优化；
6. 负责部门研发进度推进和研发成果质量把控；
7. 负责在跨功能域/跨职能部门的工作中定义问题陈述，收集数据，构建分析模型并提出建议；
岗位要求：
1. 计算机科学、机器学习、人工智能相关专业本科以上学历，具有3年及以上AI产品研发和应用工作经验；
2. 深入掌握机器学习相关算法如特征工程、决策树、xgboost、lightGBM、聚类、序列预测等算法；
3. 熟悉深度网络如CNN、RNN、LSTM、BERT等算法模型结构，并了解TensorFlow/pytorch/keras等深度学习框架;
4. 熟练掌握至少2种语言：Python, R, Matlab, SQL, Scala, Spark, PHP, SAS，Weka等；
5. 熟悉linux操作，对docker容器化了解，基础的API开发了解；
6. 有良好的沟通表达能力，积极向上，细致认真；
7. 有运营商网络域和业务域相关经验、AIOps运维经验者优先。
职位福利：五险一金、绩效奖金、餐补",2024-01-08,智联
视觉ai算法工程师,北京-海淀,20k-40k·15薪,1-3年,本科,,南方新华,无,无,"职位描述
岗位职责及主要工作描述
负责视觉类算法的部署优化，将相关算法进行工程化落地实现。
负责视觉相关的算法在嵌入式设备（NPU、GPU等AI芯片）上的轻量化与部署；
负责业务的视觉感知算法的研发和迭代；
负责真实业务场景的问题分析、跟踪及解决。
专业技能要求
熟练使用C/C++、CUDA、Python，有良好的数据结构和算法基础，熟悉Linux开发环境；
掌握AI算法加速、量化、剪枝，模型搜索相关的技术及工具链；
具有深度学习算法模型量化移植和应用落地经验，具备独立进行算法应用问题排查及定位能力；
有Jetson GPU、Atlas等相关芯片移植优化经验者优先；
良好的团队合作，沟通和协作能力
可解决北京工作居住证，表现优异者协助解决户口，以及发放期权激励。
应届生可解决北京户口",2024-01-14,智联
人工智能算法工程师（C++方向）,北京-海淀,薪资面议,3-5年,本科,,中讯邮电咨询设计院有限公司,"通信/网络设备,IT服务,运营商/增值服务,计算机软件",1000-9999人,"职位描述
1、负责计算机视觉、自然语言处理等相关算法的调研、代码设计和编写；
2、负责AI算法模型在移动端、PC端的工程化设计、实现与加速、系统集成与工程化落地；
3、与团队协作完成交互代码编写及调试；
4、在实践中把创新想法形成专利及论文发表。
任职要求：
1、普通高等院校本科及以上学历，计算机、自动化、电子通信等相关专业；
2、熟练掌握Linux开发技术；
3、精通C++/Python等开发/脚本语言；
4、熟练掌握keras、TensorFlow、PyTorch中的一种或多种深度学习框架；
5、有计算机视觉或NLP相关项目开发经验，具备算法设计、开发、部署能力；
6、具有较强的沟通协调能力与团队协作意识。
福利待遇 ：
1、工作日 8：30-17：30，含2小时午餐午休，周末双休，基本不加班；
2、公司提供食堂、乒乓球、健身场所；
3、五险一金+交通补助+工会补助",2024-12-31,智联
大模型AI算法工程师,北京-海淀,15k-30k·13薪,经验不限,本科,"BERT
GPT
PROMPT工程
AUTOGPT
PyTorch
TensorFlow
Python
C/C++
Java
GO",龙软科技,"计算机软件,IT服务,计算机软件,矿产/采掘",300-499人,"职位描述
BERTGPTPROMPT工程AUTOGPTPyTorchTensorFlowPythonC/C++JavaGO
岗位职责：
1.负责当前产品线的代码改进和完善，增强产品的可扩展性；
2.负责系统的功能测试与项目维护；
3.负责项目相关问题的内部系统、外部系统的技术支持，技术培训等；
4.参与产品策划，完成项目的功能设计与脚本化代码实现；
5.协助完成策划方案与需求明细，负责项目开发过程中相关文档的编写；
6.完成上级领导交办的其他任务。
任职条件：
1. 本科及以上学历，计算机，软件工程，信息系统等相关专业优先；
2. 熟悉NLP领域基本模型算法如BERT, GPT等，了解大模型应用技术如Prompt工程，AutoGPT等，对大模型发展及其应用具有浓厚兴趣，愿意积极调研前沿情况；
3. 熟悉常见深度学习框架，如Pytorch, Tensorflow等；
4. 具有基础算法和编程能力，熟悉常见编程语言，包括但不限于Python, C/C++, Java, Go等；
5. 具备良好的沟通表达能力以及团队合作精神，具有强烈的工作责任心。",2024-01-13,智联
B5G/6G物理层AI算法开发工程师,北京-朝阳,薪资面议,经验不限,硕士,"无线通信
AI",三星(中国)投资有限公司,"电子/半导体/集成电路,互联网,运营商/增值服务,通信/网络设备",10000人以上,"职位描述
无线通信AI
职位描述：
1. 研究AI与无线通信物理层算法的结合及应用；
2. 负责B5G/6G物理层接收机算法研究，搭建链路仿真平台，进行算法优化；
职位要求：
1. 硕士及以上学历，通信、信号处理、电子及相关专业；
2.有AI+无线通信研究经历，比如AI在定位、波束预测、CSI压缩反馈、信道估计、MIMO检测等方面有应用经验者优先；
3. 具备良好的通信信号处理背景，熟悉MIMO、OFDM技术，有链路仿真或物理层算法经验者优先；
4. 对LTE或NR无线通信协议有比较深入的理解，在特定领域可以起到骨干与指导作用；
5. 精通C/C++语言，熟练使用Matlab；
6. 良好的英文书面和口语表达；
7. 较强的沟通与团队协作能力。
公司介绍：
三星电子中国研究院是三星电子在华投资设立的具有独立法人资格的研发机构，是具备博士后工作站运营资质、聚集了600人研发团队，并由国家批准认定的软件企业。研究院专注于人工智能、5G/6G通信技术研究和标准化等前沿技术，也积极进行商用化的开发、推动先进技术在三星产品中的商用化落地，提升三星电子产品的竞争力。
新时代，新机遇。三星电子中国研究院希望把握人工智能、5G/6G与IoT技术发展的时代机遇，凝聚海内外计算机、电子及通信领域的优秀人才，坚守“做中国人民喜爱的企业，贡献于中国社会的企业”的承诺，与您一起携手共赢、创造未来! 真诚欢迎您的加入！
※ 请应聘者在应聘过程中对现公司、 前公司的商业秘密进行保密
※ 请应聘者确认您投递的简历不包含现公司、前公司的商业秘密",2024-01-04,智联
人工智能算法工程师,北京-海淀,18k-30k,经验不限,博士,"算法研究
遥感图像智能解译
ZC QB处理方向
LLM
VIT
CNN",航天神舟智慧系统技术有限公司,"IT服务,计算机软件,互联网,零售/批发",100-299人,"职位描述
算法研究遥感图像智能解译ZC QB处理方向LLMVITCNN
WL-SF-84
职位描述：
1、研究遥感图像、视频等多种数据的语义理解深度学习算法和技术，跟进业界深度学习的研究成果；
2、负责针对业务场景，选择具体应用的算法模型，设计应用程序接口，并对模型进行精调和测试；
3、参与算法训练和验证环境的设计和搭建；
4、完成领导安排的其他工作。
任职要求：
1、2023年或2024年应届生，计算机相关专业，遥感图像智能解译、ZC QB处理方向，博士学历；
2、熟悉LLM、ViT、CNN等深度学习基础模型和相关工具；
3、具有较强的文字表达能力，逻辑清晰；
4、具有较强的独立工作能力和团队精神，具有较强的进取心和主观能动性。",2024-01-08,智联
AI深度学习算法模型部署工程师,北京-朝阳,15k-30k·15薪,经验不限,硕士,"定位算法
视觉图像算法
PyTorch
Python
C++
自动驾驶",经纬恒润,无,无,"职位描述
定位算法视觉图像算法PyTorchPythonC++自动驾驶
岗位职责：
1.负责AI算法模型在嵌入式平台的部署与落地。
任职资格：
1.硕士以上学历，计算机、信息、数学、电子、自动化等相关专业；
2.熟悉C/C++或者Python，熟悉Linux/Unix开发环境；
3.熟悉pytorch等主流Deep Learning训练框架。
职位福利：绩效奖金、年度旅游、五险一金、优秀员工奖、通讯津贴、午餐补助",2024-01-07,智联
人工智能金融算法专家,北京-朝阳,40k-65k,5-10年,硕士,,河北跃腾教育科技有限公司,人工智能,20-99人,"职位描述
岗位职责：
1.设计和开发信用贷风控、自保再保等相关人工智能风控模型，确保其准确、高效、可解释，并满足监管要求；
2.负责分析和理解产业金融业务流程，提出风险控制策略和模型优化建议；
3.负责与业务团队沟通，了解业务需求，并将业务需求转化为可行的风控模型；
4.负责评估和选择外部数据源，整合多维度数据用于风险画像和风险预测；
5.设计和维护风控模型的监测体系，定期进行模型性能评估和改进；
6.与技术团队密切合作，确保风控模型与系统架构的协同运作；
7.参与对风险管理流程的审计，确保合规性和模型稳定性；
8.完成领导交办的其他工作。
任职要求：
1.年龄40周岁及以下；
2.硕士研究生及以上学历，统计学、数学、计算机科学、人工智能、金融等相关专业；
3.具有5年及以上人工智能风控模型经验，有信用评分模型、自保再保经验者优先；
4.具备深厚的统计建模和机器学习知识，熟悉常用的建模算法，如逻辑回归、随机森林等；
5.具备大规模数据处理和分析经验，熟练使用相关工具和编程语言，如Python、R等；
6.对数据挖掘、特征工程、模型解释有深入理解；
7.有优秀的沟通能力和团队协作精神，能够与业务团队、技术团队紧密合作；
8.了解金融市场法规和监管要求，具备模型合规性的实际操作经验；
9.自我驱动力强，能够独立思考和解决问题。",2024-01-12,智联
NLP算法工程师（工程化、应用方向）,北京-通州,20k-25k,3-5年,本科,"智能客服
聊天机器人
Python
工程化
大模型应用
CHATGPT",大连斯锐信息技术有限公司,"计算机软件,互联网,IT服务",1000-9999人,"职位描述
智能客服聊天机器人Python工程化大模型应用CHATGPT
岗位要求：NLP大模型应用工程师
1、熟悉python编程和NLP基本原理
2、熟悉Prompt工程，有类ChatGPT API在实际项目中的落地经验
3、熟悉大语言模型工具链，如LangChain
4、熟悉向量数据库，如Milvus
岗位职责：任职资格：
1、本科及以上学历，计算机相关专业；
2、具有3年及以上计算机行业、人工智能、大数据领域相关工作经验；
3、具有机器学习、神经网络、数据挖掘、深度学习中某一领域有相关技术研究、应用以及工程化建设项目实施经验；
4、具备良好的自我驱动能力和团队合作能力，具有强烈的责任感，有挑战自我、学习新知识的意愿与能力。",2024-01-10,智联
遥感AI算法工程师,北京-海淀,20k-25k·14薪,1-3年,本科,遥感算法,普罗凡森人力资源顾问(北京)有限公司,咨询服务,20-99人,"职位描述
遥感算法
岗位职责：
1. 参与遥感影像智能识别相关的产品研发，协助算法落地
2. 负责遥感业务的视觉感知算法的研发和迭代，研究卫星遥感影像中的物体检
测与分割算法
任职要求：
1. 熟悉 C/C++、Python，有良好的数据结构和算法基础；
2. 有遥感(光学或 SAR)图像处理经验；
3. 深刻理解机器学习、深度学习等相关知识，在目标检测、图像分割、视频分
析等相关领域具有丰富的实践或研究经验
4. 熟悉主流模型和算法，关注领域内的最新进展，能够跟进和实现新的算法;
5. 较强的算法设计和实现能力，熟悉 Caffe/TensorFlow/Pytorch 等训练框架。
6. 良好的团队合作，沟通和协作能力",2024-12-21,智联
人工智能算法工程师,北京-顺义,8k-16k,1-3年,本科,"智能机器人
算法研究",北京胡众置业集团有限公司,"房地产开发,工程施工",20-99人,"职位描述
智能机器人算法研究
1.负责研究人工智能技术，涵盖机器学习系统、安全、强化学习等多个AI领域，用人工智能技术进行直播。
2.基于业务场景，提供人工智能解决方案。
3.有扎实的数据结构和算法功底，熟悉机器学习、NLP、数据挖掘、分布式计算、计算机视觉、计算机图形、语言识别与合成中一项或多项。
4.有良好的团队问题和解决问题的能力，优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情。
职位福利：五险一金、包吃、包住、弹性工作、带薪年假",2024-01-09,智联
ai算法工程师,北京-海淀,25k-40k,经验不限,本科,,南方新华,无,无,"职位描述
岗位职责及主要工作描述
负责视觉类算法的部署优化，将相关算法进行工程化落地实现。
负责视觉相关的算法在嵌入式设备（NPU、GPU等AI芯片）上的轻量化与部署；
负责业务的视觉感知算法的研发和迭代；
负责真实业务场景的问题分析、跟踪及解决。
专业技能要求
熟练使用C/C++、CUDA、Python，有良好的数据结构和算法基础，熟悉Linux开发环境；
掌握AI算法加速、量化、剪枝，模型搜索相关的技术及工具链；
具有深度学习算法模型量化移植和应用落地经验，具备独立进行算法应用问题排查及定位能力；
有Jetson GPU、Atlas等相关芯片移植优化经验者优先；
良好的团队合作，沟通和协作能力",2024-01-09,智联
AI算法工程师,北京-顺义,15k-30k,5-10年,本科,"自然语言处理
视觉图像算法",智联猎头,"互联网,人力资源服务",1000-9999人,"职位描述
自然语言处理视觉图像算法
岗位职责：
1.负责公司内部的AI需求承接和模型建设工作；
2.负责公司外部AI需求的方案解决和集团AI能力的承接。
3.参与数据中台中AI能力的平台搭建和运维工作。
要求：
1.计算机、通信、数学方向的本科及以上，5年以上的工作经验;
2.熟悉图像处理基础理论、图像识别、机器学习等相关算法，有机器学习或深度学习研究背景。
3.有深度学习模型框架（如：cnn、rnn、lstm、fcn、VGG16、resnet等）使用经验。
4.熟悉至少一种常用深度学习计算框架，包括但不局限Caffe，Tensorflow，Torch等；
5.有深度学习模型框架（如：cnn、rnn、lstm、fcn、VGG16、resnet等）使用经验。
6.良好的自学能力，可以快速学习和掌握新的方法和技术；具备项目团队管理能力，具备文档编写能力。
职位福利：周末双休、带薪年假",2024-01-08,智联
AI算法工程师,北京-海淀,50k-70k,3-5年,硕士,"C++
Python
TF
PyTorch",深圳市拓普明途企业管理咨询有限公司,"人力资源服务,人力资源服务,咨询服务",20-99人,"职位描述
C++PythonTFPyTorch
工作职责：
1. 利用公司强大的计算资源，挖掘海量的金融数据，在特征提取、价格预测、组合优化等不同的应用场景实践你的机器学习算法；
2. AI前瞻领域预研与实验；
任职要求：
1. 熟悉任一机器学习分支领域（如统计学习，深度学习，强化学习，组合优化或其他相关前沿技术等）
2. 对量化行业感兴趣，并且有较强的工程实现能力
3. 计算机、数学、统计学或相关专业硕士或博士学位
4. 熟悉C++/Python/Go等一种或多种语言，扎实代码功底和实战能力
5. 熟悉至少一种深度学习框架：TF，pytorch等
职位福利：五险一金、周末双休、弹性工作",2024-01-09,智联
AI算法工程师,北京-海淀,20k-40k·15薪,3-5年,本科,"深度学习
机器学习
图像处理
Python
TensorFlow
深度学习算法",北京朗视仪器股份有限公司,"医疗设备/器械,医疗设备/器械",300-499人,"职位描述
深度学习机器学习图像处理PythonTensorFlow深度学习算法
岗位职责：
1、负责公司AI医疗项目的算法设计和实现；
2、提出和实现最前沿的算法，结合医疗场景实现科研成果产出；
3、推动深度学习算法在AI医疗应用领域的性能优化和落地；
4、进行医疗AI方向的深度学习算法等前沿技术的研发储备；
任职要求：
1、本科及以上学历；医疗影像处理，计算机视觉，机器学习生物医学工程等相关专业；
2、机器学习和图像处理基础扎实，熟悉深度学习计算机视觉中的经典应用，包括图像分类、检测、分割等；
3、至少熟练应用一种深度学习开源框架；
4、对新技术充满好奇心，善于提出idea并快速动手验证。
★我司可为符合留学生落户条件的毕业生提供就业落户机会。
★我司可择优为应届生落户。
职位福利：五险一金、交通补助、餐补、通讯补助、带薪年假、补充医疗保险、定期体检",2024-12-19,智联
智能算法与大数据开发,北京-海淀,12k-18k·13薪,1-3年,本科,"HDFS
Yarn
Hive
Hadoop
Kafka
Oracle",中科软科技股份有限公司,无,无,"职位描述
HDFSYarnHiveHadoopKafkaOracle
1、熟悉大数据离线计算生态体系，熟悉hdfs、MapReduce，Yarn，Hive，Spark等开源组件；
2、深刻理解MR运行原理和机制，熟悉Hive、Spark数据处理和优化；
3、熟悉Sqoop数据接入和输出，熟悉开源调度软件Oozie、Azkaban等；
4、熟悉主流大数据平台华为、CDH；
5、掌握Java、Scala等编程语言；
6、熟悉数据仓库、OLAP分析等基础知识；
7、具有一定算法分析与设计能力。
8、有保险行业经验者优先。",2024-01-10,智联
算法工程师(A201955),北京-昌平,20k-30k,3-5年,本科,"导航算法
定位算法
智慧导航
自动驾驶
智能飞行器
C语言
C++
MATLAB",昆仑北斗智能科技有限责任公司,"IT服务,石油/石化,物联网,云计算/大数据",20-99人,"职位描述
导航算法定位算法智慧导航自动驾驶智能飞行器C语言C++MATLAB
职位描述：
1、参与精准时空平台RTK、NRTK、PPP-RTK算法的开发与维护工作，提高相关定位算法精度和可靠性；
2、针对油气和交通用户，与技术产品业务上下游不断完善算法产品的功能特性，场景化；
3、负责相关代码的调试与性能改进，编写相应技术设计文档；
4、负责导航算法的跟踪、仿真与实现；
5、领导安排的其他相关事宜。
职位要求：
1、统招本科和研究生学历；计算机科学与技术、电子科学与技术、信息与通信工程、软件工程、测绘科学与技术、控制科学与工程、仪器科学与技术等相关专业；
2、具有GNSS多频多系统高精度定位算法项目开发经历；
3、熟悉RTK、NRTK、PPP-RTK等算法原理、熟悉长基线模糊度解算方法、熟悉区域电离层建模方法；
4、熟练掌握C/C++、MATLAB编程；
5、拥有良好的代码习惯，结构清晰，命名规范，逻辑性强；
6、工作积极，有责任心，较好的沟通协调能力。",2024-01-13,智联
智能算法工程师,北京,15k-30k,3-5年,本科,"深度学习
NLP
CUDA",新岸线(北京)科技集团有限公司,"电子/半导体/集成电路,IT服务,通信/网络设备",500-999人,"职位描述
深度学习NLPCUDA
职责：
1、负责基于深度学习的算法的研究、设计、实现、优化、集成、调试和移植；
2、负责基于多传感器的检测、识别、信息融合工作；
3、负责将复杂的业务场景分解、抽象成为标准化的业务模型，并用相关大数据和人工智能知识进行分析，落实到具体业务场景中。
岗位要求
1、计算机、数学、统计学相关专业，硕士及以上学历；
2、对数据结构和算法有较深的理解，扎实的自然语言、概率图论、机器学习、数据挖掘理论和技术基础；
3、熟练掌握多个领域的主流深度学习模型，在计算机视觉、模式识别、强化学习、NLP等方面有三年以上经验；
4、具备CUDA编程能力和实际的算法的优化和加速经验，为算法优化和加速经验者优先；
5、熟悉至少一个分布式计算框架Hadoop/Spark/Storm/ map-reduce/MPI；
6、至少精通一门编程语言（Java , Python , Golang），掌握软件工程、敏捷开发模型，熟练掌握和应用各种设计模式；
7、良好的团队协作精神，很强的逻辑思维和学习能力。
职位福利：五险一金、补充医疗保险、定期体检、工作居住证、绩效奖金、带薪年假、弹性工作",2024-12-27,智联
人工智能算法工程师ys,北京-海淀,14k-15k,经验不限,硕士,"TensorFlow
PyTorch",中国人民解放军32806部队,政府/公共事业,100-299人,"职位描述
TensorFlowPyTorch
岗位职责：
1. 紧跟学术前沿，带领算法团队完成项目背景调研，技术路线与方案设计，指导团队完成应用场景落地；
2.工作地点：北京或成都
任职要求：
1. 硕士以上学历，人工智能、计算机、数学等相关专业；
2. 熟练掌握Python语言，熟练掌握PyTorch、TensorFlow、Paddle等深度学习框架；
3. 熟悉各类人工智能算法及前沿技术进展，如熟练DQN、DDPG、A2C、QMIX、PPO等深度强化学习算法或ResNet、YOLO等计算机视觉模型，精通智能模型、算法优化技术；
4. 勤劳肯干，认真负责，学习能力强，具有良好的沟通能力。
具有以下条件者优先：
1. 具有深度学习大型项目设计实现经验者；
具有人工智能领域顶刊/顶会上论文发表经验或获国内外知名智能控制相关竞赛获奖经历；",2024-12-26,智联
ai算法工程师,北京-海淀,23k-30k,5-10年,本科,图像算法,北京华通时代科技发展有限公司,互联网,100-299人,"职位描述
图像算法
岗位职责
1. 负责实际场景中物品识别、检测、分割的算法的研发
岗位要求：
1. 计算机、数学等相关专业，具有扎实的计算机视觉或机器学习算法基础
2. 熟悉常用深度学习方法和框架，如MMDetection、PaddlePaddle等
3. 具备扎实的编程功底，熟悉Pytorch等主流深度学习框架，熟练使用 C++/ Python 等至少一种编程语言，熟悉 Linux 开发环境
4. 对学术前沿有浓厚兴趣，时刻跟进技术前沿，并善于利用各类技术解决复杂的实际问题，有良好的沟通表达能力
5. 有过竞赛获奖经验，或在相关方向知名国际会议发表过论文者优先
6.有大厂经历者优先",2024-01-05,智联
ai算法工程师,北京-海淀,15k-16k,1年以下,本科,,首聘(北京)科技有限公司,"企业服务,电子商务",1000-9999人,"职位描述
1. 收集、清洗及挖掘海量语音数据，并利用深度学习模型，探索优化并改进数据生产链路，提高数据生产效率
2. 与算法团队、数据采集团队、平台工程化团队合作，打造一体化的数据生产、模型训练和业务交付平台
3. 基于现有的语音大模型和平台基础，熟练掌握模型训练和调优的方法，支持面向业务交付的模型训练和优化
【任职要求】1. 精通linux平台2. 精通shell、python脚本，代码功底扎实，熟悉常见数据结构及算法3. 具备良好的逻辑思维能力、沟通能力，做事认真细心4. 有深度学习、自然语言处理相关经验者优先",2024-01-12,智联
ai算法工程师,北京-海淀,25k-40k,5-10年,硕士,"图像处理
图像增强
图像分类
图像匹配
图像检测识别
行为识别
视觉定位
视觉标定
图像跟踪
图形识别
虹膜识别",智联猎头,"互联网,人力资源服务",1000-9999人,"职位描述
图像处理图像增强图像分类图像匹配图像检测识别行为识别视觉定位视觉标定图像跟踪图形识别虹膜识别
岗位职责：
1、负责深度学习、计算机视觉和视频分析的算法研发应用以及性能优化，包括但不限于目标检测、图像分类、行为分析、追踪与识别等；
2、制定并实施训练数据集的采集、标注计划，模型训练及测试计划；
3、负责相关算法的核心代码实现，优化模型和算法，与服务器后端工程师协调工作。
4、独立完成从0到1的AI模型训练。
任职要求：
1、硕士研究生以上学历，博士最优，自动化、计算机科学、模式识别、图像处理、多媒体技术等专业方向；
2、熟悉图像处理、模式识别算法，熟悉GPU、OpenCV等图像处理平台；
3、熟悉深度学习主流框架，熟练应用Caffe, TensorFlow或Torch等至少一种框架，具备相关算法开发与应用经验；
4、精通C/C++/Python等编程语言,有丰富的Linux开发经验；
5、积极主动、性格开朗，有良好沟通与团队协作能力，乐于接受挑战；
6、熟练英文读写。",2024-12-23,智联
AI算法工程师,北京-顺义,20k-35k,3-5年,本科,"机器人算法
算法研究
PyTorch
C++
C语言
AI算法",华泰诺安,"仪器仪表制造,通信/网络设备",100-299人,"职位描述
机器人算法算法研究PyTorchC++C语言AI算法
职位描述：
1. 负责物质分析仪器产品的人工智能算法设计与实现，并根据产品硬件性能调试实现特定检测功能，并对实验数据进行分析总结；
2. 跟踪市场及用户对产品的需求变化，扩展产品的应用领域，对产品算法模型进行持续改进，推动应用落实，满足客户要求；
3. 对相关领域的国内外论文、开源代码、算法框架等进行调研、跟踪学习，提出产品算法开发规划建议，迭代已有算法。
任职资格：
1. 化学、物理学、数学、计算机科学、仪器科学及相关专业统招硕士及以上学历，本科毕业需3年以上相关领域工作经验；
2. 有良好的数学基础、数据结构认识、算法设计和编程能力，熟练掌握python和对应AI框架的使用，或者掌握具有相同功能的其他软件及框架；
3. 掌握数据挖掘基本算法，了解时序数据特点，包括有监督和无监督时序数据，能从中挖掘信息，可视化展示挖掘结果；
4. 具有跨专业学历能力和兴趣，能够独立调研国内外专利、文献，并进行归纳、学习、总结，能从多角度处理实际算法问题；
5. 掌握以下至少算法：经典机器学习算法（特征工程、树学习、多变量回归、分类问题、聚类方法等）、深度学习方法（CNN、RNN、GAN、Transfer learning等），有工程化应用经验者优先；
6. 诚实守信，有较强的分析问题解决问题能力，有良好的团队合作意识。",2024-12-27,智联
人工智能-图像/视频算法工程师,北京,23k-45k·14薪,经验不限,硕士,"深度学习
目标检测
C++
Python
视频图像
图像算法
图像识别
特征提取",翔创科技(北京)有限公司,"计算机软件,互联网",100-299人,"职位描述
深度学习目标检测C++Python视频图像图像算法图像识别特征提取
岗位职责：
1、负责图像/视频识别（猪、牛、驴、羊等识别）等深度学习算法设计，开发，以及模型压缩与优化；
2.负责图像/视频的目标检测（动物、人、车辆等）等深度学习算法的设计，开发与优化；
3.负责基于结构光和TOF的3D算法设计，开发与优化；
4.配合团队共同完成系统性能优化，算法定点优化；
任职要求：
1、精通C,C++和Python等至少一门语音，具有很强的代码实现能力；
2、熟悉至少一种深度学习框架，包括Tensorflow，Caffe等对深度学习网络底层实现有深刻理解者优先，在Imagenet，LFW，MegaFace等相关比赛中取得优异成绩者优先；
3、具有工作激情，能够独立开工作，并能承担一定强度的压法工作，能接收创业公司文化与公司一同发展；
职位福利：五险一金",2024-01-03,智联
