岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间
nlp算法工程师,北京·朝阳区·水碓子,30-60K,1-3年,本科,"Python
深度学习
机器学习
知识图谱
nlp
TensorFlow/Pytorch
BERT/Gpt/LLM",网晴科技,互联网,100-499人,"岗位职责：
1.负责内容审核NLP算法(文本分类、大数据分析、语义理解、命名实体识别、关系抽取、摘要生成等)的研发、优化和生产部署工作；
2.负责NLP和知识图谱新技术的跟踪、研究和落地。
任职资格：
1.计算机软件等相关专业本科及以上学历,3年以上相关工作经验，实习生可培养；
2.熟悉NLP领域的理论基础,掌握机器学习相关原理,具有NLP实战经验,参与过相关项目,有海量数据挖掘、文本分类与语义分析、知识图谱构建、深度学习研发等经验者优先；
3.精通Python语言,熟悉常见的开源算法和工具,如TensorFlow、Pytorch、TextCNN、LSTM、Transformer、BERT、Gpt 、LLM等；
4.具有良好的沟通能力、团队合作精神和较强的学习能力。
福利介绍：
做五休二，入职即缴纳五险一金；餐补，生日福利，团建，带薪假（年假、婚丧假、产假、陪产假等），法定节假日及礼品。
团队氛围：
MIT大牛带队，成长空间无限；办公环境优美，工作氛围和谐；
同事优秀且友善，团队朝气有活力。
联系方式：
座机：*************
缪老师：***********（同微信）
徐老师：***********（同微信） ***********************
公司介绍：
网晴科技http://www.sunnetech.cn/ ，总部位于北京，在浙江、河南设有分公司。是专业的内容安全服务商，通过自主研发“网晴内容安全大脑”致力于为媒体、政府、企业等行业用户提供全方位的内容安全服务。
“网晴内容安全大脑”已为行业内多家头部用户提供全方位的内容审核服务，网晴专业人工内容审核团队协同“网晴内容安全大脑”首创业内“AI+人工”的智能审核体系为用户提供高等级安全保障。
网晴科技服务的主要客户包括多家央媒、主流媒体及互联网用户。网晴科技始终以守护清朗网络空间为己任，全面保障用户的内容安全。",更新于：2024-02-21
nlp自然语言处理算法工程师,北京,15-30K,经验不限,本科,"计算机相关专业
知识图谱相关经验
人机对话相关经验",云孚科技,企业服务,20-99人,"【岗位职责】
1. 业内领先的自然语言处理、知识图谱、开源情报商业系统研发。
2. 自然语言处理全栈算法模型调优。
3. 学术届最新算法模型跟进及实现。
【任职要求】
1. 有一定的NLP、Python开发经验。
2. 渴望投身自然语言处理领域。
3. 逻辑思维好，学习能力强。
4. 渴望成长，心态积极，责任心强，抗压能力强。",更新于：2024-02-20
nlp算法工程师,北京·海淀区·中关村,15-25K,3-5年,本科,"语义理解
意图挖掘
Python
算法工程化经验
不限
深度学习
机器学习
NLP",精真估,互联网,100-499人,"岗位职责：
1.利用机器学习相关技术解决相关问题，够结合算法进行业务落地。设计、开发和优化自然语言处理（NLP）算法，用于文本分类、关系抽提、语义理解等领域，实现高精度和智能化的文本处理；
2. 负责算法部署和优化，进行核心算法工程化和优化，按节点完成算法交付与代码上线；
3. 熟悉NLP预训练模型技术，熟悉大语言模型相关原理及开发；
4. 机器学习相关模型的研究和开发；
5. 完成领导交办的其它工作。
任职要求：
1、本科以上学历，计算机、人工智能、统计、数学等相关专业，3年以上工作经验；
2、熟悉各种深度神经网络模型，并掌握相关实现及优化方案，有深度学习及NLP项目及相关优化经验者优先；
3、精通机器学习、深度学习原理及技术，并有应用模型解决实际问题的经验，熟悉监督学习、半监督学习或强化学习方法，具备创新研究能力。
4、具有独立设计和开发NLP系统的经验，能够独立完成从数据处理、模型训练到模型部署的全流程；
5、责任心强，积极主动，有良好的沟通能力和团队合作能力；",更新于：2024-02-21
大模型nlp,北京·海淀区·双安,25-45K,经验不限,本科,"TensorFlow
PyTorch
自然语言处理项目经验
知识图谱相关经验",彩智科技,计算机软件,100-499人,"岗位职责：
1. 基于大模型在行业应用场景上的探索和落地。
2. 针对行业应用场景，结合实际数据实现对大模型的训练、微调和定制化开发。
3. 参与算法工程和部分后端工程的迭代开发。
岗位要求：
1. 熟练掌握Python编程语言。
2. 对NLP主流大模型如GPT/T5/LLaMA/ChatGLM等的原理有深入的理解，能够完成相应的训练和微调工作。
3. 熟练掌握主流深度学习框架如pytorch、tensorflow等，具有工程化的经验的优先。
4. 有过大模型训练调优实际经验或发表过大模型相关的人工智能顶会论文优先。
5. 在校博士研究生（以实习生身份）、应届毕业的博士研究生 和 具有工作经验的人员均可。",更新于：2024-02-21
NLP算法专家,北京,25-50K·14薪,经验不限,本科,"语义理解
文本生成
Python
C/C++
自然语言处理
NLP",某大型计算机软件公司,计算机软件,500-999人,"岗位职责：
1.研究开发知识库产品，为咨询服务机器人、微信咨询机器人等提供智能化服务支持；
2.研究文本知识结构化方法，实现高效合理的知识库建库和数据维护功能；
3.研究文本意图结构化分析方法，实现文本查询到结构化查询的转换；
4.研究结构化数据的自然语言文本表达。
任职要求：
1.3年以上相关工作经验，具有自然语言处理相关专业背景，硕士及以上学历，具备语义理解、文本生成、推荐系统、文本数据挖掘、机器翻译等领域研究工作经验和相关研究成果者优先考虑；
2.具备良好的英文能力，能顺利阅读英文文献；
3.志存高远，具备强烈的责任感，进取心以及较强的学习专研能力、团队协助能力。",更新于：2024-02-21
兼职机器学习技术员,北京,200-300元/时,3-5年,本科,"深度学习
大模型算法
其他
自然语言处理算法
图像算法
多模态算法
C/C++
Python
并行计算",昆明寻真科技有限公司,互联网,0-20人,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：完工结
招聘截止时间：2025-12-31
工作日期:不限
工作时间:不限
结算方式:完工结
职位详情
生物医疗 云计算 Java Python
C/C++ 计算机相关专业
机器学习算法/工程化经验 深度学习经验
[合作形式]
1.平台投入资源，运营客户渠道及项目来源;
2.向您推送经初步沟通梳理的项目需求，您根据个人时间安排和意愿接单;
3.与平台紧密配合，为客户提供优质服务，同时保障自身利益;
4.项目顺利完成，提供短期售后(默认15天)、安排结算日程
[职位介绍]
需求形式:机器学习、深度学习实用算法研发、创新性算法研发等(sub-domains
including CV,NLP, Data Science, Digital Signal Processing, Reinforcement Learing, etc.)。
工作内容:针对客户的需求提供定制化服务。
常见能力:(*以下仅为列举部分常见能力要求，申请者部分满足即可)
1)熟悉 Python/Matlab/R/Java/C++机器学习/深度学习编程;
2) [for CV] 熟悉计算机视觉常用开源库(e.g., OpenCV,PCL, etc.) ;
3)「for NLP]熟悉自然语言处理常用开源库(e.g., NLTK, Genism, Spacy, etc.);
4) [for RL] 熟悉经典/深度强化学习算法、熟悉强化学习环境搭建、机制设计等;
4) 熟悉常用深度学习框架(e.g., Pytorch, TensorFlow,etc.);
5)熟悉研究方向的经典模型架构、常用预训练模型;
6)跟进研究方向的最新进展，面对课题能提出和实践改进思路(需求以模块化微改进为主);
7) 良好的传统方法tricks/算法积累、经验和直觉、调参炼丹能力。
优先选项:
1.研究方向相符的在校硕士、博士:
2.业余时间充裕的在职工程师、科学家;
3.在某个小领域做得比较深，同时熟悉大方向常用套路。
薪酬待遇:项目佣金制，根据项目金额大小，单个订单可获取收入通常在数千至数万元。
工作地点:远程工作，自主安排。
【远期培养]
1.资深兼职算法工程师、职业生涯伙伴。
2.平台自建人工智能实验室(筹)成员，参与平台牵头发起或与其他单位合作立项的项目、课题。
3.平台(远程/在驻)全职算法工程师。
4.更多远景规划......
[关于我们]
晨凫自由是一个科技自由职业平台，这里汇聚来自知名互联网公司、分析咨询机构、高校及科研院所的工程师、分析师和专业研究人才，致力于为个人、企业、公共服务部门、科研院所客户提供全天候、无死角的科技支持能力与协同创新支撑。目前，平台提供服务内容涵盖分析咨询、技术开发、科研合作、政务信息化、工业智能化等诸多领域。
欢迎访问平台官网:https://www.dawnswim.cn
公众号:""晨凫自由+”，更多了解我们。",更新于：2024-02-21
人工智能/机器学习算法工程师,北京,12-24K·15薪,经验不限,本科,"深度学习算法
人工智能
机器学习
数据挖掘
Hadoop
Spark",中移雄安,移动互联网,1000-9999人,"企业性质：央企
所属机构：中移雄安产业研究院-数智创新部
工作地点：北京，雄安新区
学历要求：大学本科211及以上学历，计算机、通信、电子、软件工程等相关专业。
注：本科211以上学历硬性要求，不满足勿投，感谢理解！
职位描述
1、通过机器学习、数据挖掘等技术，结合业务知识，帮助客户建立数据挖掘模型，解决智慧城市业务问题；
2、负责基础算法库、建模工具和建模框架的开发工作，不断对已有算法、工具和框架进行优化，提升数挖效率；
3、理解客户数据内容、业务场景需求，并选择适合的技术解决方案。
任职要求
专业技能：
1、熟练掌握并理解常规数据挖掘、机器学习相关算法及其原理，有大规模数据挖掘/机器学习研发经验；
2、熟练掌握常用的Hadoop、Spark大数据分析平台，熟悉TensorFlow、Caffe等深度学习框架；
3、熟练Python、JAVA、Scala、C等一种以上语言；
4、具备企业产品创新研究的组织和攻关能力；
5、在机器学习国际会议或者期刊上发表论文、相关国际比赛获奖、及相关专利者优先。
素质：
1、有责任心，工作热情、耐心、踏实、严谨，有团队合作精神；
2、具备有很好的学习和逻辑能力，强烈的探索和求知欲，良好的沟通的能力和撰写报告能力；
3、具备一定的抗压能力，善于应对来自工作上的各种压力。
经验：
至少有2年以上数据挖掘/机器学习算法研发经验，有通信运营商O域/B域大数据、智慧城市大数据、互联网大数据挖掘和机器学习算法研发经验者优先。",更新于：2024-02-21
【外企全国远程】机器学习工程师,北京,20-40K·14薪,1-3年,本科,"自然语言处理算法
Python
SQL
预测算法",某大型综合集团公司,游戏,500-999人,"· 与业务利益相关者密切合作,了解预测需求和目标研究和评估不同的预测技术和算法(例如ARIMA,Prophet,神经网络)构建,测试和部署时间序列预测的统计和机器学习模型
· 通过调整超参数和测试新的建模技术来持续监控和提高模型准确性
· 自动预测未来趋势的过程,并将这些模型集成到内部系统和数据库中
· 通过报告和演示清晰地记录建模过程和结果及时了解预测和时间序列分析的进展
· 计算机科学、应用数学或相关领域的学士或硕士学位。
· Python专业知识。Julia、Rust或R的经验是一个加分项。
· 使用时间序列数据集和解决预测问题的经验。
· 好奇心:您从学习新技术、研究论文和实验不同流程以改进它们中获取乐趣。
· 熟悉云计算平台(如GCP)是一个加分项。
· PyTorch证明的熟练程度是一个很大的加分。
· 强大的Kaggle或GitHub个人资料是一个很大的加分。",更新于：2024-02-21
机器学习算法工程师(AI大模型方向),北京·海淀区·五道口,15-30K·14薪,1-3年,本科,"大模型
XGBoost
大模型训练调优
分布式
模型搭建",交叉科技,计算机服务,20-99人,"【岗位职责】
1.学习量化策略研究方法，利用金融数据分析工具，对大量数据进行研究；
2.探索前沿算法，使其在不同量化场景下发挥计算机资源挖掘、模型搭建等作用；
3.利用深度学习神经网络，负责研究、搭建金融逻辑深度学习算法；
4.跟踪和探索NLP、多模态等大模型关键技术，参与预训练大模型研发，实现相关产品落地；
5.深入理解公司各类业务和运营场景，搭建符合公司需要的大模型训练框架，开展AI大模型训练、微调、优化、推理等工作。
6.入职后可参与团队内部的技术交流工作，公司会对新员工进行特定方向的培养。
【任职要求】：
1.本科及以上学历，计算机、人工智能、通信、自动化等相关专业；
2.掌握Python、C++等至少一种开发语言，熟悉Pytorch/TensorFlow/PaddlePaddle/MindSpore等至少一种框架；
3.熟练掌握常见的深度学习算法模型及原理；
5.熟悉深度学习与分布式算法，有大规模分布式算法相关开发经验者优先；
6.熟悉金融行业、互联网行业或有相关工作经验者优先。",更新于：2024-02-21
AI代码模型评估—前端后端机器学习数据分析,北京·朝阳区·大望路,15-25K·15薪,3-5年,本科,"大模型算法
深度学习
强化学习
自然语言处理算法
SQL
C/C++
Java
前端
后端
机器学习",北京字节跳动,移动互联网,10000人以上,"职位描述
1、制定AI模型评估在代码方向的评估标准，主导评估体系构建；
2、与技术团队和产品团队对接需求，设计并实施模型评估方案；
3、擅长代码编程，尤其对特定技术领域有体系化的认知。
职位要求
1、本科及以上学历，计算机科学与技术、软件工程、大数据技术、人工智能、智能科学与技术等相关专业优先；
2、有良好的编码风格及优化意识，能够在现有的基础上做出优化；
3、有责任心和较强的团队意识，对互联网及人工智能有较强的兴趣；
4、语言各方向要求（掌握其中一种方向即可）：
前端方向：
掌握GUI交互的设计与开发，熟悉色彩、图形、信息等的构建，具备一定的审美能力；熟悉HTML(5)，CSS(3)、JavaScript、AJAX等web开发技术，掌握前端主流框架至少一种，包括但不限于 Vue、React，熟悉Element-UI、iView、Ant Design、Vuetify等其中的组件库的使用；熟悉游戏前端开发，掌握至少一种游戏开发工具，包括但不限于Unity3D、Cocos Creator；掌握Android或iOS开发平台及框架原理；
后端方向：
掌握Python、Java、Go等其中至少一门后端编程语言；了解常见的后端服务开发框架，如：SpringBoot、Django、Flask等；熟悉主流数据库的操作，如：MySQL、PostgreSQL、Oracle等；掌握常见的CI/CD工具，如Jenkins、Git等；
机器学习方向：
熟练掌握Python编程语言；了解机器学习、深度学习、自然语言处理、计算机视觉、强化学习等领域；熟悉主流机器学习库，如：Scikit-learn、OpenCV、Numpy、Pandas等；熟练掌握至少一种深度学习框架，如PyTorch、TensorFlow、Keras、MXNet等；
数据分析方向：
熟练掌握至少一种编程语言，如Python等；具备大数据处理能力，熟练运用SQL，掌握相关数据分析工具；掌握数据仓库设计和建立的方法，具备优秀的数据分析能力和逻辑思维能力；具备扎实的数据分析能力，能够进行可视化分析，具备较好的业务理解能力。",更新于：2024-02-21
机器学习应用开发-AI与工具链应用 SDK方向,北京·海淀区·西北旺,25-50K·15薪,1-3年,本科,"Python
C/C++
Shell
linx
机器学习
AI框架开发",地平线,互联网,1000-9999人,"机器学习应用开发工程师（AI与工具链应用 SDK方向）
工作职责：
1、让机器学习更好用，负责机器学习相关工具链的优化和封装，向社区开发者提供简单易用的AI应用体验；
2、探索AI的无限可能，将各种算法或开源项目应用于RDK套件，向社区开发者分享好玩、好用的AI应用；
3、根据相关工作完成方案评估、应用文档、开源代码等内容整理，确保社区开发者可以快速应用；
任职要求：
1、本科及以上学历，计算机、电子、数学或相关专业
2、良好的工程实践能力，孰悉Linux、shell、git等相关工程基础，熟练掌握Python，了解C/C++
3、对机器学习有一定了解，有以下至少一种深度学习框架的使用经验: Tensorflow/Pytorch/MXNet/Gluon/Caffe/Caffe2
4、掌握算法量化部署的能力，能够快速在端侧部署算法方案
5、具有较强的学习能力与动手能力，较强的沟通协调能力，较好的团队合作精神
加分项：
参加过RoboMaster/ROBOCON/智能车竞赛等国内机器人比赛优先；
参与或创建过机器学习相关开源项目或社区者优先；",更新于：2024-02-21
机器学习算法工程师,北京·通州区·通州西门,18-25K,1-3年,本科,"深度学习
其他
风控算法
其他
Python
统计算法
违约概率预测
营销评分",简融易数,大数据,0-20人,"负责开发和维护金融风控评分模型和营销评分模型，确保模型的准确性和有效性。
进行特征分析，识别和提取关键数据特征，以提高模型的性能。
熟练深入理解逻辑回归，随机森林，XGB等算法。
负责数据的预处理和清洗，确保数据质量满足模型开发和应用需求。
与团队合作，将模型集成到公司的业务流程和决策系统中。
定期评估模型效果，进行必要的调整和优化以适应市场和业务的变化。
撰写技术报告和分析报告，为团队和管理层提供决策支持。
任职要求：
本科及以上学历，毕业于985或211院校，专业背景为数学、统计学或相关领域。
对数据敏感，具有良好的数据分析能力和逻辑思维能力。
熟练使用数据分析和建模工具，以python为主优先。
了解常用的数据挖掘、机器学习算法及其在风险控制和营销领域的应用。
良好的沟通能力和团队合作精神，能够在快节奏的环境中高效工作。
优先考虑有风控评分建模或营销评分建模经验的候选人，但也欢迎对数据建模充满热情的应届毕业生投递。",更新于：2024-02-21
机器学习算法工程师（推荐）,北京,80-110K·15薪,经验不限,本科,"机器学习
推荐算法",某大型知名培训公司,培训/辅导机构,,"1、负责最核心的业务推荐算法工作，与来自国内外顶级名校、有丰富业界经验的同学合作，共同搭建行业顶尖的推荐系统，为用户提供一流的产品体验；
2、将最前沿的机器学习技术应用到抖音的核心场景业务，优化用户体验促进业务发展；
3、研究方向包含且不局限于：深度学习、图神经网络、多任务学习、learning to rank、模型压缩和加速、多模态技术等，结合业务的实际问题来做好技术的探索和研究；
4、和产品、运营团队紧密合作，通过对产品和用户的深入理解和分析，制定算法策略促进抖音生态的长期繁荣发展。
职位要求
1、具备优秀的编码能力，扎实的数据结构和算法功底；
2、对推荐算法和机器学习有热情、乐于学习、思考和创新；
3、优秀的分析问题和解决问题的能力，有良好的沟通表达能力和团队精神；
4、熟悉机器学习、自然语言处理、数据挖掘中一项或多项，对推荐系统、计算广告、搜索引擎相关领域有经验者优先。",更新于：2024-02-21
高级咨询顾问-人工智能-机器学习方向,北京·朝阳区·国贸,20-40K,3-5年,本科,"深度学习
强化学习
多模态算法
Java
机器学习",德勤,咨询,10000人以上,"工作地点：北京，上海，广州，深圳，香港。
Work You'll Do
1. 研究和开发先进的人工智能算法，包括机器学习、深度学习等。
2. 与团队合作，优化现有的人工智能功能，提高其性能和准确性。
3. 调研相关领域行业应用及最新动态
4. 研发应用产品原型，并与业务团队合作打造数智资产
5. 参与团队内部的技术分享和讨论，提高整体技术水平。
We are looking for someone with
1. 计算机科学、软件工程或相关专业本科及以上学历。
2. 至少3年以上人工智能相关工作经验，熟悉机器学习、深度学习和自然语言处理等领域。
3. 熟练掌握至少一种编程语言，如Python、Java或C++。
4. 具备良好的数据结构和算法基础知识。
5. 良好的沟通和团队协作能力，能够在压力下保持高效的工作状态。
6. 对人工智能领域有浓厚兴趣，愿意不断学习和探索新技术。",更新于：2024-02-21
机器学习算法工程师,北京·海淀区·西二旗,25-30K,1-3年,本科,"深度学习
风控算法
数据挖掘
Python",快手,社交网络,10000人以上,"职位描述
1、统一建设信息安全的数据基础能力，如指纹、画像、资产等；
2、负责信息安全各种场景中使用大数据及机器学习解决问题的落地。
任职要求
1、具有大数据挖掘和机器学习的项目经验；
2、熟练使用 Python/R，Hive，Spark 等大数据处理工具及调优；
3、掌握数据挖掘和机器学习的算法，并能熟练应用；
4、优秀的数据敏感能力，敏锐而富有耐心；
5、具有良好的沟通协调能力、较强的团队合作精神、优秀的执行能力。
加分项：
1、有黑灰产对抗经验者优先；
2、在广告、游戏等风控领域有研究经验者优先；
3、有海量数据处理经验者优先。",更新于：2024-02-21
机器学习工程师,北京·海淀区·苏州桥,16-20K·13薪,3-5年,本科,"机器学习
图像算法
cv深度学习
深度学习
统计学
Python",逾智科技,培训/辅导机构,20-99人,"技能要求：2年以上经验（必须）
1、 统招本科及以上，硕士优先；熟练掌握python语言。
2、 机器学习、统计学、CV深度学习三种技能原理概念至少掌握两种，后期要求全部掌握 。
3、 良好的沟通和理解能力，能很好对原理进行解读、对操作进行讲解。
4、 会R语言、基本的。
5、3年工作经验；
工作职责：
1、 辅助编写课件，包括：调整课件格式、修改课件错误、公式或图表的改写。
2、课件剪辑，并修改错误，修正脚本。
3、 案例及数据的编写，包括：数据下载、数据生成（代码）、根据数据实验结果调整数据、案例编写。
4、 对平台功能进行黑盒测试，总结产品bug。
5、 开源模型或算法编写实验，验证一些功能，做简单白盒测试。
6、 解答学员、内部工作人员在操作和原理方面的问题。
7、后期承担课件制作、课程录制、直播等工作。",更新于：2024-02-21
人工智能机器学习深度算法工程师【兼职】,北京·海淀区·上地,12000-13000元/月,经验不限,本科,"深度学习经验
机器学习算法/工程化经验",智核乐,物联网,0-20人,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：月结
招聘截止时间：2024-07-31
【任职要求】
1、熟悉深度学习、机器学习等算法并能应用设计与开发，人工智能相关专业本科及以上学历。
2、熟悉C++、Python、Linux等编程语言开发。
2.多劳多得，薪酬只多不少；只要你有专业能力
4.做的多，得的多，前期会有专门的人和你沟通。
5.公司长期招C/单片机/物联网/PLC等专业人员。
【 时间自由 】欢迎咨询，长期有效。",更新于：2024-02-21
人工智能机器学习算法开发工程师,北京·海淀区·上地,100-120元/时,经验不限,本科,"深度学习
大模型算法
强化学习
数据挖掘
语音算法
图像算法
Scala
大数据处理工具(Spark/Hadoop/Hive)",成都灵动魔米软件开发,物联网,,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：完工结
招聘截止时间：2024-03-20
1、熟悉深度学习、机器学习等算法并能应用设计与开发，人工智能相关专业本科及以上学历。
2、熟悉C++、Python、Linux等编程语言开发。
2.多劳多得，薪酬只多不少；只要你有专业能力
4.做的多，得的多，前期会有专门的人和你沟通。
5.公司长期招C/单片机/物联网/PLC等专业人员。
【 时间自由 】欢迎咨询，长期有效。",更新于：2024-02-21
机器学习/数据挖掘/自然语言处理工程师,北京,25-30K·16薪,1-3年,本科,计算机相关专业,百度在线,互联网,10000人以上,"【工作职责】：
1. 负责业内领先搜索算法、内容理解算法的调研和评估，通过传统机器学习和超大规模深度学习算法（NLP/多模态），打造业界领先的千亿级别网页内容理解技术体系
2. 设计策略和算法及分析系统的技术缺陷，对策略和系统做出合理的优化升级；
【任职要求】：
1. 本科及以上学历，计算机相关专业；
2. 岗位一需熟练使用C/C++，岗位二熟练使用C/C++/Python等其中一门语言即可；熟悉常用数据结构及算法，有一定linux使用经验优先；
3. 岗位二需熟悉机器学习、数据挖掘、自然语言处理等常用算法，有相关项目经验、深度学习经验者优先；
4. 工作积极主动，具有强烈的责任心，务实，具备良好的团队合作精神和沟通意识；
5. 具有突出的学习理解能力、逻辑思维能力、沟通协作能力和抗压能力，善于分析问题和解决问题；",更新于：2024-02-21
机器学习算法工程师,北京·海淀区·车道沟,15-30K,经验不限,本科,"搜索/推荐
机器学习算法/工程化经验
国内院校优先
计算机相关专业
深度学习经验
Python",瑞鑫天算,基金,20-99人,"岗位职责：
1、利用机器学习、深度学习和人工智能的方法研究股票、期货等相关历史数据中的规律；
2、对多因子股票模型及CTA量化模型进行因子挖掘、策略研究及策略组合；
3、探索适合目标领域的模型和算法。
任职要求：
1、教育背景： 毕业或在读于国内外知名高校，人工智能、金融工程、数学、统计、物理、计算机、生物工程、大气等相关专业，硕士及以上学历优先；
2. 精通机器学习（深度学习）并有应用模型解决实际问题的经验，熟悉监督学习、半监督学习或强化学习方法，具备创新研究能力。
3. 具有扎实的数学建模能力及编程能力，能熟练通过 Python、 R 等语言建立机器学习模型。掌握至少一种深度学习框架（PyTorch/TensorFlow）等
4. 有相关领域工作和研究经历者优先。",更新于：2024-02-21
机器学习算法工程师,北京·朝阳区·酒仙桥,12-24K,1-3年,本科,"大模型算法
搜索算法
图像算法
Python
算法工程化经验",MOREVFX,广播/影视,100-499人,"职位描述:
1. 数字图像处理、深度学习、机器学习等前沿研究及其相关应用；
2. 从事数字图像处理、机器学习、深度学习、计算机视觉理等算法；
3 了解数字人三维重建相关算法。
职位要求：
1. 本科及以上学历,计算机科学，数学，统计等相关专业；
2. 具有扎实的机器学习，深度学习，强化学习理论基础和实践经验；
3. 良好的编程能力；
4. 具备把实际问题转化为机器学习问题并持续优化的能力；",更新于：2024-02-21
机器学习,北京·朝阳区·朝阳公园,20-21K,经验不限,本科,"大模型算法
风控算法
模型加速/性能优化
多模态算法
大数据处理工具(Spark/Hadoop/Hive)",北京同世堂中医诊所,医疗服务,0-20人,"有责任心，认可公司企业文化
岗位职责：
1. 负责机器学习算法的研究和开发，包括但不限于分类、聚类、回归、推荐等。
2. 负责数据预处理、特征工程、模型训练和调优等工作，保证模型的准确性和稳定性。
3. 负责机器学习平台的搭建和维护，保证平台的高效性和稳定性。
4. 负责机器学习应用的开发和实现，包括但不限于图像识别、语音识别、自然语言处理等。
任职要求：
1. 具备扎实的数学基础，熟悉线性代数、概率论、统计学等数学知识。
2. 熟悉机器学习算法，包括但不限于分类、聚类、回归、推荐等。
3. 熟练掌握至少一种编程语言，如Python、Java等。
4. 具备良好的数据分析和处理能力，熟悉数据挖掘、数据清洗等技术。
5. 具备较强的团队合作精神和沟通能力，能够与团队成员协作完成项目任务。
以上是机器学习岗位的职责和任职要求，希望对您有所帮助。",更新于：2024-02-21
机器学习算法工程师,北京·朝阳区·高碑店,30-60K·14薪,1-3年,本科,"计算机相关专业
推荐系统相关经验",北京数驱互娱科技...,移动互联网,100-499人,"汇报算法总监（北美名校CS本硕博+先后美国与国内2家一线大厂算法研发职业经历），为人nice，高速成长的海外AI产品项目组，工作scope大，成长空间高
Responsibilities:
微调大模型增强其逻辑推理和对话能力
根据历史信息对用户画像，并生成相应内容进行推荐。
Must-have:
熟悉机器学习、深度学习经典算法，如 xgboost, k-means, transformer, CNN 等模型，有实战经验，能独立完成算法模型的开发和迭代。
对推荐，排序相关算法有了解
熟练掌握python、java、C++语言中的一种及pytorch/Tensorflow等深度学习框架
熟悉数据库基本操作
2年以上工作经验,计算机、电子工程、统计、人工智能等相关专业，
Preferred qualifications:
有推荐、排序算法相关经验
有大模型并行训练、微调经验
有科研经历
本科985或海外名校
北京数驱互娱科技有限公司 (Data Driven Interactive Technology，简称数驱互动) ，2019 年成立，通过前沿的人工智能和数据科学技术，专注打造全球风靡的人工智能及游戏产品。创始团队曾创办数亿美金估值科技公司并成功资本化退出。核心团队来自腾讯、阿里、好未来、Paytm、英雄互娱等行业知名公司，毕业于Washington University （St. Louis) 、Georgia Tech、清华、北大、北航、中山大学、北邮、北外、中传等知名学府。目前已研发并发行多款产品，并实现规模化盈利，在 30+ 国家进入总榜前三，全球用户量约1亿。",更新于：2024-02-21
机器学习系统开发工程师,北京,40-70K·14薪,经验不限,本科,"机器学习
量化交易
ACM",某量化对冲基金,基金,100-499人,"岗位职责:
1.负责支持十亿级别样本处理的分布式机器学习平台的架构设计和系统开发2.解决分布式机器学习平台的高性能优化问题
3.支持量化策略研究各种复杂的机器学习任务
4.优化分布式机器学习平台的全局资源调度能力
5.优化机器学习平台的易用性、稳定性和可拓展性
任职要求:
1.海内外知名高校(优先)，本科及以上计算机或相关专业学历(优先)
2.熟悉 Linux 操作系统，以下满足其一:a.熟练使用 C++14/17和一门脚本语言/b.熟练使用Python3和一门强类型
语言
1.熟悉 git、code review、CI/CD等 best practice
2.对量化交易，机器学习有浓厚兴趣
加分项:
1.ACM/CPCNOP或全国信息学竞赛获奖者
2.有大规模，高复杂度，missioncritical产品的维护经验
3.良好的系统设计能力，能以performance、reliability、availability 多个方面设计系统
4.有操作系统、数据库、存储系统、分布式系统等计算机系统的底层开发经验(其中任一)
5.参与科研项目，在计算机国际顶会发表过论文",更新于：2024-02-21
机器学习工程师（外企，远程居家办公！）,北京,30-45K·15薪,3-5年,本科,"模型加速/性能优化
Python
算法工程化经验",某知名互联网电商平台,电子商务,1000-9999人,"外企 远程居家岗位！!
岗位职责：
• 构建，测试和部署时间序列预测的统计和机器学习模型
• 通过调整超参数和测试新的建模技术来持续监控和提高模型准确性
• 自动预测未来趋势的过程,并将这些模型集成到内部系统和数据库中
• 通过报告和演示清晰地记录建模过程和结果及时了解预测和时间序列分析的进展
岗位要求：
• 计算机科学、应用数学或相关领域的学士或硕士学位。
• Python专业知识。Julia、Rust或R的经验是加分项。
• 使用时间序列数据集和解决预测问题的经验。
• PyTorch的熟练程度是加分项。",更新于：2024-02-21
大模型算法-机器学习-强化学习,北京,50-80K·16薪,经验不限,学历不限,"自然语言处理项目经验
知识图谱相关经验
人机对话相关经验",某500强上市公司,移动互联网,10000人以上,"""
1. 参与基础大语言模型应用研发；
2. 结合机器学习、强化学习等技术优化基础大语言模型
3. 调研并探索SFT/RLHF方向前沿算法、框架，持续提升现有算法的效率与效果。
任职资格:"" ""1. 有计算机科学、数学、统计学或相关领域的硕士或博士学位；
2. 熟悉Python与深度学习框架，具有良好的编程能力和扎实的数学理论基础；
3. 关注行业前沿进展，对技术开发及应用有热情，有自己的想法并乐于挑战自我；
4. 良好的沟通能力，跨团队协作能力，具备出色的规划、执行力，强烈的责任感，以及优秀的学习能力和自我驱动力；
加分项
1. 有相关领域的开源项目、竞赛获奖、顶会论文发表/在投；
2. 熟悉LangChain、DeepSpeed等LLM开源工具，工程能力较强；""",更新于：2024-02-20
