岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间
高德-机器学习算法工程师-NLP方向-热招,北京·朝阳区·来广营,25-50K·16薪,3-5年,本科,"计算机相关专业
机器学习算法/工程化经验",高德地图,互联网,1000-9999人,"职位描述
高德研发效能团队主要负责高德质量中台的建设，通过平台化、智能化等方式，提升整体研发和交付效率，支撑业务高速发展。
在NLP方面，工作内容包括但不限于如下几个方面：
- 探索大模型技术在代码生成、用例推荐、代码扫描、智能问答等研发效能领域的落地，提升研发测试全流程效率。
职位要求
-计算机相关专业，硕士及以上学历，3年及以上相关工作经验，具备较强的学习能力；
-熟悉NLP相关机器学习算法，对模式识别、深度学习、增强学习等相关领域有极佳的工程实现能力；
-有大模型相关研究和落地经验；
-精通 Python、C/C++、Java等至少一种编程语言；
-良好的沟通表达能力和团队合作意识，有质量工程、研发效能相关领域。",更新于：2024-02-29
WEB安全工程师（机器学习方向）,北京·海淀区·上地,15-30K·14薪,经验不限,学历不限,"深度学习算法
自然语言处理
算法设计
数据分析
人工智能
CNN
GBDT
网络安全",墨云科技,信息安全,100-499人,"岗位说明：
1. 负责AI技术用于网络攻击与防护、AI技术滥用对抗等场景的研究与落地。
2. 拓展安全与新型技术结合，尝试解决网络安全中传统技术无法覆盖的场景
3. 关注业界技术的发展，能够跟随新的研究方向
任职要求
1.熟悉web安全（有过ctf、src提交漏洞等实战经验的优先考虑）
2.对数据敏感，有数据分析基础及追踪溯源能力
3.理解机器学习算法(GBDT/RF/聚类算法)、深度学习算法（CNN/LSTM/GAN），对于文本生成/分类/实体及关系抽取、语音合成/克隆等领域有一定经验者优先；
4.熟悉某一种或多种脚本、语言，有白盒代码审计的能力，能够独立挖掘/分析应用程序漏洞。",更新于：2024-02-25
机器学习算法工程师,北京·通州区·通州西门,20-40K,1-3年,本科,AI写作,创阅,音乐/视频/阅读,100-499人,"岗位职责：
1. 负责网文写作场景下的机器学习、深度学习、自然语言处理、数据挖掘技术开发，能有效解决算法和业务的结合，持续关注网文界和学术界算法新方向。
2. 应用NLP、机器学习相关技术解决网文创作场景中的 自动生成文章、模拟多种风格和语气、提供良好的文章结构、纠错与语法修正、提供实时写作反馈等工作。
任职资格：
1. 计算机相关专业，1年以上相关工作经验；
2. 有机器学习、深度学习、自然语言处理、数据挖掘等相关的项目经验；
3. 有较强的编码能力和数学建模能力；
4.有良好的团队合作意识和沟通能力。",更新于：2024-02-29
数据分析/数据挖掘/机器学习,北京·通州区·武夷花园,10-15K·15薪,1-3年,本科,"Python
Numpy
Pandas
MySQL",北京达道至简科技,计算机软件,20-99人,"职责与资格要求：
我们正在寻找一位对数据分析、数据挖掘、机器学习有深入了解的同学，对环境、社会、治理问题充满热情，并具备卓越的Python和MySQL技能。作为团队的一员，您将负责以下职责和要求：
职责：
ESG数据分析： 进行深入的环境、社会和治理数据分析，识别并解释与可持续性相关的趋势和关键洞察。
数据挖掘： 利用Python进行数据挖掘，从多源数据中提取有关ESG维度的有价值信息，以支持决策制定。
机器学习应用： 使用机器学习算法，构建和优化模型，以预测ESG指标的未来变化，并提供实际的业务建议。
数据库管理： 利用MySQL等数据库工具，有效地存储、查询和管理大规模数据集，确保数据的安全性和可靠性。
报告和可视化： 创建清晰而有影响力的报告和可视化工具，将复杂的数据结果以简单易懂的方式呈现给非技术团队成员。
合作与支持： 与跨职能团队密切合作，为业务决策提供支持，并确保ESG策略与公司战略一致。
资格要求：
学士或以上学位，专业背景包括数据科学、机器学习、统计学等相关领域。
1-3年以上的数据分析和机器学习实际工作经验。
熟练掌握Python编程语言和MySQL数据库技术。
对ESG相关法规和标准有深入理解，具备相关行业知识。
出色的沟通和团队协作能力，能够与非技术团队有效交流。
创新思维和解决问题的能力，对新技术和方法保持持续学习的态度。
我们提供竞争力的薪酬和完善的福利，为员工提供良好的职业发展机会。如果您对这个职位感兴趣并符合资格要求，请将您的简历和附带的求职信发送至 [公司邮箱]。",更新于：2024-02-29
机器学习工程师（NLP）,北京·海淀区·苏州桥,25-50K,3-5年,硕士,"大模型算法
深度学习
推荐算法
搜索算法
Python
大语言模型
NLP",微步在线,信息安全,500-999人,"职责描述：
1. 负责机器学习技术在网络安全行业的调研与落地。
2. 负责大语言模型和NLP项目的开发和落地应用。
3. 对于海量业务数据的进行大规模特征提取和分析挖掘。
4. 负责模型监控和迭代开发。
任职要求：
1. 国内全日制本科及以上学历，计算机、数学、统计等专业优先。
2. 有丰富的NLP项目经验，掌握搜索推荐相关技能。熟悉常用的分词、词性标注、命名实体识别、文本摘要、信息抽取等；并能够利用NLP模型和框架如Word2Vec、BERT、GPT等解决实际问题。
3. 良好的数学和算法基础，对特征设计、模型选择、参数调优有良好的能力。
4. 熟悉通用机器学习算法（RF，GDBT，XGBoost，SVM等），熟悉主要的深度学习算法框架（CNN、RNN、LSTM、Transformer、BERT、Attention等）。
5. 有较强的编码能力，熟练掌握Python，具有工程落地能力；能够熟练使用Scikit-Learn、Tensorflow、pytorch等框架。
6. 工作积极主动，有责任心，能够承担压力，持续学习。具有认真的技术态度，良好的团队沟通和协作能力。",更新于：2024-02-29
机器学习算法工程师,北京·朝阳区·高碑店,30-60K·14薪,1-3年,本科,"计算机相关专业
推荐系统相关经验",北京数驱互娱科技...,移动互联网,100-499人,"汇报算法总监（北美名校CS本硕博+先后美国与国内2家一线大厂算法研发职业经历），为人nice，高速成长的海外AI产品项目组，工作scope大，成长空间高
Responsibilities:
微调大模型增强其逻辑推理和对话能力
根据历史信息对用户画像，并生成相应内容进行推荐。
Must-have:
熟悉机器学习、深度学习经典算法，如 xgboost, k-means, transformer, CNN 等模型，有实战经验，能独立完成算法模型的开发和迭代。
对推荐，排序相关算法有了解
熟练掌握python、java、C++语言中的一种及pytorch/Tensorflow等深度学习框架
熟悉数据库基本操作
2年以上工作经验,计算机、电子工程、统计、人工智能等相关专业，
Preferred qualifications:
有推荐、排序算法相关经验
有大模型并行训练、微调经验
有科研经历
本科985或海外名校
北京数驱互娱科技有限公司 (Data Driven Interactive Technology，简称数驱互动) ，2019 年成立，通过前沿的人工智能和数据科学技术，专注打造全球风靡的人工智能及游戏产品。创始团队曾创办数亿美金估值科技公司并成功资本化退出。核心团队来自腾讯、阿里、好未来、Paytm、英雄互娱等行业知名公司，毕业于Washington University （St. Louis) 、Georgia Tech、清华、北大、北航、中山大学、北邮、北外、中传等知名学府。目前已研发并发行多款产品，并实现规模化盈利，在 30+ 国家进入总榜前三，全球用户量约1亿。",更新于：2024-02-29
机器学习框架软件工程师,北京·海淀区·学院路,20-35K·15薪,经验不限,本科,"大模型算法
深度学习
Python
算法工程化经验",清程极智,人工智能,0-20人,"岗位职责：
1. 开发针对大模型的深度学习框架 Python 前端.
2. 与用户沟通对接模型训练与推理方面的需求, 并设计框架中对应的接口.
3. 跟进大模型领域的最新软件框架动态.
任职要求：
1. 【必须】计算机专业的本科及以上学位，具备扎实的编程和软件工程功底；
2. 【必须】熟悉主流的神经网络框架和应用, 如 PyTorch, Megatron-LM, Huggingface Transformers
3. 熟练掌握 Python 库的开发, 测试, 发布流程.
4. 具有一定的软件工程与项目管理能力.
5. 具备优秀的沟通能力.
6. 有开发与维护大规模开源项目经验者优先.
7. 熟悉分布式程序者优先.
8. 高度的责任心与团队合作能力, 具备一定抗压能力.",更新于：2024-02-22
语言大模型算法工程师,北京·海淀区·西三旗,20-40K·13薪,经验不限,本科,"PyTorch
大模型
NLP
自然语言处理",数令集,计算机软件,20-99人,"岗位职责：
参与基础大模型和行业大模型的上下游及周边任务的建模任务，所涉及建模任务包括但不限于：大模型fine-tuning、大模型定制化、下游任务开发、检索模型、比对模型等。
任职要求：
1. 熟悉PyTorch
2. 有过基础的NLP相关训练
3. 有过包括Bert在内的至少一种大模型上的开发经验
4. 对ChatGPT等语言大模型的原理有强烈兴趣和研发热情
5. 动手能力强，可以快速实现想法
6. 熟悉机器学习基础理论和常用算法者优先",更新于：2024-02-29
自然语言处理部自然语言处理数据标注分析师,北京·海淀区·西北旺,15-25K·16薪,1-3年,本科,"数据标注
文本标注
全职工作
汉语言文学",百度,互联网,10000人以上,"-负责自然语言处理技术相关的数据分析标注工作
-负责搜索推荐结果优化的数据分析标注工作
-负责跨模态理解和生成相关的数据分析和标注工作
-包括但不限于词法、句法、问答、对话、摘要、机器翻译等方向的语言分析和标注工作
任职资格
-语言学及应用语言学、英文、翻译等相关专业（专业八级，持有口译笔译证书者优先），有语料库建设相关工作经验者优先
-熟练使用EXCEL等办公软件和统计工具
-对互联网工作感兴趣，爱好广泛，对互联网产品有了解
-认真踏实、抗压能力强、有责任心",更新于：2024-02-29
NLP自然语言开发工程师,北京·海淀区·牡丹园,15-25K·14薪,经验不限,本科,"TensorFlow
Python
Word2vec",中教云,在线教育,500-999人,"岗位描述：
1、紧跟业界NLP⽂本⽣成技术，解决面向不同应用场景的内容文本生成问题；
2、预训练模型，如：prompt设计，⼤模型fine-tuning，模型蒸馏等； 可控⽂本⽣成，⻛格和主题控制；
3、利用自然语言处理、深度学习在海量文本处理及挖掘中的应用，包括信息抽取，新闻主题发现，文本相关度模型，知识图谱构建，语义理解等。
岗位要求：
1、对⾃然语⾔处理技术体系和应⽤场景有深刻理解，熟悉自然语言处理、深度学习领域一些开源的算法库或工具；
2、熟练掌握tensorflow、pytorch等深度学习框架，有较强的算法⼯程能⼒；熟悉主流⽂本⽣成的原理 和⽅法，有结合业务的落地实践经验；
3、具有优秀的分析、解决实际问题的能力，能够自我驱动，良好的团队合作精神，较强的沟通能力；
4、有AIGC相关产品落地经验者优先。",更新于：2024-02-29
自然语言处理算法,北京·朝阳区·三里屯,12-20K,1年以内,本科,"对话系统
情感分析
C/C++
机器学习
深度学习
大模型算法",加和科技,互联网,100-499人,"岗位职责：
1、负责针对用户的评论内外部数据，以及业务反馈信息的数据采集和文本处理工作；
2、负责建模，用于识别用户情感倾向、业务敏感性、业务问题定位，业务预警等方向的数据应用，改进业务产品效果和提升体验；
3、负责海量社交内容进行深度分析，关键词提取、文本分类、实体识别、情感分析等.
岗位要求：
1、熟悉常用的算法包，有扎实的代码（Python/Java言）开发能力。
2、熟悉常见的自然语言处理(NLP)算法与模型（包括，语言模型、词袋模型，主题模型，w2v, CNN/RNN，Bret 等）；
3、参与或主导过NLP项目（等）；
4、有NLP系统开发经验，包括但不限于中文分词、文本分类、文本聚类、文本结构化、文本相似度计算、实体识别、句法分析、主题模型、话题分析、机器翻译、知识推理、知识图谱等自然语言处理相关领域。
5、有阅读paper并改进算法的能力，专注NLP技术者优先，有专业刊物论文发表者优先。
6、具备良好的沟通表达能力、团队合作精神，有较好的产品应用规划设计能力者优先。",更新于：2024-02-29
自然语言处理算法工程师,北京·海淀区·西北旺,15-30K·14薪,1-3年,本科,"意图挖掘
C/C++
Python
深度学习",华为云计算,计算机服务,10000人以上,"工业AIGC大模型，是大模型领域的一个全新方向，融合了AIGC、LLM和3D图形学等前沿技术。本团队汇聚了AI、图形学、CAD、仿真、EDA等领域的优秀人才，聚焦于通过对3D多模态大模型的构建，在CAD、数字孪生、元宇宙、EDA、MBD等系列领域形成质的突破，助力国产工业软件的整体变革。工业AIGC大模型既是全新的挑战，又是全新的机遇，期待有志者加入，共同实现这一伟大创举。
岗位职责
1. 负责工业AIGC大模型方向上的NLP相关算法研发，包括文生代码、多轮对话、文生3D的前半部分算法等；
2. 追踪和探索自然语言处理/大语言模型等领域的前沿新技术和应用场景，推进团队不断创新；
3. 参与工业AIGC大模型的迭代，包括训练、测试与部署，并进行性能评估和调优；
4. 与产品经理、软件工程师以及其他相关团队紧密合作，将AI技术应用到公司的业务中。
岗位要求
1. 计算机、数学、自动化、人工智能、软件工程等相关专业，有良好的科研素养，能熟读专业论文并做出深入洞察；
2. 有扎实的算法基础，熟悉NLP相关算法与模型，包括实体识别、文本分类、文本生成、问答系统、分词和词性标注、信息抽取等；熟悉CNN、LSTM、Bert、Attention、CRF等算法，熟悉prompt优化、模型微调等，熟悉ICL、CoT/ToT、Learning from Natural Instruction，AI Agent·；有知识图谱、反向强化学习和RAG经验者优先；
3. 精通pytorch、TensorFlow、MindSpore等深度学习框架中任意一种，熟悉LangChain，熟悉ChatGLM、QWen、Minstral等LLM模型中的至少一种，有复杂算法设计、实现、分析和调优能力；
4. 有扎实的工程能力，精通python、c++语言，熟悉docker等工程部署，有3年以上的工作经验；
5. 对新技术敏感，积极主动，有钻研和创新精神，良好沟通和团队合作能力，具备独立的问题分析及解决能力。",更新于：2024-02-29
NLP算法工程师(文档处理方向),北京·海淀区·中关村,18-35K,经验不限,本科,"情感分析
layoutlm
大模型算法
多模态算法
Bert
文本生成
大数据处理工具(Spark/Hadoop/Hive)
Python
模型加速/性能优化
ocr识别",百车宝,移动互联网,100-499人,"工作职责：
1、应用最新的NLP技术和方法来解决汽车领域的业务问题，如文本分类、情感分析、实体识别、语言生成等
2、应用NLP和CV等方法，完成OCR识别，文档布局分析，图片识别，表格识别，段落合并处理等
岗位要求：
1、熟练掌握NLP基础理论和算法，有NLP相关行业经验，熟练掌握Transformer系列模型架构和原理
2、熟练掌握python编码语言，熟练使用pytorch、tensorflow、paddle等至少一种深度学习框架
3、熟悉bert、layoutlm、ocr等模型方法
4、责任心强，有较强的自驱力，善于利用业界优质模型，从0到1推动业务发展，以及较强的沟通协作能力。",更新于：2024-02-29
自然语言处理（NLP）算法工程师【No.003】,北京,20-40K·14薪,1-3年,本科,"C/C++
Python
TensorFlow
计算机相关专业
自然语言处理项目经验",UMU,企业服务,100-499人,"岗位职责：
1. 语音特征识别，文本分词、语义识别, 情感分析
2. 词汇挖掘实体识别, 知识图谱的建模
3. 探索前沿技术并应用
任职资格：
1. 统招本科及以上学历，数学、计算机相关专业，985院校优先考虑；
2. 机器学习、有深度学习经验，了解RNN，LSTM原理，了解自然语言处理常用算法；
3. 熟悉C/C++、Python语言，熟悉Linux编程；
4. 了解语音识别原理, 有过项目实践优先
5. 有强烈技术热情, 数学功底扎实，良好的逻辑思维能力；
6. 熟练使用Tensorflow， 分布式训练。",更新于：2024-02-29
自然语言处理算法高级讲师,北京,20-25K,1-3年,本科,"Java
C++
Python
深度学习算法
机器学习算法
推荐算法
推荐系统
搜索引擎",北京八维研修学院,计算机软件,1000-9999人,"职位描述
岗位要求：
1、五年以上工作经验， 两年以上自然语言处理经验，包括语法分析、句法分析、语义表示、问答系统、知识图谱、搜索引擎、文本匹配、推荐系统等；
2、扎实的编程基础，至少精通二种编程语言，如C/C++，Java，python（必须）等；
3、熟练掌握深度学习以及常见机器学习的原理和算法；
4、对自然语言处理相关的分词、词性标注、实体识别、句法分析、语义分析等有深入的实践经验；
5、有强烈求知欲，对人工智能领域相关技术有热情；
6、具有良好的数学基础，良好的英语阅读能力，有团队意识，与他人合作良好。
岗位职责：
1、实施自然语言处理专业课程授课；
2、参与课程研发，课程体系完善；
3、负责学生授课、答疑、辅导以及试卷批改工作。
4、通过相关技术和项目经验指导，提升毕业生的技术水平和项目经验，达到就业目的。",更新于：2024-02-29
自然语言处理算法工程师（NLP）,北京·海淀区·上地,15-30K,经验不限,本科,"PyTorch
计算机相关专业
自然语言处理项目经验
人机对话相关经验
超大模型训练优化",捷通华声,互联网,100-499人,"【硕士研究生及以上学历，可解决户口】
岗位职责：
1.负责预训练大模型的训练优化；
2.负责基于预训练大模型的下游应用落地研究；
3.负责文本问答和对话的算法研究、模型训练和优化工作；
4.跟进行业前沿技术发展趋势，跟踪国际最新算法发展方向和相应技术。
任职资格：
1.学历要求：
‒ 统招硕士及以上学历，计算机相关专业；
2.工作经验：
‒ 1年以上基于结构化问答与语义匹配的智能问答、多轮对话等相关工作经历或实验室研究背景；
2.能力要求：
‒ 熟悉Linux环境，能够熟练使用python进行开发，熟悉STL等基本数据结构；
‒ 熟练使用常用深度学习框架如PyTorch；
‒ 熟悉常用深度学习网络结构如GPT/T5/BERT/Transformer；
‒ 熟悉NLP常用任务如文本聚类/命名实体识别/文本分类；
3.素质要求：
‒ 工作踏实，态度积极，责任心强，能够承受工作压力；
‒ 热爱自然语言处理，对技术和算法研究有强烈的兴趣，勇于创新；
‒ 具备较好的学习能力、问题分析能力，具备主动、独立解决问题的能力；
4.优先考虑：
‒ 有超大模型训练优化经验者优先。",更新于：2024-02-29
机器学习/数据挖掘/自然语言处理工程师,北京,25-30K·16薪,1-3年,本科,计算机相关专业,百度在线,互联网,10000人以上,"【工作职责】：
1. 负责业内领先搜索算法、内容理解算法的调研和评估，通过传统机器学习和超大规模深度学习算法（NLP/多模态），打造业界领先的千亿级别网页内容理解技术体系
2. 设计策略和算法及分析系统的技术缺陷，对策略和系统做出合理的优化升级；
【任职要求】：
1. 本科及以上学历，计算机相关专业；
2. 岗位一需熟练使用C/C++，岗位二熟练使用C/C++/Python等其中一门语言即可；熟悉常用数据结构及算法，有一定linux使用经验优先；
3. 岗位二需熟悉机器学习、数据挖掘、自然语言处理等常用算法，有相关项目经验、深度学习经验者优先；
4. 工作积极主动，具有强烈的责任心，务实，具备良好的团队合作精神和沟通意识；
5. 具有突出的学习理解能力、逻辑思维能力、沟通协作能力和抗压能力，善于分析问题和解决问题；",更新于：2024-02-29
大语言模型,北京·丰台区·科技园区,15-20K,1-3年,本科,"文本生成
C/C++
Python
深度学习
自然语言处理
Pytroch
Linux",北京骅远科技有限公司,大数据,20-99人,"岗位职责：
1.负责公司NLP大模型，多模态大模型，生成大模型的研发任务
2.负责模型的架构设计、训练、微调和推理等环节的系统性研究；
3.负责面向公司产品的人工智能算法研发，包括但不限于语义理解、自动摘要和可控文本生成；
4.跟踪学术界和工业界前沿技术，推动相关算法在公司项目中实际落地。
职位要求：
1. 本科学历及以上，计算机相关专业；
2、熟悉常见的自然语言处理(NLP)算法与模型（包括w2v, CNN/RNN、attention 、Transformer 、GPT-3等）；
3、熟悉中文分词、实体识别、文本分类、机器翻译、文本生成等NLP技术
3、在以下一个或几个领域有实际的NLP项目经验，如实体识别、情感分析、主题抽取、机器问答、兵推等
4、具备扎实的数学和算法基础，良好的编程能力，熟悉C/C++、Python编程语言，熟悉tensorflow/pytorch 等框架，具备Linux/Unix环境开发经验；
5、具有良好的团队协作能力、沟通表达能力",更新于：2024-02-29
自然语言处理算法,北京·通州区·梨园,500-550元/天,5-10年,硕士,"深度学习
大模型算法
强化学习
知识图谱
推荐算法
多模态算法
Java
大数据处理工具(Spark/Hadoop/Hive)
并行计算
算法工程化经验
模型加速/性能优化",北京学易文化发展,互联网,,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：完工结
招聘截止时间：2025-12-31
识别大量词汇的相似度",更新于：2024-02-29
NLP自然语言处理算法工程师 (MJ004207),北京·朝阳区·奥运村,20-30K,3-5年,本科,"对话系统
文本生成
语义理解
C/C++
Python
大模型算法
算法工程化经验
模型加速/性能优化",集度,互联网,1000-9999人,"工作职责：
1. NLP机器学习和深度学习算法系统的研发，包括文本分类、搜索、自动标注、知识库和智能问答等技术的研究和开发；
2. 负责完整的算法的设计、开发、维护等整套流程，包括样本收集，特征提取，模型训练，上线部署，及迭代维护等
3. 参与ChatGPT相关和大语言模型相关算法的研究和实现，参与模型的优化和产品性能提升
4. 探索具有落地潜力前沿应用技术，不断提升产品的用户体验
任职要求：
1. 至少3年以上NLP算法研究开发经验,包括语法分析、句法分析、语义表示、问答系统、对话系统等
2. 熟悉NLU相关业务，针对任务型对话系统和开放域对话系统有较深理解；
3. 熟悉机器学习、深度学习等相关技术,Pytorch, TensorFlow/Caffe/MXNet/Theano等
4. 优秀的算法和编程能力，熟悉搜索、排序、图等通用算法，精通C++或Python等
5. 有较强的创新能力，良好的沟通能力以及团队协作能力",更新于：2024-02-29
大模型--数据分析处理工程师,北京·海淀区·中关村,15-30K,1-3年,本科,"知识图谱
Python
深度学习
数据分析
大模型数据处理
自然语言处理",硅心科技,计算机软件,20-99人,"职位描述：
1. 负责开发和优化企业代码库的数据分析与处理算法；
2. 负责在客户现场进行算法相关的工作，包括但不限于系统维护、故障排查和优化建议；
3. 协助公司算法团队对大模型进行推理服务的适配与优化工作；
4. 参与自然语言处理、程序分析和代码生成等领域的基础研究和开发；
5. 为项目组提供技术支持。
任职要求：
1.全日制本科及以上，计算机科学、软件工程、人工智能或者相关专业
2. 具有较强的理解和沟通能力，能够有效地与客户交流技术问题；
3. 了解大语言模型常见的数据处理流程；
4. 熟悉Python，熟悉至少一种面向对象编程语言；
5. 对深度学习的基本原理和方法有初步的了解，最好有使用至少一种深度学习框架的经验，有能力进行模型的基本训练和调试（加分项）；
6. 了解常见程序分析工具，例如语法分析，静态分析（加分项）；
7. 良好的团队合作能力，能够在指导下快速学习和成长。
8. 愿意赴客户现场工作，对技术挑战持开放态度。
9. 有基础的项目管理和时间管理能力，能够在多任务环境中有效工作。",更新于：2024-02-29
自然语言算法工程师(J10277),北京·海淀区·苏州桥,15-25K,1-3年,本科,"自然语言处理算法
Python
Java
大数据
nlp算法工程师",智慧星光,互联网,1000-9999人,"工作职责:
1、互联网业务数据挖掘、统计。
2、开发信息处理系统。
3、研发文本数据挖掘的算法，模型。
任职资格:
1.1年以上工作经验。
2.熟练掌握Java开发语言和Restful Web Service的开发。
3.了解数据库理论，熟悉MySql等数据库系统的应用开发。
4.掌握Linux shell和python编程者优先。
5.对文本数据分析、数据处理熟悉者优先 。
6.有过流式数据模块化编程熟悉者优先。
7.对大型数据处理有经验者优先。",更新于：2024-02-29
AI产品经理（大语言模型）,北京·朝阳区·姚家园,16-30K·15薪,1-3年,本科,"语义类AI
机器学习类AI
大模型
大语言模型
LLM",即时设计,互联网,100-499人,"岗位职责：
1. 负责 AI 技术在设计工具或图像生成产品中的应用，制定应用层的产品策略和规划；
2. 结合公司业务目标，发现 AI 运用场景，将需求转化为可运用的解决方案，并确保产品开发的技术可行性；
3. 熟悉 AIGC 和 LLM 等相关人工智能技术和玩法，了解其在产品开发中的应用，为产品创新提供新思路；
4. 学习并研究最新的 AI 技术和趋势，不断提升相关领域的专业知识与技能，持续关注行业中 AI 应用层产品的优点和核心竞争力；
5. 调研、挖掘、分析、校验用户需求，与团队成员及用户一起探索新模式下的用户需求解决方案，实现产品创新；
6. 负责产品生命周期管理，从产品调研、创意构思、原型设计、可用性测试、功能开发跟进、测试优化跟进到推广上线，把握产品进度，保证产品质量，确保产品交付时间；
7. 持续关注用户反馈，提炼用户需求，根据用户反馈推动产品快速迭代；
8. 不断强化跨部门沟通、协作、项目推进与管理能力，确保团队在开发和迭代产品过程中有明确的目标和计划，并推动产品和团队不断进步。
任职要求：
1. 对 AI 领域有浓厚兴趣，充满热忱，具备好奇心、探索欲、创新精神；
2. 了解大语言模型、AIGC、图像生成的运用场景及背后的原理，有一定的技术理解能力；
3. 对新技术和市场趋势敏感，能够将创新思维转化为优秀的产品实践；
4. 具备较强的发现问题、定义问题、解决问题及逻辑推理能力，乐于分析和发现事物的本质；
5. 具备较好的审美、产品及交互设计能力，注重用户体验，有较强的用户洞察力和同理心；
6. 具备良好的逻辑能力、抽象能力、能够理清产品方案中的核心逻辑及所有操作流程，并落地为产品需求文档；
7. 有责任心、较强的执行能力、产品规划与推进能力，能够主动积极推动项目/需求落地，并对整个需求的上线负责；
8. 有良好的沟通和合作能力，能够清晰有效进行需求沟通及跨部门协同；
9. 学习能力强且有较强的自驱力、同时具备独立思考及抗压能力，能够快速学习和成长。",更新于：2024-02-29
机器学习/数据挖掘/自然语言处理工程师 (,北京·海淀区·马连洼,25-50K·16薪,1-3年,本科,"对话系统
机器学习
深度学习
大模型算法
算法工程化经验
广告算法
文本生成
大数据处理工具(Spark/Hadoop/Hive)
优秀开源项目经历
推荐算法
SQL
模型加速/性能优化",百度在线,互联网,10000人以上,"职责描述：
-负责大规模语言模型、自然语言理解和对话策略的研发，打造全球领先的智能对话系统
-基于对话内容的识别理解与应用场景的产品研发
-利用真实的大数据和机器学习算法解决人机对话相关问题
-结合业务线需求，研发能够支持应用或平台化输出技术模块
-调研对话系统前沿技术方向
-研发有创新性和实用价值的技术
任职资格:
-本科及以上学历，计算机、通讯等相关专业，3年及以上工作经验优先；
-有大规模语言模型或者自然语言处理任务相关项目经验
-熟练掌握Python/C/C++ 至少一门语言，熟练使用常用算法和数据结构
-熟悉hadoop、spark等分布式框架，熟悉一种或多种机器学习框架
-在自然语言处理、搜索、机器学习、深度学习、智能问答、对话管理、知识图谱、文本生成、人机对话等领域有实际的开发和从业经验者优先
-有人机对话技术研发经验、人机对话相关论文/创新性工作成果者优先
-具有较强的文献获取能力，英文文献阅读能力，善于钻研思考，对数据敏感，能够发现关键数据、抓住核心问题
-较强的沟通能力和逻辑表达能力，具备良好的团队合作精神和主动沟通意识",更新于：2024-02-28
语言大模型GPT算法工程师,北京·海淀区·西三旗,20-40K·13薪,经验不限,本科,"Python
TensorFlow
PyTorch
人机对话相关经验
英文读写能力良好",中科海芯,电子/半导体/集成电路,20-99人,"工作内容:
1.负责大规模预训练语言模型的训练和优化:
2.负责人机对话算法实现和优化，包括情感对话、数据驱动的对话生成、知识增强的对话生成、基于用户信息的对话生成等:
3、负责对NLP前沿技术探索和落地。
任职要求:
1.精通以下领域的相关算法和技巧: 大规模语言预训练、人机对话、文本生成;
2.有大规模语言预训练、人机对话、文本生成等项目实战经验或者nlp论文发表经验者优先3.有很强的主动学习能力，能够跟进NLP领域最新进展，能够对已有模型的性能和效果做持续优化:
4.态度积极、责任心强，对算法优化有很大的热情。",更新于：2024-02-27
自然语言处理算法工程师,北京·东城区·东直门,20-40K·14薪,1年以内,本科,"PyTorch
TensorFlow",海港城科技,互联网,20-99人,"工作职责：
致力于基于大模型的角色对话方面的研发工作，解决AI产品应用中的实际问题。
职位要求：
1.重点院校本科及以上学历
2.熟练掌握自然语言处理领域的基础理论和方法，并有丰富的相关方向的研究落地经验；
3.在一个或多个领域有深入研究：智能对话、知识图谱、自动摘要、信息抽取、语义理解，语义计算等。
4.熟悉pytorch/Tensorflow编程，熟悉LSTM/RNN/transformer架构，有Bert/GPT系列实践经验者优先，有Finetune经验者优先。
5.优秀的分析问题和解决问题的能力，富有想象力，有推进人工智能的理想和使命感",更新于：2024-02-29
AI大语言模型微调,北京·海淀区·上地,17-28K,经验不限,本科,"文本生成
Python
深度学习
NLP",国道数据,大数据,100-499人,"岗位职责：
1、开源大语言模型项目的微调和优化，提升模型性能和准确性；
2、与产品经理和设计师合作，将AI功能与在线教育产品进行整合；
3、负责与第三方系统的技术对接，确保数据和服务的顺畅传输；
4、编写和维护相关技术文档。
岗位要求：
1、计算机科学、统计学或相关领域教育背景;
2、至少2年以上在AI领域的工作经验，特别是大语言模型的开发和优化经验;
3、熟悉深度学习框架（如TensorFlow, PyTorch等）以及常用的自然语言处理库（如NLTK, spaCy等）；
4、精通Python编程，具备良好的算法基础和数据结构理解；
5、对自然语言处理和机器学习领域的前沿技术有深入的了解和研究；
6、优秀的团队合作和沟通能力，能快速学习新技术并将之应用于实际问题中;
7、有在在线教育或相关领域使用AI技术的经验者优先.",更新于：2024-02-29
