岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间
NLP算法工程师 (MJ000021),北京·海淀区·西北旺,20-30K,经验不限,本科,"Python
计算机相关专业
自然语言处理项目经验
NLU
对话管理
知识图谱",普强信息,计算机软件,100-499人,"岗位职责：
1、 自然语言处理等关键技术研究；
2、 人机对话系统搭建；
3、 利用自然语言处理技术进行客服数据分析、完成产品需求。
任职要求：
1、 统招本科及以上学历，计算机相关专业；
2、熟练掌握至少一门编程语言，熟悉Python；
3、 有命名实体识别、文本分类、文本聚类、知识图谱相关经验者优先；
4、 熟练掌握主要的模式识别和机器学习算法，落地且执行力强；
5、 有Pytorch,Tensorflow，开发经验优先；
6、 有模型性能调优经验，如模型的蒸溜，模型量化等经验优先；
7、 有模型高性能部署经验：如ONNX，Tensorflow serving，TensorRT优先；如模型的部署，模型的蒸溜的经验。
优秀应届硕士及以上，可以解决北京市户口。",更新于：2024-03-13
nlp算法工程师,北京·海淀区·苏州街,15-25K·13薪,1-3年,本科,"机器学习
深度学习
大模型算法
自然语言处理算法
搜索算法
图像算法
C/C++
Python
Java
算法工程化经验",博彦科技,计算机软件,10000人以上,"Responsible for data analysis and mining for current product
Responsible for the technical specification design of data analysis and data mining, participating in the data architecture and data model design of the project.
Proficient in at least one data analysis tool, such as Python, R, SAS, Matlab, Tableau, etc.
Familiar with various aspects of data application, including data collection, data cleaning, data modeling and analysis and other related technologies and processes. Master at least one ETL development tool, proficient in one or more programming languages such as Java/Python/GO/C++/Shell, familiar with Oracle database and Linux/Unix operating system.
Have good team spirit, strong communication skills and logical analysis skills, work actively and positively, have good learning ability, self-motivation and research spirit.
Has experience in ML Process & Product
Computer and related fields related majors
College degree or above",更新于：2024-03-13
nlp算法工程师,北京·海淀区·西北旺,15-18K,1-3年,本科,"对话系统
Python
大模型算法
算法工程化经验",稻格,大数据,,"职位：算法工程师
岗位职责：
1、人机对话系统搭建，包括意图识别、槽位提取、情绪识别、文本拒识关键模块等场景的数据处理和模型开发。
2、跟踪调研自然语言处理最新关键技术并在项目中落地
3、利用自然语言处理技术完成智能客服产品的NLP算法引擎开发
任职要求：
1、熟练掌握python编程语言，熟悉pytorch、tensorflow、transformer等常见深度学习库。
2、有命名实体识别、文本分类、文本聚类、知识
3、有NLP相关工作经验
待遇：15000-18000/月，具体工资看面试结果，每月20号发工资，不包吃住！
工作时间：朝九晚六，周末双休！节假日正常放假。
工作地址：北清路四维图新大厦",更新于：2024-03-13
NLP工程师,北京·东城区·东单,8-13K·13薪,经验不限,本科,"深度学习
机器学习
大模型算法
知识图谱
搜索算法
语义理解
Python
算法工程化经验
模型加速/性能优化",鸿源码斋,计算机软件,0-20人,"主要负责文本挖掘算法接口开发，包括实体识别、关系抽取、主题抽取、文本分类等
任职要求：
1. 熟练掌握java或python等常用编程语言之一，具备linux下的开发经验；有一定的数据结构与算法基础
2. 具有中文自然语言处理技术理论基础，了解句法分析、语义分析(长文本语义理解)、情感分析、实体识别、主题抽取、知识图谱等
3. 掌握常见的自然语言处理(NLP)算法与模型，包括textCNN、Seq2Seq、Transformer、BiLSTM、CRF、BERT等
4. 具有问答系统、文本挖掘、舆情系统相关开发经验者优先
可能平台受限，请有意向主动联系",更新于：2024-03-13
aigc算法工程师（cv/nlp）,北京,20-30K·14薪,1-3年,本科,"C/C++
OpenCV",某游戏公司,游戏,0-20人,"岗位需求
算法工程师
岗位职责
探索[AI+游戏]的产品方向和AIGC在3D游戏资产领域工业管线的设计开发。
将深度学习技术应用于可扩展的3D内容创建，协助模型调优，数据集工程，工具链开发。
构建工具和流水线抽象，设计和开发从模型到游戏内容生产的基础设施和工具
岗位要求
我们欢迎对机器学习，计算机视觉或NLP相关有研究兴趣和想法的同学。
优秀的数理基础，较强动手能力，良好的沟通能力和团队合作能力。
有深度学习框架(如Pytorch，conda)或CUDA编程能力优先，有生成模型(Generative Model)研究背景优先(如diffusion, Nerf, Magic3D)",更新于：2024-03-13
NLP算法工程师,北京·昌平区·霍营,15-30K,1-3年,本科,"Python
LSTM
Transformer
Seq2Seq",开开华彩,移动互联网,100-499人,"工作职责：
1. 研究上：追踪前沿的NLP模型/工具，能够快速学习并应用；
2. 工程上：负责NLP模型的开发，与线上部署；
3. 项目上：参与到公司核心问答系统的构建；
岗位要求：
1. 计算机，数学等相关专业本科以上毕业；
2. 3年以上NLP算法经历(包括实验室期间)；
3. 熟练使用Python与Linux；熟悉深度学习框架：tensorflow与pytorch；
4. 了解经典的深度学习模型：LSTM，Transformer，Seq2Seq等；了解典型NLP任务：文本分类，问答系统等。",更新于：2024-03-12
人工智能 NLP工程师,北京·朝阳区·南磨房,20-40K·13薪,1-3年,本科,"DALLE、Midjourney
ChatGPT模型
StableDiffusion",上海美踏全宇数字科技,互联网,100-499人,"岗位职责：
1、承担基于GPT系列或者其他开源大模型的开发和调优工作，包括训练流程搭建、指令微调、Prompt工程以及面向下游任务的效果优化等；
2、负责语料库的采集、整理和数据制作，以满足模型训练需求，掌握数据增强和降噪技术；
完成大规模预训练模型在游戏、影视等细分领域的落地，支持业务目标提升;
3、紧跟业界大模型进展，探索前沿技术，解决实际问题，包括智能问答、图文内容生成等；4、与其他团队密切合作，包括数据工程师、前后端工程师、产品经理等，实现高质量的产品和解决方案。
任职要求:
1、2年以上相关工作经验， 计算机、人工智能、数学等相关专业研究生学历，优秀者可放宽至本科，有相关方向论文者优先；
2、熟悉NLP主流大模型，如ChatGPT/T5/PaLM/LLaMA/GLM等,对模型背后的原理和各自适用场景有深入的理解。有大模型预训练经验,熟悉相关技术细节和优化策略，如大规模语料收集、模型调优优化、自弱监督学习、强化学习等；
3、有小样本学习 (Few-shot learning)、提示学习(P‘rompt learning)等相关技术经验；
4、有扎实的自然语言处理理论和方法基础，掌握自然语言主要算法模型，具备对Transformer架构及其变体的深入理解；
5、熟悉常见的自然语言处理任务，如文本生成、语义理解、实体识别、知识抽取等；
6、扎实的编程基础：掌握至少一种开发语言如 Python、C、C++等，有基于PyTorch等深度学习框架的实战项目经验；
7、具备良好的数据预处理和数据分析能力，熟悉主流数据处理工具如pandas、NumPy等；
8、具备较强的团队协作能力和沟通能力，有较强的学习能力和业务分析及问题解决能力。
9、关注AIGC领域的业界最新动态，了解 DALLE、Midjourney、StableDiffusion等前沿技术；
10、有CV、多模态项目经验。",更新于：2024-03-12
NLP算法工程师,北京,15-25K,1-3年,本科,"知识图谱
推荐算法
搜索算法
Python
机器学习
深度学习
大模型算法
模型加速/性能优化",某大型企业服务公司,企业服务,500-999人,"1.参与研发大语言模型在电商场景下的应用，包括不限于：检索增强、AIAgent等；
2.负责优化大模型能力的数据收集，构建和精选工作；
3.负责算法/大模型的准确性、性能、稳定性、可用性等评测，以及效果持续
优化
1.计算机相关专业，本科及以上学历；
2.熟悉常用的机器学习和深度学习算法，具备NLP基础，有实战经验优先；
3.熟练掌握Python语言，具有较强的工程化能力;
4.有责任性，较强的问题定位、质量分析能力;
5.有实际的大模型提示工程、微调、部署、RAG、Agent、安全等一项或多项经验者优先。",更新于：2024-03-12
NLP算法,北京·海淀区·西北旺,12-24K,经验不限,本科,"Python
深度学习
算法工程化经验",软通动力,计算机软件,10000人以上,"岗位职责
1、负责基于文本的内容化/机器翻译工作，对海量文本数据进行分析，包括但不限于文本语义匹配，实体识别，实体链接，文本生成等；
2、跟踪前沿算法，主动使用新技术，新算法，新思路，新观念，负责NLP算法系统的开发和优化。
任职要求
1、计算机，数学、统计学等相关专业本科及以上学历，3；
2、熟练掌握机器学习，深度学习的基础理论和方法，熟练使用一种或多种深度学习框架（如tensorflow,caffe,mxnet,pytorch等);
3、熟悉java,scala,python,c++,shell等常用编程语言中至少一种；
4、熟悉Linux开发环境，有良好的编程基础和数据结构算法基础；
5、较强的分析问题和解决问题的能力，对解决具有挑战性问题充满激情，具有较好的灵活性；
6、熟练阅读相关英文论文资料，能自觉跟踪发展现状，理解算法原理，并进行落地实现；
7、有机器翻译/多语言项目背景和经验的优先；
8、有性能优化，包括算子优化，图优化，模型压缩等经验优先；
9、熟练使用c++，有CUDA等GPU编程经验优先。",更新于：2024-03-12
NLP算法-（央企）,北京,25-50K·14薪,1-3年,本科,"NLP
人工智能
AI",某大型互联网金融公司,互联网金融,500-999人,"工作职责
1、负责公司基于文本问题和数据库查询的数据智能模型建设。
2、能够利用领域小样本进行数据增强，并完成迁移学习任务，实现业务效果。
3、参与业务系统智能化建设工作，优化实体识别模型和文本分类模型的效果和推理速度。
4、参与LLM模型的调研和金融场景落地实践。
任职资格
1、统招本科及以上学历；数学、计算机、软件工程或相关专业；两年以上AI相关工作经历；
2、要求自主思考能力强，能够结合应用场景设计技术方案，识别技术难点进行深入调研，完成应用场景开发落地。
3、熟练掌握Python，熟练使用一个以上相关开发框架（TensorFlow,pytorch,paddle等），熟悉常用深度学习模型并理解不同模型的使用场景。
4、数学基础扎实，熟悉NLP领域中的问答、实体识别、文本分类任务和对应的主流解决方案优劣。
5、能够不断学习，跟进业界最新技术动态，将最新结果迁移到自身场景进行技术优化并投产使用。
6、有工程化AI应用项目落地者优先。",更新于：2024-03-12
算法工程师（NLP）,北京·东城区·珠市口,12-18K·13薪,1-3年,本科,"Java
自然语言处理项目经验
机器学习算法
深度学习算法
知识图谱
文本分类
C/C++
知识图谱相关经验
PyTorch
算法设计
实体识别
Python
数学/统计相关专业",城市象限,计算机软件,20-99人,"岗位职责:
1、利用数据挖掘/机器学习/深度学习等相关算法，解决核心业务需求;
2、基于业务特性梳理并提炼关键指标定义，搭建指标体系，保证指标口径的准确性以及对业务的可解释性；
3、业务指标相关的数据分析、数据挖掘、算法设计、算法优化，搭建算法库并与相关应用系统耦合；
4、负责业务场景相关模型研发和训练；
任职要求:
1、大学本科及以上学历，计算机、统计或城市科学背景优先；
2、有地理信息或者GIS相关经验，熟悉ArcGIS、QGIS中任意一项;
3、编程基础扎实，熟悉算法和数据结构，有较丰富 Python 的研发经验优先；
4、具备图像处理、计算机视觉等领域的专业知识，能够应用图像算法解决相关业务需求，包括但不限于图像识别、目标检测、图像分割等任务。
5、熟悉常见的图像处理和计算机视觉算法，如卷积神经网络（CNN）、YOLO 、maskrcnn等，能够进行模型训练和优化。
6、有图像处理或计算机视觉项目经验，熟悉Pytorch框架，能够根据实际应用场景对模型结构进行修改；了解常用的图像处理工具和库，如OpenCV、Tensorflow等。
7、能够与现有业务特性结合，开发和训练图像算法/NLP算法模型，提高业务效率和用户体验。",更新于：2024-02-29
NLP算法研究员-AIGC方向,北京·东城区·王府井,35-65K·13薪,1-3年,本科,"Python
PyTorch
TensorFlow
强化学习
NLP",昆仑天工,互联网,500-999人,"【工作内容】
* 跟进AI生成模型的最新动态和应用，结合自研产品需求，深度参与公司中文大规模预训练模型研发，包括架构设计、训练、微调和推理等环节的系统性研究，并从prompt优化、模型finetune等方面优化AI文字生成的效果。
【岗位要求】
* 较强的算法实现能力，熟悉深度学习平台如tensorflow，pytorch等；
* 熟练掌握NLP、ML基础理论和算法，在一个或多个领域能够独立开展研发工作，有NLP方向落地经验优先；
* 在预训练模型领域深耕过，对前沿的预训练模型相关研究掌握清楚，熟悉如GPT-3、BLOOM、LaMDA、DialoGPT、InstructGPT或等同规模LLM的实战经验优先；
* 具有应用大规模神经网络解决相关实际问题的实践经验，能够针对适当的数据和模型的表现，选择恰当的调参、训练任务选择、训练数据增强、目标函数变化等策略来确保超大型模型的训练成功率，并且能够解释策略背后的直觉来源并用严格的数据验证自己的假设。",更新于：2024-03-12
杭州-NLP算法工程师（线上、p5-7）,北京,20-40K,1-3年,本科,"深度学习
机器学习
搜索算法
推荐算法
自然语言处理算法
Python
Java
C/C++",某500强上市公司,互联网,10000人以上,"工作职责
1负责机器学习、深度学习领域前沿核心算法的研究
2.负责知识图谱、图表征学习等KG技术研发，建设特色货盘专业化领域知识体系;
3.负责类GPT等AIGC新技术探素，推动相关应用落地;
4.负责创新技术(例如3D、数字人等)应用研究，逐步优化并推动在业务侧落地，提升用户体验和转化:
5.深入业务，理解数据，站在用户视角挖掘机会点，赋能业务高效运转。
任职要求
1.计算机、电子信息、自动化、人工智能、应用数学等相关专业者优先
2.具备丰富的机器学习、深度学习、知识图谱、AIGC等研究经验者优先
3.熟悉深度学习基本理论，熟悉编程/脚本预言: Python、Java、C/C++，熟练使用PyTorch、TensorFlow等框架
4.有顶会论文发表、国际竞赛参赛经验和优秀开源项目主要员献者优先",更新于：2024-03-12
机器学习算法工程师（python）,北京,25-45K·13薪,1-3年,本科,"Python
算法工程化经验
机器学习",某大型互联网金融公司,互联网金融,100-499人,"职责描述：
1、负责机器学习算法的开发及性能优化；
2、负责机器学习算法前沿技术跟踪和落地。
任职要求：
1、熟悉linux工作环境，熟练掌握python，熟悉分布式计算框架（如hadoop/spark/dask）；
2、熟悉主流机器学习相关算法（如LR/XGB/LGB/FM/RF等）；
3、有较好的数据意识，在用户画像构建、特征工程方面有经验者优先；
4、工作主动性强，责任心强，解决问题能力强；
5、了解Docker、K8s等虚拟化技术；
6、1-3年相关经验，名校优秀应届硕士也可考虑。",更新于：2024-03-13
机器学习算法工程师（推荐）,北京,80-110K·15薪,经验不限,本科,"机器学习
推荐算法",某大型知名培训公司,培训/辅导机构,,"1、负责最核心的业务推荐算法工作，与来自国内外顶级名校、有丰富业界经验的同学合作，共同搭建行业顶尖的推荐系统，为用户提供一流的产品体验；
2、将最前沿的机器学习技术应用到抖音的核心场景业务，优化用户体验促进业务发展；
3、研究方向包含且不局限于：深度学习、图神经网络、多任务学习、learning to rank、模型压缩和加速、多模态技术等，结合业务的实际问题来做好技术的探索和研究；
4、和产品、运营团队紧密合作，通过对产品和用户的深入理解和分析，制定算法策略促进抖音生态的长期繁荣发展。
职位要求
1、具备优秀的编码能力，扎实的数据结构和算法功底；
2、对推荐算法和机器学习有热情、乐于学习、思考和创新；
3、优秀的分析问题和解决问题的能力，有良好的沟通表达能力和团队精神；
4、熟悉机器学习、自然语言处理、数据挖掘中一项或多项，对推荐系统、计算广告、搜索引擎相关领域有经验者优先。",更新于：2024-03-12
AIGC/大模型/机器学习/自然语言处理,北京·海淀区·上地,24-45K·16薪,1-3年,本科,"发表算法相关优秀论文
C/C++
机器学习
深度学习
算法工程化经验
大模型算法
自然语言处理算法
大数据处理框架(Spark/Hadoop/Hive)
广告算法
参加算法相关竞赛/获奖
风控算法
Python",北京百度网讯有限公司,互联网,10000人以上,"工作职责:
-负责百度商业系统的风控策略及模型工作，研究与探索数据挖掘和统计学习领域的相关前沿技术在商业风控场景下的应用，切实解决业务痛点，维护百度品牌和广告主利益
-负责百度凤巢和信息流广告物料的风控问题和用户体验，通过多模态风控模型提升机器审核能力和效率
-通过表征学习、图模型、迁移学习、多任务学习，风险知识图谱挖掘等技术，提升风险发现效率，及时感知风险及业务的变化，主动识别潜在风险
-结合商业风控的业务特点，进行模型和算法创新，打造业界领先的商业风控算法体系
职位要求:
-一年以上算法研发经历，计算机相关专业本科及以上学历
-掌握大规模数据挖掘、机器学习，图模型等相关技术，对机器学习/深度学习理论和算法有较为深刻的理解
-熟悉C++/Python，具备优秀的编码能力，至少熟悉一种常见的机器学习/深度学习平台
-对业务和数据敏感，有钻研精神，主观能动性强，能适应快速变化的业务需求，能够从数据上发现风险，提出解决方案，并验证效果
-责任心强，积极主动，有良好的沟通能力和团队合作能力
-在多模态内容理解、内容安全审核、大模型预训练等方向有实际项目经验，或在领域相关会议发表论文者优先",更新于：2024-03-12
机器学习算法工程师（兼职）,北京·朝阳区·高碑店,10-15K,经验不限,本科,"深度学习
大模型算法
自然语言处理算法
Python
算法工程化经验",博雅智信,在线教育,,"需求形式：机器学习、深度学习实用算法研发、创新性算法研发等（领域：计算机视觉、自然语言处理、大语言模型、搜推广算法、数据挖掘、数据科学等）
支付周期：按照项目进行结算，单价在100～10000元不等；
不限时间和地点，全程在线沟通；
工作职责：
1.针对国内外在校大学生的AI课程，提供辅导服务，如一对一知识点授课、论文带读，bug修复等指导；
2.针对外部企业的实际项目，提供咨询或需求外包服务，如大模型落地需求，图像矫正需求；
3.在约定的时间保质保量进行项目任务交付；
工作要求（满足部分要求即可）：
1.精通至少一种编程语言，包括但不限于Python、Matlab、C++、Java；
2.对TensorFlow、PyTorch等深度学习框架有深入了解和实践经验；
3.在计算机视觉、自然语言处理、大语言模型、搜索推荐算法、数据挖掘或数据科学等深度学习领域中至少有一项深入研究；
4.相关专业在读研究生、在职算法工程师或有闲暇时间的算法工程师均可，特别优秀的在读本科生亦可；",更新于：2024-03-13
人工智能机器学习算法开发工程师,北京·海淀区·上地,100-120元/时,经验不限,本科,"深度学习
大模型算法
强化学习
数据挖掘
语音算法
图像算法
Scala
大数据处理工具(Spark/Hadoop/Hive)",成都灵动魔米软件开发,物联网,0-20人,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：完工结
招聘截止时间：2024-03-20
1、熟悉深度学习、机器学习等算法并能应用设计与开发，人工智能相关专业本科及以上学历。
2、熟悉C++、Python、Linux等编程语言开发。
2.多劳多得，薪酬只多不少；只要你有专业能力
4.做的多，得的多，前期会有专门的人和你沟通。
5.公司长期招C/单片机/物联网/PLC等专业人员。
【 时间自由 】欢迎咨询，长期有效。",更新于：2024-03-12
机器学习算法工程师,北京,25-45K·13薪,1-3年,本科,"数据挖掘
Python
算法工程化经验",北京国能日新,计算机软件,500-999人,"工作内容：
1.负责电力交易、功率预测相关机器学习、运筹优化算法、风控算法等领域的算法研究和开发;
2.负责算法工程化经验的积累和分享，提高团队的算法开发效率;
3.负责Python、SQL、Shell等编程语言的开发和维护保证算法的稳定性和可靠性;
4.负责算法模型的优化和调试，提高算法的准确性和效率;
5.负责算法模型的部署和维护，保证算法模型的稳定性和可靠性。
任职要求:
1. 具有计算机、数学、统计学等相关专业的本科及以上学历;
2.具有深度学习、机器学习、运筹优化算法、气象算法、风控算法等一个或多个领域的算法研究和开发经验;
3.具有Python、SQL、Shell等编程语言的开发和维护经验;
4.具有算法工程化经验，熟悉算法模型的优化和调试:
5.具有算法模型的部署和维护经验，熟悉算法模型的性能优化;
6.具有参加算法相关竞赛/获奖的经验，具有良好的团队合作精神和沟通能力。",更新于：2024-03-12
机器学习,北京,25-50K·14薪,经验不限,本科,"Python
C/C++
机器学习算法/工程化经验
深度学习经验",某大型基金公司,基金,100-499人,"职责描述：
1、在投资经理的指导下，研究并应用前沿的机器学习算法，发掘历史数据规律，建立模型并应用于市场预测；
2、用机器学习模型，研究因子及组合，并最大程度实现因子价值。
任职要求：
1、数学、计算机、或物理学等相关专业，熟悉任一机器学习分支领域（如统计学习，深度学习，强化学习，组合优化或其他相关前沿技术等）；
2、优秀的编程实现能力，能够熟练在Linux系统上使用Python或C++编程语言；
3、对量化行业感兴趣，并有较好的创新意识及学习能力，自我驱动力强。",更新于：2024-03-12
机器学习,北京·海淀区·西三旗,25-50K,经验不限,本科,"深度学习
大模型算法
强化学习
自然语言处理算法
数据挖掘
推荐算法
C/C++
Python
大数据处理工具(Spark/Hadoop/Hive)
算法工程化经验",中电金信,计算机软件,10000人以上,"职责描述：
1. 为金融业客户设计实施数据智能相关的AI解决方案，用人工智能技术解决业务问题，提升业务竞争力；
2. 与客户进行沟通，理解需求，并转化为有效的技术解决方案；
3. 跟进AI项目交付，推动交付团队按要求实现技术解决方案；
4. 与团队成员紧密合作，分享知识和实践，提升团队战斗力。
任职要求：
1. 研究生及以上学历，计算机科学、数据科学、人工智能或相关专业；
2. 3年以上AI技术应用工作经验，具有人工智能、机器学习项目经验，能展示成功实施和交付的案例。优先考虑有物流业应用经验者；
3. 深刻理解人工智能、机器学习、深度学习等相关技术，掌握大模型技术原理及应用；
4. 熟悉PyTorch、TensorFlow、Keras等人工智能框架，对云计算平台有一定知识储备和实践经验；
5. 具备优秀的沟通技巧、良好的团队协作能力；
6. 能够在快节奏环境中进行多任务处理，能够应对一定工作压力，适应灵活的工作时间。",更新于：2024-03-12
机器学习/数据挖掘/自然语言处理工程师,北京,25-30K·16薪,1-3年,本科,计算机相关专业,百度在线,互联网,10000人以上,"【工作职责】：
1. 负责业内领先搜索算法、内容理解算法的调研和评估，通过传统机器学习和超大规模深度学习算法（NLP/多模态），打造业界领先的千亿级别网页内容理解技术体系
2. 设计策略和算法及分析系统的技术缺陷，对策略和系统做出合理的优化升级；
【任职要求】：
1. 本科及以上学历，计算机相关专业；
2. 岗位一需熟练使用C/C++，岗位二熟练使用C/C++/Python等其中一门语言即可；熟悉常用数据结构及算法，有一定linux使用经验优先；
3. 岗位二需熟悉机器学习、数据挖掘、自然语言处理等常用算法，有相关项目经验、深度学习经验者优先；
4. 工作积极主动，具有强烈的责任心，务实，具备良好的团队合作精神和沟通意识；
5. 具有突出的学习理解能力、逻辑思维能力、沟通协作能力和抗压能力，善于分析问题和解决问题；",更新于：2024-03-12
数据分析/数据挖掘/机器学习,北京·通州区·武夷花园,10-15K·15薪,1-3年,本科,"Python
Numpy
Pandas
MySQL
Python和sql必须熟练",北京达道至简科技,计算机软件,20-99人,"职责与资格要求：
我们正在寻找一位对数据分析、数据挖掘、机器学习有深入了解的同学，对环境、社会、治理问题充满热情，并具备卓越的Python和MySQL技能。作为团队的一员，您将负责以下职责和要求：
职责：
ESG数据分析： 进行深入的环境、社会和治理数据分析，识别并解释与可持续性相关的趋势和关键洞察。
数据挖掘： 利用Python进行数据挖掘，从多源数据中提取有关ESG维度的有价值信息，以支持决策制定。
机器学习应用： 使用机器学习算法，构建和优化模型，以预测ESG指标的未来变化，并提供实际的业务建议。
数据库管理： 利用MySQL等数据库工具，有效地存储、查询和管理大规模数据集，确保数据的安全性和可靠性。
报告和可视化： 创建清晰而有影响力的报告和可视化工具，将复杂的数据结果以简单易懂的方式呈现给非技术团队成员。
合作与支持： 与跨职能团队密切合作，为业务决策提供支持，并确保ESG策略与公司战略一致。
资格要求：
学士或以上学位，专业背景包括数据科学、机器学习、统计学等相关领域。
1-3年以上的数据分析和机器学习实际工作经验。
熟练掌握Python编程语言和MySQL数据库技术。
对ESG相关法规和标准有深入理解，具备相关行业知识。
出色的沟通和团队协作能力，能够与非技术团队有效交流。
创新思维和解决问题的能力，对新技术和方法保持持续学习的态度。
我们提供竞争力的薪酬和完善的福利，为员工提供良好的职业发展机会。如果您对这个职位感兴趣并符合资格要求，请将您的简历和附带的求职信发送至 [公司邮箱]。",更新于：2024-03-12
人工智能机器学习深度算法电子单片机工程师,北京·海淀区·上地,12000-13000元/月,1-3年,大专,"机器学习
推荐算法
图像算法
MATLAB
嵌入式开发
Python
算法工程化经验",俏嘴娃电商,计算机软件,0-20人,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：完工结
招聘截止时间：2024-12-31
【任职要求】
1、熟悉深度学习、机器学习等算法并能应用设计与开发，人工智能相关专业本科及以上学历。
2、熟悉C++、Python、Linux等编程语言开发。
2.多劳多得，薪酬只多不少；只要你有专业能力
4.做的多，得的多，前期会有专门的人和你沟通。
5.公司长期招C/单片机/物联网/PLC等专业人员。
【 时间自由 】欢迎咨询，长期有效。",更新于：2024-03-12
深度学习，机器学习,北京·朝阳区·朝外,1000-4000元/周,经验不限,本科,"机器学习
大模型算法
强化学习
图像算法
自然语言处理算法
模型加速/性能优化
Python
MATLAB",岩旭科技,互联网,20-99人,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：周结
招聘截止时间：2024-05-07
工作时间：不限
工作时段：不限
结算方式：周结
本岗位适合利用业余碎片化时间作为副业兼职接单赚钱的朋友，地点不限，时间自由，在家在校完成编程代做即可。
【合作形式】
我们负责找项目，找到项目会在微信群内派单。您远程根据个人时间和意愿接单分析服务，按照工作量报价，接单后需要对项目负责。个人收取70%佣金，平台收取30%佣金。
【岗位职责&要求】
1、精通Matlab/python优化、机器学习、深度学习、计算机视觉、仿真、复现、算法、神经网络、建模、数字图像识别、目标检测等其中一项或多项技术
2、擅长app小程序爬取，会逆向优先。
3、愿意用专业的技能与经验帮助他人，个性严谨，为人谦和，细心认真，责任心强，业余时间较多。
4、愿意利用业余碎片化时间赚取丰厚佣金。",更新于：2024-03-12
AI模型评估—前端/后端/机器学习/数据分析,北京·朝阳区·大望路,12-20K·15薪,1-3年,本科,"数据挖掘
Python
Java
SQL",北京字节跳动,移动互联网,10000人以上,"职位描述
1、制定AI模型评估在代码方向的评估标准，主导评估体系构建； 2、与技术团队和产品团队对接需求，设计并实施模型评估方案； 3、擅长代码编程，尤其对特定技术领域有体系化的认知。
职位要求
1、本科及以上学历，计算机科学与技术、软件工程、大数据技术、人工智能、智能科学与技术等相关专业优先； 2、有良好的编码风格及优化意识，能够在现有的基础上做出优化； 3、有责任心和较强的团队意识，对互联网及人工智能有较强的兴趣； 4、语言各方向要求（掌握其中一种方向即可）： 前端方向： 掌握GUI交互的设计与开发，熟悉色彩、图形、信息等的构建，具备一定的审美能力；熟悉HTML(5)，CSS(3)、JavaScript、AJAX等web开发技术，掌握前端主流框架至少一种，包括但不限于 Vue、React，熟悉Element-UI、iView、Ant Design、Vuetify等其中的组件库的使用；熟悉游戏前端开发，掌握至少一种游戏开发工具，包括但不限于Unity3D、Cocos Creator；掌握Android或iOS开发平台及框架原理； 后端方向： 掌握Python、Java、Go等其中至少一门后端编程语言；了解常见的后端服务开发框架，如：SpringBoot、Django、Flask等；熟悉主流数据库的操作，如：MySQL、PostgreSQL、Oracle等；掌握常见的CI/CD工具，如Jenkins、Git等； 机器学习方向： 熟练掌握Python编程语言；了解机器学习、深度学习、自然语言处理、计算机视觉、强化学习等领域；熟悉主流机器学习库，如：Scikit-learn、OpenCV、Numpy、Pandas等；熟练掌握至少一种深度学习框架，如PyTorch、TensorFlow、Keras、MXNet等； 数据分析方向： 熟练掌握至少一种编程语言，如Python等；具备大数据处理能力，熟练运用SQL，掌握相关数据分析工具；掌握数据仓库设计和建立的方法，具备优秀的数据分析能力和逻辑思维能力；具备扎实的数据分析能力，能够进行可视化分析，具备较好的业务理解能力。",更新于：2024-03-11
机器学习 数据挖掘/模型（营销方向）,北京·石景山区·鲁谷,14-19K,3-5年,本科,"深度学习
数据挖掘
模型加速/性能优化
Python
大数据处理工具(Spark/Hadoop/Hive)
SQL
算法工程化经验
营销/业务运营经验
银行信用卡经验",杭州同盾科技有限公司,大数据,1000-9999人,"岗位职责：
1、在卡中心驻场，负责理解卡中心业务需求，有较强的业务分析经验，能够结合业务场景给出合适的建模方案；
2、独立完成数据分析及开发，包括不限于数据探索分析、数据加工、建模、效果评估与上线报告工作；
3、 定期和行方沟通，汇报项目节点进度。
任职要求：
1 、3年以上机器学习工作经验，全程参与过2个以上模型全流程开发部署经历。
2、熟悉决策树、回归分析模型、聚类挖掘、贝叶斯、关联规则挖掘，xgboost，lightgbm等数据统计模型和挖掘技术中的一项或多项，并有独立完整的建模实践经验；
3、 熟悉sql、hive、Python等语言，熟练使用jupyter工具；
4、 有大数据并行处理经验，能使用Hadoop/Hive分析海量数据；
5、良好的数据敏感度，能从海量数据提炼核心结果；有丰富的数据分析、挖掘、清洗和建模的经验；
6、 对数据与业务方面有足够敏感性，有较强的逻辑分析能力，有较强的独立思考能力；
7、能独立编写数据分析报告，及时发现和分析其中隐含的变化和问题。
8、加分项：有金融机构、零售、营销项目经历，spark",更新于：2024-03-12
