岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间
AI算法工程师,北京·海淀区·苏州桥,25-50K·15薪,经验不限,本科,"大模型算法
深度学习
C/C++
Python",南湖研究院,学术/科研,100-499人,"团队介绍：
隶属于南湖院类脑实验室，实验室是国家脑计划主要成员，以类脑计算为方向，推进脑
科学发展，实现通用智能类脑目标，打造全方位、世界领先的类脑技术研发中心，完善
从算法到算力的类脑计算生态。框架构建是其中重要一环，向上能够给算法人员提供可
支持类脑计算的灵活易用接口，向下能够跨平台部署，支持异构方案。目前团队承担了
国家众多重点项目，长期稳定，急需有AI背景的算法开发人员，各级别均有需求。
工作地点嘉兴！
岗位职责：
1. 负责自研AI框架的算法模型库构建和维护；
2. 负责自研AI框架的基础功能的迭代开发；
3. 负责业务模型的多平台部署和优化；
4. 负责开源社区的维护及对外技术交流；
任职要求：
1. 计算机相关专业硕士及以上学历；
2. 熟练掌握Python/C++语言、数据结构，熟悉Linux环境；
3. 有AI算法领域（ CV/NLP/搜推广/大模型等）的开发经验，理解AI框架底层原理，对开
源AI框架（如Pytorch/Mindspore/PaddlePaddle等）贡献者优",更新于：2024-03-05
大模型算法工程师-AI/海外教育,北京·海淀区·苏州桥,30-50K·15薪,1-3年,本科,"大模型算法
机器学习
深度学习
自然语言处理算法
融合感知算法
Python
参加算法相关竞赛/获奖
发表算法相关优秀论文
多模态
AI
PyTorch",北京字节跳动,移动互联网,10000人以上,"职位描述
1、负责Gauthmath的大模型算法工作，研究相关技术在各种学习场景的应用和解决方案，满足全球学生群体日益增长的智能交互需求，全面提升学习体验；
2、探索Prompt Engineering、COT等技巧，基于LLM设计解题Agent，提高数学解题能力；
3、追踪业界LLM、多模态最新技术，探索提升文本解题、图形解题的方法；
4、发挥想象力，探索LLM在更多学习场景的落地。
职位要求
1、优秀的代码能力、数据结构和基础算法功底，熟练Python/PyTorch，ACM/ICPC、NOI/IOI等比赛获奖者优先；
2、对解决探索性问题充满热情，有良好的沟通协作能力，具备精英级别的动手能力和自驱力；
3、有LLM、数学解题相关研究的优先。",更新于：2024-03-05
人工智能机器学习深度算法电子单片机工程师,北京·海淀区·上地,12000-13000元/月,1-3年,大专,"机器学习
推荐算法
图像算法
MATLAB
嵌入式开发
Python
算法工程化经验",俏嘴娃电商,计算机软件,0-20人,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：完工结
招聘截止时间：2024-12-31
【任职要求】
1、熟悉深度学习、机器学习等算法并能应用设计与开发，人工智能相关专业本科及以上学历。
2、熟悉C++、Python、Linux等编程语言开发。
2.多劳多得，薪酬只多不少；只要你有专业能力
4.做的多，得的多，前期会有专门的人和你沟通。
5.公司长期招C/单片机/物联网/PLC等专业人员。
【 时间自由 】欢迎咨询，长期有效。",更新于：2024-03-05
ai算法研究员（北京医为AI事业部）,北京·海淀区·知春路,25-40K,3-5年,本科,"大模型算法
深度学习
图像算法
Python
七险一金
医学影像
算法",东华软件,计算机软件,10000人以上,"硬性条件：
全日制一本以上学历，硕士优先，2年以上经验
岗位职责：
1、结合临床具体需求，负责图像或文本算法研发，包括深度学习、图像处理等算法和软件研发；
2、负责算法性能优化；
职位要求：
1、数学，计算机，机器视觉、物理，生物医学工程等相关专业，有医学图像处理与分析及相关开发经验优先；
2、精通Torch、Tensorflow框架；
3、精通python；
4、对医学影像处理及AI算法有丰富经验和和成功案例者优先；
5、有发表高水平文章或项目申请经验者优先。",更新于：2024-03-05
AI高级算法工程师,北京·朝阳区·望京,30-60K·13薪,经验不限,本科,"大模型算法
自然语言处理算法
分布式训练
SQL
参加算法相关竞赛/获奖
发表算法相关优秀论文",伊对,社交网络,100-499人,"职位描述
1、利用 NLP 技术在大量文本中进行数据挖掘及文本处理，包括文本相关性模型、命名实体识别等
2、承担预训练模型的训练、开发和调优工作,包括但不限于:prompt 设计、大模型 finetuning、大模型训练
3、紧跟前沿 NLP 生成技术，解决实际应用场景中的内容生成问题
4、负责对话系统平台搭建和研发工作
5、负责业内先进的语音合成算法研究，探索个性化TTS、情感化TTS、风格化TTS等前沿技术
职位要求
1、计算机相关专业硕士、博士或者优秀本科
2、熟练掌握 Python/C++/Java 中至少一门语言，熟练掌握 tensorlow/pytorch/keras 等深度学习框架
3、熟悉 BERT系列以及GPT 系列等预训练模型，熟悉 Transformer 等深度学习模型，熟悉主流文本生成的原理和方法，有结合业务的落地经验者优先
4、熟悉vits系列模型、Edge-TTS、Bert-vits2、声码器、fastspeech等模型或者开源库
5、过往有参与过大型对话系统、大横型训练和部罢经验者优先
6、有 ACL、EMNLP、ICLR 等会议论文发表者优先
7、良好的自驱力，较强的团队合作精神",更新于：2024-03-05
AI 算法支持工程师,北京·海淀区·学院路,15-30K·14薪,3-5年,本科,"Python
C/C++
AE
AI模型",超星未来Novauto,计算机软件,20-99人,"岗位职责：
1. 辅助用户迁移其AI模型或者核心算法；
2. 追踪业界领先的AI模型并可以在自有平台上进行部署及优化；
3. 开发适用于行业应用的框架工具；
4. 进行竞品分析和评测，发掘产品特点和优势；
5. 帮助产品和研发团队收集客户需求，并将其转化为技术规格。
任职要求：
1. 全日制硕士及以上学历，人工智能、计算机、电子信息或相关专业；
2. 一年以上工作经验，有计算机视觉、深度学习、嵌入式开发项目经验优先；
3. 熟悉Python/C++，熟悉Linux操作系统和开发工具，能熟练使用Git等工具；
4. 具备良好的学习能力和沟通能力，有团队合作精神。",更新于：2024-03-05
淘天-AIGC/多模态高级算法工程师-GP1056706,北京,25-50K·16薪,1-3年,本科,"大模型算法
图像算法
多模态算法
C/C++
Python
算法工程化经验
参加算法相关竞赛/获奖
发表算法相关优秀论文",阿里巴巴集团,互联网,10000人以上,"职位描述
1、多模态语言大模型：探索跨模态的信息对齐方法，探索多模态大模型的预训练、指令微调、RLHF等技术，探索多模态的数据质量评估和清洗方法。
2、商品理解：探索适合电商的实体识别、属性抽取、关系分类等技术，探索图文多模态的商品分类、商品属性抽取、规则推理等技术。
职位要求
1.自然语言处理、计算机视觉、机器学习、数据挖掘、人工智能等相关专业的硕士生/博士生；
2.熟练掌握tensorflow、pytorch等深度学习框架，扎实的编程基础；
3.在人工智能相关的各类国际顶级会议/期刊中发表过论文者优先；
4.有丰富的相关领域经验，或者ACM等顶级竞赛获奖者优先。",更新于：2024-03-05
人工智能算法工程师-图像算法方向,北京·石景山区·鲁谷,15-20K,3-5年,本科,"深度学习
机器学习
图像算法
C/C++
Python
算法工程化经验",星河创时,计算机软件,,"岗位职责
1、负责计算机视觉算法和深度学习算法技术的研发工作。
2、负责物体检测、分类、跟踪、识别、图像理解、视频分析等前沿技术研发和实现。
任职要求
1、图像处理、模式识别、机器学习相关专业本科及以上，3年以上图像算法工作经验者优先。
2、在深度学习、统计机器学习、计算机视觉和最优化方法等方面有较深入的研究。
3、动手能力强，熟练掌握Python/C++等语言，有较强的算法分析和实现能力
4、熟悉cuda/tensorrt/protobuf等工具，熟悉国产化芯片开发适配优先",更新于：2024-03-05
AI算法,北京,25-50K,1-3年,本科,"图像处理库（OpenCV等）
深度学习
机器学习
大模型算法
图像生成
多模态算法
发表算法相关优秀论文
参加算法相关竞赛/获奖
优秀开源项目经历
人工智能
AI算法",某大型计算机软件公司,计算机软件,500-999人,"（工作地不限于北京，非北京可远程 ）
职位描述
1. 跟踪和深入探索AIGC方向研究前沿，负责多模态媒体内容的理解、编辑、生成相关新技术的应用落地和探索，解决面向内容生产场景的应用中的算法难点，对算法的竞争力负责；
2. 熟悉各种图像增强、分割、风格迁移等经典网络模型，了解各种常用网络训练方式及调优方式，了解各种预处理以及增强方法；
3. 研究和应用计算机视觉（CV）等相关技术，用于生成有趣、多样化且质量高的内容，如图像、文本和视频等；
4. 识别学术界/业界最新研究和进展，参与学术会议和技术社区，并将其转化为实际项目的创新和改进；
5. 与团队成员合作，包括研究员、工程师和产品经理，共同推动人工智能技术在实际业务中的应用和落地。
职位要求
1. 专业为人工智能、计算机科学、数据科学或相关领域，在计算机视觉与AI多模态等相关领域有深入的研究经验和扎实的理论基础；
2. 熟悉常见的机器学习和深度学习算法，具备良好的编程能力，熟练使用Python、Java或其他相关编程语言；
3. 具备扎实的数学基础，包括线性代数、概率论和统计学等，能够理解和应用相关数学模型和算法；
4. 优秀的分析、解决问题的能力，能够自我驱动，良好的团队合作精神和较强的沟通能力；
5. 对AI技术原理有浓厚兴趣，有相关工程经验者优先。",更新于：2024-03-05
ai私教数字人工程师（健身方向）,北京·石景山区·鲁谷,20-40K,经验不限,本科,"大模型算法
深度学习
机器学习
图像算法
Python
C/C++
优秀开源项目经历
算法工程化经验",原身科技,智能硬件,0-20人,"负责ai私教数字人相关算法研发，包括但不限于动画生成及驱动（动作、表情、口型）；
负责数字人算法的实现和优化，保证算法的高效性和稳定性；
参与数字人产品的需求分析和技术方案设计，攻克技术难点，推动技术在各产品线的落地；
跟踪行业最新技术动态，不断优化算法和提升技术水平，整合开源资源；
与团队成员协作，共同推进健身私教数字人产品的研发和优化。
职位要求：
本科及以上学历，计算机、数学、物理等相关专业；三年以上计算机视觉或人工智能相关工作经验；
编程能力优秀，精通Python/C++等语言；熟悉PyTorch/TensorFlow等主流深度学习工具；
热衷于技术创新，善于突破既有框架做出改变。
在人脸/人体 3D重建、表情/动作驱动、口型生成等方向有深入研究或项目落地经验者优先；",更新于：2024-03-05
ai平台算法工程师,北京·西城区·阜成门,20-40K,3-5年,本科,"C/C++
算法工程化经验
Python",阜外医院,医疗健康,1000-9999人,"主要职责：
1.设计训练，推理架构等人工智能相关基础服务组件，并进行研发落地。
2.优化模型的训练，推理效率等相关技术，提升模型推理效率，降低资源使用。
3.将复杂的技术解决方案沉淀成技术组件或中间件，提供给团队使用。
4.研究新技术，并转换成可落地的解决方案，帮助技术团队保持与时俱进。
任职要求:
1.本科以上学历，计算机相关领域专业背景，编程基础扎实，有3年以上Python/C++开发经验；对linux系统的基础知识有一定的掌握。
2.对机器学习/深度学习有一定的了解，了解常用的大模型相关技术，了解常用的深度学习框架和库，如Deepspeed、PyTorch等。
3.熟悉分布式系统的设计，了解云原生，容器化等相关技术。
4.学习能力强，能快速学习掌握新的业务领域知识。具有医疗行业背景优先。",更新于：2024-03-05
算法工程师（AIGC方向）,北京·朝阳区·朝外,20-35K,1-3年,本科,"业务导向
智能营销/广告
大模型算法
机器学习
强化学习
搜索算法
图像算法
优秀开源项目经历
大数据处理框架(Spark/Hadoop/Hive)",居言(高熙国际),电子商务,100-499人,"岗位职责：
1，基于公司内部新媒体营销大数据，建立与优化营销系统的数据训练集与特征工程。
2，对产品智能算法模块进行相关算法设计、实现与模型训练。
3，对人工智能技术在新媒体营销行业的产品与算法应用进行持续优化。
岗位要求：
1，计算机相关专业本科及以上学历；
2，扎实的编程基础，至少精通一种编程语言，如python、C++等；熟悉pytorch等深度学习框架；
3，熟悉深度学习以及常用机器学习算法，能熟练运用相关算法解决有挑战性的问题；
4，搭建过小红书、抖音平台的算法项目的优先；
5，对人工智能领域相关技术有热情；
6，有新媒体营销领域人工智能相关工作经验者优先。",更新于：2024-03-05
AI算法工程师,北京·朝阳区·望京,20-40K·13薪,1-3年,本科,"大模型算法
深度学习
图像算法
大数据处理框架(Spark/Hadoop/Hive)
分布式训练
优秀开源项目经历
算法工程化经验",上海退格数字科技,计算机软件,20-99人,"岗位描述：
1、面向业务需求：探索并完成AI算法解决方案的原型研发：跟踪前沿算法和业界技术，探索并研发机器学习相关算法，包括但不限于机器学习、深度学习、强化学习、非梯度优化、分布式机器学习、图像处理、NLP等
2、AI平台构建，AI模型部署和运维：参与搭建AI算法承载平台，完成算法开发、离线测试、A/B测试、模型的工程化部署和模型的持续迭代将机器学习算法落地到研发流程及产品。
专业知识要求：
日常使用chatGPT、Copilot等AI工具，丰富的prompt经验
1、在下列方向有实践：agent、LLM、 stable diffusion 、chatGPT 微调与应用
2、在以下领域有学习研究或实践：机器学习、计算机视觉、语音处理、自然语言处理、图学习、大规模分布式计算
3、数据流程熟悉、有爬虫+数据清洗pipline能力。
4、熟悉Python，熟悉sklearn、Tensorflow或Pytorch等深度学习框架，熟悉linux、docker、k8
5、对研究领域保持敏感，有能力判断或选定探索的方向
6、有前后端协作经验，强烈的目标驱动，对技术与研究有热情，愿意挑战新的算法和新的领域",更新于：2024-03-05
安全AI算法工程师,北京·海淀区·西北旺,15-25K·16薪,经验不限,本科,"深度学习
机器学习
大模型算法
自然语言处理算法
Python
C/C++
算法工程化经验",华为技术有限公司,计算机软件,10000人以上,"【工作职责】
1、安全类产品的端到端可信任设计、开发、验证与维护工作；
2、独立完成模块设计、详细设计、代码编写、单元测试、静态检查、本地构建、测试环境搭建、交付验证、问题定位、资料开发等工作；
3、安全产品如大数据平台、安全管理及安全分析系统、态势感知等产品特性的系统设计、核心开发、交付与运维;
4、基于大数据&AI平台，开发、优化AI算法，分析攻击流量、构建威胁检测模型，支撑各类安全产品（AI防火墙、AI DDOS、态势感知等）安全竞争力构建;
【岗位要求：满足一种即可】
1、能够熟练使用C/C++/Python/Perl/Ruby/Shell等至少一种脚本编程语言
2、熟练掌握一个或多个大数据主流技术框架的原理及应用，如Hadoop、Flink、Spark、HBase、Kafka、Redis、Zookeeper等
3、熟悉网络通信基础知识，具备网络安全相关业务的开发经验优先；",更新于：2024-03-05
nlp算法工程师,北京·海淀区·安宁庄,30-50K·15薪,1-3年,本科,"自然语言处理项目经验
nlp
大模型
自然语言处理",金山云,互联网,1000-9999人,"职位描述
- 大语言模型训练、精调，使大模型效果在垂直领域的智能客服、知识库、办公助手等场景行业领先
- 解决大模型生成内容的可控可信度不足、推理效率低的问题
- 协同工程化和业务团队，实现大模型在业务场景的落地
职位要求
- 计算机相关专业本科以上学历，且有良好的代码开发能力
- 对Transformer架构有深入理解，熟悉NLP主流大模型如GPT3/LLaMA/GLM
- 熟悉主流的大模型精调方法，如Prefix Tuning、Prompt Tuning、LoRA、RLHF等
- 熟练掌握主流深度学习框架pytorch/tensorflow，大模型训练框架Megatron-LM/Deepspeed等多机多卡方案
- 熟悉常见的模型加速和小型化技术，如量化/剪枝/蒸馏等
- 有百亿/千亿参数大语言模型训练调优经验的优先
- 发表过大模型、机器学习、深度学习等相关研究AI顶会论文优先
- 有开源项目开发经验优先",更新于：2024-03-05
NLP 算法工程师,北京·石景山区·古城,24-45K·15薪,经验不限,本科,"意图挖掘
Java
对话系统
深度学习
算法工程化经验
大模型算法
发表算法相关优秀论文
C/C++
机器学习
语义理解
模型加速/性能优化
Python",一汽软件智能座舱,计算机软件,,"职位描述：
1. 负责人机对话系统相关算法开发、多轮对话管理功能开发，提升用户多场景使用体验
2. 对用户数据进行理解、挖掘，构建高性能知识库服务，支持业务应用
3. 负责对话生成算法开发，支持用户闲聊等场景交互
4. 负责模型压缩，模型迁移到终端设备的优化工作
岗位要求：
1. 拥有计算机、机器学习、人工智能等相关专业本科及以上学历，具备扎实的编程与算法基础;
2. 熟悉NLP相关技术、深度学习算法，熟悉TensorFlow或PyTorch等机器学习框架
3. 有对话系统、语义理解、大模型、性能优化等一个或多个领域的实际项目经验
4. 具备良好的分析解决问题能力，根据具体场景及实际数据，能合理设计和优化算法
5. 具备良好的学习能力，能够跟进前沿技术，并结合应用场景快速实验和调优
6. 有大数据处理经验优先；有爬虫经验优先",更新于：2024-03-05
IDP/NLP/LLM算法工程师,北京·海淀区·上地,11-22K·13薪,1-3年,本科,Python,易道博识,移动互联网,20-99人,"工作内容
1. 利用NLP/IDP/LLM技术，进行文档、文本数据的分析处理，包括但不限于关键信息抽取、长文本信息抽取、文本分类、文档版面分析、文档内容理解等；
2. 结合业务中的实际问题改进算法，提升算法在业务中的效果；
3. 跟踪学术界和工业界前沿技术，推动相关算法或技术在公司项目中实际落地。
任职要求
1. 毕业于计算机/机器学习/电子信息／数学／统计学／模式识别/自动化等相关专业，统招一本及以上学历；
2. 应届生或1-2年相关经验；
3. 熟练掌握NLP和ML基础理论和算法，有NLP相关科研经历，熟练掌握Transformer系列模型；
4. 熟练使用Python语言进行编程开发，熟练使用PyTorch、TensorFlow等至少一种深度学习框架；
5. 优秀的分析问题和解决问题的能力，敢于挑战，追求卓越，有创新精神和研发热情。",更新于：2024-03-05
NLP算法研究员-AIGC方向,北京·东城区·王府井,35-65K·13薪,1-3年,本科,"Python
PyTorch
TensorFlow
强化学习
NLP",昆仑天工,互联网,500-999人,"【工作内容】
* 跟进AI生成模型的最新动态和应用，结合自研产品需求，深度参与公司中文大规模预训练模型研发，包括架构设计、训练、微调和推理等环节的系统性研究，并从prompt优化、模型finetune等方面优化AI文字生成的效果。
【岗位要求】
* 较强的算法实现能力，熟悉深度学习平台如tensorflow，pytorch等；
* 熟练掌握NLP、ML基础理论和算法，在一个或多个领域能够独立开展研发工作，有NLP方向落地经验优先；
* 在预训练模型领域深耕过，对前沿的预训练模型相关研究掌握清楚，熟悉如GPT-3、BLOOM、LaMDA、DialoGPT、InstructGPT或等同规模LLM的实战经验优先；
* 具有应用大规模神经网络解决相关实际问题的实践经验，能够针对适当的数据和模型的表现，选择恰当的调参、训练任务选择、训练数据增强、目标函数变化等策略来确保超大型模型的训练成功率，并且能够解释策略背后的直觉来源并用严格的数据验证自己的假设。",更新于：2024-03-05
nlp算法工程师,北京·海淀区·上地,20-40K·14薪,经验不限,本科,,作业帮,互联网,10000人以上,"NLP算法工程师——文本生成方向、对话方向
岗位职责
1. 负责文本生成、语义理解、对话等核心算法研发；
2. 将最前沿文本生成、对话交互等技术在业务场景中进行创新适配应用；
3. 与产品、工程团队紧密协作，将算法方案在实际业务场景落地，满足线上推理服务需求。
任职要求
1. 熟练掌握NLP相关理论技术、精通NLP常用模型算法；
2. 两年以上文本生成、对话等相关算法研发落地经验；
3. 有生成式预训练大模型训练及应用经验者优先；
4. 主动性强，沟通能力好，团队合作意识强。",更新于：2024-03-05
NLP算法工程师,北京·海淀区·中关村,18-30K,3-5年,本科,"知识图谱
Python
机器学习
深度学习
算法工程化经验
文本分类",合享智星,互联网,20-99人,"工作内容
1. 完成nlp的基础任务，包括但不限于实体识别，关系抽取，文本分类
2. 构建行业知识图谱，包括但不限于知识融合，知识更新，知识推理
3. 应用机器学习算法、深度学习算法完成算法的功能模块研究与落地
4. 应用大模型技术解决常见nlp领域问题
要求：
1. 2年以上NLP相关项目开发和团队协作经验
2. 本科及以上学历，有扎实的数理基础，211,985优先
3. 熟悉自然语言处理基础理论，有文本分类、语义理解、知识图谱、序列标注、文本生成等相关项目经验者优先",更新于：2024-03-05
AI算法工程师（NLP方向）,北京·西城区·宣武门,15-30K·14薪,1-3年,本科,"机器翻译
推荐算法
文本生成
Python
Golang
大数据处理工具(Spark/Hadoop/Hive)
深度学习
机器学习
大模型算法
优秀开源项目经历
算法工程化经验
模型加速/性能优化",UMU,企业服务,100-499人,"岗位职责：
1. 从事自然语言处理、知识图谱等领域前沿算法的研究，探索人工智能技术的创新和落地应用；
2. 从业务场景和实际问题出发，利用自然语言处理和知识图谱技术，服务于UMU核心AI产品，如AI陪练、AI微课等；
3. 构建知识图谱平台，将智能服务的能力赋予更多的产品和用户。
任职责格：
1. 掌握自然语言处理、信息检索、深度学习理论，实现相关算法技术的落地和应用；
2. 掌握知识图谱相关算法，包括但不限于实体识别、关系抽取、语义消歧、实体链接、知识推理等算法模块研究与优化；
3. 责任心强，积极主动，有良好的沟通协调能力；
4. 本科及以上学历，计算机相关专业，社招1年以上NLP工作经验。",更新于：2024-03-05
nlp对话机器人,北京·丰台区·刘家窑,15-30K,经验不限,大专,"对话系统
机器翻译
C/C++
分布式训练
Python
机器学习
优秀开源项目经历",北京国科慧信信息技术,广告营销,0-20人,"【 注意：要有多轮对话模板的开发经验 ，要有机器人对话开发经验 】
岗位描述：
1、负责NLP技术和机器人对话开发在人机对话、自动问答以及语义理解等方向上的研究和开发，应用于系统。
2、探索自然语言和机器人对话开发、探索新技术在业务中的落地和创新，并迅速进行转化；
任职要求：
1、计算机和机器人对话开发、模式识别、数学、自然语言处理、人工智能、机器学习等相关专业；
2、至少1年以上自然语言处理和机器人对话开发相关经验，熟悉自然语言处理、机器学习、深度学习、强化学习等相关算法，对自然语言处理方向有较深和全面的认识；
3、有深度学习和机器人对话开发、问答系统、知识图谱、文本分析等实际项目经验，熟悉深度学习在自然语言处理方向的相关算法和框架；
4、具备良好的编程能力和机器人对话开发，至少熟练掌握C、C++、c#、Python、java中的一门或多门语言，掌握数据结构和算法设计；
5、能做多轮对话模板规划和机器人对话开发和自觉跟踪发展现状，理解算法原理，并进行落地实现；
6、如果具有如下加分项者优先
（1）参与自然语言处理和机器人对话开发开源项目的开源项目者优先；
（2）对开源项目和机器人对话开发有应用到生产环境的优先；
（3）能快速架设和机器人对话开发上述项目测试的优先；
（4）在自然语言和机器人对话开发、机器学习、模式识别等领域有自己高质量博客者优先；
（5）有带领团队项目开发经验者优先；",更新于：2024-03-05
nlp算法工程师,北京·大兴区·亦庄,20-40K,3-5年,本科,"知识图谱
语义理解
Python
机器学习
命名实体识别",远媒,企业服务,0-20人,"岗位职责：
1、负责对话系统相关算法和架构的设计开发；
2、应用NLP相关技术进行内容理解、关键信息抽取、语义及内容主体理解和内容生成等相关工作；
3、与业务部门和架构团队配合、负责金融零售产品场景下的相关NLP算法模型的落地与调优；
4、熟悉大模型（LLM）相关业务，有大模型预训练和finetuning经验者优先。
任职资格：
1、本科及以上学历，3-5年NLP技术相关开发经验，计算机、数学、统计学相关专业优先；
2、有扎实的编程基础，熟练使用Python、Java至少一门编程语言，熟悉TensorFlow、Pytorch、Caffe等至少一种深度学习框架；
3、熟悉分词、关键词提取、文本语义分析及主题理解等相关技术；
4、熟悉对话系统架构和算法相关技术，有语音对话开发经验者优先；
5、熟悉RNN、LSTM、Transformer、GPT、Bert等，熟悉自然语言理解和自然语言生成相关技术。
欢迎优秀的你们加入，目前在北京优先，离职优先，快来投递或推荐吧～",更新于：2024-03-05
nlp自然语言处理算法工程师,北京,15-30K,经验不限,本科,"计算机相关专业
知识图谱相关经验
人机对话相关经验",云孚科技,企业服务,20-99人,"【岗位职责】
1. 业内领先的自然语言处理、知识图谱、开源情报商业系统研发。
2. 自然语言处理全栈算法模型调优。
3. 学术届最新算法模型跟进及实现。
【任职要求】
1. 有一定的NLP、Python开发经验。
2. 渴望投身自然语言处理领域。
3. 逻辑思维好，学习能力强。
4. 渴望成长，心态积极，责任心强，抗压能力强。",更新于：2024-03-05
NLP工程师,北京·西城区·西直门,25-50K·13薪,经验不限,本科,"Java
C++
Python
TensorFlow
PyTorch
Caffe
文本分类
实体识别",沃丰科技,互联网,500-999人,"岗位职责
1.负责智能机器人的技术研发，包括但不限于语义相似度计算、实体抽取、 意图识别、知识图谱等
2.与业务部门密切沟通，完成相应算法的开发上线
3.参与NLP中台能力建设,包括但不限于短文本分类、相似度计算、实体识别等
任职要求
计算机相关专业本科以上学历
熟悉Linux系统，熟悉 Python/Java/C++ 等至少一种编程语言；
熟悉TensorFlow/Torch/Caffe等深度学习框架之一
熟悉常用的NLP相关算法，包括但不限于LR、CRF、TextCNN、DSSM、Bert等
良好的团队合作精神，较强的沟通能力",更新于：2024-03-05
NLP算法工程师,北京·海淀区·西北旺,15-30K,1-3年,本科,"Python
TensorFlow/PyTorch
翻译
机器学习算法/工程化经验
深度学习经验
NLP",软通动力,计算机软件,10000人以上,"有AI算法相关经验
熟悉python语言
NLP算法经验优先
统招本科学历，专业不限",更新于：2024-03-05
NLP科学家——对话系统方向,北京,80-110K,经验不限,本科,"对话系统
知识图谱
机器翻译
Python
Java
Golang
深度学习
机器学习
大模型算法",某大型互联网公司,互联网,100-499人,"NLP科学家——对话系统方向
【职位描述】
研发教育场景下的对话系统，将业界前沿的大语言模型、对话系统等技术应用在教育领域。
【任职要求】
1、计算机相关专业本科以上学历，精通至少一门语言，Java/C++/Python
等，具有扎实的代码功底；
2、深入理解NLP及大语言模型原理及应用，在对话系统方向有丰富经验（最好有主动对话系统经验：销售、医疗等场景）；
3、至少8年以上研发经验，对标阿里P8+/P9/P10经验，能够handson直接上手。
【加分项：满足一项即可，多项更佳】
1、在国内外一线互联网公司有过对话系统研发及创新经验；
2、在国内外顶级 AI 会议上发表过论文；
3、在一线公司担任团队或技术负责人。",更新于：2024-03-05
nlp算法工程师,北京·海淀区·中关村,18-30K,3-5年,本科,"语义理解
意图挖掘
Python
算法工程化经验
不限
深度学习
机器学习
NLP",精真估,互联网,100-499人,"岗位职责：
1.利用机器学习相关技术解决相关问题，够结合算法进行业务落地。设计、开发和优化自然语言处理（NLP）算法，用于文本分类、关系抽提、语义理解等领域，实现高精度和智能化的文本处理；
2. 负责算法部署和优化，进行核心算法工程化和优化，按节点完成算法交付与代码上线；
3. 熟悉NLP预训练模型技术，熟悉大语言模型相关原理及开发；
4. 机器学习相关模型的研究和开发；
5. 完成领导交办的其它工作。
任职要求：
1、本科以上学历，计算机、人工智能、统计、数学等相关专业，3年以上工作经验；
2、熟悉各种深度神经网络模型，并掌握相关实现及优化方案，有深度学习及NLP项目及相关优化经验者优先；
3、精通机器学习、深度学习原理及技术，并有应用模型解决实际问题的经验，熟悉监督学习、半监督学习或强化学习方法，具备创新研究能力。
4、具有独立设计和开发NLP系统的经验，能够独立完成从数据处理、模型训练到模型部署的全流程；
5、责任心强，积极主动，有良好的沟通能力和团队合作能力；",更新于：2024-03-05
人工智能 NLP工程师,北京·朝阳区·南磨房,20-40K·13薪,1-3年,本科,"DALLE、Midjourney
ChatGPT模型
StableDiffusion",上海美踏全宇数字科技,互联网,100-499人,"岗位职责：
1、承担基于GPT系列或者其他开源大模型的开发和调优工作，包括训练流程搭建、指令微调、Prompt工程以及面向下游任务的效果优化等；
2、负责语料库的采集、整理和数据制作，以满足模型训练需求，掌握数据增强和降噪技术；
完成大规模预训练模型在游戏、影视等细分领域的落地，支持业务目标提升;
3、紧跟业界大模型进展，探索前沿技术，解决实际问题，包括智能问答、图文内容生成等；4、与其他团队密切合作，包括数据工程师、前后端工程师、产品经理等，实现高质量的产品和解决方案。
任职要求:
1、2年以上相关工作经验， 计算机、人工智能、数学等相关专业研究生学历，优秀者可放宽至本科，有相关方向论文者优先；
2、熟悉NLP主流大模型，如ChatGPT/T5/PaLM/LLaMA/GLM等,对模型背后的原理和各自适用场景有深入的理解。有大模型预训练经验,熟悉相关技术细节和优化策略，如大规模语料收集、模型调优优化、自弱监督学习、强化学习等；
3、有小样本学习 (Few-shot learning)、提示学习(P‘rompt learning)等相关技术经验；
4、有扎实的自然语言处理理论和方法基础，掌握自然语言主要算法模型，具备对Transformer架构及其变体的深入理解；
5、熟悉常见的自然语言处理任务，如文本生成、语义理解、实体识别、知识抽取等；
6、扎实的编程基础：掌握至少一种开发语言如 Python、C、C++等，有基于PyTorch等深度学习框架的实战项目经验；
7、具备良好的数据预处理和数据分析能力，熟悉主流数据处理工具如pandas、NumPy等；
8、具备较强的团队协作能力和沟通能力，有较强的学习能力和业务分析及问题解决能力。
9、关注AIGC领域的业界最新动态，了解 DALLE、Midjourney、StableDiffusion等前沿技术；
10、有CV、多模态项目经验。",更新于：2024-03-05
初级NLP工程师,北京·朝阳区·三里屯,12-20K,1-3年,本科,"知识图谱
语义理解
情感分析
Python
算法工程化经验",加和科技,互联网,100-499人,"1. 掌握NLP的基本技术，对分词、文本分类等有深入的理解；
2. 对模型的原理有一定理解。能根据实际任务搭建合适的模型或网络，并优化。如：word2vec、RNN，LSTM/GRU、seq2seq、Bert、Transformer、PGN等；
3. 掌握大规模文本信息挖掘和分类、实体识别、语义理解并应用于实际场景的优先；
4. 对模型压缩，知识蒸馏有一定的了解",更新于：2024-03-05
