岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间
nlp算法工程师,北京·海淀区·安宁庄,30-50K·15薪,1-3年,本科,"自然语言处理项目经验
nlp
大模型
自然语言处理",金山云,互联网,1000-9999人,"职位描述
- 大语言模型训练、精调，使大模型效果在垂直领域的智能客服、知识库、办公助手等场景行业领先
- 解决大模型生成内容的可控可信度不足、推理效率低的问题
- 协同工程化和业务团队，实现大模型在业务场景的落地
职位要求
- 计算机相关专业本科以上学历，且有良好的代码开发能力
- 对Transformer架构有深入理解，熟悉NLP主流大模型如GPT3/LLaMA/GLM
- 熟悉主流的大模型精调方法，如Prefix Tuning、Prompt Tuning、LoRA、RLHF等
- 熟练掌握主流深度学习框架pytorch/tensorflow，大模型训练框架Megatron-LM/Deepspeed等多机多卡方案
- 熟悉常见的模型加速和小型化技术，如量化/剪枝/蒸馏等
- 有百亿/千亿参数大语言模型训练调优经验的优先
- 发表过大模型、机器学习、深度学习等相关研究AI顶会论文优先
- 有开源项目开发经验优先",更新于：2024-03-11
NLP算法工程师-数据智能,北京·海淀区·苏州桥,25-50K·15薪,经验不限,本科,Python,北京字节跳动,移动互联网,10000人以上,"职位描述:
负责NLP语言模型在数据方向的应用落地，支持模型调优及效果评测，实现数据产品的全面智能升级与效果保障。
1、为分析师、运营、决策者、商家等提供多种基于NLP模型的数据应用，提高数据决策效率；
2、激发NLP模型在NL2DSL、docQA等场景的能力，推动业务增长；
3、基于业务需求和业务数据，对NLP模型进行训练和优化，确保模型落地效果；
4、基于数据NLP模型产品的应用场景和功能特点，建立科学的模型评估体系。
职位要求
1、熟悉自然语言处理、机器学习等相关技术，有相关应用经验，熟悉业界领先NLP语言模型原理与训练方法；
2、了解NLP语言模型训练的数据构建的具体方法，能够熟练运用机器学习算法对数据进行清洗和结构化；
3、了解Deepspeed等分布式训练框架，并有一定的多机多卡分布式训练与debug经验；
4、有NLP模型效果评测经验，或其他搜素/推荐效果实际评估经验者优先；
5、关注国际NLP语言模型最新前沿技术，对相关开源模型有落地实践者优先；
6、在国际顶级会议/期刊上有NLP相关相关论文发表者优先。",更新于：2024-03-11
IDP/NLP/LLM算法工程师,北京·海淀区·上地,11-22K·13薪,1-3年,本科,Python,易道博识,移动互联网,20-99人,"工作内容
1. 利用NLP/IDP/LLM技术，进行文档、文本数据的分析处理，包括但不限于关键信息抽取、长文本信息抽取、文本分类、文档版面分析、文档内容理解等；
2. 结合业务中的实际问题改进算法，提升算法在业务中的效果；
3. 跟踪学术界和工业界前沿技术，推动相关算法或技术在公司项目中实际落地。
任职要求
1. 毕业于计算机/机器学习/电子信息／数学／统计学／模式识别/自动化等相关专业，统招一本及以上学历；
2. 应届生或1-2年相关经验；
3. 熟练掌握NLP和ML基础理论和算法，有NLP相关科研经历，熟练掌握Transformer系列模型；
4. 熟练使用Python语言进行编程开发，熟练使用PyTorch、TensorFlow等至少一种深度学习框架；
5. 优秀的分析问题和解决问题的能力，敢于挑战，追求卓越，有创新精神和研发热情。",更新于：2024-03-11
nlp算法工程师,北京·大兴区·亦庄,20-40K,3-5年,本科,"知识图谱
语义理解
Python
机器学习
命名实体识别",远媒,企业服务,0-20人,"岗位职责：
1、负责对话系统相关算法和架构的设计开发；
2、应用NLP相关技术进行内容理解、关键信息抽取、语义及内容主体理解和内容生成等相关工作；
3、与业务部门和架构团队配合、负责金融零售产品场景下的相关NLP算法模型的落地与调优；
4、熟悉大模型（LLM）相关业务，有大模型预训练和finetuning经验者优先。
任职资格：
1、本科及以上学历，3-5年NLP技术相关开发经验，计算机、数学、统计学相关专业优先；
2、有扎实的编程基础，熟练使用Python、Java至少一门编程语言，熟悉TensorFlow、Pytorch、Caffe等至少一种深度学习框架；
3、熟悉分词、关键词提取、文本语义分析及主题理解等相关技术；
4、熟悉对话系统架构和算法相关技术，有语音对话开发经验者优先；
5、熟悉RNN、LSTM、Transformer、GPT、Bert等，熟悉自然语言理解和自然语言生成相关技术。
欢迎优秀的你们加入，目前在北京优先，离职优先，快来投递或推荐吧～",更新于：2024-03-11
NLP算法工程师,北京,15-25K,1-3年,本科,"知识图谱
推荐算法
搜索算法
Python
机器学习
深度学习
大模型算法
模型加速/性能优化",某大型企业服务公司,企业服务,500-999人,"1.参与研发大语言模型在电商场景下的应用，包括不限于：检索增强、AIAgent等；
2.负责优化大模型能力的数据收集，构建和精选工作；
3.负责算法/大模型的准确性、性能、稳定性、可用性等评测，以及效果持续
优化
1.计算机相关专业，本科及以上学历；
2.熟悉常用的机器学习和深度学习算法，具备NLP基础，有实战经验优先；
3.熟练掌握Python语言，具有较强的工程化能力;
4.有责任性，较强的问题定位、质量分析能力;
5.有实际的大模型提示工程、微调、部署、RAG、Agent、安全等一项或多项经验者优先。",更新于：2024-03-11
NLP算法工程师,北京·昌平区·霍营,15-30K,1-3年,本科,"Python
LSTM
Transformer
Seq2Seq",开开华彩,移动互联网,100-499人,"工作职责：
1. 研究上：追踪前沿的NLP模型/工具，能够快速学习并应用；
2. 工程上：负责NLP模型的开发，与线上部署；
3. 项目上：参与到公司核心问答系统的构建；
岗位要求：
1. 计算机，数学等相关专业本科以上毕业；
2. 3年以上NLP算法经历(包括实验室期间)；
3. 熟练使用Python与Linux；熟悉深度学习框架：tensorflow与pytorch；
4. 了解经典的深度学习模型：LSTM，Transformer，Seq2Seq等；了解典型NLP任务：文本分类，问答系统等。",更新于：2024-03-11
深度学习（外企/NLP方向）,北京·朝阳区·太阳宫,20-22K,1-3年,本科,"推荐算法
语义理解
机器翻译
Python
深度学习
机器学习
算法工程化经验
发表算法相关优秀论文
NLP",武汉中科铭天,计算机软件,100-499人,"康明斯数据科学部正在寻求本科生或研究生的深入研究机会。这些机会会涵盖自然语言处理算法的
广泛实际应用。
工作概要： - 研究和开发自然语言处理算法（文本分类，语义分割，实体识别等）
- 将自然语言处理、深度学习和其他领域的算法应用于实际场景，如知识图谱，问答系统，推荐系统等- 优化当前的模型，排除故障和调试模型
- 帮助工程团队将其整合到实际生产应用中
主要职责： - 统计学、计算机科学、数据科学、数学或汽车工程或密切相关的 STEM 领域的本科或硕士
- 良好的自学、分析、写作和沟通能力
- 在一个快节奏的团队环境中提供技术贡献，以加快我们建立一个分析驱动的产品通道
- 评估需求并推荐实验、数据和项目，建议新的算法开发，推动关于方法和所需数据的战术决策
- 使用深度学习和机器学习算法，以及高级数学模型来提供洞察力、建议和解决方案
- 开发可持续的、可消费的、准确的、有影响力的关于模型输入、模型输出、观察输出和关键绩效
指标（KPI）的报告
- 在整个实习期间和实习结束后，向团队成员和利益相关者展示令人信服的、经过验证的故事
资格和能力： - 在深度学习和机器学习算法方面有比较熟练的掌握
- 熟悉 Python NLP/ML 工具；Bert、Transformer、Attention、CRF、Sklearn、Numpy，以及至少一
个深度学习包（Tensorflow/PyTorch/Keras） - 有开发、训练和评估深度学习和机器学习模型的经验
- 在实现自然语言处理的深度学习架构方面有一定的理论基础和实践经验",更新于：2024-03-11
nlp对话机器人,北京·丰台区·刘家窑,15-30K,经验不限,大专,"对话系统
机器翻译
C/C++
分布式训练
Python
机器学习
优秀开源项目经历",北京国科慧信信息技术,广告营销,0-20人,"【 注意：要有多轮对话模板的开发经验 ，要有机器人对话开发经验 】
岗位描述：
1、负责NLP技术和机器人对话开发在人机对话、自动问答以及语义理解等方向上的研究和开发，应用于系统。
2、探索自然语言和机器人对话开发、探索新技术在业务中的落地和创新，并迅速进行转化；
任职要求：
1、计算机和机器人对话开发、模式识别、数学、自然语言处理、人工智能、机器学习等相关专业；
2、至少1年以上自然语言处理和机器人对话开发相关经验，熟悉自然语言处理、机器学习、深度学习、强化学习等相关算法，对自然语言处理方向有较深和全面的认识；
3、有深度学习和机器人对话开发、问答系统、知识图谱、文本分析等实际项目经验，熟悉深度学习在自然语言处理方向的相关算法和框架；
4、具备良好的编程能力和机器人对话开发，至少熟练掌握C、C++、c#、Python、java中的一门或多门语言，掌握数据结构和算法设计；
5、能做多轮对话模板规划和机器人对话开发和自觉跟踪发展现状，理解算法原理，并进行落地实现；
6、如果具有如下加分项者优先
（1）参与自然语言处理和机器人对话开发开源项目的开源项目者优先；
（2）对开源项目和机器人对话开发有应用到生产环境的优先；
（3）能快速架设和机器人对话开发上述项目测试的优先；
（4）在自然语言和机器人对话开发、机器学习、模式识别等领域有自己高质量博客者优先；
（5）有带领团队项目开发经验者优先；",更新于：2024-03-11
NLP算法工程师,北京·海淀区·回龙观,25-40K·15薪,1-3年,本科,"NLP
智能决策
多模态",滴滴,移动互联网,1000-9999人,"滴滴最核心的业务中台，负责出行生态交易系统算法优化与体系搭建，拥有海量原始出行特征数据和丰富的业务场景。在这里你有机会接触和创造最先进的治理和安全生态算法，用自己的算法守护每一次出行体验。我们的使命是用智能化赋能，提升司乘运营、体验、安全的效率效果。非常期待你的加入，我们一起探索交易生态领域业务解决方案，共同定义行业领先的治理和安全生态算法体系。
工作职责具体包括：
司乘交易生态治理与安全策略优化，构建多模态策略模型，提升治理安全算法准确性和召回率，保障出行体验与安全，降低交易生态成本。
生态算法体系底层能力建设，深耕模型可解释性，探索zero-shot&few-shot建模，LLM应用和策略评估方法，构建生态智能决策链路 。
职位要求：
机器学习、计算机相关专业，对机器学习基础算法有深入理解，如特征工程，LR，GBDT，Transformer，GPT 等。
在NLP、CV、语音等任一方向有1.5年以上的实际应用算法优化经验者优先。
严密的逻辑推导能力，清晰的表达能力，敏锐的业务sense ，能够独立从海量数据中发现、定位、归因、解决以及验证问题。
熟悉python，hadoop/hive/spark，linux开发环境，熟悉常见的数据结构，具备扎实动手能力。",更新于：2024-03-11
大模型nlp,北京·海淀区·双安,25-45K,经验不限,本科,"TensorFlow
PyTorch
自然语言处理项目经验
知识图谱相关经验",彩智科技,计算机软件,100-499人,"岗位职责：
1. 基于大模型在行业应用场景上的探索和落地。
2. 针对行业应用场景，结合实际数据实现对大模型的训练、微调和定制化开发。
3. 参与算法工程和部分后端工程的迭代开发。
岗位要求：
1. 熟练掌握Python编程语言。
2. 对NLP主流大模型如GPT/T5/LLaMA/ChatGLM等的原理有深入的理解，能够完成相应的训练和微调工作。
3. 熟练掌握主流深度学习框架如pytorch、tensorflow等，具有工程化的经验的优先。
4. 有过大模型训练调优实际经验或发表过大模型相关的人工智能顶会论文优先。
5. 在校博士研究生（以实习生身份）、应届毕业的博士研究生 和 具有工作经验的人员均可。",更新于：2024-03-11
NLP算法,北京·海淀区·西北旺,12-24K,经验不限,本科,"Python
深度学习
算法工程化经验",软通动力,计算机软件,10000人以上,"岗位职责
1、负责基于文本的内容化/机器翻译工作，对海量文本数据进行分析，包括但不限于文本语义匹配，实体识别，实体链接，文本生成等；
2、跟踪前沿算法，主动使用新技术，新算法，新思路，新观念，负责NLP算法系统的开发和优化。
任职要求
1、计算机，数学、统计学等相关专业本科及以上学历，3；
2、熟练掌握机器学习，深度学习的基础理论和方法，熟练使用一种或多种深度学习框架（如tensorflow,caffe,mxnet,pytorch等);
3、熟悉java,scala,python,c++,shell等常用编程语言中至少一种；
4、熟悉Linux开发环境，有良好的编程基础和数据结构算法基础；
5、较强的分析问题和解决问题的能力，对解决具有挑战性问题充满激情，具有较好的灵活性；
6、熟练阅读相关英文论文资料，能自觉跟踪发展现状，理解算法原理，并进行落地实现；
7、有机器翻译/多语言项目背景和经验的优先；
8、有性能优化，包括算子优化，图优化，模型压缩等经验优先；
9、熟练使用c++，有CUDA等GPU编程经验优先。",更新于：2024-03-11
NLP算法工程师（大语言模型开发）(J10388),北京·朝阳区·三元桥,18-35K·14薪,1-3年,本科,"自然语言处理项目经验
NLP
大语言模型",云智慧,企业服务,1000-9999人,"职位职责：
1. 负责大型自然语言处理项目的模型训练，包括但不限于数据生成与处理、全量微调、Lora微调等；
2. 参与大模型的推理加速工作的研发，有TensorRT、FasterTransformer、vllm等经验者优先；
3. 参与大模型的Agent研究与落地，有langchain、autoGPT等经验者优先；
4. 跟踪自然语言处理领域的最新研究成果，及时调整项目策略和方向；
5. 撰写技术文档，包括算法设计文档、实验报告等。
任职要求：
1. 计算机科学、自然语言处理或相关领域本科及以上学历；
2. 1年以上NLP领域工作经验，具备实际项目开发经验；
3. 熟练掌握Python编程语言，熟悉常用的NLP库和框架，如NLTK、spaCy、Hugging Face等；
4. 熟练掌握深度学习框架，如TensorFlow、PyTorch等；
5. 了解Transformer架构和相关预训练模型（如BERT、GPT等）的原理和应用；
6. 具备良好的分析问题和解决问题的能力，对待工作积极主动，善于学习和沟通；
7. 能够阅读和撰写英文技术文档。
加分项：
1. 有大型预训练语言模型（如GPT-3、GPT-4等）实际开发和优化经验；
2. 有多语言NLP项目经验；
3. 在相关领域发表过高质量学术论文；
4. 对多模态（如图像、文本等）的研究和应用有一定了解。
5. 对智能运维领域有一定的了解或者从业经验",更新于：2024-03-11
nlp自然语言处理算法工程师,北京,15-30K,经验不限,本科,"计算机相关专业
知识图谱相关经验
人机对话相关经验",云孚科技,企业服务,20-99人,"【岗位职责】
1. 业内领先的自然语言处理、知识图谱、开源情报商业系统研发。
2. 自然语言处理全栈算法模型调优。
3. 学术届最新算法模型跟进及实现。
【任职要求】
1. 有一定的NLP、Python开发经验。
2. 渴望投身自然语言处理领域。
3. 逻辑思维好，学习能力强。
4. 渴望成长，心态积极，责任心强，抗压能力强。",更新于：2024-03-06
NLP算法工程师,北京·海淀区·中关村,18-30K,3-5年,本科,"知识图谱
Python
机器学习
深度学习
算法工程化经验
文本分类",合享智星,互联网,20-99人,"工作内容
1. 完成nlp的基础任务，包括但不限于实体识别，关系抽取，文本分类
2. 构建行业知识图谱，包括但不限于知识融合，知识更新，知识推理
3. 应用机器学习算法、深度学习算法完成算法的功能模块研究与落地
4. 应用大模型技术解决常见nlp领域问题
要求：
1. 2年以上NLP相关项目开发和团队协作经验
2. 本科及以上学历，有扎实的数理基础，211,985优先
3. 熟悉自然语言处理基础理论，有文本分类、语义理解、知识图谱、序列标注、文本生成等相关项目经验者优先",更新于：2024-03-11
aigc算法工程师（cv/nlp）,北京,20-30K·14薪,1-3年,本科,"C/C++
OpenCV",某游戏公司,游戏,0-20人,"岗位需求
算法工程师
岗位职责
探索[AI+游戏]的产品方向和AIGC在3D游戏资产领域工业管线的设计开发。
将深度学习技术应用于可扩展的3D内容创建，协助模型调优，数据集工程，工具链开发。
构建工具和流水线抽象，设计和开发从模型到游戏内容生产的基础设施和工具
岗位要求
我们欢迎对机器学习，计算机视觉或NLP相关有研究兴趣和想法的同学。
优秀的数理基础，较强动手能力，良好的沟通能力和团队合作能力。
有深度学习框架(如Pytorch，conda)或CUDA编程能力优先，有生成模型(Generative Model)研究背景优先(如diffusion, Nerf, Magic3D)",更新于：2024-03-11
初级NLP工程师,北京·朝阳区·三里屯,12-20K,1-3年,本科,"知识图谱
语义理解
情感分析
Python
算法工程化经验",加和科技,互联网,100-499人,"1. 掌握NLP的基本技术，对分词、文本分类等有深入的理解；
2. 对模型的原理有一定理解。能根据实际任务搭建合适的模型或网络，并优化。如：word2vec、RNN，LSTM/GRU、seq2seq、Bert、Transformer、PGN等；
3. 掌握大规模文本信息挖掘和分类、实体识别、语义理解并应用于实际场景的优先；
4. 对模型压缩，知识蒸馏有一定的了解",更新于：2024-03-11
NLP算法研究员-AIGC方向,北京·东城区·王府井,35-65K·13薪,1-3年,本科,"Python
PyTorch
TensorFlow
强化学习
NLP",昆仑天工,互联网,500-999人,"【工作内容】
* 跟进AI生成模型的最新动态和应用，结合自研产品需求，深度参与公司中文大规模预训练模型研发，包括架构设计、训练、微调和推理等环节的系统性研究，并从prompt优化、模型finetune等方面优化AI文字生成的效果。
【岗位要求】
* 较强的算法实现能力，熟悉深度学习平台如tensorflow，pytorch等；
* 熟练掌握NLP、ML基础理论和算法，在一个或多个领域能够独立开展研发工作，有NLP方向落地经验优先；
* 在预训练模型领域深耕过，对前沿的预训练模型相关研究掌握清楚，熟悉如GPT-3、BLOOM、LaMDA、DialoGPT、InstructGPT或等同规模LLM的实战经验优先；
* 具有应用大规模神经网络解决相关实际问题的实践经验，能够针对适当的数据和模型的表现，选择恰当的调参、训练任务选择、训练数据增强、目标函数变化等策略来确保超大型模型的训练成功率，并且能够解释策略背后的直觉来源并用严格的数据验证自己的假设。",更新于：2024-03-11
人工智能机器学习算法开发工程师,北京·海淀区·上地,100-120元/时,经验不限,本科,"深度学习
大模型算法
强化学习
数据挖掘
语音算法
图像算法
Scala
大数据处理工具(Spark/Hadoop/Hive)",成都灵动魔米软件开发,物联网,0-20人,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：完工结
招聘截止时间：2024-03-20
1、熟悉深度学习、机器学习等算法并能应用设计与开发，人工智能相关专业本科及以上学历。
2、熟悉C++、Python、Linux等编程语言开发。
2.多劳多得，薪酬只多不少；只要你有专业能力
4.做的多，得的多，前期会有专门的人和你沟通。
5.公司长期招C/单片机/物联网/PLC等专业人员。
【 时间自由 】欢迎咨询，长期有效。",更新于：2024-03-11
人工智能/机器学习算法工程师,北京,12-24K·15薪,经验不限,本科,"深度学习算法
人工智能
机器学习
数据挖掘
Hadoop
Spark",中移雄安,移动互联网,1000-9999人,"企业性质：央企
所属机构：中移雄安产业研究院-数智创新部
工作地点：北京，雄安新区
学历要求：大学本科211及以上学历，计算机、通信、电子、软件工程等相关专业。
注：本科211以上学历硬性要求，不满足勿投，感谢理解！
职位描述
1、通过机器学习、数据挖掘等技术，结合业务知识，帮助客户建立数据挖掘模型，解决智慧城市业务问题；
2、负责基础算法库、建模工具和建模框架的开发工作，不断对已有算法、工具和框架进行优化，提升数挖效率；
3、理解客户数据内容、业务场景需求，并选择适合的技术解决方案。
任职要求
专业技能：
1、熟练掌握并理解常规数据挖掘、机器学习相关算法及其原理，有大规模数据挖掘/机器学习研发经验；
2、熟练掌握常用的Hadoop、Spark大数据分析平台，熟悉TensorFlow、Caffe等深度学习框架；
3、熟练Python、JAVA、Scala、C等一种以上语言；
4、具备企业产品创新研究的组织和攻关能力；
5、在机器学习国际会议或者期刊上发表论文、相关国际比赛获奖、及相关专利者优先。
素质：
1、有责任心，工作热情、耐心、踏实、严谨，有团队合作精神；
2、具备有很好的学习和逻辑能力，强烈的探索和求知欲，良好的沟通的能力和撰写报告能力；
3、具备一定的抗压能力，善于应对来自工作上的各种压力。
经验：
至少有2年以上数据挖掘/机器学习算法研发经验，有通信运营商O域/B域大数据、智慧城市大数据、互联网大数据挖掘和机器学习算法研发经验者优先。",更新于：2024-03-11
机器学习算法工程师(AI大模型方向),北京·海淀区·五道口,15-30K·14薪,1-3年,本科,"大模型
XGBoost
大模型训练调优
分布式
模型搭建",交叉科技,计算机服务,20-99人,"【岗位职责】
1.学习量化策略研究方法，利用金融数据分析工具，对大量数据进行研究；
2.探索前沿算法，使其在不同量化场景下发挥计算机资源挖掘、模型搭建等作用；
3.利用深度学习神经网络，负责研究、搭建金融逻辑深度学习算法；
4.跟踪和探索NLP、多模态等大模型关键技术，参与预训练大模型研发，实现相关产品落地；
5.深入理解公司各类业务和运营场景，搭建符合公司需要的大模型训练框架，开展AI大模型训练、微调、优化、推理等工作。
6.入职后可参与团队内部的技术交流工作，公司会对新员工进行特定方向的培养。
【任职要求】：
1.本科及以上学历，计算机、人工智能、通信、自动化等相关专业；
2.掌握Python、C++等至少一种开发语言，熟悉Pytorch/TensorFlow/PaddlePaddle/MindSpore等至少一种框架；
3.熟练掌握常见的深度学习算法模型及原理；
5.熟悉深度学习与分布式算法，有大规模分布式算法相关开发经验者优先；
6.熟悉金融行业、互联网行业或有相关工作经验者优先。",更新于：2024-03-11
机器学习算法设计研究员,北京,30-60K·13薪,经验不限,本科,"TensorFlow/PyTorch
Python",某500强上市公司,非盈利机构,100-499人,"职位描述：
基于对物理问题的理解，设计优化高精度机器学习模型结构。
职位要求：
1、品德优秀、敬业爱岗；合作意识强，具有团队工作的精神，组织协调能力好；
2、熟悉机器学习算法，熟悉tensorflow/pytorch等常用机器学习框架，有机器学习独立项目实践经验者优先；
3、熟练使用python语言，具有较强编程能力和良好的编程习惯；
4、有物理、化学相关知识背景优先；
5、若实习则一周保证至少4天的工作时间，实习周期不少于3个月。",更新于：2024-03-11
机器学习,北京·朝阳区·三里屯,16-25K,经验不限,本科,"大模型算法
深度学习
图像算法
数据挖掘
模型加速/性能优化
MATLAB
Java
Python
PySpark//PyTorch",永洪科技,互联网,100-499人,"岗位职责：
1. 参与ML需求分析、设计，独立完成后端相关需求功能开发；
2. 技术调研并撰写Feature详细设计文档；
3. 可处理开发过程中的技术问题，提出解决方案；
4. 对系统瓶颈提出系统优化的建议，处理永洪大数据平台ML相关模块优化；
5. 对AI/ML新技术保持关注；
任职要求：
1. 计算机相关专业统招本科及以上，硕士优先；
2. 良好的沟通技能，团队合作能力；
3. 熟悉python/java一种或多种开发语言；
4. 熟悉PySpark/TensorFlow/PyTorch等一种或多种常用工具；
5. 做过数据挖掘、机器学习相关项目或有相关工作经历者优先；",更新于：2024-03-11
机器学习/数据挖掘算法工程师,北京,40-70K,1-3年,本科,"Python
C/C++
机器学习经验
用户画像/标签体系相关经验
自然语言处理经验
数据挖掘",某500强上市公司,互联网,10000人以上,"工作职责：
1. 基于多场景的用户行为，负责拉新变现业务场景的用户挖掘、用户刻画、用户排序、用户流转等算法；
2. 参与并探索变现转化业务场景相关算法，对算法模型进行优化和分析，最终提升效果转化效率
3. 对效果进行归因和分析，并跟踪和探索前沿技术
岗位要求：
1.精通python/c++/shell等常用语言，对数据结构和算法设计有较为深刻的理解;
2.熟悉一种或多种深度学习框架，包括Tensorflow/PyTorch/Caffe等
3.常用数据挖掘/机器学习算法原理并实际运用
4.扎实良好的数学基础,良好的英语阅读能力,具备根据论文独立实现算法的能力
5.计算机及相关专业本科以上学历，1年以上工作经验",更新于：2024-03-11
机器学习,北京,25-50K·14薪,经验不限,本科,"Python
C/C++
机器学习算法/工程化经验
深度学习经验",某大型基金公司,基金,100-499人,"职责描述：
1、在投资经理的指导下，研究并应用前沿的机器学习算法，发掘历史数据规律，建立模型并应用于市场预测；
2、用机器学习模型，研究因子及组合，并最大程度实现因子价值。
任职要求：
1、数学、计算机、或物理学等相关专业，熟悉任一机器学习分支领域（如统计学习，深度学习，强化学习，组合优化或其他相关前沿技术等）；
2、优秀的编程实现能力，能够熟练在Linux系统上使用Python或C++编程语言；
3、对量化行业感兴趣，并有较好的创新意识及学习能力，自我驱动力强。",更新于：2024-03-11
数据分析/数据挖掘/机器学习,北京·通州区·武夷花园,10-15K·15薪,1-3年,本科,"Python
Numpy
Pandas
MySQL
Python和sql必须熟练",北京达道至简科技,计算机软件,20-99人,"职责与资格要求：
我们正在寻找一位对数据分析、数据挖掘、机器学习有深入了解的同学，对环境、社会、治理问题充满热情，并具备卓越的Python和MySQL技能。作为团队的一员，您将负责以下职责和要求：
职责：
ESG数据分析： 进行深入的环境、社会和治理数据分析，识别并解释与可持续性相关的趋势和关键洞察。
数据挖掘： 利用Python进行数据挖掘，从多源数据中提取有关ESG维度的有价值信息，以支持决策制定。
机器学习应用： 使用机器学习算法，构建和优化模型，以预测ESG指标的未来变化，并提供实际的业务建议。
数据库管理： 利用MySQL等数据库工具，有效地存储、查询和管理大规模数据集，确保数据的安全性和可靠性。
报告和可视化： 创建清晰而有影响力的报告和可视化工具，将复杂的数据结果以简单易懂的方式呈现给非技术团队成员。
合作与支持： 与跨职能团队密切合作，为业务决策提供支持，并确保ESG策略与公司战略一致。
资格要求：
学士或以上学位，专业背景包括数据科学、机器学习、统计学等相关领域。
1-3年以上的数据分析和机器学习实际工作经验。
熟练掌握Python编程语言和MySQL数据库技术。
对ESG相关法规和标准有深入理解，具备相关行业知识。
出色的沟通和团队协作能力，能够与非技术团队有效交流。
创新思维和解决问题的能力，对新技术和方法保持持续学习的态度。
我们提供竞争力的薪酬和完善的福利，为员工提供良好的职业发展机会。如果您对这个职位感兴趣并符合资格要求，请将您的简历和附带的求职信发送至 [公司邮箱]。",更新于：2024-03-11
机器学习算法工程师,北京·海淀区·西二旗,25-30K,1-3年,本科,"深度学习
风控算法
数据挖掘
Python",快手,社交网络,10000人以上,"职位描述
1、统一建设信息安全的数据基础能力，如指纹、画像、资产等；
2、负责信息安全各种场景中使用大数据及机器学习解决问题的落地。
任职要求
1、具有大数据挖掘和机器学习的项目经验；
2、熟练使用 Python/R，Hive，Spark 等大数据处理工具及调优；
3、掌握数据挖掘和机器学习的算法，并能熟练应用；
4、优秀的数据敏感能力，敏锐而富有耐心；
5、具有良好的沟通协调能力、较强的团队合作精神、优秀的执行能力。
加分项：
1、有黑灰产对抗经验者优先；
2、在广告、游戏等风控领域有研究经验者优先；
3、有海量数据处理经验者优先。",更新于：2024-03-11
机器学习性能优化研究员,北京,40-50K,经验不限,学历不限,博士,某500强上市公司,非盈利机构,100-499人,"对机器学习模型进行优化，采用模型压缩、模型蒸馏、高性能优化等方法，提高模型训练、推理效率。
职位要求
1、品德优秀、敬业爱岗；合作意识强，具有团队工作的精神，组织协调能力好；
2、熟悉机器学习算法，熟悉tensorflow/pytorch等常用机器学习框架，有机器学习高性能优化经验者优先；
3、熟练使用python/C++语言，具有较强编程能力和良好的编程习惯，有GPU编程经验者优先；
4、有物理、化学相关知识背景优先；",更新于：2024-03-11
机器学习算法工程师,北京,25-45K·13薪,1-3年,本科,"数据挖掘
Python
算法工程化经验",北京国能日新,计算机软件,500-999人,"工作内容：
1.负责电力交易、功率预测相关机器学习、运筹优化算法、风控算法等领域的算法研究和开发;
2.负责算法工程化经验的积累和分享，提高团队的算法开发效率;
3.负责Python、SQL、Shell等编程语言的开发和维护保证算法的稳定性和可靠性;
4.负责算法模型的优化和调试，提高算法的准确性和效率;
5.负责算法模型的部署和维护，保证算法模型的稳定性和可靠性。
任职要求:
1. 具有计算机、数学、统计学等相关专业的本科及以上学历;
2.具有深度学习、机器学习、运筹优化算法、气象算法、风控算法等一个或多个领域的算法研究和开发经验;
3.具有Python、SQL、Shell等编程语言的开发和维护经验;
4.具有算法工程化经验，熟悉算法模型的优化和调试:
5.具有算法模型的部署和维护经验，熟悉算法模型的性能优化;
6.具有参加算法相关竞赛/获奖的经验，具有良好的团队合作精神和沟通能力。",更新于：2024-03-11
机器学习 数据挖掘/模型（营销方向）,北京·石景山区·鲁谷,14-19K,3-5年,本科,"深度学习
数据挖掘
模型加速/性能优化
Python
大数据处理工具(Spark/Hadoop/Hive)
SQL
算法工程化经验
营销/业务运营经验
银行信用卡经验",杭州同盾科技有限公司,大数据,1000-9999人,"岗位职责：
1、在卡中心驻场，负责理解卡中心业务需求，有较强的业务分析经验，能够结合业务场景给出合适的建模方案；
2、独立完成数据分析及开发，包括不限于数据探索分析、数据加工、建模、效果评估与上线报告工作；
3、 定期和行方沟通，汇报项目节点进度。
任职要求：
1 、3年以上机器学习工作经验，全程参与过2个以上模型全流程开发部署经历。
2、熟悉决策树、回归分析模型、聚类挖掘、贝叶斯、关联规则挖掘，xgboost，lightgbm等数据统计模型和挖掘技术中的一项或多项，并有独立完整的建模实践经验；
3、 熟悉sql、hive、Python等语言，熟练使用jupyter工具；
4、 有大数据并行处理经验，能使用Hadoop/Hive分析海量数据；
5、良好的数据敏感度，能从海量数据提炼核心结果；有丰富的数据分析、挖掘、清洗和建模的经验；
6、 对数据与业务方面有足够敏感性，有较强的逻辑分析能力，有较强的独立思考能力；
7、能独立编写数据分析报告，及时发现和分析其中隐含的变化和问题。
8、加分项：有金融机构、零售、营销项目经历，spark",更新于：2024-03-11
