岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间
ai算法工程师,北京,20-30K,1-3年,本科,"图像处理库（OpenCV等）
深度学习
机器学习
图像生成
优秀开源项目经历",某大型广告公司,广告/公关/会展,100-499人,"算法工程师职位概述：
我们正在寻找一位具备Stable diffusion使用及算法开发经验的算法工程师，加入我们充满活力的AI产品团队。理想候选人需要拥有扎实的CV算法基础，具备Controlnet等训练经验，可以配合主美自定义训练AIGC做图模型并进行应用。
任职要求：
1、人工智能、深度学习/机器学习、计算机视觉、数学等相关专业本科及以上学历；
2、掌握Stable Diffusion基础原理，根据需求对业务进行分解，利用已有AI相关技术做预处理，最终生成合格的作品
3、掌握Dream booth、Textual Inversion、Hypernetworks、LoRA、segmentation等finetune方法的原理以及优缺点，可以根据应用场景训练模型
4、掌握ControlNet，腾讯T2I-Adapter等控制类原理，具备自定义训练一个ControlNet的经验
5、有良好的自我学习能力及自驱力，对前沿领域有强探索欲，有团队合作精神
6、加分项：有参与AIGC落地的丰富经验，切实产生业务价值案例的
我们提供：
具有竞争力的薪资待遇和福利；
宽松、友好的工作氛围和优秀的团队文化；
丰富的职业发展机会和技术挑战；
定期的团队活动和交流分享；
其他员工福利。",更新于：2024-02-25
AI 算法运营实习生/兼职,北京·朝阳区·三里屯,150-200元/天,经验不限,本科,"深度学习
机器学习
大模型算法
Python
Java
C/C++
算法工程化经验",OpenBayes贝式计算,计算机软件,20-99人,"工作周期：3个月
每周工期：无要求
工作时间：不限
工作时段：工作日
结算方式：日结
招聘截止时间：2024-04-20
岗位职责：
1. 负责 OpenBayes 官网公共教程本土化，包含撰写教程简介、代码跑通、结果复现等
2. 参与模型收集整理，提高官网教程的可维护性和可读性
3. 配合完成其他开发及定期维护工作。
任职要求:
1. 本科及以上学历，统计学、数学、计算机科学或其他相关专业优先；
2. 熟悉 Python，有良好的代码能力，了解 Linux 系统，熟悉机器学习基本知识，使用过 pytorch、sklearn 等算法库，做过机器学习项目；
3. 熟悉 GitHub、HuggingFace、jupyter 等常见平台及工具；
4. 具备良好的英文文献阅读能力优先；
5. 性格开朗，责任心强，有良好的执行能力和沟通能力，具备团队协作能力和学习能力，能够快速适应工作内容;
6. 实习期至少 3 个月
职位诱惑:
该岗位为算法与运营相结合的岗位，可远程实习，无需坐班，可提供实习证明，薪资面谈
面试信息:
面试方式：可远程面试
面试轮数：1-2 轮面试，1 轮笔试
时间安排：一天内完成",更新于：2024-02-23
cv算法工程师(自研AI),北京·海淀区·上地,11-22K·13薪,1-3年,本科,"深度学习
自然语言处理算法
C/C++
Python",易道博识,移动互联网,20-99人,"工作职责:
使用深度学习进行前沿计算机视觉技术研究，包括但不限于分类、检测、分割、文字识别 (OCR)、人脸识别等技术方向。
工作要求:
1.985或211本科及以上学历，计算机/电子/自动化/通讯/模式识别等相关专业，应届或1-3年经验；
2.孰悉CNN/RNN/GNN/Transformer/Attention等基本原理，熟悉目标检测、分割、分类、识别等基本深度学习算法;
3.对计算机视觉领域某一方向有较为深入的研究和项目经验；
4.熟悉常用深度学习框架，如TensorFlow/Keras/Pytorch/Paddle等的一种;
5.熟练掌握Python，熟悉C/C++，熟悉Linux开发环境;
6.具备一定的独立工作能力，能够完成从算法研究到模型训练、评估、测试和应用等工作;
7.对计算机视觉领域的发展和应用有浓厚的兴趣;
8.有OCR或CV领域其他算法及项目经验者优先。",更新于：2024-02-23
人工智能机器学习算法开发工程师,北京·海淀区·上地,100-120元/时,经验不限,本科,"深度学习
大模型算法
强化学习
数据挖掘
语音算法
图像算法
Scala
大数据处理工具(Spark/Hadoop/Hive)",成都灵动魔米软件开发,物联网,,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：完工结
招聘截止时间：2024-03-20
1、熟悉深度学习、机器学习等算法并能应用设计与开发，人工智能相关专业本科及以上学历。
2、熟悉C++、Python、Linux等编程语言开发。
2.多劳多得，薪酬只多不少；只要你有专业能力
4.做的多，得的多，前期会有专门的人和你沟通。
5.公司长期招C/单片机/物联网/PLC等专业人员。
【 时间自由 】欢迎咨询，长期有效。",更新于：2024-02-24
AI+药物研发算法工程师,北京,45-65K,1-3年,硕士,"TensorFlow/PyTorch
计算机相关专业
研究导向
深度学习经验
数学/统计相关专业",某大型医疗器械公司,医疗器械,,"职位描述（有比较强的使用transformer或者大语言模型进行自然语言处理算法）
1. 从事制药领域前瞻性算法开发；
2. 开发/应用机器学习/深度学习的算法来辅助药物靶点识别和临床信息整理；
3.与内部药物研发团队合作，通过构建机器学习/深度学习的模型，解决生物医学问题
4. 跟踪行业最新动态；
5. 参与其他算法相关项目。
任职要求
学历及专业：
学历：硕士及以上
专业：计算机，数学，统计学，生物学，化学，医药学，物理学等专业。复合专业背景优先，如计算生物学，生物信息学，分子生物学，结构生物学，计算化学，计算生物物理学，生物物理学，系统生物学，物理化学，化学信息学，药学信息学或者组合专业等，
至少具备以下三组专业技能之一：
专业技能1：
1. 熟悉机器学习/深度学习相关工具，比如Tensorflow，Scikit-learn，Pytorch等；
2. 有使用机器学习深度学习工具做药物研发的经验优先；
3. 熟悉核心机器学习领域相关理论，比如Artifical Neural Networks，Supervised/Unsupervised learning methods，SVM，Bayesian approaches，Decision Theory等；
4. 具有较强的编程能力，熟练掌握Python/C/C++/JAVA等相关语言；
5. 熟悉分子生物学，基因组学或者药物研发相关科学优先。
专业技能2：
1. 熟练使用分子动力学模拟软件或分子对接软件，如Pymol、GROMACS、AMBER、Rosetta、Schrödinger软件等。
2. 熟悉基于结构/配体的药物设计方法，如同源建模、分子对接、虚拟筛选、QSAR、药效团模型、分子动力学、结合自由能等。
3、熟悉药物筛选及药物设计的方法和流程；
4. 具有较强的编程能力，熟练掌握python/C/C++/JAVA等相关语言；
5. 具有计算机辅助药物设计经验者优先。
专业技能3：
1. 熟练使用化学信息学工具包，如RDKit，Openbabel等。
2. 熟悉药学、生物学相关数据库，如chEMBL，PDB，KEGG，OMIM等。
3. 在以下一个或多个领域有相关经验：虚拟筛选，基于计算的先导化合物优化，药物设计，分子动力学，量子力学，化学信息学或ADMET/QSAR；
4. 具有较强的编程能力，熟练掌握python/C/C++/JAVA等相关语言；",更新于：2024-02-25
AI算法工程师(CV方向),北京,25-50K·16薪,1-3年,本科,"图像处理库（OpenCV等）
大模型算法
机器学习
目标检测
人像算法
模型加速/性能优化
模型部署",某大型企业服务公司,企业服务,100-499人,"工作职责
1. 负责人脸识别和肢体检测相关算法的持续优化迭代；
2. 了解跟进AI/CV技术进展，推动CV算法在实际应用场景中落地。
任职资格
1. 统招本科及以上学历，计算机、数学、自动化等相关专业；
2. 具有扎实的图像处理和机器学习优化算法基础，有目标检测、关键点检测等方向项目落地经验，有模型部署相关经验；
3. 具有良好的计算机基础和编程能力，熟练使用Python语言，熟悉PyTorch/TensorFlow等深度学习框架，熟悉C/C++，有Linux平台下的开发经验；
4. 具有优秀的分析问题和解决问题的能力，具有良好的沟通能力和团队协作能力。",更新于：2024-02-25
算法工程师（AI产品）,北京·朝阳区·酒仙桥,25-50K·14薪,1-3年,本科,"深度学习
大模型算法
机器学习
自然语言处理算法
模型加速/性能优化
C/C++
Python",花房集团,互联网,1000-9999人,"【工作内容】
- 跟进LLM、图片生成、TTS等领域最新动态和应用。
- 算法服务的引擎开发，对各种算法模块进行封装，支持在线请求和离线计算。
- 结合自研产品需求，从prompt优化、模型finetune、模型组合等方面优化生成效果。
- 通过模型部署和加速，提升生成性能。
【职位要求】
- 计算机、数学、自动化、人工智能等相关专业的全日制硕士研究生及以上学历
- 了解机器学习和深度学习的基本原理，有过主流深度学习框架使用经验（TensorFlow/Pytorch等）。
- 具备基本的算法服务工程能力，熟悉RESTful、RPC等接口的开发。有CV、NLP、多模态、广告、推荐、搜索等算法服务工程系统研发经验者优先。
- 具备良好的产品意识，关注用户体验，拥有发现、分析、建模、解决问题的能力。
- 具有较强的学习能力、清晰的逻辑思维能力和出色的沟通表达能力，对AI生成技术的应用抱有强烈兴趣。",更新于：2024-02-23
安全AI算法工程师,北京·海淀区·西北旺,15-25K·16薪,经验不限,本科,"深度学习
机器学习
大模型算法
自然语言处理算法
Python
C/C++
算法工程化经验",华为技术有限公司,计算机软件,10000人以上,"【工作职责】
1、安全类产品的端到端可信任设计、开发、验证与维护工作；
2、独立完成模块设计、详细设计、代码编写、单元测试、静态检查、本地构建、测试环境搭建、交付验证、问题定位、资料开发等工作；
3、安全产品如大数据平台、安全管理及安全分析系统、态势感知等产品特性的系统设计、核心开发、交付与运维;
4、基于大数据&AI平台，开发、优化AI算法，分析攻击流量、构建威胁检测模型，支撑各类安全产品（AI防火墙、AI DDOS、态势感知等）安全竞争力构建;
【岗位要求：满足一种即可】
1、能够熟练使用C/C++/Python/Perl/Ruby/Shell等至少一种脚本编程语言
2、熟练掌握一个或多个大数据主流技术框架的原理及应用，如Hadoop、Flink、Spark、HBase、Kafka、Redis、Zookeeper等
3、熟悉网络通信基础知识，具备网络安全相关业务的开发经验优先；",更新于：2024-02-25
人工智能机器学习深度算法电子单片机工程师,北京·海淀区·上地,12000-13000元/月,1-3年,大专,"机器学习
推荐算法
图像算法
MATLAB
嵌入式开发
Python
算法工程化经验",俏嘴娃电商,计算机软件,0-20人,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：完工结
招聘截止时间：2024-12-31
【任职要求】
1、熟悉深度学习、机器学习等算法并能应用设计与开发，人工智能相关专业本科及以上学历。
2、熟悉C++、Python、Linux等编程语言开发。
2.多劳多得，薪酬只多不少；只要你有专业能力
4.做的多，得的多，前期会有专门的人和你沟通。
5.公司长期招C/单片机/物联网/PLC等专业人员。
【 时间自由 】欢迎咨询，长期有效。",更新于：2024-02-25
ai平台算法工程师,北京·西城区·阜成门,20-40K,3-5年,本科,"C/C++
算法工程化经验
Python",阜外医院,医疗健康,1000-9999人,"主要职责：
1.设计训练，推理架构等人工智能相关基础服务组件，并进行研发落地。
2.优化模型的训练，推理效率等相关技术，提升模型推理效率，降低资源使用。
3.将复杂的技术解决方案沉淀成技术组件或中间件，提供给团队使用。
4.研究新技术，并转换成可落地的解决方案，帮助技术团队保持与时俱进。
任职要求:
1.本科以上学历，计算机相关领域专业背景，编程基础扎实，有3年以上Python/C++开发经验；对linux系统的基础知识有一定的掌握。
2.对机器学习/深度学习有一定的了解，了解常用的大模型相关技术，了解常用的深度学习框架和库，如Deepspeed、PyTorch等。
3.熟悉分布式系统的设计，了解云原生，容器化等相关技术。
4.学习能力强，能快速学习掌握新的业务领域知识。具有医疗行业背景优先。",更新于：2024-02-23
AI算法,北京,25-50K,1-3年,本科,"图像处理库（OpenCV等）
深度学习
机器学习
大模型算法
图像生成
多模态算法
发表算法相关优秀论文
参加算法相关竞赛/获奖
优秀开源项目经历
人工智能
AI算法",某大型计算机软件公司,计算机软件,500-999人,"（工作地不限于北京，非北京可远程 ）
职位描述
1. 跟踪和深入探索AIGC方向研究前沿，负责多模态媒体内容的理解、编辑、生成相关新技术的应用落地和探索，解决面向内容生产场景的应用中的算法难点，对算法的竞争力负责；
2. 熟悉各种图像增强、分割、风格迁移等经典网络模型，了解各种常用网络训练方式及调优方式，了解各种预处理以及增强方法；
3. 研究和应用计算机视觉（CV）等相关技术，用于生成有趣、多样化且质量高的内容，如图像、文本和视频等；
4. 识别学术界/业界最新研究和进展，参与学术会议和技术社区，并将其转化为实际项目的创新和改进；
5. 与团队成员合作，包括研究员、工程师和产品经理，共同推动人工智能技术在实际业务中的应用和落地。
职位要求
1. 专业为人工智能、计算机科学、数据科学或相关领域，在计算机视觉与AI多模态等相关领域有深入的研究经验和扎实的理论基础；
2. 熟悉常见的机器学习和深度学习算法，具备良好的编程能力，熟练使用Python、Java或其他相关编程语言；
3. 具备扎实的数学基础，包括线性代数、概率论和统计学等，能够理解和应用相关数学模型和算法；
4. 优秀的分析、解决问题的能力，能够自我驱动，良好的团队合作精神和较强的沟通能力；
5. 对AI技术原理有浓厚兴趣，有相关工程经验者优先。",更新于：2024-02-24
算法工程师,北京,15-25K·13薪,1-3年,本科,"计算机相关专业
数学/统计相关专业
机器学习算法/工程化经验
业务导向
语音/图像识别
Python
C/C++
Java
语音算法
视觉图像算法
深度学习算法",汉熵通信,通信/网络设备,100-499人,"职位描述：
1、针对特定场景设计机器学习模型，向业务线提供算法支持，构建机器学习系统设计方案，核心代码开发和系统调优；
2、能够独立完成数据处理、模型搭建、性能优化、工程上线的工作；
3、分析已有模型在线上线下的性能表现并提出可行的迭代方案；
4、协助团队攻克各种高并发、数据隔离、系统解耦等方面的技术难关。
职位要求：
1、本科及以上学历，计算机、机器学习、模式识别相关专业，热爱计算机科学与互联网技术，对人工智能类产品有浓厚的兴趣；
2、具备强悍的编码能力，熟悉Linux开发环境，熟悉python和C++语言优先，ACMICPC, NOI/IOI, Top Coder, Kaggle比赛获奖者优先；
3、熟悉Pytorch、Tensorflow、oneFlow等主流深度学习框架，熟悉cuda编程优先。
4、熟悉python多进程、python异步, Flask，熟悉主流分布式框架Spark
有扎实的数据结构和算法功底，熟悉机器学习、数据挖掘、分布式计算、计算机视觉、计算机图形学、语音识别及合成中的一项或多项，熟悉统计概率模型；
5、优秀的分析问题和解决问题的能力，对解决具有挑战性的问题充满激情",更新于：2024-02-23
AI算法工程师,北京,20-40K·14薪,1-3年,本科,算法,某互联网公司,互联网,0-20人,"1.参与图像生成式Al在内容创作方面的算法研发和落地工作，包括但不限于如下方向:文字到图片视频生成、图片视频风格化等。
2.负责算法的业务落地，结合业务反馈优化算法精度和性能，不断提升相关指标。
3.对前沿技术进行探索，保证技术在行业的领先水平，突破技术边界。
任职要求：
1.具备计算机视觉和机器学习相关方向的项目经验，本科生+2年从业经验或优秀硕士、博士毕业生。
2.对以下一项或多项领域有深入了解，包括:diffusion模型、GAN网络、多模态学习、图像生成等。
3.有较强的动手实验能力，能够熟练使用pvtorch等深度学习框架，对生成式AI算法有深刻理解。
4.有较强的编程能力，熟练使用C/C++、Python等至少一门编程语言。
5.具备算法研发能力，有相关的研究和产品落地经历者优先。",更新于：2024-02-24
ai算法工程师,北京·朝阳区·四惠东,15-28K,1-3年,本科,"大模型算法
其他
C/C++
NLP",至臻云,计算机服务,100-499人,"1.全日制硕士及以上学历，计算机科学或相关领域的本科及以上学历，具备机器学习/深度学习/NLP等相关专业知识；
2.具有丰富的自然语言处理专业知识，有2年以上实际项目经验；
3.熟悉大语言模型的原理和模型架构，对深度学习和自然语言处理有开发经验；
4.掌握大模型精调和评估方法，以及大模型部署的优化方法，掌握主流模型精调工具；
5.熟悉主流大模型应用开发工具的使用（如Langchain、LlaMA-Index等）和主流向量数据库使用方法；
6.熟悉知识图谱构建，熟悉语料库的加工处理；
7.精通 pytorch 、 tensorflow 等至少1种深度学习框架；
8.有团队意识，与他人合作良好，具有团队协作的经验。",更新于：2024-02-25
人工智能机器学习深度算法工程师【兼职】,北京·海淀区·上地,12000-13000元/月,经验不限,本科,"深度学习经验
机器学习算法/工程化经验",智核乐,物联网,0-20人,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：月结
招聘截止时间：2024-07-31
【任职要求】
1、熟悉深度学习、机器学习等算法并能应用设计与开发，人工智能相关专业本科及以上学历。
2、熟悉C++、Python、Linux等编程语言开发。
2.多劳多得，薪酬只多不少；只要你有专业能力
4.做的多，得的多，前期会有专门的人和你沟通。
5.公司长期招C/单片机/物联网/PLC等专业人员。
【 时间自由 】欢迎咨询，长期有效。",更新于：2024-02-25
AI高级算法工程师,北京·朝阳区·望京,30-60K·13薪,经验不限,本科,"大模型算法
自然语言处理算法
分布式训练
SQL
参加算法相关竞赛/获奖
发表算法相关优秀论文",伊对,社交网络,100-499人,"职位描述
1、利用 NLP 技术在大量文本中进行数据挖掘及文本处理，包括文本相关性模型、命名实体识别等
2、承担预训练模型的训练、开发和调优工作,包括但不限于:prompt 设计、大模型 finetuning、大模型训练
3、紧跟前沿 NLP 生成技术，解决实际应用场景中的内容生成问题
4、负责对话系统平台搭建和研发工作
5、负责业内先进的语音合成算法研究，探索个性化TTS、情感化TTS、风格化TTS等前沿技术
职位要求
1、计算机相关专业硕士、博士或者优秀本科
2、熟练掌握 Python/C++/Java 中至少一门语言，熟练掌握 tensorlow/pytorch/keras 等深度学习框架
3、熟悉 BERT系列以及GPT 系列等预训练模型，熟悉 Transformer 等深度学习模型，熟悉主流文本生成的原理和方法，有结合业务的落地经验者优先
4、熟悉vits系列模型、Edge-TTS、Bert-vits2、声码器、fastspeech等模型或者开源库
5、过往有参与过大型对话系统、大横型训练和部罢经验者优先
6、有 ACL、EMNLP、ICLR 等会议论文发表者优先
7、良好的自驱力，较强的团队合作精神",更新于：2024-02-25
自研人工智能-算法工程师 (MJ000830),北京·朝阳区·立水桥,18-22K,3-5年,本科,"知识图谱
推荐算法
机器学习
深度学习
Python
文本分类
CNN、LSTM、BERT、GPT",神州泰岳,计算机软件,1000-9999人,"岗位职责：
1、根据相关业务需求，选择合适的算法，进行算法建模，分析并优化模型以达到业务要求;
2、负责算法设计及实现;
3、负责机器学习/深度学习算法在项目以及产品中的落地应用。
4、参与前沿算法的研究以及改进。
任职资格：
1、计算机、机器学习、数学等相关专业本科以上学历，扎实的编程和数学基础;
2、精通特征提取、数据预处理、算法选择、参数调优、算法验证、模型优化等全流程技术;
3、深刻理解常见的数据挖掘、机器学习、深度学习算法原理;
4、有NLP项目研发经验，有较强的逻辑思维能力，编码能力；
5、熟悉 Linux平台上的编程环境，熟练掌握Python语言，有较强的算法分析和实现能力，并具备良好的代码和文档风格；
先决条件：
1、计算机、数学、统计或相关专业本科及以上学历；
2、有CNN、LSTM、BERT、GPT等算法设计开发经验优先；
3、有知识图谱、实体关系抽取、文本分类、语义匹配、文本生成算法研发经验者优先。",更新于：2024-02-25
AI助理工程师,北京·朝阳区·四惠东,10-15K,1-3年,本科,"大模型算法
深度学习
自然语言处理算法
Python
MATLAB
优秀开源项目经历
算法工程化经验",江西爱魅文化科技...,其他生活服务,500-999人,"岗位职责：
1、深度学习算法研究、实现和优化，负责特定需求的深度学习算法解决方案；
2、负责针对业务问题场景，设计和实现具体应用的深度学习模型/策略/算法，改进业务；
3、研究文本、图片、视频等多种内容数据的语义理解的算法和技术，跟进业界深度学习的研究成果，开发/提升相应的算法任务。
职位要求：
1：数学基础扎实逻辑性好
2：有一定Matlab或者PYthon的开发经验
3: 参与过AI项目，或者对AI研发有兴趣
4: 211、985的应届研究生优先
公司团队聚集了各行业精英，业务涵盖全国60多个城市，逐步成长为行业独角兽。
公司拥有：
完善的培训晋升体系：每年两次晋升机会，全周期培训，特殊人才激励;
全方位的员工发展通道：管理、专业双通道发展，每年开业150家提供的发展机遇；
健全的员工福利：期权激励、年终奖金、法定假日、带薪年假、生日派对、团建活动、节日礼品、员工VIP体验卡、入职大礼包等。
期待优秀的您的加入我们，共同打造全球超级新娱乐平台。",更新于：2024-02-25
AI算法工程师（NLP方向）,北京·西城区·宣武门,15-30K·14薪,1-3年,本科,"机器翻译
推荐算法
文本生成
Python
Golang
大数据处理工具(Spark/Hadoop/Hive)
深度学习
机器学习
大模型算法
优秀开源项目经历
算法工程化经验
模型加速/性能优化",UMU,企业服务,100-499人,"岗位职责：
1. 从事自然语言处理、知识图谱等领域前沿算法的研究，探索人工智能技术的创新和落地应用；
2. 从业务场景和实际问题出发，利用自然语言处理和知识图谱技术，服务于UMU核心AI产品，如AI陪练、AI微课等；
3. 构建知识图谱平台，将智能服务的能力赋予更多的产品和用户。
任职责格：
1. 掌握自然语言处理、信息检索、深度学习理论，实现相关算法技术的落地和应用；
2. 掌握知识图谱相关算法，包括但不限于实体识别、关系抽取、语义消歧、实体链接、知识推理等算法模块研究与优化；
3. 责任心强，积极主动，有良好的沟通协调能力；
4. 本科及以上学历，计算机相关专业，社招1年以上NLP工作经验。",更新于：2024-02-23
CV方向 AI算法工程师 国企正式编制,北京,20-40K,经验不限,本科,"业务导向
搜索/推荐
风控/反欺诈
语音/图像识别
Java
Python
C/C++
计算机相关专业
数学/统计相关专业
机器学习算法/工程化经验
CV算法工程师国企正编
AI算法工程师国企正编
算法国企正式编制",某大型互联网金融公司,互联网金融,500-999人,"工作职责
1. 负责人脸身份认证领域算法模型研发，包括但不限于：人脸活体检测、人脸识别、人脸质量评估、人脸关键点检测、 图像加密、图像处理等方向的深度学习模型实际研发经验，具有炫彩活检研发经验者优先。
2. 负责深度学习模型压缩、模型剪枝等研发工作，具有便携终端轻量级模型研发经验者优先。
3. 负责跟踪上述领域的先进技术及研发工作。
4. 负责相关算法模型的产线开发、验证、优化及维护等产线工作。
任职要求
1. 计算机相关专业，大学本科毕业，硕士及以上学历者优先。
2. 具有良好的代码能力，精通各类深度学习框架下，模型研发，熟练掌握Python、Java、C++等至少一种语言。
3. 具备快速阅读深度学习相关论文并理解算法的能力。
4. 针对上述人脸相关方向的深度学习建模具有3年及以上经验。",更新于：2024-02-25
杭州-NLP算法工程师（线上、p5-7）,北京,20-40K,1-3年,本科,"深度学习
机器学习
搜索算法
推荐算法
自然语言处理算法
Python
Java
C/C++",某500强上市公司,互联网,10000人以上,"工作职责
1负责机器学习、深度学习领域前沿核心算法的研究
2.负责知识图谱、图表征学习等KG技术研发，建设特色货盘专业化领域知识体系;
3.负责类GPT等AIGC新技术探素，推动相关应用落地;
4.负责创新技术(例如3D、数字人等)应用研究，逐步优化并推动在业务侧落地，提升用户体验和转化:
5.深入业务，理解数据，站在用户视角挖掘机会点，赋能业务高效运转。
任职要求
1.计算机、电子信息、自动化、人工智能、应用数学等相关专业者优先
2.具备丰富的机器学习、深度学习、知识图谱、AIGC等研究经验者优先
3.熟悉深度学习基本理论，熟悉编程/脚本预言: Python、Java、C/C++，熟练使用PyTorch、TensorFlow等框架
4.有顶会论文发表、国际竞赛参赛经验和优秀开源项目主要员献者优先",更新于：2024-02-25
AI算法工程师(CV方向),北京,50-60K,1-3年,本科,研究导向,某500强上市公司,互联网,10000人以上,"工作职责
1. 负责人脸识别和肢体检测相关算法的持续优化迭代；
2. 了解跟进AI/CV技术进展，推动CV算法在实际应用场景中落地。
任职资格
1. 统招本科及以上学历，计算机、数学、自动化等相关专业；
2. 具有扎实的图像处理和机器学习优化算法基础，有目标检测、关键点检测等方向项目落地经验，有模型部署相关经验；
3. 具有良好的计算机基础和编程能力，熟练使用Python语言，熟悉PyTorch/TensorFlow等深度学习框架，熟悉C/C++，有Linux平台下的开发经验；
4. 具有优秀的分析问题和解决问题的能力，具有良好的沟通能力和团队协作能力。",更新于：2024-02-23
ai算法工程师,北京·朝阳区·安贞,14-18K,经验不限,本科,"图像算法
Python",中嘉数创,广告/公关/会展,100-499人,"岗位要求：
1、计算机、数学、软件工程或相关专业硕士及以上
2、有扎实的基础知识与算法基础，熟练使用各种编程语言开发
3、了解常用机器学习、深度学习或数据挖掘等算法
工作内容：
1、全程参与软件项目的需求分析、设计、开发及测试等几个阶段；
2、整合并优化项目开发所需各种资源、技术架构，负责保障代码质量，软件项目的持续优化、改进工作;
3、确保服务器正常运行；
4、思考应用场景并提出新idea，结合实际业务场景制定合理解决方案；
5、主要包括但不限于：OCR、人脸识别，肢体识别、手势识别、目标检测、图像分割、图像识别、美颜特效、图像风格迁移等技术研发落地；
岗位要求：
1、本科以上学历，计算机相关专业；
2、熟练掌握C/C++、Python、java等编程语言至少一门编程语言；熟悉OpenCV，以及常用图像处理方法；
3、熟悉深度学习基础知识和经典网络模型，熟练至少一种深度学习工具，例如TensorFlow、PyTorch、PaddlePaddle等
4、熟练Java语言及各种主流框架如SpringBoot等主流框架，有熟悉前端技术，如小程序，Vue等前端技术框架者择优考虑；
5、熟练使用MySQL数据库，有SQL开发经验；
6、熟练liux的基本操作，如开机程序启动配置，shell脚本的编写；
7、有nlp、推荐相关经验者加分；",更新于：2024-02-25
AI算法工程师,北京·朝阳区·望京,20-40K·13薪,1-3年,本科,"大模型算法
深度学习
图像算法
大数据处理框架(Spark/Hadoop/Hive)
分布式训练
优秀开源项目经历
算法工程化经验",上海退格数字科技,计算机软件,20-99人,"岗位描述：
1、面向业务需求：探索并完成AI算法解决方案的原型研发：跟踪前沿算法和业界技术，探索并研发机器学习相关算法，包括但不限于机器学习、深度学习、强化学习、非梯度优化、分布式机器学习、图像处理、NLP等
2、AI平台构建，AI模型部署和运维：参与搭建AI算法承载平台，完成算法开发、离线测试、A/B测试、模型的工程化部署和模型的持续迭代将机器学习算法落地到研发流程及产品。
专业知识要求：
日常使用chatGPT、Copilot等AI工具，丰富的prompt经验
1、在下列方向有实践：agent、LLM、 stable diffusion 、chatGPT 微调与应用
2、在以下领域有学习研究或实践：机器学习、计算机视觉、语音处理、自然语言处理、图学习、大规模分布式计算
3、数据流程熟悉、有爬虫+数据清洗pipline能力。
4、熟悉Python，熟悉sklearn、Tensorflow或Pytorch等深度学习框架，熟悉linux、docker、k8
5、对研究领域保持敏感，有能力判断或选定探索的方向
6、有前后端协作经验，强烈的目标驱动，对技术与研究有热情，愿意挑战新的算法和新的领域",更新于：2024-02-23
NLP,北京·朝阳区·国贸,15-30K,1-3年,本科,"Java
C/C++
Python
计算机相关专业
自然语言处理项目经验
人机对话相关经验
NLP
自然语言处理
模型训练",微著丰融,互联网,,"职位描述
1、负责文本生成、文本摘要、实体命名等自然语言处理算法的研发和调优；
2、负责算法的优化与工程化实现，并满足实际业务场景中的应用；
3、负责NLP前沿问题的研究，包含开放域对话机器人方向、自然语言生成方向，通过实际应用场景，提供技术解决方案及技术规划；
4、通过对模型技术的研究分析，开展所需数据的分析，以及标注体系(Prompt/RLHF等)和实施方案设计，为模型技术研发和应用落地提供支撑。
岗位要求:
1、本科及以上学历，计算机、软件、信号处理、自动化、应用数学等相关专业，有NLP、深度学习、机器学习相关研发相关工作经历优先；
2、具备NLP领域的词法、句法、语法、文本分析方面基础算法能力，有自然语言处理、大数据、机器学习、深度学习或相关领域的实践经验；
3、具有较强的英文文献阅读及调研能力；
4、熟练使用C++/Java/Python，熟悉 Linux开发环境和shell，熟悉主流深度学习工具Pytorch；
5、具备NLP大模型训练经验者优先，如BERT、 GPT等LLM等相关经验；
6、具备多模态AIGC大模型训练经验者优先；
7、具有良好的沟通能力和团队合作精神，认真负责，较强的逻辑思维能力。",更新于：2024-02-25
nlp研发工程师,北京·西城区·金融街,16-20K·13薪,1-3年,本科,"深度学习
大模型算法
多模态算法
SQL
算法工程化经验
优秀开源项目经历
LSTM
GPT
torch",中电金信软件有限公司,计算机软件,,"工作职责：
1、人工智能、自然语言处理等领域开展前沿技术研究；
2、为产品应用提出定制化模型并工程实现；
3、紧跟NLP最新进展，探索前沿技术并对模型架构迭代创新。
职位要求:
1、熟悉各种机器学习算法，特别是NLP算法（LSTM，Transformer，GPT，BERT，LDA），至少掌握一种深度学习框架（torch、tensrflow等）；
2、熟悉大模型相关知识，有过实际研发经验的优先；
3、具有实时跟进paper的能力，能够复现github上的项目；
4、责任心强，积极主动，良好的沟通和团队协作能力。",更新于：2024-02-24
