岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间
机器学习 数据挖掘/模型（营销方向）,北京·石景山区·鲁谷,14-19K,3-5年,本科,"深度学习
数据挖掘
模型加速/性能优化
Python
大数据处理工具(Spark/Hadoop/Hive)
SQL
算法工程化经验
营销/业务运营经验
银行信用卡经验",杭州同盾科技有限公司,大数据,1000-9999人,"岗位职责：
1、在卡中心驻场，负责理解卡中心业务需求，有较强的业务分析经验，能够结合业务场景给出合适的建模方案；
2、独立完成数据分析及开发，包括不限于数据探索分析、数据加工、建模、效果评估与上线报告工作；
3、 定期和行方沟通，汇报项目节点进度。
任职要求：
1 、3年以上机器学习工作经验，全程参与过2个以上模型全流程开发部署经历。
2、熟悉决策树、回归分析模型、聚类挖掘、贝叶斯、关联规则挖掘，xgboost，lightgbm等数据统计模型和挖掘技术中的一项或多项，并有独立完整的建模实践经验；
3、 熟悉sql、hive、Python等语言，熟练使用jupyter工具；
4、 有大数据并行处理经验，能使用Hadoop/Hive分析海量数据；
5、良好的数据敏感度，能从海量数据提炼核心结果；有丰富的数据分析、挖掘、清洗和建模的经验；
6、 对数据与业务方面有足够敏感性，有较强的逻辑分析能力，有较强的独立思考能力；
7、能独立编写数据分析报告，及时发现和分析其中隐含的变化和问题。
8、加分项：有金融机构、零售、营销项目经历，spark",更新于：2024-03-03
高级咨询顾问-人工智能-机器学习方向,北京·朝阳区·国贸,20-40K,3-5年,本科,"深度学习
强化学习
多模态算法
Java
机器学习",德勤,咨询,10000人以上,"工作地点：北京，上海，广州，深圳，香港。
Work You'll Do
1. 研究和开发先进的人工智能算法，包括机器学习、深度学习等。
2. 与团队合作，优化现有的人工智能功能，提高其性能和准确性。
3. 调研相关领域行业应用及最新动态
4. 研发应用产品原型，并与业务团队合作打造数智资产
5. 参与团队内部的技术分享和讨论，提高整体技术水平。
We are looking for someone with
1. 计算机科学、软件工程或相关专业本科及以上学历。
2. 至少3年以上人工智能相关工作经验，熟悉机器学习、深度学习和自然语言处理等领域。
3. 熟练掌握至少一种编程语言，如Python、Java或C++。
4. 具备良好的数据结构和算法基础知识。
5. 良好的沟通和团队协作能力，能够在压力下保持高效的工作状态。
6. 对人工智能领域有浓厚兴趣，愿意不断学习和探索新技术。",更新于：2024-03-01
机器学习,北京,25-50K·14薪,经验不限,本科,"Python
C/C++
机器学习算法/工程化经验
深度学习经验",某大型基金公司,基金,100-499人,"职责描述：
1、在投资经理的指导下，研究并应用前沿的机器学习算法，发掘历史数据规律，建立模型并应用于市场预测；
2、用机器学习模型，研究因子及组合，并最大程度实现因子价值。
任职要求：
1、数学、计算机、或物理学等相关专业，熟悉任一机器学习分支领域（如统计学习，深度学习，强化学习，组合优化或其他相关前沿技术等）；
2、优秀的编程实现能力，能够熟练在Linux系统上使用Python或C++编程语言；
3、对量化行业感兴趣，并有较好的创新意识及学习能力，自我驱动力强。",更新于：2024-03-01
机器学习,北京·朝阳区·朝阳公园,20-21K,经验不限,本科,"大模型算法
风控算法
模型加速/性能优化
多模态算法
大数据处理工具(Spark/Hadoop/Hive)",北京同世堂中医诊所,医疗服务,0-20人,"有责任心，认可公司企业文化
岗位职责：
1. 负责机器学习算法的研究和开发，包括但不限于分类、聚类、回归、推荐等。
2. 负责数据预处理、特征工程、模型训练和调优等工作，保证模型的准确性和稳定性。
3. 负责机器学习平台的搭建和维护，保证平台的高效性和稳定性。
4. 负责机器学习应用的开发和实现，包括但不限于图像识别、语音识别、自然语言处理等。
任职要求：
1. 具备扎实的数学基础，熟悉线性代数、概率论、统计学等数学知识。
2. 熟悉机器学习算法，包括但不限于分类、聚类、回归、推荐等。
3. 熟练掌握至少一种编程语言，如Python、Java等。
4. 具备良好的数据分析和处理能力，熟悉数据挖掘、数据清洗等技术。
5. 具备较强的团队合作精神和沟通能力，能够与团队成员协作完成项目任务。
以上是机器学习岗位的职责和任职要求，希望对您有所帮助。",更新于：2024-03-03
算法/AI讲师（深度学习/机器学习方向）,北京·朝阳区·高碑店,15-30K,1-3年,本科,"机器学习
深度学习
自然语言处理算法
图像算法
Python
算法工程化经验
参加算法相关竞赛/获奖
职业技能培训
在线教育",赋范空间,培训/辅导机构,20-99人,"岗位职责：
1. 深入研究机器学习/深度学习/人工智能各大应用领域的前沿/实用技术，围绕顶尖技术研发市场一流的课程与教学内容（课件/代码），涉及领域包括但不限于集成算法、特征工程、计算机视觉、自然语言处理、深度时间序列、生成式模型、推荐系统、强化学习、图神经网络等前沿领域
2. 实践各类机器学习/深度学习算法前沿应用、参与海内外各类机器学习/深度学习前沿竞赛，围绕应用结果与竞赛结果研发市场一流的算法实践课程内容（课件/代码）
3. 完成机器学习/深度学习各类前沿领域的教学、授课工作，包括但不限于录制课程视频、完成课程直播、完成公开课直播、完成体验课等各种形式的授课工作
4. 协助追踪机器学习/深度学习各类前沿领域的行业动态、技术进步，协助制作基于行业前沿信息的通识类课程与教学内容（课件/代码/视频/直播），协助向行业传递技术视野与技术观点
5. 协助完成机器学习/深度学习领域课程的价值宣传工作，包括但不限于录制课程介绍视频、进行课程介绍直播、整理课程卖点、输出课程价值等各种形式的宣传工作
6. 协助完成机器学习/深度学习领域课程的辅导工作，包括协助课程答疑、指导课程项目、协助产出课程习题等各种服务性质工作
任职要求：
1. 拥有本科及以上学历
2. 至少2年以上算法授课经验或算法行业工作经验，对机器学习/深度学习/人工智能技术有一定理解；
3. 具有较强的学习能力与思考能力，能够短时间内掌握全新知识、快速获取对新兴领域的理解和洞察
4. 具有较强的逻辑能力与表达能力，能够将复杂知识抽丝剥茧、化繁为简，或能够传递观点、引导共情
5. 形象好气质佳，同时兼备亲和力与专业能力，能够把握用户注意力、与用户愉快沟通
6. 有意愿和能力不断挑战自我、突破自我、不断提升自己的知识、技能水平和职场成熟度
7. 对教育或技术传播有一定的了解和较强的认可，具备一定的服务意识和团队协作意识
福利待遇：
1. 底薪15K+奖金，试用期3-6个月
2. 90后年轻团队、不定期下午茶、弹性工作
3. 入职后购买六险一金、带薪年假等
4. 提供带薪培训、沉浸式学习最前沿技术、积累个人技术能力",更新于：2024-02-28
人工智能机器学习深度算法工程师【兼职】,北京·海淀区·上地,12000-13000元/月,经验不限,本科,"深度学习经验
机器学习算法/工程化经验",智核乐,物联网,0-20人,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：月结
招聘截止时间：2024-07-31
【任职要求】
1、熟悉深度学习、机器学习等算法并能应用设计与开发，人工智能相关专业本科及以上学历。
2、熟悉C++、Python、Linux等编程语言开发。
2.多劳多得，薪酬只多不少；只要你有专业能力
4.做的多，得的多，前期会有专门的人和你沟通。
5.公司长期招C/单片机/物联网/PLC等专业人员。
【 时间自由 】欢迎咨询，长期有效。",更新于：2024-03-02
机器学习性能优化研究员,北京,40-50K,经验不限,学历不限,博士,某500强上市公司,非盈利机构,100-499人,"对机器学习模型进行优化，采用模型压缩、模型蒸馏、高性能优化等方法，提高模型训练、推理效率。
职位要求
1、品德优秀、敬业爱岗；合作意识强，具有团队工作的精神，组织协调能力好；
2、熟悉机器学习算法，熟悉tensorflow/pytorch等常用机器学习框架，有机器学习高性能优化经验者优先；
3、熟练使用python/C++语言，具有较强编程能力和良好的编程习惯，有GPU编程经验者优先；
4、有物理、化学相关知识背景优先；",更新于：2024-03-02
机器学习,北京·朝阳区·三里屯,16-25K,经验不限,本科,"大模型算法
深度学习
图像算法
数据挖掘
模型加速/性能优化
MATLAB
Java
Python
PySpark//PyTorch",永洪科技,互联网,100-499人,"岗位职责：
1. 参与ML需求分析、设计，独立完成后端相关需求功能开发；
2. 技术调研并撰写Feature详细设计文档；
3. 可处理开发过程中的技术问题，提出解决方案；
4. 对系统瓶颈提出系统优化的建议，处理永洪大数据平台ML相关模块优化；
5. 对AI/ML新技术保持关注；
任职要求：
1. 计算机相关专业统招本科及以上，硕士优先；
2. 良好的沟通技能，团队合作能力；
3. 熟悉python/java一种或多种开发语言；
4. 熟悉PySpark/TensorFlow/PyTorch等一种或多种常用工具；
5. 做过数据挖掘、机器学习相关项目或有相关工作经历者优先；",更新于：2024-03-02
机器学习算法工程师,北京·朝阳区·祁家豁子,15-30K,1-3年,本科,机器学习,锐服信科技,信息安全,100-499人,"岗位职责：
1. 主要负责网络安全数据整理及分析工作，提交网络安全分析报告；
2. 负责机器学习平台的设计、搭建，以及行业典型算法的应用研究；
3. 利用机器学习、深度学习、数据分析等技术落地智能应用场景。
任职资格：
1.有数据分析、特征工程、数据建模、机器学习及统计分析等相关基础，对数据分析、AI算法领域有浓厚的兴趣；
2.熟悉常用机器学习算法的原理、实现与应用，如：LR,SVM，KNN，DBSCAN，RANDOM FOREST、GBDT,XGBoost,DNN等;
3.有数据处理分析能力，熟悉MySQL，或Oracle等数据库基本知识与基本操作;
4.编程基础扎实，熟练掌握下列语言之一: Java、python等;
5.本科及以上学历，计算机、软件工程、机器学习、应用数学、人工智能等相关专业；
6.具有良好的分析问题和解决问题的能力，具有大规模数据获取、存储处理、数据可视化、数据建模、智能应用及网络安全运维经验者优先。",更新于：2024-03-02
数据挖掘岗 (机器学习方向),北京·朝阳区·朝青,20-40K,5-10年,本科,"深度学习
数据挖掘
并行计算",时空云科技,建筑设计,100-499人,"1、结合银行智能运营管理领域的重点任务，主动创新，发现数据、算法驱动点；
2、根据银行运营流程、内部管理的业务需求提供算法解决方案，并负责方案落地；促进业务流程数字化、自动化、智能化；
3、利用机器学习、深度学习、OCR、RPA、NLP、图像识别、图模型等人工智能技术进行探索建模，支持运营流程、内部管理等工作，持续促进业务管理降本增效、用户服务体验提升；
4、具有实际AI算法工程化开发部署经验，具备和系统对接的能力。
1、遵纪守法、诚实守信；
2、计算机、数学、统计学等相关专业，本科应具有5年及以上同岗位工作经验，研究生应具有3年及以上同岗位工作经验；通过大学英语四级考试；
3、有机器学习、时间序列、运筹学、数据挖掘、图像识别、自然语言处理、知识图谱等一个或多个专业领域的开发经验并有独到理解；对常规算法及机器学习、深度学习、时间序列、NLP、OCR、CV、图模型等算法理解透彻；如逻辑回归、决策树、RNN、CNN等；
4、熟悉Python/Java/SQL等编程语言，熟悉Linux常用命令，掌握sklearn、TensorFlow、pytorch、Keras等一项或多项机器学习框架；
5、对金融业、银行业的业务知识有一定了解；并在金融场景有丰富的机器学习研发经验和落地成果者优先；
6、为人真诚、热情、乐观，具有良好的沟通能力、执行力和团队合作精神；
7、具有良好的逻辑思维能力，具有主动性和技术激情，时刻追踪前言技术和应用；
8、符合履职回避的有关规定。",更新于：2024-03-01
机器学习算法工程师,北京·朝阳区·高碑店,30-60K·14薪,1-3年,本科,"计算机相关专业
推荐系统相关经验",北京数驱互娱科技...,移动互联网,100-499人,"汇报算法总监（北美名校CS本硕博+先后美国与国内2家一线大厂算法研发职业经历），为人nice，高速成长的海外AI产品项目组，工作scope大，成长空间高
Responsibilities:
微调大模型增强其逻辑推理和对话能力
根据历史信息对用户画像，并生成相应内容进行推荐。
Must-have:
熟悉机器学习、深度学习经典算法，如 xgboost, k-means, transformer, CNN 等模型，有实战经验，能独立完成算法模型的开发和迭代。
对推荐，排序相关算法有了解
熟练掌握python、java、C++语言中的一种及pytorch/Tensorflow等深度学习框架
熟悉数据库基本操作
2年以上工作经验,计算机、电子工程、统计、人工智能等相关专业，
Preferred qualifications:
有推荐、排序算法相关经验
有大模型并行训练、微调经验
有科研经历
本科985或海外名校
北京数驱互娱科技有限公司 (Data Driven Interactive Technology，简称数驱互动) ，2019 年成立，通过前沿的人工智能和数据科学技术，专注打造全球风靡的人工智能及游戏产品。创始团队曾创办数亿美金估值科技公司并成功资本化退出。核心团队来自腾讯、阿里、好未来、Paytm、英雄互娱等行业知名公司，毕业于Washington University （St. Louis) 、Georgia Tech、清华、北大、北航、中山大学、北邮、北外、中传等知名学府。目前已研发并发行多款产品，并实现规模化盈利，在 30+ 国家进入总榜前三，全球用户量约1亿。",更新于：2024-03-03
机器学习算法工程师,北京·海淀区·西二旗,25-30K,1-3年,本科,"深度学习
风控算法
数据挖掘
Python",快手,社交网络,10000人以上,"职位描述
1、统一建设信息安全的数据基础能力，如指纹、画像、资产等；
2、负责信息安全各种场景中使用大数据及机器学习解决问题的落地。
任职要求
1、具有大数据挖掘和机器学习的项目经验；
2、熟练使用 Python/R，Hive，Spark 等大数据处理工具及调优；
3、掌握数据挖掘和机器学习的算法，并能熟练应用；
4、优秀的数据敏感能力，敏锐而富有耐心；
5、具有良好的沟通协调能力、较强的团队合作精神、优秀的执行能力。
加分项：
1、有黑灰产对抗经验者优先；
2、在广告、游戏等风控领域有研究经验者优先；
3、有海量数据处理经验者优先。",更新于：2024-03-03
机器学习算法工程师,北京·通州区·通州西门,20-40K,1-3年,本科,AI写作,创阅,音乐/视频/阅读,100-499人,"岗位职责：
1. 负责网文写作场景下的机器学习、深度学习、自然语言处理、数据挖掘技术开发，能有效解决算法和业务的结合，持续关注网文界和学术界算法新方向。
2. 应用NLP、机器学习相关技术解决网文创作场景中的 自动生成文章、模拟多种风格和语气、提供良好的文章结构、纠错与语法修正、提供实时写作反馈等工作。
任职资格：
1. 计算机相关专业，1年以上相关工作经验；
2. 有机器学习、深度学习、自然语言处理、数据挖掘等相关的项目经验；
3. 有较强的编码能力和数学建模能力；
4.有良好的团队合作意识和沟通能力。",更新于：2024-03-03
WEB安全工程师（机器学习方向）,北京·海淀区·上地,15-30K·14薪,经验不限,学历不限,"深度学习算法
自然语言处理
算法设计
数据分析
人工智能
CNN
GBDT
网络安全",墨云科技,信息安全,100-499人,"岗位说明：
1. 负责AI技术用于网络攻击与防护、AI技术滥用对抗等场景的研究与落地。
2. 拓展安全与新型技术结合，尝试解决网络安全中传统技术无法覆盖的场景
3. 关注业界技术的发展，能够跟随新的研究方向
任职要求
1.熟悉web安全（有过ctf、src提交漏洞等实战经验的优先考虑）
2.对数据敏感，有数据分析基础及追踪溯源能力
3.理解机器学习算法(GBDT/RF/聚类算法)、深度学习算法（CNN/LSTM/GAN），对于文本生成/分类/实体及关系抽取、语音合成/克隆等领域有一定经验者优先；
4.熟悉某一种或多种脚本、语言，有白盒代码审计的能力，能够独立挖掘/分析应用程序漏洞。",更新于：2024-02-25
语言大模型算法工程师,北京·海淀区·西三旗,20-40K·13薪,经验不限,本科,"PyTorch
大模型
NLP
自然语言处理",数令集,计算机软件,20-99人,"岗位职责：
参与基础大模型和行业大模型的上下游及周边任务的建模任务，所涉及建模任务包括但不限于：大模型fine-tuning、大模型定制化、下游任务开发、检索模型、比对模型等。
任职要求：
1. 熟悉PyTorch
2. 有过基础的NLP相关训练
3. 有过包括Bert在内的至少一种大模型上的开发经验
4. 对ChatGPT等语言大模型的原理有强烈兴趣和研发热情
5. 动手能力强，可以快速实现想法
6. 熟悉机器学习基础理论和常用算法者优先",更新于：2024-03-01
自然语言处理（NLP）算法工程师【No.003】,北京,20-40K·14薪,1-3年,本科,"C/C++
Python
TensorFlow
计算机相关专业
自然语言处理项目经验",UMU,企业服务,100-499人,"岗位职责：
1. 语音特征识别，文本分词、语义识别, 情感分析
2. 词汇挖掘实体识别, 知识图谱的建模
3. 探索前沿技术并应用
任职资格：
1. 统招本科及以上学历，数学、计算机相关专业，985院校优先考虑；
2. 机器学习、有深度学习经验，了解RNN，LSTM原理，了解自然语言处理常用算法；
3. 熟悉C/C++、Python语言，熟悉Linux编程；
4. 了解语音识别原理, 有过项目实践优先
5. 有强烈技术热情, 数学功底扎实，良好的逻辑思维能力；
6. 熟练使用Tensorflow， 分布式训练。",更新于：2024-03-03
自然语言处理部自然语言处理数据标注分析师,北京·海淀区·西北旺,15-25K·16薪,1-3年,本科,"数据标注
文本标注
全职工作
汉语言文学",百度,互联网,10000人以上,"-负责自然语言处理技术相关的数据分析标注工作
-负责搜索推荐结果优化的数据分析标注工作
-负责跨模态理解和生成相关的数据分析和标注工作
-包括但不限于词法、句法、问答、对话、摘要、机器翻译等方向的语言分析和标注工作
任职资格
-语言学及应用语言学、英文、翻译等相关专业（专业八级，持有口译笔译证书者优先），有语料库建设相关工作经验者优先
-熟练使用EXCEL等办公软件和统计工具
-对互联网工作感兴趣，爱好广泛，对互联网产品有了解
-认真踏实、抗压能力强、有责任心",更新于：2024-03-03
自然语言处理算法,北京·朝阳区·三里屯,12-20K,1年以内,本科,"对话系统
情感分析
C/C++
机器学习
深度学习
大模型算法",加和科技,互联网,100-499人,"岗位职责：
1、负责针对用户的评论内外部数据，以及业务反馈信息的数据采集和文本处理工作；
2、负责建模，用于识别用户情感倾向、业务敏感性、业务问题定位，业务预警等方向的数据应用，改进业务产品效果和提升体验；
3、负责海量社交内容进行深度分析，关键词提取、文本分类、实体识别、情感分析等.
岗位要求：
1、熟悉常用的算法包，有扎实的代码（Python/Java言）开发能力。
2、熟悉常见的自然语言处理(NLP)算法与模型（包括，语言模型、词袋模型，主题模型，w2v, CNN/RNN，Bret 等）；
3、参与或主导过NLP项目（等）；
4、有NLP系统开发经验，包括但不限于中文分词、文本分类、文本聚类、文本结构化、文本相似度计算、实体识别、句法分析、主题模型、话题分析、机器翻译、知识推理、知识图谱等自然语言处理相关领域。
5、有阅读paper并改进算法的能力，专注NLP技术者优先，有专业刊物论文发表者优先。
6、具备良好的沟通表达能力、团队合作精神，有较好的产品应用规划设计能力者优先。",更新于：2024-03-03
自然语言处理算法,北京·通州区·梨园,500-550元/天,5-10年,硕士,"深度学习
大模型算法
强化学习
知识图谱
推荐算法
多模态算法
Java
大数据处理工具(Spark/Hadoop/Hive)
并行计算
算法工程化经验
模型加速/性能优化",北京学易文化发展,互联网,,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：完工结
招聘截止时间：2025-12-31
识别大量词汇的相似度",更新于：2024-03-03
自然语言处理算法,北京,15-30K,1-3年,本科,"Python
PyTorch
TensorFlow",北京博瑞彤芸,移动互联网,100-499人,"职责:
1.负责ChatGPT人工智能语言模型的训练、优化与部署。确保其生成的响应符合公司的要求。
2.负责ChatGPT与企业微信平台的接口对接与集成。包括ChatGPT的调用方式、响应结果的展
示形式等。
3.负责ChatGPT人工智能系统的日常监督与运维。监测其运行状况及时间,并在第一时间处理任
何技术问题。确保其稳定高效的工作。
4.持续优化ChatGPT人工智能系统,提高其自然语言理解和生成能力。使之可以更好地服务公司
和终端用户。
5.负责云平台的监控与故障排查。保障其可用性与稳定性,为ChatGPT系统提供可靠的运行环
境。
任职要求：
1.学历要求:大学本科及以上学历（学信网可查）,计算机、软件工程、人工智能等相关专业。
2.技能要求:
精通Python、PyTorch等深度学习框架,熟悉TensorFlow等其它机器学习工具。
熟悉自然语言处理、机器翻译、对话系统等技术,有相关项目实施经验者优先。
熟悉云计算服务如AWS、Azure、GPU服务器等,有部署复杂AI系统的实践经验。
掌握大数据、分布式计算等技术,可以处理海量数据和运算。
了解transformer、BERT、GPT等开源AI模型,并有相应调优使用经验。
3.实践要求:至少2-3年针对自然语言处理与对话系统的工程经验。有大型AI产品落地案例者
优先。
4.职业素养:具备较强的学习能力、工作主动性和团队协作意识。关注人工智能技术与行业动态。
5.需要熟悉深度学习与NLP相关理论,并有一定复杂AI系统落地案例作为经验。",更新于：2024-03-01
自然语言处理开发工程师,北京,14-18K,1-3年,本科,"深度学习
机器学习
大模型算法
知识图谱
Python
SQL
优秀开源项目经历",中国科学院软件研究所,计算机软件,1000-9999人,"薪资范围：14k-18k
职位描述：
（1）参与实验室的项目和产品开发工作
（2）进行后台、Web端等产品和业务的需求分析、架构设计、代码开发等工作
任职要求：
（1）计算机、通信、电子、工程等相关专业，本科及以上学历；
（2）计算机基础扎实，有良好的数据结构与算法功底；
（3）熟练掌握python语言，有中型项目开发经验；
（4）了解自然语言处理的相关算法；
（5）有良好的数据库基础，有一定的SQL和NoSQL数据库的实用经验（MySQL，Mongo，Redis，elasticsearch等）；
（6）拥有良好的编码习惯，代码结构清晰、命名规范、逻辑性强、冗余率低；
（7）有极强的团队合作精神以及协作能力，沟通能力强，责任感主动性强，工作热情高，有上进心；
（8）有工作经验者优先；",更新于：2024-02-22
自然语言处理算法高级讲师,北京,20-25K,1-3年,本科,"Java
C++
Python
深度学习算法
机器学习算法
推荐算法
推荐系统
搜索引擎",北京八维研修学院,计算机软件,1000-9999人,"职位描述
岗位要求：
1、五年以上工作经验， 两年以上自然语言处理经验，包括语法分析、句法分析、语义表示、问答系统、知识图谱、搜索引擎、文本匹配、推荐系统等；
2、扎实的编程基础，至少精通二种编程语言，如C/C++，Java，python（必须）等；
3、熟练掌握深度学习以及常见机器学习的原理和算法；
4、对自然语言处理相关的分词、词性标注、实体识别、句法分析、语义分析等有深入的实践经验；
5、有强烈求知欲，对人工智能领域相关技术有热情；
6、具有良好的数学基础，良好的英语阅读能力，有团队意识，与他人合作良好。
岗位职责：
1、实施自然语言处理专业课程授课；
2、参与课程研发，课程体系完善；
3、负责学生授课、答疑、辅导以及试卷批改工作。
4、通过相关技术和项目经验指导，提升毕业生的技术水平和项目经验，达到就业目的。",更新于：2024-03-02
自然语言处理算法,北京·昌平区·天通苑,12-16K,1-3年,本科,"搜索/推荐
语音/图像识别
翻译
Python
CNN/RNN/LSTM
计算机相关专业
机器学习算法/工程化经验
深度学习经验",北京源舫科技有限公司,计算机软件,100-499人,招人工智能/深度学习开发者啦，注意是兼职兼职兼职哦，通过帮助客户开发相应的深度学习程序，或者是讲解编程等知识，然后获得相应的劳动报酬，希望优秀又想适当兼职的你联系我们哦～,更新于：2024-03-03
自然语言处理算法工程师,北京·海淀区·西北旺,15-30K·14薪,1-3年,本科,"意图挖掘
C/C++
Python
深度学习",华为云计算,计算机服务,10000人以上,"工业AIGC大模型，是大模型领域的一个全新方向，融合了AIGC、LLM和3D图形学等前沿技术。本团队汇聚了AI、图形学、CAD、仿真、EDA等领域的优秀人才，聚焦于通过对3D多模态大模型的构建，在CAD、数字孪生、元宇宙、EDA、MBD等系列领域形成质的突破，助力国产工业软件的整体变革。工业AIGC大模型既是全新的挑战，又是全新的机遇，期待有志者加入，共同实现这一伟大创举。
岗位职责
1. 负责工业AIGC大模型方向上的NLP相关算法研发，包括文生代码、多轮对话、文生3D的前半部分算法等；
2. 追踪和探索自然语言处理/大语言模型等领域的前沿新技术和应用场景，推进团队不断创新；
3. 参与工业AIGC大模型的迭代，包括训练、测试与部署，并进行性能评估和调优；
4. 与产品经理、软件工程师以及其他相关团队紧密合作，将AI技术应用到公司的业务中。
岗位要求
1. 计算机、数学、自动化、人工智能、软件工程等相关专业，有良好的科研素养，能熟读专业论文并做出深入洞察；
2. 有扎实的算法基础，熟悉NLP相关算法与模型，包括实体识别、文本分类、文本生成、问答系统、分词和词性标注、信息抽取等；熟悉CNN、LSTM、Bert、Attention、CRF等算法，熟悉prompt优化、模型微调等，熟悉ICL、CoT/ToT、Learning from Natural Instruction，AI Agent·；有知识图谱、反向强化学习和RAG经验者优先；
3. 精通pytorch、TensorFlow、MindSpore等深度学习框架中任意一种，熟悉LangChain，熟悉ChatGLM、QWen、Minstral等LLM模型中的至少一种，有复杂算法设计、实现、分析和调优能力；
4. 有扎实的工程能力，精通python、c++语言，熟悉docker等工程部署，有3年以上的工作经验；
5. 对新技术敏感，积极主动，有钻研和创新精神，良好沟通和团队合作能力，具备独立的问题分析及解决能力。",更新于：2024-03-02
机器学习/数据挖掘/自然语言处理工程师,北京,25-30K·16薪,1-3年,本科,计算机相关专业,百度在线,互联网,10000人以上,"【工作职责】：
1. 负责业内领先搜索算法、内容理解算法的调研和评估，通过传统机器学习和超大规模深度学习算法（NLP/多模态），打造业界领先的千亿级别网页内容理解技术体系
2. 设计策略和算法及分析系统的技术缺陷，对策略和系统做出合理的优化升级；
【任职要求】：
1. 本科及以上学历，计算机相关专业；
2. 岗位一需熟练使用C/C++，岗位二熟练使用C/C++/Python等其中一门语言即可；熟悉常用数据结构及算法，有一定linux使用经验优先；
3. 岗位二需熟悉机器学习、数据挖掘、自然语言处理等常用算法，有相关项目经验、深度学习经验者优先；
4. 工作积极主动，具有强烈的责任心，务实，具备良好的团队合作精神和沟通意识；
5. 具有突出的学习理解能力、逻辑思维能力、沟通协作能力和抗压能力，善于分析问题和解决问题；",更新于：2024-02-29
大语言模型,北京·丰台区·科技园区,15-20K,1-3年,本科,"文本生成
C/C++
Python
深度学习
自然语言处理
Pytroch
Linux",北京骅远科技有限公司,大数据,20-99人,"岗位职责：
1.负责公司NLP大模型，多模态大模型，生成大模型的研发任务
2.负责模型的架构设计、训练、微调和推理等环节的系统性研究；
3.负责面向公司产品的人工智能算法研发，包括但不限于语义理解、自动摘要和可控文本生成；
4.跟踪学术界和工业界前沿技术，推动相关算法在公司项目中实际落地。
职位要求：
1. 本科学历及以上，计算机相关专业；
2、熟悉常见的自然语言处理(NLP)算法与模型（包括w2v, CNN/RNN、attention 、Transformer 、GPT-3等）；
3、熟悉中文分词、实体识别、文本分类、机器翻译、文本生成等NLP技术
3、在以下一个或几个领域有实际的NLP项目经验，如实体识别、情感分析、主题抽取、机器问答、兵推等
4、具备扎实的数学和算法基础，良好的编程能力，熟悉C/C++、Python编程语言，熟悉tensorflow/pytorch 等框架，具备Linux/Unix环境开发经验；
5、具有良好的团队协作能力、沟通表达能力",更新于：2024-03-02
NLP算法工程师(文档处理方向),北京·海淀区·中关村,18-35K,经验不限,本科,"情感分析
layoutlm
大模型算法
多模态算法
Bert
文本生成
大数据处理工具(Spark/Hadoop/Hive)
Python
模型加速/性能优化
ocr识别",百车宝,移动互联网,100-499人,"工作职责：
1、应用最新的NLP技术和方法来解决汽车领域的业务问题，如文本分类、情感分析、实体识别、语言生成等
2、应用NLP和CV等方法，完成OCR识别，文档布局分析，图片识别，表格识别，段落合并处理等
岗位要求：
1、熟练掌握NLP基础理论和算法，有NLP相关行业经验，熟练掌握Transformer系列模型架构和原理
2、熟练掌握python编码语言，熟练使用pytorch、tensorflow、paddle等至少一种深度学习框架
3、熟悉bert、layoutlm、ocr等模型方法
4、责任心强，有较强的自驱力，善于利用业界优质模型，从0到1推动业务发展，以及较强的沟通协作能力。",更新于：2024-03-01
自然语言处理工程师,北京·海淀区·西北旺,16-30K,经验不限,本科,"Python
Pytorch
深度学习框架",华为,计算机软件,10000人以上,"岗位职责：
负责自然语言处理（NLP）大模型训练和调优等方面工作：
1、负责数据清洗、数据集构建等开发工作；
2、负责大模型的预训练、指令微调等开发工作；
3、负责大模型测试和评估等开发工作；
岗位要求：
1、三年以上Python开发经验；
2、熟悉深度学习框架Pytorch；
3、熟练掌握深度学习网络模型的数据处理、训练、调优和测试；
4、熟悉常见自然语言处理（NLP）大模型（例如GPT系列、ChatGLM系列、LlaMa系列等）优先；",更新于：2024-03-01
