岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间
【急招】NLP算法（base深圳）w(A05852),北京·海淀区·西北旺,23-28K,1-3年,本科,"文本生成
Python
大模型算法",中科创达,计算机软件,10000人以上,"职位描述：
1、负责大模型微调阶段的数据分析，帮助理解数据的语言和数学逻辑；
2、负责大模型微调阶段的数据采集、整理和清洗工作，确保数据质量；
3、参与大模型微调任务，提升大模型专项能力；
4、与团队合作，针对具体任务进行有效沟通，支持项目完成。
职位要求：
1、计算机、数学、AI相关专业本科及以上学历。
2、有初步的数据理解能力，能够处理复杂信息并从中提取关键点。
3、熟练掌握python编程语言，以及pytorch、TensorFlow等AI开发框架；
4、勤奋好学，具备良好的团队合作精神和沟通能力。",更新于：2024-03-19
NLP算法工程师,北京,15-25K,1-3年,本科,"推荐算法
搜索算法
Python
机器学习
深度学习
大模型算法",某500强上市公司,计算机软件,10000人以上,"1.参与研发大语言模型在电商场景下的应用，包括不限于：检索增强、AI Agent等；
2.负责优化大模型能力的数据收集，构建和精选工作；
3.负责算法/大模型的准确性、性能、稳定性、可用性等评测，以及效果持续
优化
1.计算机相关专业，本科及以上学历；
2.熟悉常用的机器学习和深度学习算法，具备NLP基础，有实战经验优先；
3.熟练掌握Python语言，具有较强的工程化能力;
4.有责任性，较强的问题定位、质量分析能力;
5.有实际的大模型提示工程、微调、部署、RAG、Agent、安全等一项或多项经验者优先。",更新于：2024-03-19
算法工程师 - NLP(Q6364),北京·朝阳区·大望路,15-30K,1-3年,本科,计算机相关专业,时代复兴,基金,20-99人,"职位描述：
1. 负责自然语言处理相关算法的实现；
2. 负责算法需求的方案调研、拆解以及调优；
3. 参与部分项目相关的前沿技术研究工作；
4. 负责部分算法的工程实现工作。
职位要求：
1. 计算机相关专业本科及以上学历；
2. 扎实的编程基础，至少熟悉Python，对golang、C++了解更优；
3. 能够熟悉使用PyTorch深度学习框架进行算法实现；
4. 熟悉深度学习以及常用机器学习算法，能熟练运用相关算法解决有挑战性的问题；
5. 有知识图谱、信息抽取、事件取抽相关项目经验者优先；有项目管理经验者优先；
6. 具有较好工程能力的优先；
7. 熟练使用Linux常用命令、git常用命令；
8. 有良好的心理素质和沟通能力，有强烈求知欲，对人工智能领域相关技术有热情；
9. 自我驱动力、学习能力强优先。",更新于：2024-03-19
NLP算法工程师,北京·昌平区·霍营,15-30K,1-3年,本科,"Python
LSTM
Transformer
Seq2Seq",开开华彩,移动互联网,100-499人,"工作职责：
1. 研究上：追踪前沿的NLP模型/工具，能够快速学习并应用；
2. 工程上：负责NLP模型的开发，与线上部署；
3. 项目上：参与到公司核心问答系统的构建；
岗位要求：
1. 计算机，数学等相关专业本科以上毕业；
2. 3年以上NLP算法经历(包括实验室期间)；
3. 熟练使用Python与Linux；熟悉深度学习框架：tensorflow与pytorch；
4. 了解经典的深度学习模型：LSTM，Transformer，Seq2Seq等；了解典型NLP任务：文本分类，问答系统等。",更新于：2024-03-19
初级NLP工程师,北京·朝阳区·三里屯,12-20K,1-3年,本科,"知识图谱
语义理解
情感分析
Python
算法工程化经验",加和科技,互联网,100-499人,"1. 掌握NLP的基本技术，对分词、文本分类等有深入的理解；
2. 对模型的原理有一定理解。能根据实际任务搭建合适的模型或网络，并优化。如：word2vec、RNN，LSTM/GRU、seq2seq、Bert、Transformer、PGN等；
3. 掌握大规模文本信息挖掘和分类、实体识别、语义理解并应用于实际场景的优先；
4. 对模型压缩，知识蒸馏有一定的了解",更新于：2024-03-19
NLP算法工程师,北京,15-25K,1-3年,本科,"知识图谱
推荐算法
搜索算法
Python
机器学习
深度学习
大模型算法
模型加速/性能优化",某大型企业服务公司,企业服务,500-999人,"1.参与研发大语言模型在电商场景下的应用，包括不限于：检索增强、AIAgent等；
2.负责优化大模型能力的数据收集，构建和精选工作；
3.负责算法/大模型的准确性、性能、稳定性、可用性等评测，以及效果持续
优化
1.计算机相关专业，本科及以上学历；
2.熟悉常用的机器学习和深度学习算法，具备NLP基础，有实战经验优先；
3.熟练掌握Python语言，具有较强的工程化能力;
4.有责任性，较强的问题定位、质量分析能力;
5.有实际的大模型提示工程、微调、部署、RAG、Agent、安全等一项或多项经验者优先。",更新于：2024-03-19
算法工程师（nlp方向）,北京·海淀区·上地,9-14K,经验不限,本科,"Golang
不限
不限
深度学习
强化学习
机器学习",超天才,互联网,,"岗位职责:
1、研究自然语言处理领域的前沿技术，包括语义检索智能问答、智能问数、辅助写作等领域，推动NLP技术在电力业务场景落地
2、研究大语言模型相关技术，解决大模型生成内容在游戏业务落地的技术障碍问题。
3、协同项目经理共同设计、共同实现技术落地和产品迭代，达成业务目标。
岗位要求:
1.掌握自然语言文本处理方法，如正则表达式、文本向量等，能通过不同方法实现自然语言处理任务;
2.能熟练使用Gensim、Pytorch等常用算法工具库，有较强的工程实践能力;
3.熟悉transformers算法架构，能熟练使用Langchain和RAG进行大模型应用开发，具备大模型微调经验;
4.有语义检索 、智能问答、NL2SQL、辅助写作等相关项目经验者优先
5.对深度学习、自然语言处理等领域前沿技术跟进密切者优先。",更新于：2024-03-18
NLP算法工程师(J20469),北京·大兴区·马驹桥,15-25K,3-5年,本科,"大数据处理工具(Spark/Hadoop/Hive)
大模型算法
算法工程化经验",金风科技,计算机软件,1000-9999人,"工作职责:
1、开发NLP领域相关算法，包括但不限于文本分类、NER、文本相似度计算等；
2、负责大语言模型的落地应用，包括提示工程、微调等；
3、与业务人员深入沟通，结合实际业务对算法进行优化。
任职资格:
1、计算机相关专业，硕士及以上学历；
2、1年及以上相关联领域工作经验；
3、熟练掌握python，熟悉tensorflow、pytorch等常用深度学习库，熟悉bert、gpt等前沿模型；
4、擅长沟通，有团队意识。",更新于：2024-03-19
nlp工程师,北京·石景山区·古城,13-20K·13薪,1-3年,本科,"PyTorch
计算机相关专业
自然语言处理项目经验
英文读写能力良好",灵云数科,人工智能,20-99人,"职位描述：
我们正在寻找一位熟悉chatgpt、lamma、chatglm等模型微调和数据清洗的NLP工程师。作为一名NLP工程师，您将负责开发和维护自然语言处理模型，以支持公司在不同领域的业务。您将与跨职能团队合作，包括数据科学、产品和业务开发团队，以确保我们的NLP解决方案能够满足业务需求，并满足客户的预期。
职责：
- 改进自然语言处理模型的性能，包括chatgpt、lamma、chatglm等模型的微调、数据清洗等。
- 开发和维护自然语言处理工具和库，以支持业务需求。
- 分析和解决NLP模型的性能和稳定性问题。
- 与跨职能团队合作，包括数据科学、产品和业务开发团队，以确保NLP解决方案能够满足业务需求，并满足客户的预期。
- 研究新的NLP技术和算法，以提升NLP解决方案的性能和稳定性。
任职要求：
- 熟悉chatgpt、lamma、chatglm等模型的微调和数据清洗。
- 熟悉Python编程语言和相关的NLP工具和库，如NLTK、spaCy、gensim等。
- 熟悉常见的机器学习和深度学习算法，如逻辑回归、决策树、神经网络等。
- 具备良好的数据处理和数据分析能力，能够使用SQL、Pandas等工具进行数据处理和分析。
- 具备良好的沟通和协作能力，能够与跨职能团队合作，共同解决问题。
- 熟悉自然语言处理领域的最新技术和趋势，有研究经验者优先考虑。
- 本科及以上学历，计算机、数学、信息工程、自然语言处理等相关专业优先考虑。
如果您热爱NLP技术，具备良好的沟通和协作能力，并且希望能够参与到一个有挑战性和创新性的项目中，那么我们欢迎您加入我们的",更新于：2024-03-19
阿里妈妈技术-LLM算法工程师（NLP/多模态）,北京·东城区·黄寺,20-40K·16薪,1-3年,本科,"大模型算法
多模态算法
摘要生成
文本生成
C/C++
Python
Java
算法工程化经验
发表算法相关优秀论文
参加算法相关竞赛/获奖",阿里巴巴集团,互联网,10000人以上,"职位描述：
我们是阿里妈妈内容平台与智能创作团队，招聘内容生成、大语言模型算法工程师：
1. 跟进和研发大规模语言模型（LLM）的预训练、持续训练、指令微调、RLHF 等技术。
2. 研发基于大语言模型的广告文案等文本内容生成和改写等下游应用。
3. 结合以上方向的探索和研究，撰写发表论文，和业界、学术界保持良好的交流。
职位要求：
1. 掌握C/C++, Python 等至少一门编程语言，有深度学习开发经验，具备独立实现算法的能力；
2. 在计算机视觉、自然语言处理、多模态等方向有研发经验；
3. 良好的逻辑分析能力和数理基础，在复杂业务场景下能够分解和抽象问题，提供优秀、完整、可行的解决方案；
4.对算法原理及应用有较深入的理解，有实际成果并发表在国际重要会议、期刊者优先；
5. 对文案生成图片、大语言模型等AIGC前沿领域有研发经验或充分理解者优先。",更新于：2024-03-19
nlp算法工程师,北京·海淀区·西北旺,15-25K·13薪,1-3年,本科,"机器学习
深度学习
大模型算法
自然语言处理算法
搜索算法
图像算法
C/C++
Python
Java
算法工程化经验",博彦科技,计算机软件,10000人以上,"Responsible for data analysis and mining for current product
Responsible for the technical specification design of data analysis and data mining, participating in the data architecture and data model design of the project.
Proficient in at least one data analysis tool, such as Python, R, SAS, Matlab, Tableau, etc.
Familiar with various aspects of data application, including data collection, data cleaning, data modeling and analysis and other related technologies and processes. Master at least one ETL development tool, proficient in one or more programming languages such as Java/Python/GO/C++/Shell, familiar with Oracle database and Linux/Unix operating system.
Have good team spirit, strong communication skills and logical analysis skills, work actively and positively, have good learning ability, self-motivation and research spirit.
Has experience in ML Process & Product
Computer and related fields related majors
College degree or above",更新于：2024-03-19
算法工程师（NLP）,北京·东城区·珠市口,12-18K·13薪,1-3年,本科,"Java
自然语言处理项目经验
机器学习算法
深度学习算法
知识图谱
文本分类
C/C++
知识图谱相关经验
PyTorch
算法设计
实体识别
Python
数学/统计相关专业",城市象限,计算机软件,20-99人,"岗位职责:
1、利用数据挖掘/机器学习/深度学习等相关算法，解决核心业务需求;
2、基于业务特性梳理并提炼关键指标定义，搭建指标体系，保证指标口径的准确性以及对业务的可解释性；
3、业务指标相关的数据分析、数据挖掘、算法设计、算法优化，搭建算法库并与相关应用系统耦合；
4、负责业务场景相关模型研发和训练；
任职要求:
1、大学本科及以上学历，计算机、统计或城市科学背景优先；
2、有地理信息或者GIS相关经验，熟悉ArcGIS、QGIS中任意一项;
3、编程基础扎实，熟悉算法和数据结构，有较丰富 Python 的研发经验优先；
4、具备图像处理、计算机视觉等领域的专业知识，能够应用图像算法解决相关业务需求，包括但不限于图像识别、目标检测、图像分割等任务。
5、熟悉常见的图像处理和计算机视觉算法，如卷积神经网络（CNN）、YOLO 、maskrcnn等，能够进行模型训练和优化。
6、有图像处理或计算机视觉项目经验，熟悉Pytorch框架，能够根据实际应用场景对模型结构进行修改；了解常用的图像处理工具和库，如OpenCV、Tensorflow等。
7、能够与现有业务特性结合，开发和训练图像算法/NLP算法模型，提高业务效率和用户体验。",更新于：2024-02-29
NLP算法工程师-数据智能,北京·海淀区·苏州桥,25-50K·15薪,经验不限,本科,Python,北京字节跳动,移动互联网,10000人以上,"职位描述:
负责NLP语言模型在数据方向的应用落地，支持模型调优及效果评测，实现数据产品的全面智能升级与效果保障。
1、为分析师、运营、决策者、商家等提供多种基于NLP模型的数据应用，提高数据决策效率；
2、激发NLP模型在NL2DSL、docQA等场景的能力，推动业务增长；
3、基于业务需求和业务数据，对NLP模型进行训练和优化，确保模型落地效果；
4、基于数据NLP模型产品的应用场景和功能特点，建立科学的模型评估体系。
职位要求
1、熟悉自然语言处理、机器学习等相关技术，有相关应用经验，熟悉业界领先NLP语言模型原理与训练方法；
2、了解NLP语言模型训练的数据构建的具体方法，能够熟练运用机器学习算法对数据进行清洗和结构化；
3、了解Deepspeed等分布式训练框架，并有一定的多机多卡分布式训练与debug经验；
4、有NLP模型效果评测经验，或其他搜素/推荐效果实际评估经验者优先；
5、关注国际NLP语言模型最新前沿技术，对相关开源模型有落地实践者优先；
6、在国际顶级会议/期刊上有NLP相关相关论文发表者优先。",更新于：2024-03-19
机器学习,北京·海淀区·西二旗,14-20K·14薪,经验不限,本科,"深度学习
大模型算法
图像算法
自然语言处理算法
模型加速/性能优化
Python
发表算法相关优秀论文",北京超星智慧,在线教育,1000-9999人,"1、计算机、软件工程及相关专业，全日制硕士以上学历
2、具备Python编程，机器学习，图像音频处理方面开发技能
3、具备NLP，LLM开发经验
4、对技术有激情，了解相关领域的前沿信息，主动学习，团队协作
5、具备良好的产品意识、服务意识，责任心、沟通能力较强",更新于：2024-03-19
机器学习算法工程师,北京·海淀区·五道口,15-30K·14薪,1-3年,本科,"C++
Python
算法设计
深度学习算法
机器学习算法
Boosting
GBDT
TensorFlow",交叉科技,计算机服务,20-99人,"岗位职责：
1.基于海量数据和真实客户需求，对客户业务问题进行准确定义、数据分析、方案制定及实施；
2.参与相关机器学习、深度学习、强化学习或运筹优化模型的研发、设计和部署等工作，配合工程团队产出企业级的算法产品。
任职要求：
1.本科以上学历，计算机、数学、统计学等相关专业；
2.熟练掌握至少一种常用编程语言，如python/C/C++等，熟悉各种数据库使用；
3.熟练掌握常见的机器算法模型及原理，如线性回归、逻辑回归、Boosting、Bagging、SVM、Clustering、PCA、GBDT、XGBoost等；
4.具备一定的深度学习理论基础，熟练使用至少一种深度学习框架（Caffe，Keras，pyTorch，Tensorflow），喜欢研究前沿技术；
5.熟悉金融行业、互联网行业或有相关工作经验者优先。
岗位优势：
国高新企业、科学家团队、项目分红、带薪年假、五险一金、股权激励、免费零食、弹性时间。",更新于：2024-03-19
人工智能/机器学习算法工程师,北京,12-24K·15薪,经验不限,本科,"深度学习算法
人工智能
机器学习
数据挖掘
Hadoop
Spark",中移雄安,移动互联网,1000-9999人,"企业性质：央企
所属机构：中移雄安产业研究院-数智创新部
工作地点：北京，雄安新区
学历要求：大学本科211及以上学历，计算机、通信、电子、软件工程等相关专业。
注：本科211以上学历硬性要求，不满足勿投，感谢理解！
职位描述
1、通过机器学习、数据挖掘等技术，结合业务知识，帮助客户建立数据挖掘模型，解决智慧城市业务问题；
2、负责基础算法库、建模工具和建模框架的开发工作，不断对已有算法、工具和框架进行优化，提升数挖效率；
3、理解客户数据内容、业务场景需求，并选择适合的技术解决方案。
任职要求
专业技能：
1、熟练掌握并理解常规数据挖掘、机器学习相关算法及其原理，有大规模数据挖掘/机器学习研发经验；
2、熟练掌握常用的Hadoop、Spark大数据分析平台，熟悉TensorFlow、Caffe等深度学习框架；
3、熟练Python、JAVA、Scala、C等一种以上语言；
4、具备企业产品创新研究的组织和攻关能力；
5、在机器学习国际会议或者期刊上发表论文、相关国际比赛获奖、及相关专利者优先。
素质：
1、有责任心，工作热情、耐心、踏实、严谨，有团队合作精神；
2、具备有很好的学习和逻辑能力，强烈的探索和求知欲，良好的沟通的能力和撰写报告能力；
3、具备一定的抗压能力，善于应对来自工作上的各种压力。
经验：
至少有2年以上数据挖掘/机器学习算法研发经验，有通信运营商O域/B域大数据、智慧城市大数据、互联网大数据挖掘和机器学习算法研发经验者优先。",更新于：2024-03-19
数据分析/数据挖掘/机器学习,北京·通州区·武夷花园,10-15K·15薪,1-3年,本科,"Python
Numpy
Pandas
MySQL
Python和sql必须熟练",北京达道至简科技,计算机软件,20-99人,"职责与资格要求：
我们正在寻找一位对数据分析、数据挖掘、机器学习有深入了解的同学，对环境、社会、治理问题充满热情，并具备卓越的Python和MySQL技能。作为团队的一员，您将负责以下职责和要求：
职责：
ESG数据分析： 进行深入的环境、社会和治理数据分析，识别并解释与可持续性相关的趋势和关键洞察。
数据挖掘： 利用Python进行数据挖掘，从多源数据中提取有关ESG维度的有价值信息，以支持决策制定。
机器学习应用： 使用机器学习算法，构建和优化模型，以预测ESG指标的未来变化，并提供实际的业务建议。
数据库管理： 利用MySQL等数据库工具，有效地存储、查询和管理大规模数据集，确保数据的安全性和可靠性。
报告和可视化： 创建清晰而有影响力的报告和可视化工具，将复杂的数据结果以简单易懂的方式呈现给非技术团队成员。
合作与支持： 与跨职能团队密切合作，为业务决策提供支持，并确保ESG策略与公司战略一致。
资格要求：
学士或以上学位，专业背景包括数据科学、机器学习、统计学等相关领域。
1-3年以上的数据分析和机器学习实际工作经验。
熟练掌握Python编程语言和MySQL数据库技术。
对ESG相关法规和标准有深入理解，具备相关行业知识。
出色的沟通和团队协作能力，能够与非技术团队有效交流。
创新思维和解决问题的能力，对新技术和方法保持持续学习的态度。
我们提供竞争力的薪酬和完善的福利，为员工提供良好的职业发展机会。如果您对这个职位感兴趣并符合资格要求，请将您的简历和附带的求职信发送至 [公司邮箱]。",更新于：2024-03-19
兼职机器学习技术员,北京,200-300元/时,3-5年,本科,"C/C++
图像算法
深度学习
算法工程化经验
大模型算法
自然语言处理算法
多模态算法
其他
并行计算
Python",昆明寻真科技有限公司,互联网,0-20人,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：完工结
招聘截止时间：2025-12-31
工作日期:不限
工作时间:不限
结算方式:完工结
职位详情
生物医疗 云计算 Java Python
C/C++ 计算机相关专业
机器学习算法/工程化经验 深度学习经验
[合作形式]
1.平台投入资源，运营客户渠道及项目来源;
2.向您推送经初步沟通梳理的项目需求，您根据个人时间安排和意愿接单;
3.与平台紧密配合，为客户提供优质服务，同时保障自身利益;
4.项目顺利完成，提供短期售后(默认15天)、安排结算日程
[职位介绍]
需求形式:机器学习、深度学习实用算法研发、创新性算法研发等(sub-domains
including CV,NLP, Data Science, Digital Signal Processing, Reinforcement Learing, etc.)。
工作内容:针对客户的需求提供定制化服务。
常见能力:(*以下仅为列举部分常见能力要求，申请者部分满足即可)
1)熟悉 Python/Matlab/R/Java/C++机器学习/深度学习编程;
2) [for CV] 熟悉计算机视觉常用开源库(e.g., OpenCV,PCL, etc.) ;
3)「for NLP]熟悉自然语言处理常用开源库(e.g., NLTK, Genism, Spacy, etc.);
4) [for RL] 熟悉经典/深度强化学习算法、熟悉强化学习环境搭建、机制设计等;
4) 熟悉常用深度学习框架(e.g., Pytorch, TensorFlow,etc.);
5)熟悉研究方向的经典模型架构、常用预训练模型;
6)跟进研究方向的最新进展，面对课题能提出和实践改进思路(需求以模块化微改进为主);
7) 良好的传统方法tricks/算法积累、经验和直觉、调参炼丹能力。
优先选项:
1.研究方向相符的在校硕士、博士:
2.业余时间充裕的在职工程师、科学家;
3.在某个小领域做得比较深，同时熟悉大方向常用套路。
薪酬待遇:项目佣金制，根据项目金额大小，单个订单可获取收入通常在数千至数万元。
工作地点:远程工作，自主安排。
【远期培养]
1.资深兼职算法工程师、职业生涯伙伴。
2.平台自建人工智能实验室(筹)成员，参与平台牵头发起或与其他单位合作立项的项目、课题。
3.平台(远程/在驻)全职算法工程师。
4.更多远景规划......
[关于我们]
晨凫自由是一个科技自由职业平台，这里汇聚来自知名互联网公司、分析咨询机构、高校及科研院所的工程师、分析师和专业研究人才，致力于为个人、企业、公共服务部门、科研院所客户提供全天候、无死角的科技支持能力与协同创新支撑。目前，平台提供服务内容涵盖分析咨询、技术开发、科研合作、政务信息化、工业智能化等诸多领域。
欢迎访问平台官网:https://www.dawnswim.cn
公众号:""晨凫自由+”，更多了解我们。",更新于：2024-03-19
机器学习算法工程师,北京·朝阳区·酒仙桥,12-24K,1-3年,本科,"大模型算法
搜索算法
图像算法
Python
算法工程化经验",MOREVFX,广播/影视,100-499人,"职位描述:
1. 数字图像处理、深度学习、机器学习等前沿研究及其相关应用；
2. 从事数字图像处理、机器学习、深度学习、计算机视觉理等算法；
3 了解数字人三维重建相关算法。
职位要求：
1. 本科及以上学历,计算机科学，数学，统计等相关专业；
2. 具有扎实的机器学习，深度学习，强化学习理论基础和实践经验；
3. 良好的编程能力；
4. 具备把实际问题转化为机器学习问题并持续优化的能力；",更新于：2024-03-19
机器学习/数据挖掘/自然语言处理工程师 (,北京·海淀区·马连洼,25-50K·16薪,1-3年,本科,"对话系统
机器学习
深度学习
大模型算法
算法工程化经验
广告算法
文本生成
大数据处理工具(Spark/Hadoop/Hive)
优秀开源项目经历
推荐算法
SQL
模型加速/性能优化",百度在线,互联网,10000人以上,"职责描述：
-负责大规模语言模型、自然语言理解和对话策略的研发，打造全球领先的智能对话系统
-基于对话内容的识别理解与应用场景的产品研发
-利用真实的大数据和机器学习算法解决人机对话相关问题
-结合业务线需求，研发能够支持应用或平台化输出技术模块
-调研对话系统前沿技术方向
-研发有创新性和实用价值的技术
任职资格:
-本科及以上学历，计算机、通讯等相关专业，3年及以上工作经验优先；
-有大规模语言模型或者自然语言处理任务相关项目经验
-熟练掌握Python/C/C++ 至少一门语言，熟练使用常用算法和数据结构
-熟悉hadoop、spark等分布式框架，熟悉一种或多种机器学习框架
-在自然语言处理、搜索、机器学习、深度学习、智能问答、对话管理、知识图谱、文本生成、人机对话等领域有实际的开发和从业经验者优先
-有人机对话技术研发经验、人机对话相关论文/创新性工作成果者优先
-具有较强的文献获取能力，英文文献阅读能力，善于钻研思考，对数据敏感，能够发现关键数据、抓住核心问题
-较强的沟通能力和逻辑表达能力，具备良好的团队合作精神和主动沟通意识",更新于：2024-03-19
机器学习算法工程师,北京·海淀区·西二旗,25-30K,1-3年,本科,"深度学习
风控算法
数据挖掘
Python",快手,社交网络,10000人以上,"职位描述
1、统一建设信息安全的数据基础能力，如指纹、画像、资产等；
2、负责信息安全各种场景中使用大数据及机器学习解决问题的落地。
任职要求
1、具有大数据挖掘和机器学习的项目经验；
2、熟练使用 Python/R，Hive，Spark 等大数据处理工具及调优；
3、掌握数据挖掘和机器学习的算法，并能熟练应用；
4、优秀的数据敏感能力，敏锐而富有耐心；
5、具有良好的沟通协调能力、较强的团队合作精神、优秀的执行能力。
加分项：
1、有黑灰产对抗经验者优先；
2、在广告、游戏等风控领域有研究经验者优先；
3、有海量数据处理经验者优先。",更新于：2024-03-19
AI模型评估—前端/后端/机器学习/数据分析,北京·朝阳区·大望路,12-20K·15薪,1-3年,本科,"数据挖掘
Python
Java
SQL",北京字节跳动,移动互联网,10000人以上,"职位描述
1、制定AI模型评估在代码方向的评估标准，主导评估体系构建； 2、与技术团队和产品团队对接需求，设计并实施模型评估方案； 3、擅长代码编程，尤其对特定技术领域有体系化的认知。
职位要求
1、本科及以上学历，计算机科学与技术、软件工程、大数据技术、人工智能、智能科学与技术等相关专业优先； 2、有良好的编码风格及优化意识，能够在现有的基础上做出优化； 3、有责任心和较强的团队意识，对互联网及人工智能有较强的兴趣； 4、语言各方向要求（掌握其中一种方向即可）： 前端方向： 掌握GUI交互的设计与开发，熟悉色彩、图形、信息等的构建，具备一定的审美能力；熟悉HTML(5)，CSS(3)、JavaScript、AJAX等web开发技术，掌握前端主流框架至少一种，包括但不限于 Vue、React，熟悉Element-UI、iView、Ant Design、Vuetify等其中的组件库的使用；熟悉游戏前端开发，掌握至少一种游戏开发工具，包括但不限于Unity3D、Cocos Creator；掌握Android或iOS开发平台及框架原理； 后端方向： 掌握Python、Java、Go等其中至少一门后端编程语言；了解常见的后端服务开发框架，如：SpringBoot、Django、Flask等；熟悉主流数据库的操作，如：MySQL、PostgreSQL、Oracle等；掌握常见的CI/CD工具，如Jenkins、Git等； 机器学习方向： 熟练掌握Python编程语言；了解机器学习、深度学习、自然语言处理、计算机视觉、强化学习等领域；熟悉主流机器学习库，如：Scikit-learn、OpenCV、Numpy、Pandas等；熟练掌握至少一种深度学习框架，如PyTorch、TensorFlow、Keras、MXNet等； 数据分析方向： 熟练掌握至少一种编程语言，如Python等；具备大数据处理能力，熟练运用SQL，掌握相关数据分析工具；掌握数据仓库设计和建立的方法，具备优秀的数据分析能力和逻辑思维能力；具备扎实的数据分析能力，能够进行可视化分析，具备较好的业务理解能力。",更新于：2024-03-17
机器学习,北京·丰台区·六里桥,20-21K,1-3年,学历不限,"深度学习
其他
语音算法
C/C++
Python",北京风起旅行社,旅游/景区,,从业过ai产业 可以独立完成,更新于：2024-03-19
机器学习,北京·朝阳区·朝阳公园,20-21K,经验不限,本科,"大模型算法
风控算法
模型加速/性能优化
多模态算法
大数据处理工具(Spark/Hadoop/Hive)",北京同世堂中医诊所,医疗服务,0-20人,"有责任心，认可公司企业文化
岗位职责：
1. 负责机器学习算法的研究和开发，包括但不限于分类、聚类、回归、推荐等。
2. 负责数据预处理、特征工程、模型训练和调优等工作，保证模型的准确性和稳定性。
3. 负责机器学习平台的搭建和维护，保证平台的高效性和稳定性。
4. 负责机器学习应用的开发和实现，包括但不限于图像识别、语音识别、自然语言处理等。
任职要求：
1. 具备扎实的数学基础，熟悉线性代数、概率论、统计学等数学知识。
2. 熟悉机器学习算法，包括但不限于分类、聚类、回归、推荐等。
3. 熟练掌握至少一种编程语言，如Python、Java等。
4. 具备良好的数据分析和处理能力，熟悉数据挖掘、数据清洗等技术。
5. 具备较强的团队合作精神和沟通能力，能够与团队成员协作完成项目任务。
以上是机器学习岗位的职责和任职要求，希望对您有所帮助。",更新于：2024-03-19
AIGC/大模型/机器学习/自然语言处理,北京·海淀区·上地,24-45K·16薪,1-3年,本科,"发表算法相关优秀论文
C/C++
机器学习
深度学习
算法工程化经验
大模型算法
自然语言处理算法
大数据处理框架(Spark/Hadoop/Hive)
广告算法
参加算法相关竞赛/获奖
风控算法
Python",北京百度网讯有限公司,互联网,10000人以上,"工作职责:
-负责百度商业系统的风控策略及模型工作，研究与探索数据挖掘和统计学习领域的相关前沿技术在商业风控场景下的应用，切实解决业务痛点，维护百度品牌和广告主利益
-负责百度凤巢和信息流广告物料的风控问题和用户体验，通过多模态风控模型提升机器审核能力和效率
-通过表征学习、图模型、迁移学习、多任务学习，风险知识图谱挖掘等技术，提升风险发现效率，及时感知风险及业务的变化，主动识别潜在风险
-结合商业风控的业务特点，进行模型和算法创新，打造业界领先的商业风控算法体系
职位要求:
-一年以上算法研发经历，计算机相关专业本科及以上学历
-掌握大规模数据挖掘、机器学习，图模型等相关技术，对机器学习/深度学习理论和算法有较为深刻的理解
-熟悉C++/Python，具备优秀的编码能力，至少熟悉一种常见的机器学习/深度学习平台
-对业务和数据敏感，有钻研精神，主观能动性强，能适应快速变化的业务需求，能够从数据上发现风险，提出解决方案，并验证效果
-责任心强，积极主动，有良好的沟通能力和团队合作能力
-在多模态内容理解、内容安全审核、大模型预训练等方向有实际项目经验，或在领域相关会议发表论文者优先",更新于：2024-03-19
机器学习算法设计研究员,北京,30-60K·13薪,经验不限,本科,"TensorFlow/PyTorch
Python",某500强上市公司,非盈利机构,100-499人,"职位描述：
基于对物理问题的理解，设计优化高精度机器学习模型结构。
职位要求：
1、品德优秀、敬业爱岗；合作意识强，具有团队工作的精神，组织协调能力好；
2、熟悉机器学习算法，熟悉tensorflow/pytorch等常用机器学习框架，有机器学习独立项目实践经验者优先；
3、熟练使用python语言，具有较强编程能力和良好的编程习惯；
4、有物理、化学相关知识背景优先；
5、若实习则一周保证至少4天的工作时间，实习周期不少于3个月。",更新于：2024-03-19
机器学习算法工程师（外包岗）,北京·海淀区·上地,20-25K,经验不限,本科,"风控算法
数据挖掘
推荐算法
Python
大数据处理工具(Spark/Hadoop/Hive)
SQL
算法工程化经验
团队管理经验",百度,互联网,10000人以上,"部门：百度智能云金融产品部
工作职责:
-负责金融建模项目客户现场的驻场交付
-负责客户的需求对接、技术设计、模型开发、上线、投产以及后续迭代
-全流程参与数据挖掘、特征工程、数据建模、模型训练、模型测试、模型应用Pipeline
职位要求:
-本科及以上学历，计算机科学、软件工程或相关专业优先
-熟练掌握web后端开发，熟悉主流框架: Flask，Django，Tornado
-熟练使用Mysql、Postgres、Redis、MongoDB数据库
-熟悉Linux使用，熟悉TCP/IP协议，熟练掌握网络编程的基本模型和方法
-熟练使用numpy、pandas、spark，精通常见的数据处理方式
-精通机器学习算法：如决策树、随机森林、SVM、回归算法xgboost
-精通深度学习框架Pytorch、Sklearn，擅长图神经网络相关算法实现
-有金融领域建模经验，熟悉反洗钱、反诈骗、卡套现、薅羊毛、汽车骗保、金融获客等业务场景
-具有良好的沟通能力，强烈的质量安全意识以及团队协作能力",更新于：2024-03-19
