岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间
nlp算法工程师,北京·海淀区·上地,30-55K·14薪,1-3年,本科,"机器学习
自然语言处理算法
C/C++
Python",作业帮,互联网,10000人以上,"工作职责：
1.用深度学习/机器学习/NLP等技术，解决智能客服、用户分层、调度排序等具体场景问题；
2.参与拉新业务的转化变现链路探索, 利用算法不断打磨链路,提升变现效率；
3.在重服务场景,通过AI能力,提升人工效率或部分替代人工服务工作,打造智能化服务;
4.参与LLM、深度模型在应用场景结合的探索和研究，负责模型训练、fine-tune、Prompt等具体工作。
职责要求：
1. 精通python/c++/java之一的常用语言，对数据结构和算法设计有较为深刻的理解；
2.了解并掌握NLP/排序等常用的深度学习模型、机器学习模型；
3. 有1年以上的有自然语言处理/机器学习等相关经验，算法能力强；
4.具有较强问题拆解能力，以及case分析，并能给出解决方案；
5.具备良好的时间和流程意识，能够针对需求和目标给出合理的解决方案及排期。",更新于：2024-03-07
nlp算法工程师,北京·海淀区·上地,45-75K·14薪,1-3年,本科,"NLP
深度学习",好未来,互联网,10000人以上,"岗位职责：
1、负责教育场景下的自然语言处理相关工作，包括文本特征提取、文本分类与聚类、语义相似度计算、中文分词、文本对齐、知识元及实体抽取等
2、负责自然语言处理前瞻性技术的探索、研究与应用，负责产品需求转化、模型设计与优化
岗位要求：
1、1-3年工作经验、硕士研究生及以上学历，计算机、数学、自动化相关专业
2、熟悉NLP，熟悉RNN、BERT、Transformer、大模型等相关知识，熟悉至少一种深度学习框架，如pytorch、tensorflow等
3、熟悉一种或多种编程语言，如python、Java、C++等，具有良好的代码能力、数据结构和算法功底
4、有实际成果并发表在国际顶级会议（ACL/EMNLP/COLING/AAAI/IJCAI等）优先，有在国际权威比赛中取得优异成绩者优先；
5、具有良好的团队协作能力、沟通表达能力
职责：做题库的建设和召回
题库：1100W 快速生产",更新于：2024-03-07
NLP工程师,北京,20-35K·15薪,经验不限,本科,"C/C++
Python
TensorFlow
计算机相关专业
自然语言处理项目经验",某大型企业服务公司,企业服务,100-499人,"岗位职责：
1. 从事自然语言处理、知识图谱等领域前沿算法的研究，探索人工智能技术的创新和落地应用；
2. 从业务场景和实际问题出发，利用自然语言处理和知识图谱技术，服务于企业核心AI产品，如AI陪练、AI微课等；
3. 构建知识图谱平台，将智能服务的能力赋予更多的产品和用户。
任职资格：
1. 掌握自然语言处理、信息检索、深度学习理论，实现相关算法技术的落地和应用；
2. 掌握知识图谱相关算法，包括但不限于实体识别、关系抽取、语义消歧、实体链接、知识推理等算法模块研究与优化；
3. 责任心强，积极主动，有良好的沟通协调能力；
4. 本科及以上学历，计算机相关专业，社招1年以上NLP工作经验。",更新于：2024-03-07
NLP 算法工程师,北京·石景山区·古城,24-45K·15薪,经验不限,本科,"意图挖掘
Java
对话系统
深度学习
算法工程化经验
大模型算法
发表算法相关优秀论文
C/C++
机器学习
语义理解
模型加速/性能优化
Python",一汽软件智能座舱,计算机软件,,"职位描述：
1. 负责人机对话系统相关算法开发、多轮对话管理功能开发，提升用户多场景使用体验
2. 对用户数据进行理解、挖掘，构建高性能知识库服务，支持业务应用
3. 负责对话生成算法开发，支持用户闲聊等场景交互
4. 负责模型压缩，模型迁移到终端设备的优化工作
岗位要求：
1. 拥有计算机、机器学习、人工智能等相关专业本科及以上学历，具备扎实的编程与算法基础;
2. 熟悉NLP相关技术、深度学习算法，熟悉TensorFlow或PyTorch等机器学习框架
3. 有对话系统、语义理解、大模型、性能优化等一个或多个领域的实际项目经验
4. 具备良好的分析解决问题能力，根据具体场景及实际数据，能合理设计和优化算法
5. 具备良好的学习能力，能够跟进前沿技术，并结合应用场景快速实验和调优
6. 有大数据处理经验优先；有爬虫经验优先",更新于：2024-03-07
NLP算法工程师(文档处理方向),北京·海淀区·中关村,18-35K,经验不限,本科,"情感分析
layoutlm
大模型算法
多模态算法
Bert
文本生成
大数据处理工具(Spark/Hadoop/Hive)
Python
模型加速/性能优化
ocr识别",百车宝,移动互联网,100-499人,"工作职责：
1、应用最新的NLP技术和方法来解决汽车领域的业务问题，如文本分类、情感分析、实体识别、语言生成等
2、应用NLP和CV等方法，完成OCR识别，文档布局分析，图片识别，表格识别，段落合并处理等
岗位要求：
1、熟练掌握NLP基础理论和算法，有NLP相关行业经验，熟练掌握Transformer系列模型架构和原理
2、熟练掌握python编码语言，熟练使用pytorch、tensorflow、paddle等至少一种深度学习框架
3、熟悉bert、layoutlm、ocr等模型方法
4、责任心强，有较强的自驱力，善于利用业界优质模型，从0到1推动业务发展，以及较强的沟通协作能力。",更新于：2024-03-07
nlp高级算法工程师,北京·朝阳区·望京,25-50K,1-3年,本科,"深度学习
机器学习
文本生成
推荐算法
情感分析
Python
算法工程化经验",车欢欢,互联网,1000-9999人,"工作职责：
负责自然语言处理（NLP）相关产品的研发，专注于内容识别和信息提取。
利用机器学习、深度学习等技术，开发和优化文本分类、情感分析、主题建模等NLP核心算法。
参与构建和维护大规模NLP处理系统，确保算法在生产环境中的稳定性和效率。
与数据科学团队合作，持续改进模型的准确度和性能，处理自然语言数据的预处理、特征工程和模型训练等工作。
编写技术文档，与产品团队紧密合作，根据业务需求定制NLP解决方案。
任职资格：
计算机或相关专业本科及其以上学历，3年以上互联网公司工作经验，有大厂经验优先。
至少2年以上的NLP相关工作经验，对内容识别和文本分析有深刻理解。
精通Python编程语言，有使用NLP相关库（如NLTK、SpaCy、Transformers）的实践经验。
熟悉机器学习和深度学习框架（如TensorFlow、PyTorch），并有将模型部署到生产环境的经验。
具有优秀的问题解决能力，能够独立进行研究和快速学习新技术。
良好的团队合作精神和沟通能力，能够在快节奏的工作环境中有效工作。",更新于：2024-03-07
IDP/NLP/LLM算法工程师,北京·海淀区·上地,11-22K·13薪,1-3年,本科,Python,易道博识,移动互联网,20-99人,"工作内容
1. 利用NLP/IDP/LLM技术，进行文档、文本数据的分析处理，包括但不限于关键信息抽取、长文本信息抽取、文本分类、文档版面分析、文档内容理解等；
2. 结合业务中的实际问题改进算法，提升算法在业务中的效果；
3. 跟踪学术界和工业界前沿技术，推动相关算法或技术在公司项目中实际落地。
任职要求
1. 毕业于计算机/机器学习/电子信息／数学／统计学／模式识别/自动化等相关专业，统招一本及以上学历；
2. 应届生或1-2年相关经验；
3. 熟练掌握NLP和ML基础理论和算法，有NLP相关科研经历，熟练掌握Transformer系列模型；
4. 熟练使用Python语言进行编程开发，熟练使用PyTorch、TensorFlow等至少一种深度学习框架；
5. 优秀的分析问题和解决问题的能力，敢于挑战，追求卓越，有创新精神和研发热情。",更新于：2024-03-07
nlp算法工程师,北京·大兴区·亦庄,20-40K,3-5年,本科,"知识图谱
语义理解
Python
机器学习
命名实体识别",远媒,企业服务,0-20人,"岗位职责：
1、负责对话系统相关算法和架构的设计开发；
2、应用NLP相关技术进行内容理解、关键信息抽取、语义及内容主体理解和内容生成等相关工作；
3、与业务部门和架构团队配合、负责金融零售产品场景下的相关NLP算法模型的落地与调优；
4、熟悉大模型（LLM）相关业务，有大模型预训练和finetuning经验者优先。
任职资格：
1、本科及以上学历，3-5年NLP技术相关开发经验，计算机、数学、统计学相关专业优先；
2、有扎实的编程基础，熟练使用Python、Java至少一门编程语言，熟悉TensorFlow、Pytorch、Caffe等至少一种深度学习框架；
3、熟悉分词、关键词提取、文本语义分析及主题理解等相关技术；
4、熟悉对话系统架构和算法相关技术，有语音对话开发经验者优先；
5、熟悉RNN、LSTM、Transformer、GPT、Bert等，熟悉自然语言理解和自然语言生成相关技术。
欢迎优秀的你们加入，目前在北京优先，离职优先，快来投递或推荐吧～",更新于：2024-03-07
杭州-NLP算法工程师（线上、p5-7）,北京,20-40K,1-3年,本科,"深度学习
机器学习
搜索算法
推荐算法
自然语言处理算法
Python
Java
C/C++",某500强上市公司,互联网,10000人以上,"工作职责
1负责机器学习、深度学习领域前沿核心算法的研究
2.负责知识图谱、图表征学习等KG技术研发，建设特色货盘专业化领域知识体系;
3.负责类GPT等AIGC新技术探素，推动相关应用落地;
4.负责创新技术(例如3D、数字人等)应用研究，逐步优化并推动在业务侧落地，提升用户体验和转化:
5.深入业务，理解数据，站在用户视角挖掘机会点，赋能业务高效运转。
任职要求
1.计算机、电子信息、自动化、人工智能、应用数学等相关专业者优先
2.具备丰富的机器学习、深度学习、知识图谱、AIGC等研究经验者优先
3.熟悉深度学习基本理论，熟悉编程/脚本预言: Python、Java、C/C++，熟练使用PyTorch、TensorFlow等框架
4.有顶会论文发表、国际竞赛参赛经验和优秀开源项目主要员献者优先",更新于：2024-03-07
智能写作-NLP算法工程师,北京·通州区·通州西门,20-40K,经验不限,本科,"计算机相关专业
数学/统计相关专业
自然语言处理项目经验",创阅,音乐/视频/阅读,100-499人,"岗位职责：
1、以文本摘要、语言模型、信息抽取、风格迁移为原型任务，面向内容创作者的辅助写作、智能营销场景的应用落地；
2、在文本摘要、语言模型、信息抽取等任务中，进行训练数据清洗、模型训练、参数调优； 实践论文中的相关深度学习模型，并针对业务做模型设计
任职要求：
1、 本科及以上学历，机器学习、自然语言处理等方向优先，有人工智能顶会/期刊论文、人工智能竞赛等有影响力工作成果者优先；
2、机器学习/自然语言处理算法有较好广度和一定深度，对文本生成、知识嵌入语言模型、机器翻译等一个或多个领域有研究或从业经验者优先；
3、熟练使用深度学习常用开发框架Scikit-learn、Pytorch、TensorFlow，精通 Python/Java/C++ 至少一门语言，有扎实的代码功底并且有一定的数据处理经验；
4. 有良好的沟通能力，有目标意识自我驱动，对前沿技术的持续学习保持热情，乐于接触新场景。",更新于：2024-03-07
aigc 算法工程师（NLP方向）,北京,20-35K·16薪,经验不限,本科,"对话系统
文本生成
知识图谱
Python
分布式训练
大模型算法
算法工程化经验
模型加速/性能优化",某互联网公司,互联网,20-99人,"1、根据部门目标，完成NLP相关算法、模型、应用等技术的研究，形成相应产品。
2、研究典型场景的NLP应用算法与模型实现，完成工程项目，形成NLP应用解决方案。
3、负责大模型训练和效果优化，并训练大模型方法和框架持续迭代优化，
4、包括但不限于GPT3、instructGPT、GAN、diffusion models、多模态生成等研发工作；
5、参与大模型的产品落地，包括基于反馈的算法调优、算法创新、系统评测等；
关注NLP及多模态生成领域的业界最新动态，进行创新实践和技术突破。
岗位要求：
1、计算机或相关专业硕士及本科以上学历，2年及以上算法从业经验；
2、LM、NLP（chatbot/续写/检索式问答/代码生成等）、语音（音频检索分类/情感化TTS/音色转换等）、多模态计算、大规模预训练、小样本学习等至少一项领域有过深入研究；
3、熟悉机器学习、深度学习算法，具有典型模型设计能力。
4、具有至少一个完整的NLP应用项目开发经验，具有语义检索、文本摘要项目经验优先考虑。
5、优秀的编程能力，精通Python/C++，熟悉PyTorch分布式训练;
熟悉pytorch, huggingface, cuda等技术栈；
有AIGC实际项目落地经历者优先；",更新于：2024-03-07
阿里妈妈技术-LLM算法工程师（NLP/多模态）,北京·东城区·黄寺,20-40K·16薪,1-3年,本科,"大模型算法
多模态算法
摘要生成
文本生成
C/C++
Python
Java
算法工程化经验
发表算法相关优秀论文
参加算法相关竞赛/获奖",阿里巴巴集团,互联网,10000人以上,"职位描述：
我们是阿里妈妈内容平台与智能创作团队，招聘内容生成、大语言模型算法工程师：
1. 跟进和研发大规模语言模型（LLM）的预训练、持续训练、指令微调、RLHF 等技术。
2. 研发基于大语言模型的广告文案等文本内容生成和改写等下游应用。
3. 结合以上方向的探索和研究，撰写发表论文，和业界、学术界保持良好的交流。
职位要求：
1. 掌握C/C++, Python 等至少一门编程语言，有深度学习开发经验，具备独立实现算法的能力；
2. 在计算机视觉、自然语言处理、多模态等方向有研发经验；
3. 良好的逻辑分析能力和数理基础，在复杂业务场景下能够分解和抽象问题，提供优秀、完整、可行的解决方案；
4.对算法原理及应用有较深入的理解，有实际成果并发表在国际重要会议、期刊者优先；
5. 对文案生成图片、大语言模型等AIGC前沿领域有研发经验或充分理解者优先。",更新于：2024-03-07
AI算法工程师(NLP方向)【No.001】,北京,25-50K·14薪,1-3年,本科,"计算机相关专业
自然语言处理项目经验
知识图谱相关经验",UMU,企业服务,100-499人,"岗位职责：
1. 从事自然语言处理、知识图谱等领域前沿算法的研究，探索人工智能技术的创新和落地应用；
2. 从业务场景和实际问题出发，利用自然语言处理和知识图谱技术，服务于UMU核心AI产品，如AI陪练、AI微课等；
3. 构建知识图谱平台，将智能服务的能力赋予更多的产品和用户。
任职责格：
1. 掌握自然语言处理、信息检索、深度学习理论，实现相关算法技术的落地和应用；
2. 掌握知识图谱相关算法，包括但不限于实体识别、关系抽取、语义消歧、实体链接、知识推理等算法模块研究与优化；
3. 责任心强，积极主动，有良好的沟通协调能力；
4. 本科及以上学历，计算机相关专业，社招1年以上NLP工作经验。",更新于：2024-03-07
NLP算法工程师,北京·海淀区·西北旺,15-30K,1-3年,本科,"Python
TensorFlow/PyTorch
翻译
机器学习算法/工程化经验
深度学习经验
NLP",软通动力,计算机软件,10000人以上,"有AI算法相关经验
熟悉python语言
NLP算法经验优先
统招本科学历，专业不限",更新于：2024-03-07
NLP工程师,北京·西城区·西直门,25-50K·13薪,经验不限,本科,"Java
C++
Python
TensorFlow
PyTorch
Caffe
文本分类
实体识别",沃丰科技,互联网,500-999人,"岗位职责
1.负责智能机器人的技术研发，包括但不限于语义相似度计算、实体抽取、 意图识别、知识图谱等
2.与业务部门密切沟通，完成相应算法的开发上线
3.参与NLP中台能力建设,包括但不限于短文本分类、相似度计算、实体识别等
任职要求
计算机相关专业本科以上学历
熟悉Linux系统，熟悉 Python/Java/C++ 等至少一种编程语言；
熟悉TensorFlow/Torch/Caffe等深度学习框架之一
熟悉常用的NLP相关算法，包括但不限于LR、CRF、TextCNN、DSSM、Bert等
良好的团队合作精神，较强的沟通能力",更新于：2024-03-07
nlp算法工程师,北京·海淀区·西北旺,15-18K,1-3年,本科,"语音算法
情感分析
Python
机器学习
大模型算法
算法工程化经验
nlp",深圳攀云,通信/网络设备,20-99人,"岗位职责：
1、人机对话系统搭建，包括意图识别、槽位提取、情绪识别、文本拒识关键模块等场景的数据处理和模型开发。
2、跟踪调研自然语言处理最新关键技术并在项目中落地
3、利用自然语言处理技术完成智能客服产品的NLP算法引擎开发
任职要求：
1、熟练掌握python编程语言，熟悉pytorch、tensorflow、transformer等常见深度学习库。必须拥有nlp算法引擎开发经验。
2、有命名实体识别、文本分类、文本聚类、知识图谱等相关NLP项目经验
3、熟练掌握主要的模式识别和机器学习算法
4、本科及以上学历，计算机/人工智能等专业优先。
加分项：
1、具有移动端模型部署优化经验优先，如模型量化、onnx模型转换、
高性能推理框架等等。
2、有模型python web服务封装、Docker部署经验优先。
3、有大模型应用开发，如Langchain等框架使用经验者优先。
薪资待遇：
朝九晚六，双休，14-18K，含社保，需要能接受劳务派遣，项目周期为一年。",更新于：2024-03-07
NLP算法研究员-AIGC方向,北京·东城区·王府井,35-65K·13薪,1-3年,本科,"Python
PyTorch
TensorFlow
强化学习
NLP",昆仑天工,互联网,500-999人,"【工作内容】
* 跟进AI生成模型的最新动态和应用，结合自研产品需求，深度参与公司中文大规模预训练模型研发，包括架构设计、训练、微调和推理等环节的系统性研究，并从prompt优化、模型finetune等方面优化AI文字生成的效果。
【岗位要求】
* 较强的算法实现能力，熟悉深度学习平台如tensorflow，pytorch等；
* 熟练掌握NLP、ML基础理论和算法，在一个或多个领域能够独立开展研发工作，有NLP方向落地经验优先；
* 在预训练模型领域深耕过，对前沿的预训练模型相关研究掌握清楚，熟悉如GPT-3、BLOOM、LaMDA、DialoGPT、InstructGPT或等同规模LLM的实战经验优先；
* 具有应用大规模神经网络解决相关实际问题的实践经验，能够针对适当的数据和模型的表现，选择恰当的调参、训练任务选择、训练数据增强、目标函数变化等策略来确保超大型模型的训练成功率，并且能够解释策略背后的直觉来源并用严格的数据验证自己的假设。",更新于：2024-03-07
高级nlp算法工程师,北京·海淀区·五道口,40-70K·15薪,经验不限,本科,"PyTorch
Python
nlp
Transformer",深言科技,计算机软件,100-499人,"岗位职责
1. 深度参与公司中文大规模预训练模型研发，包括架构设计、训练、微调和推理等环节的系统性研究；
2. 负责面向公司产品的人工智能算法研发，包括但不限于语义理解、自动摘要和可控文本生成；
3. 跟踪学术界和工业界前沿技术，推动相关算法在公司项目中实际落地。
任职要求
1. 熟练掌握NLP和ML基础理论和算法，有NLP相关科研经历，熟练掌握Transformer系列模型；
2. 熟练使用Python语言进行编程开发，熟练使用PyTorch、TensorFlow等至少一种深度学习框架；
3. 敢于挑战，追求卓越，有创新精神和研发热情；
工作亮点
1. 背靠清华大学自然语言处理实验室，有国内顶尖NLP技术支持；
2. 目标远大：做国内最好的大规模中文预训练语言模型；
3. 团队有自研大规模中文预训练模型经验，有深厚的NLP知识积累；
4. 能与学术牛人一起交流讨论，探索最前沿的技术。",更新于：2024-03-07
【急招】NLP算法（base深圳）w(A05852),北京·海淀区·西北旺,23-28K,1-3年,本科,"文本生成
Python
大模型算法",中科创达,计算机软件,10000人以上,"职位描述：
1、负责大模型微调阶段的数据分析，帮助理解数据的语言和数学逻辑；
2、负责大模型微调阶段的数据采集、整理和清洗工作，确保数据质量；
3、参与大模型微调任务，提升大模型专项能力；
4、与团队合作，针对具体任务进行有效沟通，支持项目完成。
职位要求：
1、计算机、数学、AI相关专业本科及以上学历。
2、有初步的数据理解能力，能够处理复杂信息并从中提取关键点。
3、熟练掌握python编程语言，以及pytorch、TensorFlow等AI开发框架；
4、勤奋好学，具备良好的团队合作精神和沟通能力。",更新于：2024-03-07
深度学习算法工程师NLP,北京,25-40K·15薪,3-5年,本科,"对话系统
搜索算法
语义理解
C/C++
Java
深度学习
大模型算法",某知名互联网公司,互联网,,"车载语音NLP算法工程化
Responsibilities:
主要工作职责
1. 使用Java和C++进行软件开发，实现功能需求并优化性能。
2. 针对公司业务需求，进行NLP算法的调研和实践，解决复杂的自然语言处理问题。
3. 对多意图、上下文、FAQ等NLP场景进行算法设计和优化。
4. 参与团队的技术分享和交流，提升团队整体技术水平。
5. 对新技术保持敏锐的洞察力，能够灵活运用到日常工作中。
Qualification:
任职要求
Education Background:
教育背景
1. 计算机科学与技术或软件工程背景，本科及以上学历。
Experience:
经验：
3年以上的软件开发经验，熟悉Java和C++开发。
Competencies:
能力：
1. 具备一定的自然语言处理算法经验，能够理解和应用常见的NLP技术。
2. 有丰富的算法工程化落地能力，对安卓、linux系统有一定开发经验。
3. 有互联网或大规模自然语言数据处理经验者优先。
4. 具备优秀的分析问题和解决问题的能力，能够独立思考并灵活运用算法知识。
5. 对新技术有强烈的好奇心，有持续学习和自我提升的动力。
6. 良好的沟通技巧和团队合作精神",更新于：2024-03-07
NLP算法工程师,北京,15-25K,1-3年,本科,"知识图谱
推荐算法
搜索算法
Python
机器学习
深度学习
大模型算法
模型加速/性能优化",某大型企业服务公司,企业服务,500-999人,"1.参与研发大语言模型在电商场景下的应用，包括不限于：检索增强、AIAgent等；
2.负责优化大模型能力的数据收集，构建和精选工作；
3.负责算法/大模型的准确性、性能、稳定性、可用性等评测，以及效果持续
优化
1.计算机相关专业，本科及以上学历；
2.熟悉常用的机器学习和深度学习算法，具备NLP基础，有实战经验优先；
3.熟练掌握Python语言，具有较强的工程化能力;
4.有责任性，较强的问题定位、质量分析能力;
5.有实际的大模型提示工程、微调、部署、RAG、Agent、安全等一项或多项经验者优先。",更新于：2024-03-07
NLP算法工程师,北京·海淀区·中关村,18-30K,3-5年,本科,"知识图谱
Python
机器学习
深度学习
算法工程化经验
文本分类",合享智星,互联网,20-99人,"工作内容
1. 完成nlp的基础任务，包括但不限于实体识别，关系抽取，文本分类
2. 构建行业知识图谱，包括但不限于知识融合，知识更新，知识推理
3. 应用机器学习算法、深度学习算法完成算法的功能模块研究与落地
4. 应用大模型技术解决常见nlp领域问题
要求：
1. 2年以上NLP相关项目开发和团队协作经验
2. 本科及以上学历，有扎实的数理基础，211,985优先
3. 熟悉自然语言处理基础理论，有文本分类、语义理解、知识图谱、序列标注、文本生成等相关项目经验者优先",更新于：2024-03-07
NLP算法工程师（对话系统）,北京·朝阳区·太阳宫,25-50K·14薪,经验不限,本科,"自然语言处理
深度学习算法
算法设计
推荐算法
语音算法
搜索算法
视觉图像算法
数据挖掘",BOSS直聘,人力资源服务,1000-9999人,工作职责: 1.深入自然语言处理相关的核心技术研究，如对话系统、问答系统、阅读理解等NLP技术。 2.对学生学习进度、能力进行刻画，找出用户薄弱点。进行个性化推荐 3.用机器学习深度学习等技术解决分层模型、点击预估等业务问题 4.将自然语言技术应用具体业务中，包括智能客服、班主任人效提升等 任职资格: 1. 精通cpythonshell等常用语言，对数据结构和算法设计有较为深刻的理解 2. 有2年以上的有机器学习自然语言处理数据挖掘经验，算法能力强 3.具有较强问题拆解能力，以及case分析，并能给出解决方案 4.具备良好的时间和流程意识，能够针对需求和目标给出合理的解决方案及排期,更新于：2024-03-07
搜索NLP研发工程师,北京·海淀区·马连洼,20-40K·15薪,经验不限,本科,"机器学习
搜索算法
语义理解
Python
算法工程化经验
nlp",微博,互联网,1000-9999人,"● 职位描述
1. 从nlp角度，解决搜索中查询分析、意图识别、排序模型、去重、反作弊等一个或若干个方向的问题；
2. 从事搜索业务规划调研、搜索策略和算法设计迭代、搜索产品效果分析、线上问题朔源等方向的数据统计&分析工作；
● 任职资格
1. 熟悉常用的nlp模型和算法，了解基本的样本抽取方法和效果评估指标；
2. 熟练使用python、shell、c++等其中的一种或若干种进行数据处理；
3. 熟悉hive sql、spark、mapreduce等大数据工具者优先；
4. 有搜索推荐广告等相关业务的工作经验，或者对搜索业务感兴趣；",更新于：2024-03-06
NLP 算法⼯程师,北京·西城区·动物园,20-40K,经验不限,硕士,"多模态算法
C/C++
大模型算法
参加算法相关竞赛/获奖
NLP
大模型",北京国御网络安全技术,通信/网络设备,100-499人,"岗位职责
1. 开发和优化NLP算法，包括但不限于⽂本分类、实体抽取、 意图识别、知识图谱、
搜索推荐等；
2. 深⼊研究和理解NLP领域的最新进展，并将相关技术应⽤到公司的产品和服务中；
3. 与团队合作，解决NLP领域的挑战和问题，提升算法的性能和效果；
4. 跟进以chatGPT为代表的⼤模型技术⽅向，持续挖掘场景机会并快速落地，探索该⽅
向在⽹络安全领域的落地场景。
岗位要求
1. 研究⽣及以上学历，计算机、统计、数学、机器学习、数据挖掘等相关专业；
2. 熟悉⾃然语⾔（NLP）处理、机器学习、深度学习等常⽤算法，并进⾏过相应的实
践；
3. 熟悉Linux平台，Python/Java/C++中⼀种或多种编程语⾔，熟悉主流的深度学习框架
Tenorflow/Pytorch等；
4. 具有较强的学习能⼒，扎实的编程基础，较好的沟通能⼒，团队合作精神。
加分项
1. 熟悉业界主流⼤语⾔模型的基本原理与训练⽅法，有⼤模型落地经验者，包括但不限于⼤模型相关的预训练、微调、RLHF、推理性能优化等；
2. 在国际顶会发表过⽂章，或算法⼤赛优异成绩者。",更新于：2024-03-07
nlp对话机器人,北京·丰台区·刘家窑,15-30K,经验不限,大专,"对话系统
机器翻译
C/C++
分布式训练
Python
机器学习
优秀开源项目经历",北京国科慧信信息技术,广告营销,0-20人,"【 注意：要有多轮对话模板的开发经验 ，要有机器人对话开发经验 】
岗位描述：
1、负责NLP技术和机器人对话开发在人机对话、自动问答以及语义理解等方向上的研究和开发，应用于系统。
2、探索自然语言和机器人对话开发、探索新技术在业务中的落地和创新，并迅速进行转化；
任职要求：
1、计算机和机器人对话开发、模式识别、数学、自然语言处理、人工智能、机器学习等相关专业；
2、至少1年以上自然语言处理和机器人对话开发相关经验，熟悉自然语言处理、机器学习、深度学习、强化学习等相关算法，对自然语言处理方向有较深和全面的认识；
3、有深度学习和机器人对话开发、问答系统、知识图谱、文本分析等实际项目经验，熟悉深度学习在自然语言处理方向的相关算法和框架；
4、具备良好的编程能力和机器人对话开发，至少熟练掌握C、C++、c#、Python、java中的一门或多门语言，掌握数据结构和算法设计；
5、能做多轮对话模板规划和机器人对话开发和自觉跟踪发展现状，理解算法原理，并进行落地实现；
6、如果具有如下加分项者优先
（1）参与自然语言处理和机器人对话开发开源项目的开源项目者优先；
（2）对开源项目和机器人对话开发有应用到生产环境的优先；
（3）能快速架设和机器人对话开发上述项目测试的优先；
（4）在自然语言和机器人对话开发、机器学习、模式识别等领域有自己高质量博客者优先；
（5）有带领团队项目开发经验者优先；",更新于：2024-03-07
自然语言处理,北京·海淀区·五道口,30-60K·14薪,经验不限,本科,"自然语言处理项目经验
知识图谱相关经验
大模型",面壁智能,计算机服务,20-99人,"岗位职责：
1. 参与大规模预训练语言模型的研发、部署、微调,主要涉及功能实现、性能优化、系统调优、硬件适配等工作;
2. 基于公司业务场景需求进行NLP相关研发;
3. 根据需求复现相关自然语言处理算法;
4. 参与前沿算法与应用的研究。
任职资格：
1. 自然语言处理、机器学习及相关专业;
2. 较强的算法开发能力，熟悉C++、python、shell、cuda等一种或多种编程语言;
3. 掌握传统NLP、深度学习NLP相关算法，并具有相关实战经验;
4. 熟练使用 Pytorch 深度学习框架；
5. 对深度学习、Transformer、预训练有一定深度的理解和经验,能根据论文复现相关算法,有大规模预训练模型研发和训练经验者优先;
6. 高质量相关论文ACL，EMNLP，COLING，NAACL作者优先；
7. 可接受有大模型研究经历的应届生。
我们的福利：
国内顶尖大模型团队；全员Mac pro办公；配备人体工学座椅；五险一金（全额缴纳）；补充医疗；每年12天带薪年假；餐补；全员年度体检；零食下午茶无限畅享；月度团建；员工年度旅游。",更新于：2024-03-07
机器学习,北京·海淀区·西三旗,25-50K,经验不限,本科,"深度学习
大模型算法
强化学习
自然语言处理算法
数据挖掘
推荐算法
C/C++
Python
大数据处理工具(Spark/Hadoop/Hive)
算法工程化经验",中电金信,计算机软件,10000人以上,"职责描述：
1. 为金融业客户设计实施数据智能相关的AI解决方案，用人工智能技术解决业务问题，提升业务竞争力；
2. 与客户进行沟通，理解需求，并转化为有效的技术解决方案；
3. 跟进AI项目交付，推动交付团队按要求实现技术解决方案；
4. 与团队成员紧密合作，分享知识和实践，提升团队战斗力。
任职要求：
1. 研究生及以上学历，计算机科学、数据科学、人工智能或相关专业；
2. 3年以上AI技术应用工作经验，具有人工智能、机器学习项目经验，能展示成功实施和交付的案例。优先考虑有物流业应用经验者；
3. 深刻理解人工智能、机器学习、深度学习等相关技术，掌握大模型技术原理及应用；
4. 熟悉PyTorch、TensorFlow、Keras等人工智能框架，对云计算平台有一定知识储备和实践经验；
5. 具备优秀的沟通技巧、良好的团队协作能力；
6. 能够在快节奏环境中进行多任务处理，能够应对一定工作压力，适应灵活的工作时间。",更新于：2024-03-07
机器学习算法工程师,北京·海淀区·车道沟,15-30K,经验不限,本科,"搜索/推荐
机器学习算法/工程化经验
国内院校优先
计算机相关专业
深度学习经验
Python",瑞鑫天算,基金,20-99人,"岗位职责：
1、利用机器学习、深度学习和人工智能的方法研究股票、期货等相关历史数据中的规律；
2、对多因子股票模型及CTA量化模型进行因子挖掘、策略研究及策略组合；
3、探索适合目标领域的模型和算法。
任职要求：
1、教育背景： 毕业或在读于国内外知名高校，人工智能、金融工程、数学、统计、物理、计算机、生物工程、大气等相关专业，硕士及以上学历优先；
2. 精通机器学习（深度学习）并有应用模型解决实际问题的经验，熟悉监督学习、半监督学习或强化学习方法，具备创新研究能力。
3. 具有扎实的数学建模能力及编程能力，能熟练通过 Python、 R 等语言建立机器学习模型。掌握至少一种深度学习框架（PyTorch/TensorFlow）等
4. 有相关领域工作和研究经历者优先。",更新于：2024-03-07
