岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间,来源
AI算法工程师,北京-海淀,15k-30k,1-3年,本科,"深度学习算法
自然语言处理
推荐算法
知识图谱",华为,计算机软件,10000人以上,"华为云软件开发云是集华为研发实践、前沿研发理念、先进研发工具为一体的业界领先的一站式云上DevOps平台。智能中台AI技术工程师主要负责华为软件开发云AI平台能力建设，基于海量研发活动数据资产，构建研发过程的智能辅助和智能分析，将AI应用到软件人员研发活动中。
工作职责
负责华为软件开发云AI平台的模块设计和关键AI能力建设，提供AI辅助缺陷定位分析、资源分配的调度预测、AI辅助代码开发、AI辅助内容审核等。
能力要求
1、熟悉主流机器学习、深度学习框架，如Tensorflow、caffe、Pytorch等，在机器学习和深度学习方面有扎实的理论基础；
2、参与过AI项目交付，对AI平台分层设计、关键AI能力建设有一定理解和实践经验；
3、对NLP、知识图谱、人物画像、推荐系统、数据处理等相关技术在产品领域内应用有一定理解；
4、至少精通java、python等主流编程语言之一。",2023-12-04,boss
AI算法工程师,北京-通州,20k-30k,1-3年,硕士,"生物医疗
语音/图像识别
Python
CNN/RNN/LSTM
OpenCV
数学/统计相关专业
机器学习算法/工程化经验
深度学习经验",致守科技,计算机软件,20-99人,"职责描述：
1）负责人工智能（深度学习）等相关领域的研发和算法实现。
2）负责ML/DL/RL/CV/NLP/运筹优化/推荐搜索等某一个或多个方向上的算法优化，确保精度/速度/可扩展性等指标领先。
3）负责AI算法的前沿技术探索、创新方法研究、方案设计和实现。
4）负责AI算法跟行业（如生物基因、智慧农业、智慧城市、医疗健康、产业互联网、工业视觉等）应用的结合，并保证市场项目顺利完成。
任职要求：
1）数学、计算机及相关专业研究生学历，两年以上人工智能算法领域工作经验。
2）熟悉ML/DL/RL/CV/NLP/运筹优化/推荐搜索等某一个或多个方向的计算引擎/框架/平台/算法，有深度优化经验者优先。
3）掌握Python/C++/Java中至少一种编程语言，掌握常用的软件设计模式，有丰富项目经验者优先。
4）掌握有较强的AI平台工程优化经历，能够将AI业务场景、算法、系统很好的结合，并能快速地支撑好市场项目。
5）有小样本学习、细粒度分类、迁移学习、无/弱监督学习、元学习、主动学习、模型可解释、模型压缩、数据增强等技术方向的工作经验者优先。
6）熟悉自动机器学习（AutoML）者优先，包括不限于自动超参搜索、自动神经网络结构搜索、自动数据增强、自动优化器等。
7）熟悉AI硬件（如GPU，Davinci芯片等）架构、AI算子加速库、分布式AI系统者优先，善于从SysML的角度对AI性能做全栈优化；
8）学习能力强，工作热情高，沟通能力强，责任心强，具有团队精神。",2023-12-04,boss
AI算法工程师,北京-海淀,25k-40k,1-3年,硕士,无明显侧重,中嵌科技,智能硬件,20-99人,"工作职责：
1. 故障预测与健康管理（PHM）算法研发：能够利用包括但不限于振动、温度、电流、电压等信号研发故障诊断、异常检测、健康评估、与剩余使用寿命预测算法等。
2. 算法工程化与维护：测试、部署、验证、调试、维护、迭代所研发的算法/模型，确保模型功能稳定、可靠、可用。
3. 振动特征工程算法研发：根据物理（信号）机理、机器学习（包括深度学习）、或者机理与数据驱动结合的方法等，构造、筛选可用特征，与其他技术团队协作完成故障预测算法研发。
4. 现场调研与需求分析：为了更准确地掌握终端用户需求与使用习惯，去现场（需要出差）调研客户需求，将业务需求转化为技术需求。
5. 可行性分析与数据预处理：数据整理、数据质量评估、可行性分析与数据预处理。
6. 探索大模型技术在设备智能运维领域中的落地应用，提供基于大模型的智能交互、根因定位和异常检测等算法服务；
7. 搭建大模型应用的框架，融入统一运维平台，为运维效率提升提供智能服务；
8. 持续跟进大模型前沿技术、开源方案及其在智能运维领域的应用。
9. 售前支持与技术判断：根据售前阶段的需求，给予必要的技术判断、技术指导、技术资料输入。
10. 售后支持与答疑：售后阶段，根据客户的需求，基于必要的技术答疑与技术指导。
11. 文档管理与知识积累：代码、代码注释、项目文档撰写、专利撰写等。
任职要求
1. 计算机、NLP、数学或统计学、机械工程等相关领域硕士或硕士以上学历。
2. 具有基于振动的故障预测与诊断算法研发经验者优先。
3. 掌握常用的振动信号处理与特征提取方法，如时域方法（峰峰值、有效值、峭度等）、频域方法（傅里叶变换、频域滤波、包络谱变换、希尔伯特黄变换、阶次分析等）、时频域方法（短时傅里叶变换、小波变换、经验模态分解等）等。
4. 掌握常用的统计（时间序列预测、线性回归、主成分分析等）与机器学习方法（支持向量机SVM、人工神经网络ANN、lightGBM等），有将振动信号特征工程与机器学习算法结合形成故障预测与诊断模型的经验。
5. 具备机械工程专业知识，熟悉常见机械设备的工作原理，如轴承、齿轮箱、电机、泵、压缩机者优先。
6. 掌握常见传感器（加速度传感器、速度传感器、温度传感器、电流传感器等）的基本测量原理者优先。
7. 能够熟练用python编写处理算法。
8. 对某一领域，如风电传动系统故障诊断、煤矿设备等领域有振动分析工程项目经验者优先。
9. 有利用深度学习算法自动提取振动信号特征经验者优先。
10. 有AIOPS，尤其是稳定性方面的智能运维，有大型项目的落地经验，包括但不限于异常检测、日志检测、故障诊断、跟银分析等者优先。
11. 熟悉业界主流大语言模型（ GPT 、 ChatGLM 、 LLaMA 等）的算法原理， Fine - tuning 策略、 Prompt 策略、向量数据库和 LangChain 等应用范式者优先。
12. 拥有较强的学习与沟通能力。
13. 有良好的代码规范及文档管理习惯。
14. 优秀的数据敏感性和业务理解能力，能够从复杂业务数据中发掘有效洞见。
岗位亮点：
1. 极客范，团队技术出身，扁平化的管理方式，弹性的工作制。
2. 全方位的成长机会，你不再是”螺丝钉”，参与核心业务线，1年顶3年。
3. 灵活的调薪机制，只要你愿意接受挑战，工资上不封顶。",2024-01-03,boss
ai算法工程师,北京-朝阳,14k-15k,经验不限,本科,"业务导向
云计算",玩车得志,其他生活服务,无,"工作时间：不限
工作时段：不限
结算方式：月结
招聘截止时间：2023-06-01
我们是一个年轻有活力的团队，
公司拥有稳定的生意基本盘，有稳健的现金流并且持续盈利，
希望能找到一个能长期一起共事信任的技术合伙人共同成长。
1. 产品类似量化交易的出价系统，非交易平台，有相关经验和逻辑思考的小伙伴优先
2. 根据产品需求，完成技术方案设计、算法设计、软件开发（有同事一起协作）
3. 需要极强的学习能力、逻辑能力
4. 需要极强的落地应用的能力，对技术、是否采用开源等均无要求
5. 学历本科及以上，若能力极强也无要求",2023-12-04,boss
ai算法工程师,北京-海淀,10k-15k,经验不限,本科,"业务导向
生物医疗
Python",颐邦科技(EBOND),医疗器械,20-99人,"一、职位描述：
我们正在寻找一名算法工程师，来帮助我们进行算法服务的设计，应届毕业生优先。我们希望找到一位对计算机知识架构和系统设计有一定理解，并且能够快速掌握新知识的候选人。您将会参与到全面的工程任务中，包括但不限于编写代码、系统设计以及技术文档的梳理和总结。我们寻找的不仅是一位有技术背景的候选人，更希望您对计算机科学有深度的理解和热爱。
二、关键技能：
1. 熟练掌握Python编程语言，有较强的编程能力，能够进行有效的算法设计和优化；
2. 具有快速学习的能力，对新知识和技术有着极高的热情和求知欲，能在短时间内快速上手；
3. 对后端知识架构有一定的了解，包括但不限于数据库、网络、服务器等相关知识；
4. 对系统设计有一定的了解，能理解和设计复杂的系统结构，包括但不限于软件架构等；
5. 具备良好的沟通能力，能有效梳理和总结项目资料，制定清晰、详细的文档。
三、可能的加分点：
1. 计算机科学或相关领域的学士或以上学历，计算机科班出身者优先，应届生优先；
2. 拥有实际项目经验，能够提供具体的项目案例以证明自己的能力；
3. 曾发表过论文，特别是在算法或相关领域的顶级会议或期刊上发表过论文；
4. 具备良好的团队协作能力，能够和团队成员良好合作，推动项目进度。",2023-12-04,boss
ai算法工程师,北京-丰台,8k-10k,1-3年,学历不限,"研究导向
语音/图像识别",圆声缘,在线教育,无,能够让AI学会某种特定的语音分析逻辑,2023-12-04,boss
ai算法工程师,北京-海淀,17k-30k·14薪,3-5年,硕士,"Python
C/C++
计算机相关专业
数学/统计相关专业
深度学习经验
图像识别/多目标跟踪",英诺威讯,大数据,20-99人,"工作职责：
1.参与智慧城市领域基于深度学习的视觉算法实现、优化及工程化落地，包括但不限于：图像分类、目标检测、实例分割、属性识别、关键点估计、行为识别、3D深度估计等视觉任务；
2. 参与算法方案构建，包含问题定义、算法选型、解决方案设计、实现，以及模型在边端设备的推理部署；
3. 结合算法在行业应用中的实践，改进和研发模型生产和推理的相关工具链；
4. 参与定义和迭代计算机视觉模型生产平台产品；
6.维护相关研究方向的benchmark（代码、数据等），将创新算法沉淀为技术文档、专利或技术报告。
任职要求
1. 计算机等相关专业，本科及以上学历，硕博优先；
2. 熟练掌握至少一种常见的深度学习框架，如 PyTorch、Tensorflow、Caffe；
3. 具备优秀的软件工程能力，熟悉Python、C++，熟悉Linux/Unix开发环境；
4. 具有扎实的计算机视觉、深度学习、机器学习的算法基础，有分类、检测、分割等方向的项目经验；
5. 有较强的研究能力，可以进行算法研究的创新设计和实现；
6. 良好的沟通能力，学习能力，具有开拓创新精神；
7. 有计算机视觉算法在不同处理器上移植和调优经验的优先。",2023-12-04,boss
【实习生】软件工程师 - 机器学习,北京-海淀,5k-10k,经验不限,本科,"人工智能
机器学习
深度学习",TENSOR-STACK,计算机软件,0-20人,"责任
* 利用机器学习/AI解决一些应用领域问题
最低资格
* 计算机科学或相关专业本科在读（985/211）
* 对数据结构，算法有正确的理解
* 有较强的分析和解决问题能力
* 在机器学习或人工智能方面有直接的课程/研究经验
* 具有一种或多种通用编程语言的经验，包括但不限于：Python, Go, Scala, C++
* 有一个或多个统计和机器学习软件包或框架的经验，如TensorFlow，scikit-learn，Keras, SparkML（MLlib），Torch等
* 每周能工作3+天，持续3+月
优选资格
* 计算机科学，人工智能，机器学习或相关技术领域的在读硕士博士
* 具有以下一项或多项的经验：自然语言处理，文本理解，分类，模式识别，推荐系统，精准投放系统，排名系统或类似内容",2023-12-04,boss
机器学习,北京-朝阳,45k-75k,3-5年,本科,"深度学习算法
自然语言处理
Python
Java
推荐算法
搜索算法
广告算法
机器学习算法",蚂蚁集团,互联网,10000人以上,"招聘JD
技术-应用-开发
技术-算法-应用算法
蚂蚁集团保险业务高级/专家算法工程师、实习生
工作职责：
1、运用大数据与AI技术，通过保险科技赋能保险行业，驱动互联网保险业务决策与产品开发，实现用户增长、保险各环节的效率提升、用户服务体验优化、产品和服务创新。
2、利用NLP、图像、图计算等深度学习、机器学习算法，深入理解用户和保险产品，通过智能化的人群定向、创意素材生成、点击率/转化率预估建模等技术实现需求的精准匹配和产品推荐。
3、研究开发各种对话机器人，人机协同算法（包括语义理解、多轮对话、知识库挖掘，情感识别、机器阅读理解、信息抽取等）和运筹优化智能调度算法，应用于保险销售、智能保险顾问等场景。
4、针对蚂蚁保险核心业务，研究和开发以深度学习、自然语言处理（NLP）、知识图谱、OCR等为核心的算法模型，设计和建设整个算法体系。
5、沉淀业务通用的算法能力或解决方案，用AI为蚂蚁保险赋能，为整个保险业界赋能。
职位要求：
1、本科及以上学历，计算机、统计等数学及相关专业，有大型互联网企业在搜索、推荐、广告、对话系统，流量调度场景下机器学习、深度学习、自然语言处理、对话机器人、智能调度、智能定价等算法应用从业经验者优先，有国内外优秀论文发表者优先。
2、熟悉常见的机器学习算法，如逻辑回归、Xgboost、深度学习、强化学习、迁移学习等；或熟悉常见运筹优化算法的原理，如智能优化、最优匹配、最大流、MIP等问题的求解方法；或熟悉常见的知识图谱/NLP算法/推荐算法，了解各类算法的优缺点。
3、良好的数据结构、算法和编程功底，熟练掌握C++或Python、SQL等。熟悉大规模数据处理平台Hadoop/Spark/ODPS等。熟悉主流深度学习工具TensorFlow/Pytorch/MXNet/Theano等。
4、对数据敏感，对算法应用有热情，善于发现问题，并能够灵活运用数据、模型与算法解决实际的应用问题。
5、良好的口头与书面沟通表达能力，强烈的学习意愿及快速的学习能力，具有很好的团队合作精神。",2023-12-13,boss
机器学习,北京-大兴,16k-32k,经验不限,本科,"机器学习
算法
深度学习",京东方健康医疗,医疗健康,100-499人,"1. 本科或研究生以上学历，计算机、电子工程等相关专业；加分项：重点大学研究生学历；
2. 具有机器学习、计算机视觉等相关项目经验；熟悉常用机器学习算法；熟悉常用计算机视觉、图像处理算法；加分项：了解深度学习，熟悉一种深度学习框架；加分项：从事过图像类识别、检测等相关项目；
3. 熟悉Python或C++开发语言，了解常用数据结构；熟悉常用软件库（如OPenCV、Scikit等等）；熟悉Linux开发环境；
4. 如果某些方面特别优秀，可以适当放松以上要求。",2023-12-04,boss
机器学习,北京-石景山,40k-70k,3-5年,本科,"深度学习算法
自然语言处理
推荐算法
搜索算法
广告算法
人工智能
大数据
商业智能",美思,在线教育,0-20人,2年以上大型互联网公司机器学习经验,2024-01-02,boss
机器学习,北京-西城,6k-11k·14薪,3-5年,本科,"深度学习算法
人工智能
视觉图像算法
Python
C++
数据挖掘",卷积科技,计算机软件,20-99人,机器学习/数据挖掘等AI相关的算法研发,2023-12-04,boss
机器学习,北京-朝阳,30k-45k·16薪,3-5年,本科,"深度学习算法
推荐算法
搜索算法
C++
数据挖掘
大数据",高德地图,互联网,1000-9999人,"搜索方向
职位描述:
1. 负责LBS智能搜索的算法和技术研发，应用机器学习/深度学习算法提升搜索系统效果。
2. 负责搜索系统相关性排序、索引构建及召回算法的研究和优化工作，负责LBS搜索排序的CTR预估、探索机制等。
3. 需要进行海量用户行为的分析和挖掘，通过数据指引构建算法策略和进行优化。
职位要求:
1. 计算机及相关专业硕士以上学历，相关工作经验。
2. 熟悉数据挖掘、机器学习算法，有LTR排序和CTR预估等实际工作经验，有大规模机器学习排序优化经验者优先；
3. 熟悉Python及C/C++语言进行离在线代码开发，熟练使用常用算法和数据结构，对算法有较强的实现能力；
4. 有很强的自学能力，对搜索引擎、推荐系统、大数据挖掘等方向有经验优先；
5. 具有优秀的分析问题和解决问题的能力，对解决挑战性问题充满激情，具有良好的沟通能力，坦诚直接，重视团队合作。",2023-12-04,boss
机器学习,北京-海淀,20k-40k,1-3年,本科,"机器学习
算法",汽车之家,互联网,1000-9999人,"""广告算法高级工程师
职责描述：
1. 负责广告算法系统架构设计与开发，在用户行为分析和建模，网页内容挖掘，广告匹配排序等方面进行深入研究；
2. 优化在线广告投放效果，满足客户需求和改善用户体验，提高流量变现能力，达到技术和商业的完美结合；
任职要求：
1. 本科及以上学历，计算机或者数学相关专业毕业，3年以上互联网算法从业经历；
2. 具备Linux环境开发经验，掌握至少一种主流编程语言（C++/Java/Python等）；
3. 具备机器学习、自然语言处理、数据挖掘、推荐系统、在线广告等至少一种研究背景或项目背景；
4. 熟练掌握海量数据处理技术，有使用Hadoop/Hive/Spark分析海量数据的能力和经验；
5. 优秀的分析和解决问题的能力，对挑战性问题充满激情，有较强的沟通能力，责任心和团队意识佳；""",2023-12-04,boss
机器学习,北京-海淀,25k-50k·15薪,经验不限,硕士,"深度学习算法
Python
Java
人工智能
推荐算法
数据挖掘
自然语言处理
大数据",Aibee,互联网,500-999人,"同时面向社招/校招，机器学习算法工程师（推荐/画像）
公司介绍
Aibee | 由前百度研究院院长林元庆博士与2017年11月成立，是人工智能整体解决方案领先企业。Aibee致力于赋能升级垂直行业，打磨极致AI技术。自诞生之日起，Aibee就在业内率先提出从行业用户的关键痛点和核心价值出发,搭建数据、算法、技术、产品和服务的闭环，融合计算机视觉、语音识别、自然语言理解、大数据分析、机器人等多模态AI技术，提供完整的AI解决方案。通过降低人力成本、改善用户体验、提高运营效率三个方面，切实帮助垂直行业提升效率与产能，创造巨大商业价值，实现AI赋能升级。
团队简介
爱笔机器学习团队技术氛围浓厚，成员背景优秀，毕业院校包含美国东北大学、新加坡南洋理工、澳洲悉尼大学、清华、中科院、北邮、科大、厦大等。本团队致力于推动人工智能技术在业界应用，已在多个客户真实场景落地，为客户创造千万级业务价值。
岗位职责：
1.致力于机器学习算法的研发(如：推荐算法，用户行为预测，大数据分析，自然语言处理等)，结合大规模真实场景数据，大幅改善产品效能；
2.算法和解决方案在实际应用领域的研究、设计、验证和性能优化；
3.不断学习学术界和业界前沿技术，保持算法在公开比赛数据或大规模真实数据集上的领先性，持续提升算法效果和用户体验，鼓励原创性算法的研发和论文发表。
任职要求：
1.硕士及以上学历，计算机、人工智能或软件工程等相关专业；
2.具备扎实的数据结构、算法和开发能力，熟练掌握至少一种编程语言，如C/C++、Java、Python等；
3.熟悉深度学习基础知识和经典网络模型；
4.良好的业务理解能力，学习能力和解决问题的能力，能够快速用算法程序实现需求；
5.具备良好的沟通能力和团队合作精神；
6.具有相关项目经验，学术比赛经验或发表过顶会论文者优先。",2023-12-04,boss
机器学习,北京-朝阳,300-400元元/天,4天/周,2个月,"深度学习算法
自然语言处理
推荐算法
广告算法
搜索算法
Python
数据挖掘",阿里巴巴高德,互联网,1000-9999人,"1.深入理解机器学习和深度学习、在自然语言处理/推荐算法/图学习/强化学习上精通一个以上，在顶级会议或期刊有论文发表的优先
2.优秀的代码能力，熟悉主流深度学习工具TensorFlow/Pytorch等
3.热衷于技术创新，对于把大数据和人工智能技术能够应用到实际业务场景产生商业价值具有强烈的热情
4.具有很好的表达能力、团队适应能力，有责任心和团队协作精
5.参加过kaggle等国际国内知名比赛并取得优异成绩者优先",2023-12-04,boss
机器学习,北京-朝阳,150-300元元/天,3天/周,2个月,"广告算法
自然语言处理
数据挖掘
推荐算法
视觉图像算法",阿里巴巴集团,互联网,10000人以上,"负责移动端的广告算法研究。
1.本科以上学历，2021年7月前毕业。
2.热爱编程，有一定的算法设计或数学建模的基础。
3.负责信息流广告中的视频、图像处理，模型特征处理等问题研究
4.负责品牌广告中的流量预测，价格建议，流量分配等问题研究
5.负责广告反作弊中的异常人群挖掘，图计算等问题研究",2023-12-04,boss
机器学习,北京-海淀,20k-40k·16薪,1-3年,本科,"无明显侧重
搜索/推荐
智能营销/广告
Hadoop/Hive/Spark
TensorFlow/PyTorch
CNN/RNN/LSTM
机器学习算法/工程化经验
深度学习经验
有国际期刊/会议论文发表",百度,互联网,10000人以上,"工作职责
-负责百度教育广告方向的核心技术研究和开发
-调研各种前沿算法，优化出价、定向与创意，扩大收入空间
-基于对用户诉求和客户诉求的深入理解和数据分析，优化策略算法，为客户创造更大的价值
-通过对数据的敏锐洞察，深入挖掘产品潜在价值和需求，通过技术创新推动产品创新
职责要求
-精通C/C++/Python语言编程，熟悉linux平台
-熟悉定向、出价、创意或Rank模型等相关基础技术者优先
-熟悉常用的数据结构基础和机器学习算法
-具备优秀的分析解决问题能力、良好的沟通能力以及团队合作精神
-对广告有浓厚的兴趣，对解决具有挑战性问题充满激情",2023-12-04,boss
机器学习,北京-海淀,20k-30k·16薪,在校/应届,本科,搜索/推荐,百度,互联网,10000人以上,"2024届校招生提前批招聘
-研究数据挖掘或统计学习领域的前沿技术,并用于实际问题的解决和优化
-大规模机器学习算法研究及并行化实现,为各种大规模机器学习应用研发核心技术
-通过对数据的敏锐洞察,深入挖掘产品潜在价值和需求,进而提供更有价值的产品和服务,通过技术创新推动产品成长",2023-12-04,boss
机器学习,北京-朝阳,20k-30k,3-5年,本科,"深度学习算法
推荐算法",开域集团,互联网,1000-9999人,机器学习平台开发工程师...,2023-12-04,boss
机器学习,北京-海淀,3k-6k,经验不限,本科,"深度学习算法
视觉图像算法
算法设计
机器学习算法
Python
TensorFlow
PyTorch
Caffe",澄影科技,医疗健康,0-20人,"技能要求： TensorFlow, PyTorch, Caffe, Python, 深度学习，图像分类
岗位职责：
1. 负责前沿医学影像、生理信号等算法的调研、实现与调优；
2. 负责建立算法所需的数据集的统计，清洗，整理等工作
岗位要求：
1. 计算机、电子信息、自动化及相关专业，本科及以上学历；
2. 熟练掌握机器学习基本算法并有实践经验，具备良好的数据结构和算法设计基础；
3. 有深厚的深度学习基础，熟悉Caffe, PyTorch, TensorFlow等深度学习平台的应用；
4. 熟练掌握计算机视觉和图像处理基本算法并具有丰富的相关经验（RCNN,YOLO,SSD等算法）；
5. 在MRI/PET/CT/EEG/MEG等医疗数据处理方面有项目实践经验者或相关优秀论文者优先；",2023-12-04,boss
机器学习,北京-朝阳,35k-45k·16薪,3-5年,本科,"智能营销/广告
算法
Java
机器学习
人工智能
广告算法
深度学习算法
推荐算法
Python",阿里健康,移动互联网,500-999人,"团队介绍
阿里健康营销算法团队，负责公司医药电商全线产品的营销、用户增长、权益、导购算法工作。我们的工作涉及OAIPL全链路用户生命周期的
效果优化，从精准定向机会人群，到潜客挖掘、再到老客复购和回流，通过使用机器学习/深度学习/强化学习/因果推断等技术优化来提升天猫好药、阿里健康大自营、海外旗舰店等业务的GMV、ROI增长，
赋能整个医药电商的业务大盘增长。
在这里你能：
1 不仅可以钻研机器学习算法在电商推荐的改进和优化，还能深入探索强化学习在权益分发、因果推断在整合营销/链路营销方面等前沿技术的探索。
2 通过对产品和业务的深度理解和思考，反向推动业务落地，让算法有机会驱动业务发展。
3 通过深度结合业务和算法，个人成长得到全方面的发展，不仅是在算法专业领域，还包含对场景和健康产品的深刻理解
营销/用户增长/电商推荐 算法工程师
职位描述
1.负责阿里健康旗下多个场景的电商推荐算法优化工作，包括但不限于天猫医药馆会场、自营店商品推荐、营销活动算法优化等。
2.负责医疗健康领域的用户理解，为多个业务场景提供用户画像和画像周边的服务落地，包括但不限于 电商导购后链路提效、因果推断uplift Model在渠道触达方面的工作。
3.在潜客挖掘、老客复购等营销领域等业务场景通过大规模机器学习/深度学习技术，进行模型的持续优化和效果提升。
4.在权益算法方面通过探索多智能体强化学习技术 在优惠券和红包分层触达用户，整体提升医药电商的转化效果
职位要求
1. 计算机相关专业本科及以上学历，3年以上互联网行业研发，有海量数据挖掘经验。
2. 熟悉机器学习相关算法，对传统机器学习和深度学习的知识都有系统性的掌握和丰富的实践经验。
3. 扎实的算法和数据结构基础，至少熟练使用C++/Java/python其中一种编程语言。
4. 认真、细致，喜欢分析和研究数据，对数据有较好的理解和分析能力，能从海量数据中挖掘分析出对业务和算法有价值的结论。
5. 有良好的沟通能力，跨团队协作能力，具备出色的规划、执行力，强烈的责任感，以及优秀的学习能力。
Base地：北京，杭州。",2023-12-20,boss
机器学习,北京-海淀,25k-50k·15薪,经验不限,硕士,"无明显侧重
搜索/推荐
智能营销/广告
Python
计算机相关专业
机器学习算法/工程化经验
有国际期刊/会议论文发表
召回
Match
兴趣建模",虾皮,电子商务,1000-9999人,"虾皮广告技术部承担虾皮广告业务的算法技术工作，包括召回、排序、机制策略、创意生成等。
岗位职责
1. 深入理解业务场景，使用深度学习、强化学习、图像理解等技术提升广告投放效果；
2. 负责召回方向算法迭代，建模用户泛兴趣。
3. 负责大规模分布式深度学习模型研发，进行算法基础能力的体系化建设；
4. 跟进广告推荐、NLP领域、视频理解的前沿技术，进行模型创新并运用在业务，提升业务指标；
岗位基本需求
1. 一年以上互联网公司大流量广告、搜索、推荐业务实践经验；
2. 熟悉工业界广告推荐系统整体架构，熟练掌握常用算法基础理论（机器学习、深度学习），对各类算法对应用场景和优缺点有深入认识；
3. 在广告算法领域有一定技术积累（包括广度与深度），针对具体业务问题能够选择适合的算法，形成合理的落地方案并实施；
4. 熟悉Tensorflow源码和架构设计，有深度学习线上模型深度调优经验；
5. 具备良好的团队合作、沟通能力，思维活跃，对工作有激情；
具备以下者优先
1. 有相关论文发表、有个人算法开源项目或者在优秀开源算法框架项目中贡献过代码；
2. 有一定产品思维和优秀的数据敏感性和分析能力；
岗位亮点
1. 深度参与业务建设，具有从整体视角了解技术体系的机会；
2. 业务快速发展，有较多的创新空间可探索和发挥，可以跟随业务快速提升个人能力，与业务共同成长；",2024-01-03,boss
机器学习,北京-昌平,3k-4k,在校/应届,大专,机器学习,华云防雷,生活服务,无,主要学习防雷检测 使用接地电阻测试仪 等电位表,2023-12-04,boss
机器学习,北京-朝阳,30k-50k·15薪,5-10年,硕士,"搜索/推荐
智能营销/广告
Python
Hadoop/Hive/Spark
TensorFlow/PyTorch
计算机相关专业
数学/统计相关专业
机器学习算法/工程化经验",美团,互联网,10000人以上,"美团平台汇聚美食、外卖、酒店旅游、电影、打车、共享单车、休闲玩乐、美容美发等200多个品类和900万活跃商家，是具有全国影响力的零售科技平台。
我们团队不仅负责美团App的用户增长、大前端技术基础设施建设、公司语音和智能交互技术及产品研发，还承担了多条业务线的产品设计及品牌营销职责，同时整合地图服务部、客户服务和体验部等部门，致力于用科技提升美团数亿消费者、数百万商家、骑手、司机和团长的服务体验。美团平台拥有高并发、多业务的复杂场景，为技术深度优化提供了最佳实践可能。这里有简单、讲逻辑、有爱的团队，更是一块理想的实战场地，舞台广阔，欢迎你来尽情施展。
岗位职责
1.营销补贴系统相关的算法实现和分析，跟进具体营销场景的策略方案的设计以及落地，提升营销预算ROI，对效果负责；
2.从用户全生命周期角度，构建业务营销增长算法策略体系（拉新、促活、流失召回、提频、人群细分、人货权益匹配等）；
3.负责营销补贴算法体系的建设和优化，与业务团队密切配合，通过算法策略不断提升营销补贴效率。
4.结合业务特点，选择前沿算法技术，规划可落地的技术方案。
岗位基本需求
1.数学、统计、运筹学、计算机或者相关专业硕士及以上学历，5年及以上工作经验 ；
2.熟练掌握因果推断常见算法模型原理，包括但不限于Meta-Learner、Tree-based Model、DML、NN等；
3.在机器学习、深度学习、因果推断等方面有较为丰富的研发经验，并能在多业务场景中进行合理的算法应用和部署；
4.熟悉使用Hive/Spark/Hadoop等大数据工具，熟悉TensorFlow/PyTorch等框架，有深度学习实际项目经验；
5.具有一定的业务敏感度，具有创新精神和理论结合实践的能力，有主动思考和学习的驱动力, 乐于与业务共同成就和成长；
6.优秀的分析问题、解决问题能力和团队合作意识，对挑战性问题充满激情。
岗位亮点
1.团队业务紧跟公司的业务目标，你的每一次策略迭代都能给公司的业务目标带来具体的价值，实现自我价值和成就感；
2.在这里 你可以和身边优秀的小伙伴一起相互学习、切磋， 齐心协力将算法赋能到业务中；在过程中不但可以提升自己的必杀技，还可以扩展自己新可能；
3.在这里你不仅能够熟悉用户增长策略打法还能全面了解互联网营销增长的业务和技术体系；
4.团队成员大多来自国内外优秀院校，你可以跟一群优秀的同事一起利用业内先进的技术驱动美团的增长。",2023-12-04,boss
机器学习,北京-海淀,40k-70k·14薪,经验不限,博士,"深度学习算法
自然语言处理
视觉图像算法
人脸识别
搜索算法
运动控制算法
数据挖掘
人工智能",瞳门科技,新零售,无,"工作职责：
1、大规模数据挖据分析，从海量数据中精准定位用户需求，改进搜索相关性；
2、负责深度语义模型、点击模型、需求识别等核心技术改进与研发；
职位要求：
1、熟悉 Shell/Python 等至少一种脚本语言，掌握 C/C++；
2、熟悉常用机器学习 深度学习模型，有相关项目实践经验；
3、具备优秀的分析问题和解决问题能力，对解决挑战性技术难题充满热情；
4、具有良好的沟通能力和良好的团队合作精神；
5、具备搜索 文本挖掘 用户行为分析 /hadoop 大规模数据处理等相关领域研发经验者优先；",2023-12-04,boss
