岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间,来源
AI算法工程师,北京-朝阳,20k-40k·14薪,1年以下,本科,"算法设计
C++
Python
算法基础
视觉图像算法
深度学习算法
TensorFlow
PyTorch",志一科技,计算机软件,无,具备0-1的算法研发和自主设计能力,2023-12-06,boss
ai算法工程师,北京-海淀,20k-30k,3-5年,本科,Python,现代中庆,计算机软件,100-499人,"工作内容：
教育类人工智能应用开发，包含算法实现，样本处理，模型发布等；
任职要求：
1. 熟练掌握python，熟悉常见CNN/RNN等基本原理，有 pytorch 开发经验者优先；
2. 有扎实的数理功底，较强的逻辑分析能力；
1. 本科及以上学历，包括但不限于计算机，电子信息，自动化，数学，统计等专业；
2. 熟练掌握一门或多门编程语言，如Python（必须）、C++（可选）等，熟练运用pandas、numpy等工具；
3. 熟悉常用数据结构和算法，有一定的技术积累和项目实践经验；
4.有教育行业、教研和教师场景相关经验优先。",2023-12-29,boss
ai算法工程师,北京-海淀,25k-50k·16薪,3-5年,硕士,"业务导向
Python
TensorFlow/PyTorch
数学/统计相关专业
机器学习算法/工程化经验
深度学习经验
暖通建筑
强化学习
运筹优化",百度,互联网,10000人以上,"1. 负责物联网场景相关算法研究以及前沿技术跟踪
2. 参与设计策略和算法、及分析系统的技术缺陷，对策略、框架做出合理地调整或改进
3. 与工程团队协调进行特定算法功能的工程化实现
4. 有强化学习、运筹优化相关算法经验者优先
5. 有暖通建筑相关领域的建模经验者优先",2023-12-06,boss
ai算法工程师,北京-海淀,14k-15k,经验不限,本科,"语音/图像识别
云计算
Python
MATLAB
OpenCV
计算机相关专业
机器学习算法/工程化经验
深度学习经验",上海宁太信息科技...,文化艺术/娱乐,无,"工作时间：不限
工作时段：不限
结算方式：月结
招聘截止时间：2024-12-10
岗位职责:
1、按照新产品定义制定研发发计划和技术路线，完成架构设计和模块定义;
2、完成新产品设计包括verilog代码编写，仿真验证支持F**A功能验证;
3、数字电路的综合，时序验证，版图布局布线后的时序分析，一致性检查等;
4、生成测试矢量，协助测试工程师完成调试;
5、完成新产品的silicon validation和debug相关工作至量产;
6、完成新产品开发过程中的文档工作等
任职资格:
1、微电子学、电子工程等相关专业本科以上学历;
2、扎实的电路理论基础，熟悉数字集成电路基本原理设计技巧、设计流程及相关EDA工具;
3、熟练运用Verilog语言编写RTL代码和Testbench :
4、精通MCU Cortex M4 MO架构设计者优先考虑;
5、良好的英文听说读写能力;
6、具有敬业精神、团队合作精神以及良好的沟通能力做事踏实、认真、勤月班靶邦耙柏把毙梆铂袄臂",2023-12-06,boss
AI算法工程师,北京-海淀,20k-30k,5-10年,本科,"深度学习算法
视觉图像算法
人脸识别
Python
C++",紫勋智能,互联网,20-99人,"工作职责:
1.负责研发机器学习、模式识别、深度学习、强化学习算法，应用于各类机器人产品
2.负责机器人情感引擎的算法研究与应用
3.负责改进和开发物体检测、物体识别、目标跟踪、场景识别、场景分割、深度图计算等视觉算法，以及在实际场景中的应用
4.负责与嵌入式软件工程师协作，针对产品平台进行算法优化
岗位描述：
1.计算机科学、信息工程、电子工程、机器人学等专业本科/研究生，有C++/Python/Matlab开发经验
2.在模式识别、机器学习、深度学习、机器人学等领域有深入认识，并了解各个算法的条件和瓶颈
3具有物体识别、物体检测、目标跟踪、场景分割、人脸识别等科研或开发经验者优先
4在相关领域主流会议或期刊发表过论文 (CVPR/ICCV/ECCV/NIPS/ICML/ICLR)者优先
5.具有良好的沟通和写作能力",2023-12-06,boss
AI算法工程师,北京-海淀,28k-35k,3-5年,硕士,"业务导向
搜索/推荐
Python
计算机相关专业
数学/统计相关专业
机器学习算法/工程化经验
chatGPT
AI人工智能
大模型",异乡好居,移动互联网,100-499人,"岗位职责：
- 从事自然语言处理、知识图谱等领域前沿算法的研究，探索人工智能技术的创新和落地应用；
- 从业务场景和实际问题出发，利用自然语言处理和知识图谱技术，服务于异乡好居核心AI产品；
- 构建知识图谱平台，将智能服务的能力赋予更多的产品和用户。
- 负责 LLM 模型及衍生模型的持续迭代与定制优化；
- 负责搭建模型测试与实验/评估平台；
- 实现对应算法落地的线上服务，处理日常运维和线上问题；
任职要求：
- 具有NLP领域专业背景和至少两年以上实践经验；
- 计算机相关专业背景，熟悉神经网络基础原理, Attention, Transformer, 多模态等近年热点;
- 熟练掌握各种NLP算法并对常用算法模型并有丰富的实践经验，包括但不限于：Word2Vec, Bert等；
- 有实际模型开发 finetue 和训练调参经验. 能够分析解决模型训练过程中的问题；
- 对 AI 技术的各分支领域有广泛的好奇心，良好的学习能力和扎实的开发基础。有 NLP 和多模态模型的有经验者优先；
- 有国际化项目经验者加分。
- 有责任心，工作热情、耐心、踏实、严谨，有团队合作精神；
- 出色的沟通能力，能承受一定工作压力，喜欢自我驱动的工作；
- 具备一定的抗压能力，有能力应对来自工作上的各种压力；",2024-01-05,boss
AI算法工程师,北京-海淀,15k-30k,3-5年,本科,"C++
Python
算法设计
深度学习算法
视觉图像算法
TensorFlow
算法基础
机器学习算法",转睛科技,计算机软件,20-99人,"岗位职责：
1、负责图像处理，计算机视觉，深度学习等领域的算法研发，参与缺陷检测、车牌识别、车辆reID、车辆跟踪等车脸识别项目中的一项。
2、追踪、学习和应用国际前沿技术，并推动研发算法在实际业务应用场景中的性能优化和落地。
任职要求：
1、计算机/信号处理/数学/统计等相关专业毕业，至少1年以上相关工作经验，在数据处理，深度学习方面有深入研究。
2、算法基础扎实，动手能力强，有较强的算法理解和实现能力。
3、对计算机视觉以下几个领域中的某个方向有深入理解: 人脸识别，OCR，物体检测、分类、分割、reID、图片质量评估、模型压缩、模型部署等。
4、熟练掌握python，熟练掌握一种以上深度学习框架。
5、掌握 C/C++ 和有tensorrt部署相关经验的优先考虑。
6、有模型压缩，优化方面相关经验的优先考虑。
7、富有创造性思维，学习能力强，具备良好的服务意识和高效的团队沟通与协作能力。
熟练掌握
YOLOV4、YOLOV5、CENTERNET、FOCOS、SSD 等一些目标检测算法",2023-12-06,boss
【实习生】软件工程师 - 机器学习,北京-海淀,5k-10k,经验不限,本科,"人工智能
机器学习
深度学习",TENSOR-STACK,计算机软件,0-20人,"责任
* 利用机器学习/AI解决一些应用领域问题
最低资格
* 计算机科学或相关专业本科在读（985/211）
* 对数据结构，算法有正确的理解
* 有较强的分析和解决问题能力
* 在机器学习或人工智能方面有直接的课程/研究经验
* 具有一种或多种通用编程语言的经验，包括但不限于：Python, Go, Scala, C++
* 有一个或多个统计和机器学习软件包或框架的经验，如TensorFlow，scikit-learn，Keras, SparkML（MLlib），Torch等
* 每周能工作3+天，持续3+月
优选资格
* 计算机科学，人工智能，机器学习或相关技术领域的在读硕士博士
* 具有以下一项或多项的经验：自然语言处理，文本理解，分类，模式识别，推荐系统，精准投放系统，排名系统或类似内容",2023-12-06,boss
机器学习,北京-朝阳,45k-75k,3-5年,本科,"深度学习算法
自然语言处理
Python
Java
推荐算法
搜索算法
广告算法
机器学习算法",蚂蚁集团,互联网,10000人以上,"招聘JD
技术-应用-开发
技术-算法-应用算法
蚂蚁集团保险业务高级/专家算法工程师、实习生
工作职责：
1、运用大数据与AI技术，通过保险科技赋能保险行业，驱动互联网保险业务决策与产品开发，实现用户增长、保险各环节的效率提升、用户服务体验优化、产品和服务创新。
2、利用NLP、图像、图计算等深度学习、机器学习算法，深入理解用户和保险产品，通过智能化的人群定向、创意素材生成、点击率/转化率预估建模等技术实现需求的精准匹配和产品推荐。
3、研究开发各种对话机器人，人机协同算法（包括语义理解、多轮对话、知识库挖掘，情感识别、机器阅读理解、信息抽取等）和运筹优化智能调度算法，应用于保险销售、智能保险顾问等场景。
4、针对蚂蚁保险核心业务，研究和开发以深度学习、自然语言处理（NLP）、知识图谱、OCR等为核心的算法模型，设计和建设整个算法体系。
5、沉淀业务通用的算法能力或解决方案，用AI为蚂蚁保险赋能，为整个保险业界赋能。
职位要求：
1、本科及以上学历，计算机、统计等数学及相关专业，有大型互联网企业在搜索、推荐、广告、对话系统，流量调度场景下机器学习、深度学习、自然语言处理、对话机器人、智能调度、智能定价等算法应用从业经验者优先，有国内外优秀论文发表者优先。
2、熟悉常见的机器学习算法，如逻辑回归、Xgboost、深度学习、强化学习、迁移学习等；或熟悉常见运筹优化算法的原理，如智能优化、最优匹配、最大流、MIP等问题的求解方法；或熟悉常见的知识图谱/NLP算法/推荐算法，了解各类算法的优缺点。
3、良好的数据结构、算法和编程功底，熟练掌握C++或Python、SQL等。熟悉大规模数据处理平台Hadoop/Spark/ODPS等。熟悉主流深度学习工具TensorFlow/Pytorch/MXNet/Theano等。
4、对数据敏感，对算法应用有热情，善于发现问题，并能够灵活运用数据、模型与算法解决实际的应用问题。
5、良好的口头与书面沟通表达能力，强烈的学习意愿及快速的学习能力，具有很好的团队合作精神。",2023-12-13,boss
机器学习,北京-大兴,16k-32k,经验不限,本科,"机器学习
算法
深度学习",京东方健康医疗,医疗健康,100-499人,"1. 本科或研究生以上学历，计算机、电子工程等相关专业；加分项：重点大学研究生学历；
2. 具有机器学习、计算机视觉等相关项目经验；熟悉常用机器学习算法；熟悉常用计算机视觉、图像处理算法；加分项：了解深度学习，熟悉一种深度学习框架；加分项：从事过图像类识别、检测等相关项目；
3. 熟悉Python或C++开发语言，了解常用数据结构；熟悉常用软件库（如OPenCV、Scikit等等）；熟悉Linux开发环境；
4. 如果某些方面特别优秀，可以适当放松以上要求。",2023-12-06,boss
机器学习,北京-石景山,40k-70k,3-5年,本科,"深度学习算法
自然语言处理
推荐算法
搜索算法
广告算法
人工智能
大数据
商业智能",美思,在线教育,0-20人,2年以上大型互联网公司机器学习经验,2024-01-02,boss
机器学习,北京-西城,6k-11k·14薪,3-5年,本科,"深度学习算法
人工智能
视觉图像算法
Python
C++
数据挖掘",卷积科技,计算机软件,20-99人,机器学习/数据挖掘等AI相关的算法研发,2023-12-06,boss
机器学习,北京-海淀,20k-40k,1-3年,本科,"机器学习
算法",汽车之家,互联网,1000-9999人,"""广告算法高级工程师
职责描述：
1. 负责广告算法系统架构设计与开发，在用户行为分析和建模，网页内容挖掘，广告匹配排序等方面进行深入研究；
2. 优化在线广告投放效果，满足客户需求和改善用户体验，提高流量变现能力，达到技术和商业的完美结合；
任职要求：
1. 本科及以上学历，计算机或者数学相关专业毕业，3年以上互联网算法从业经历；
2. 具备Linux环境开发经验，掌握至少一种主流编程语言（C++/Java/Python等）；
3. 具备机器学习、自然语言处理、数据挖掘、推荐系统、在线广告等至少一种研究背景或项目背景；
4. 熟练掌握海量数据处理技术，有使用Hadoop/Hive/Spark分析海量数据的能力和经验；
5. 优秀的分析和解决问题的能力，对挑战性问题充满激情，有较强的沟通能力，责任心和团队意识佳；""",2023-12-06,boss
机器学习,北京-朝阳,30k-45k·16薪,3-5年,本科,"深度学习算法
推荐算法
搜索算法
C++
数据挖掘
大数据",高德地图,互联网,1000-9999人,"搜索方向
职位描述:
1. 负责LBS智能搜索的算法和技术研发，应用机器学习/深度学习算法提升搜索系统效果。
2. 负责搜索系统相关性排序、索引构建及召回算法的研究和优化工作，负责LBS搜索排序的CTR预估、探索机制等。
3. 需要进行海量用户行为的分析和挖掘，通过数据指引构建算法策略和进行优化。
职位要求:
1. 计算机及相关专业硕士以上学历，相关工作经验。
2. 熟悉数据挖掘、机器学习算法，有LTR排序和CTR预估等实际工作经验，有大规模机器学习排序优化经验者优先；
3. 熟悉Python及C/C++语言进行离在线代码开发，熟练使用常用算法和数据结构，对算法有较强的实现能力；
4. 有很强的自学能力，对搜索引擎、推荐系统、大数据挖掘等方向有经验优先；
5. 具有优秀的分析问题和解决问题的能力，对解决挑战性问题充满激情，具有良好的沟通能力，坦诚直接，重视团队合作。",2023-12-06,boss
机器学习,北京-海淀,25k-50k·15薪,经验不限,硕士,"深度学习算法
Python
Java
人工智能
推荐算法
数据挖掘
自然语言处理
大数据",Aibee,互联网,500-999人,"同时面向社招/校招，机器学习算法工程师（推荐/画像）
公司介绍
Aibee | 由前百度研究院院长林元庆博士与2017年11月成立，是人工智能整体解决方案领先企业。Aibee致力于赋能升级垂直行业，打磨极致AI技术。自诞生之日起，Aibee就在业内率先提出从行业用户的关键痛点和核心价值出发,搭建数据、算法、技术、产品和服务的闭环，融合计算机视觉、语音识别、自然语言理解、大数据分析、机器人等多模态AI技术，提供完整的AI解决方案。通过降低人力成本、改善用户体验、提高运营效率三个方面，切实帮助垂直行业提升效率与产能，创造巨大商业价值，实现AI赋能升级。
团队简介
爱笔机器学习团队技术氛围浓厚，成员背景优秀，毕业院校包含美国东北大学、新加坡南洋理工、澳洲悉尼大学、清华、中科院、北邮、科大、厦大等。本团队致力于推动人工智能技术在业界应用，已在多个客户真实场景落地，为客户创造千万级业务价值。
岗位职责：
1.致力于机器学习算法的研发(如：推荐算法，用户行为预测，大数据分析，自然语言处理等)，结合大规模真实场景数据，大幅改善产品效能；
2.算法和解决方案在实际应用领域的研究、设计、验证和性能优化；
3.不断学习学术界和业界前沿技术，保持算法在公开比赛数据或大规模真实数据集上的领先性，持续提升算法效果和用户体验，鼓励原创性算法的研发和论文发表。
任职要求：
1.硕士及以上学历，计算机、人工智能或软件工程等相关专业；
2.具备扎实的数据结构、算法和开发能力，熟练掌握至少一种编程语言，如C/C++、Java、Python等；
3.熟悉深度学习基础知识和经典网络模型；
4.良好的业务理解能力，学习能力和解决问题的能力，能够快速用算法程序实现需求；
5.具备良好的沟通能力和团队合作精神；
6.具有相关项目经验，学术比赛经验或发表过顶会论文者优先。",2023-12-06,boss
机器学习,北京-朝阳,300-400元元/天,4天/周,2个月,"深度学习算法
自然语言处理
推荐算法
广告算法
搜索算法
Python
数据挖掘",阿里巴巴高德,互联网,1000-9999人,"1.深入理解机器学习和深度学习、在自然语言处理/推荐算法/图学习/强化学习上精通一个以上，在顶级会议或期刊有论文发表的优先
2.优秀的代码能力，熟悉主流深度学习工具TensorFlow/Pytorch等
3.热衷于技术创新，对于把大数据和人工智能技术能够应用到实际业务场景产生商业价值具有强烈的热情
4.具有很好的表达能力、团队适应能力，有责任心和团队协作精
5.参加过kaggle等国际国内知名比赛并取得优异成绩者优先",2023-12-06,boss
机器学习,北京-海淀,20k-40k·16薪,1-3年,本科,"无明显侧重
搜索/推荐
智能营销/广告
Hadoop/Hive/Spark
TensorFlow/PyTorch
CNN/RNN/LSTM
机器学习算法/工程化经验
深度学习经验
有国际期刊/会议论文发表",百度,互联网,10000人以上,"工作职责
-负责百度教育广告方向的核心技术研究和开发
-调研各种前沿算法，优化出价、定向与创意，扩大收入空间
-基于对用户诉求和客户诉求的深入理解和数据分析，优化策略算法，为客户创造更大的价值
-通过对数据的敏锐洞察，深入挖掘产品潜在价值和需求，通过技术创新推动产品创新
职责要求
-精通C/C++/Python语言编程，熟悉linux平台
-熟悉定向、出价、创意或Rank模型等相关基础技术者优先
-熟悉常用的数据结构基础和机器学习算法
-具备优秀的分析解决问题能力、良好的沟通能力以及团队合作精神
-对广告有浓厚的兴趣，对解决具有挑战性问题充满激情",2023-12-06,boss
机器学习,北京-朝阳,150-300元元/天,3天/周,2个月,"广告算法
自然语言处理
数据挖掘
推荐算法
视觉图像算法",阿里巴巴集团,互联网,10000人以上,"负责移动端的广告算法研究。
1.本科以上学历，2021年7月前毕业。
2.热爱编程，有一定的算法设计或数学建模的基础。
3.负责信息流广告中的视频、图像处理，模型特征处理等问题研究
4.负责品牌广告中的流量预测，价格建议，流量分配等问题研究
5.负责广告反作弊中的异常人群挖掘，图计算等问题研究",2023-12-06,boss
机器学习,北京-海淀,20k-30k·16薪,在校/应届,本科,搜索/推荐,百度,互联网,10000人以上,"2024届校招生提前批招聘
-研究数据挖掘或统计学习领域的前沿技术,并用于实际问题的解决和优化
-大规模机器学习算法研究及并行化实现,为各种大规模机器学习应用研发核心技术
-通过对数据的敏锐洞察,深入挖掘产品潜在价值和需求,进而提供更有价值的产品和服务,通过技术创新推动产品成长",2023-12-06,boss
机器学习,北京-朝阳,20k-30k,3-5年,本科,"深度学习算法
推荐算法",开域集团,互联网,1000-9999人,机器学习平台开发工程师...,2023-12-06,boss
机器学习,北京-东城,14k-18k,在校/应届,硕士,"算法
Java
数据分析",阿里健康,移动互联网,500-999人,"【阿里巴巴-阿里健康】算法工程师实习生招聘
在这里，你将接触到中国最大最牛的医疗互联网行业，了解技术和商业目标如何完美结合。
你将看到超大规模数据如何实时、高并发的快速处理；
你会了解最前沿的算法；
你将会和我们一起改变中国的医疗行业，我们需要你，你更需要我们
岗位名称：算法工程师（2019年毕业）
岗位职责：
1. 负责知识图谱构建的相关工作，包括文本处理、信息抽取、知识图谱服务搭建等相关的工作；
2. 和产品业务一起，规划医疗人工智能的项目方向和目标。
岗位要求：
1. 硕士及以上学历，计算机科学、模式识别、生物信息学相关专业，2019年毕业学生；
2. 具备NLP、数据挖掘或深度学习至少一个方向的相关经验，有医疗行业项目经验的可以加分;
3. 具备linux开发经验，有良好的JAVA/Python编程开发能力;
4. 具备良好的沟通表达能力，对医疗大数据的发展有参与热情；
5. 工作地点：北京/杭州;
6. 有意者请发送简历至 ****************-inc.com或****************-inc.com;
注，薪资为正式员工薪资，实习按照实习标准发放。",2023-12-06,boss
机器学习,北京-朝阳,25k-50k,经验不限,大专,"数据分析
机器学习
算法",深演智能,互联网,100-499人,"AI算法工程师
工作职责：1、参与品友AI系统的研究和开发工作，包括不限于chatbot、Ranking、动态规划、预算控制、竞价算法、程序化创意、计算机视觉优化等；
2、负责相关算法的核心代码开发、测试、优化。
任职资格：1、自然语言处理、机器学习、计算机科学、认知科学、数学、数据挖掘、模式识别等相关专业本科生以上学历，算法基础扎实；
2、具备良好的编程能力，熟悉Linux，熟悉Python／Lua／C／C++／Java语言中的一门或多门；
3、较强的发现问题、分析问题、解决问题的能力，有强烈的上进心和求知欲，善于学习新事物；
4、具备优秀的业务理解能力，对数字敏感，有较强逻辑分析能力。",2023-12-06,boss
机器学习,北京-海淀,30k-60k,3-5年,硕士,机器学习,昊泰生辉,财务/审计/税务,无,负责机器学习、深度学习算法的研究与开发，根据业务需求设计相应的方案，并设计、开发机器学习深度学习算法；对方案及算法进行验证和实现，解决实际问题，,2023-12-06,boss
机器学习,北京-海淀,15k-20k,3-5年,本科,"机器学习
信号
深度学习",诺百爱,智能硬件,0-20人,波形数据分析，有机器学习识别经验，最好有心电、脑电、肌电经验，有图像或语音识别经验亦可。,2023-12-06,boss
机器学习,北京-海淀,25k-40k,经验不限,本科,"算法设计
Python
TensorFlow
数据挖掘
Pandas
深度学习算法
数据可视化
网络安全",顶象技术,信息安全,100-499人,"【岗位】：机器学习算法专家 - 安全方向
【Base】：北京、杭州
【岗位职责】：
1.根据业务目标，负责开发应用于客户所需业务领域的机器学习模型；
2. 深度挖掘用户数据，负责数据挖掘、异常检测及预测分类等相关模型、算法的设计与开发；
3. 配合开发人员完成数据模型开发、上线运行；
【任职要求】：
1.3年以上系统安全等垂直领域的数据分析挖掘相关的工作经验；熟悉基础数据挖掘模型，熟练使用SQL（或者SAS、R等）数据分析工具；
2.至少熟练掌握以下一种编程语言（Java、Python、C++、Scala），熟悉Python Pandas，SkLearn等建模package者优先；熟悉TensorFlow、PyTorch等 深度学习框架工具者优先；
3.统计学、数学、计算机等相关专业优先，机器学习、数据挖掘、数据可视化等研究方向优先；
4.熟悉网络安全、系统安全业务者优先。
（实习生、应届生工作经验非硬性要求）
本科以上学历，一年以上数据分析经验或挖掘经验。有网络安全和信息安全经验优先！",2023-12-06,boss
机器学习,北京-朝阳,40k-60k,3-5年,硕士,"机器学习
深度学习
机器学习平台",优视科技有限公司,互联网,1000-9999人,"机器学习平台研发工程师
工作职责：
1，负责机器学习，深度学习平台和框架的开发和维护工作
2，负责深度学习算法组件的开发
3，机器学习系统流程优化
要求：
1，对机器学习，深度学习算法了解
2，熟悉分布式开发
3，熟悉C++，linux系统开发环境
4，3年以上工作经验",2023-12-06,boss
机器学习,北京-朝阳,45k-75k,3-5年,本科,"深度学习算法
自然语言处理
推荐算法
搜索算法
广告算法",高德地图,互联网,1000-9999人,"团队介绍
1. 负责LBS个性化推荐、底纹词推荐等相关技术，应用机器学习/深度学习算法优化用户惊喜度，提升推荐系统的CTR。
2. 工作包括但不限于时空大数据挖掘建设，应用机器学习算法对用户行为序列建模，推荐算法优化，自然语言处理与文本生成等。
3. 需要进行海量用户行为的分析和挖掘，通过数据指引构建算法策略和进行优化。
职位描述
1. 计算机及相关专业硕士以上学历，相关工作经验。
2. 熟悉数据挖掘、机器学习算法，有LTR排序和CTR预估等实际工作经验，有大规模机器学习排序优化经验者优先；
3. 熟悉Python及C/C++语言进行离在线代码开发，熟练使用常用算法和数据结构，对算法有较强的实现能力；
4. 有很强的自学能力，对搜索引擎、推荐系统、大数据挖掘等方向有经验优先；
5. 具有优秀的分析问题和解决问题的能力，对解决挑战性问题充满激情，具有良好的沟通能力，坦诚直接，重视团队合作。",2023-12-06,boss
机器学习,北京,35k-60k,经验不限,硕士,"Python
C/C++
TensorFlow/PyTorch
计算机相关专业
机器学习算法/工程化经验
深度学习经验",中兵智能创新研究院,互联网,100-499人,熟练掌握C++、Linux、python 、pytorch等编程，熟悉分布式时空同步、信息采集与关联融合、交叉匹配、特征增强、目标搜索识别、深度学习等相关算法与模型与算法。,2023-12-06,boss
机器学习,北京-朝阳,20k-40k,3-5年,本科,"深度学习算法
数据挖掘
TensorFlow
机器学习算法
算法设计",京东集团,电子商务,10000人以上,"业务介绍：
营销云业务旨在为企业客户提供一方数据与京东营销服务体系的无缝衔接，通过建设CDP助力品牌实现统一的消费者数据资产管理，同时帮助JD电商平台实现可持续的有质量的业务增长。
岗位职责：
1、品牌/ISV一方数据上翻、业务建模及与广告营销中台如DMP的数据沉淀打通；同时，为客户提供技术服务、产品化迭代CDP系统，输出行业解决方案；
2、全域数据融合技术研究落地，包括不局限于隐私保护、联邦学习、RTA、DataExchange、安全计算等方向；
3、深入践行增长黑客方法论，应用AdTech、MarTech等技术，通过实验量化广告/营销策略的业务效果。
岗位要求：
1、计算机基础知识扎实，熟悉常用的算法、数据结构、机器学习工具、统计分析原理等；
2、理解数字化广告、营销理论，具有强烈的数据价值意识，对行业知识敏感；
3、动手能力强，具备一线开发能力和大数据处理经验，对hive、spark、Python、SQL等有研发经验。
4、具备逻辑思维、沟通分享及强烈的团队意识。
5、3-5年互联网研发经历，有计算广告、机器学习等项目经验的优先；实习生、校招生常年招聘。",2023-12-06,boss
机器学习,北京-朝阳,30k-60k·16薪,3-5年,硕士,"深度学习算法
算法设计
自然语言处理
推荐算法
搜索算法
Python
广告算法",阿里巴巴集团,互联网,10000人以上,"我们是谁？
我们是【阿里巴巴集团的核心电商业务和核心算法团队】，包括双十一在内的大规模数据场景实战经验的团队，不停追求技术边界突破和业务创新的团队，包括来自世界各地的优秀算法工程师，成果屡次获得集团大奖，并被主流媒体报道过，同时也和海内外一流高校和实验室有长期科研合作项目，发表过包括WWW，SIGIR，KDD，CIKM等会议在内的多篇顶级学术会议文章，在阿里集团有非常高的技术声誉。
阿里巴巴全球化化搜索算法团队隶属于【阿里集团搜索推荐事业部】，原负责手淘相关业务，两年前阿里全球化起点开始深入到全球化业务，完整负责Lazada搜索相关性和效率提升排序算法，团队【base 北京+深圳】，机会多多。
Lazada是什么？
Lazada是【东南亚最领先的电商网站】，覆盖印尼、泰国、菲律宾、越南、马来西亚和新加坡六个国家，业务模式类比于国内的淘宝，阿里控股公司，并轨阿里后业务高速增长。整体业务模式是运营在本地，产品和技术在国内。
我们的机会和挑战？
【东南亚电商是一个新的风口】，覆盖6亿多人口，目前电商渗透率非常低只有1%附近（国内15%），人口多且年轻，有着巨大的潜力。【全球化从19年开始成为阿里巴巴三大战略之一，是阿里巴巴一定要做成的业务】，阿里集团的根基是电商业务，在国内电商业务趋于饱和的背景下，国际化电商是下一个重要发力点，而最重要的起点就是和我们文化和时差等差异很小的东南亚，是阿里CEO级别重要项目。
东南亚市场已经远不是非常早期的阶段，处于一个快速上升期，目前各方都投入了重要力量，业务的快速成长是我们最大的机会。在这里我们也遇到了非常多的挑战：
业务形态多样：Lazada业务首先是3C行业起家，自建物流体验有竞争优势，类似于国内的京东，这里面有很多自营(Retail)业务需要平衡利润，而Retail模式发展到大卖家并在LazMall BU，类似国内的天猫业务，承担着优质货品和快速物流体验的责任；此外东南亚和相对国内有个很大的差别在于没有像中国一样的完备工业体系，这就决定了不能靠自己完成整个电商类目体系的搭建，需要比较依赖跨境业务。
多语言小语种环境：Lazada场景本身类比于淘宝，模式是本地语检索本地语商品，涵盖印尼语、英语、泰语和越南语4个主要语种且存在很多语言混合现象，在多语言理解方面有很多工作需要专门优化。
国家间差异性：尽管Lazada是一个覆盖东南亚六国的独立业务，但六个国家直接有很大的差异性。从经济水平来看，新加坡是发达国家，马来西亚和泰国发展水平居中，印尼、越南和菲律宾则处于很贫困阶段；从地域特点看，印尼是万岛之国，越南南北极其狭长达1600公里，物流都是重要难题；从国土面积和人口数量看，新加坡非常依赖外部供给；从竞争形势看，菲律宾处于很领先地址，印尼还处于靠后位置，打法和诉求也不同；从体量来看，印尼和泰国处于领先地位，马来、越南和新加坡整体占比不到20%。这些国家间差异性都决定了我们在国家特点等方面需要差异性面对，而我们面临的技术挑战就是更大的复杂度了。
初级发展阶段：Lazada目前不仅仅是业务处于初级阶段，新品新卖家不断融入，品类丰富度不够，卖家成熟度不够。平台的整体运营能力也在相对低的位置，这不是可以凭个人意志可以快速转变的，我是相信本地运营深度这个方向是对的，这个过程中的耐心也是需要的。
团队主要做什么？
我们团队【端到端负责Lazada电商搜索算法】，具体有三个业务方向：
搜索体验：搜索体验包括搜索相关性、多样性和导购等，相关的技术领域主要是自然语言处理，通过自然语言处理、深度学习技术对淘宝商品、商家、内容进行标签提取，形成标签系统。具体的方法有Query理解，Query类目意图预测，文本、实体和语义相关性等。
搜索效率：电商搜索优化目标一般是GMV(类似于GDP)/成交转化率，搜索是电商的最重要的成交阵地，搜索效率提升本身对电商业务意义重大。我们利用电商大规模异构数据进行建模，通过Query理解、商品信息和商家理解来构建“用户意图知识图谱”，同时在用户行为上通过图表达，多目标学习，深度学习等算法建立实时用户感知模型并能自主学习的“用户行为知识图谱”，从而更好地落地在用户偏好预测、人群分类、个性化排序和推荐等业务中。具体在排序模型上有CTR/CVR预估模型（Point&List-wise）和召回方面向量召回、Query改写和纠错等。
电商业务：搜索除了自身的体验和效率，需要同时承担电商整体业务目标，如物流、零售、新品、新卖家、用户权益等方向。具体的利用多智能体机器学习和增强学习来解决包括搜索、推荐、广告、营销等多场景的联合优化问题和流量调控等问题，同时利用博弈论的思路建立更好的搜索排序机制避免流量作弊并优化流量资源的合理分配。
主要要求是什么？
1、本科及以上学历，硕士博士优先，计算机、数学、控制论、信号处理、博弈论、运筹优化、统计学、信息安全等相关专业；有扎实的数理分析基础并有交叉领域研究经验的优先
2、熟悉常用数据挖掘和机器学习算法，特别是对各种人工智能系统等相关领域的应用问题有大量研究或者实践经验者优先，有实际成果并发表在国际顶级会议、期刊者优先
3、 熟练使用Python/C++/java/shell语言等其中一种语言优先；有基于TF、Caffe等深度学习算法开发经验或者相关研究背景的优先
4、具有良好的技术洞察力、商业敏感度和优秀的数据分析技能，能够开发创新而实际的分析方法以解决复杂的商业问题",2023-12-06,boss
机器学习,北京-海淀,20k-30k,经验不限,硕士,"搜索/推荐
语音/图像识别
Python
计算机相关专业
数学/统计相关专业
深度学习经验",华为,计算机软件,10000人以上,"负责数据收集、预处理和特征工程；
负责机器学习模型的并发、评估、调优和验证；
负责平台公共算法优化，包括并行计算和分布式处理、GPU/NPU加速、模型压缩等。",2024-01-05,boss
