岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间,来源
数据挖掘/算法工程师,北京,25k-50k,3-5年,本科,"自然语言处理
深度学习算法
算法设计",京东科技集团,互联网,1000-9999人,"1.基于京东海量数据，通过数据挖掘、机器学习、NLP、知识图谱、GIS等技术，精细刻画用户或相关实体画像、关系挖掘；
2.负责用户精细化挖掘，重点业务标签优化，通过业务要素分析驱动标签扩展，通过画像数据挖掘驱动业务决策；
3.建设多维度数据标签，健全标签生产体系和架构，推进挖掘项目落地；
4.研究大数据挖掘和算法的前沿技术，搭建标签模型和策略架构
5.良好的统计分析和算法基础，熟悉数据挖掘、机器学习相关算法，了解AI前沿技术，有NLP、知识图谱、深度学习经验优先；
6.用户画像、位置智能、地理数据挖掘、数仓经验者优先；
7.乐于接受挑战，良好的逻辑分析和沟通表达能力，良好的团队和主动沟通意识",2023-11-10,boss
数据挖掘,北京,20k-40k,3-5年,硕士,"SQL
Python
R",某500强上市公司,互联网金融,1000-9999人,"1、结合银行营销、运营、风控、财务、监管领域重点任务，通过机器学习、数据挖掘支持客户洞察、行为分析、精准营销、线上运营、反洗钱、反欺诈、不良风险识别和处理、资产负债及财务分析；
2、负责数据分析领域的工作，开展数据产品研发和数据分析报告的规划、设计及交付；
3、负责数据挖掘的算法应用、优化等工作，参与数据挖掘及数据产品研发的规划、设计及实施；
招聘条件：
1、原则上为硕士研究生及以上学历，计算机及相关专业，年龄35周岁及以下，特别优秀者，可适当放宽；
2、具备两年及以上银行、大数据分析、IT公司从事金融行业数据挖掘相关工作经验；
3、熟练掌握SAS、Python、R等一种或一种以上的分析工具，熟悉机器学习基本框架和模型常用算法，能够将机器学习、深度学习技术与金融应用场景进行结合应用；
4、熟悉大数据Hadoop相关组件（spark/Hive/Kafka等），有搜索引擎/推荐系统/风控平台的设计开发经验者优先；
5、熟悉数据分析挖掘过程，具备独立完成数据抽取、数据处理、数据建模及验证、数据分析报告等任务的能力；
6、具备较强的工作责任心和团队合作意识，抗压能力强，具有较强分析问题和解决问题的能力，具备良好的协调沟通能力；
7、“对参加抗击疫情一线医护人员的配偶或子女”及“光大系统内员工”在同等条件下优先录取；
8、符合我行任职回避有关规定。",2023-12-06,boss
数据挖掘工程师（业务安全）,北京-朝阳,28k-35k·16薪,3-5年,本科,"业务导向
风控/反欺诈",酷狗音乐,互联网,1000-9999人,"岗位描述
1、负责风控模型规划及落地，包括但不限于反欺诈模型、行为评分等等； 2、基于用户行为海量数据，分析和挖掘，发现用户行为模式与规律，提高风控业务效果； 3、通过分析和挖掘数据，发现风险变化趋势，提出建模构想，构建用户画像体系。
岗位要求
1、有互联网/金融等行业，风控相关工作经验者优先考虑； 2、计算机、统计学、数学相关专业本科及以上学历； 3、3年及以上数据挖掘或知识图谱工作经验； 4、熟悉数据挖掘算法，能够验证算法效果，将算法应用在风控业务中； 5、责任心强，沟通表达能力佳，可独当一面。",2023-12-09,boss
数据挖掘工程师,北京-海淀,20k-30k,3-5年,本科,"数据挖掘
Spark
Hadoop",科源美,电子商务,无,"基于海量的电商、物流、交通、用户行为数据，结合地理空间数据，使用大数据机器学习，来挖掘商户-用户关系、商户位置、商户发现、商户变更等地图关键数据，并探索更深层次的数据价值。
职位要求：
1.计算机、数学相关专业，本科或以上学历；
2.三年以上数据挖掘相关工作经验；
3.优秀的编程能力，精通C++或Python等。
熟悉大规模数据处理平台Hadoop/Spark/ODPS等。
熟悉主流深度学习工具TensorFlow/Caffe/MXNet/Theano等；
4.精通数据挖掘项目的流程和思路，熟悉常用机器学习算法；
5.对地理和位置数据的挖掘有浓厚兴趣，充满激情，挑战未知；",2023-11-23,boss
NLP/数据挖掘算法工程师,北京-朝阳,20k-35k,3-5年,本科,"Java
Scala
深度学习算法",360集团,互联网,1000-9999人,"我们专注于大数据之上的NLP语义计算&数据挖掘算法研究与应用，如果你了解NLP、机器学习、深度学习、主动学习、语义特征提取，对人工智能抱有热情，勇于挑战各种实际应用难题，欢迎加入我们。
职责描述：
1、基于的海量用户日志数据，利用NLP技术，更好地理解和描述用户行为、兴趣，用户画像、实时推荐算法的构建实现。
2、研发牢固可靠的NLP基础技术，如大规模NLP预训练、NER、QUERY解析、语义理解等。
任职要求：
1、计算机、数学、通信等相关专业，硕士以上学历，博士优先，熟练使用tensorflow、pytorch等框架者优先；
2、对NLP技术和原理有较深入的理解，深入了解NLP处理中的word2vec、fasttext、bert等embedding模型及应用，熟悉中文分词、文本分类、文本聚类、文本结构化、文本相似度计算、实体链接相关内容者优先；
3、熟悉Python/Java/Scala中的一种或多种编程语言，有较强coding能力，熟悉hadoop/hbase/hive/spark等分布式计算架构优先；
4、正直诚信、有团队精神，有良好的学习能力，沟通能力和独立解决技术问题的能力；
5. 善于学习了解前沿知识与技术，自驱能力较强，有较强的技术选型及规划能力、较好的沟通能力，积极主动，愿意接受挑战，抗压能力强优先。",2023-11-10,boss
数据挖掘工程师,北京-朝阳,20k-30k·13薪,3-5年,本科,"Python
SQL
自然语言处理",维恩咨询,数据服务,20-99人,"职位描述：
1、参与数据源分析工作，完成爬虫数据与数据平台的对接，基于消费者行为、特征、关系等要素建立大数据分析模型，制定有效的的识别策略和算法，以Tensorflow、Sklearn、SparkMLLIB等形式进行算法原型实现；
2、根据业务需求，制定清洗规则并用程序实现，对已有数据清洗规则进行修正，提升数据质量，负责数据质量稽查和监控设计。
3、根据特征工程输入，清洗数据，包括但不限于处理缺失值、重复值、虚假值、离群点，矫正数据分布，数据归一化等工作。
4、数据可视化，形成数据产品
任职要求：
1. 全日制本科及以上学历，研究生优先，应用数学、统计学、计算机科学、数据分析等相关专业，三年以上数据从业经验；
2、了解常用数据结构及算法，熟练掌握python，熟练掌握Pandas，熟悉常用算法库；能熟练使用Python进行数据的清洗，集成，变换，规约需求的编程实现。
3、熟悉TensorFlow框架和TF-Serving
4、对数据敏感，熟悉常用数据挖掘算法，具有数据清洗、数据挖掘方向的开发经验的优先；
5、有概率论与数理统计相关基础，对数据敏感，能从数据库中提炼核心内容。
6、善于业务理解，熟悉特征工程（特征降维、特征融合等）。
7、具备分析、解决问题的能力，沟通能力强，能够承受工作中的压力，有团队合作精神，具备责任感。
8、 掌握SQL Server/MySQL/Oracle等一种或多种,具备扎实的SQL功底，熟悉关系型数据库，能编写复杂SQL，了解MongoDB，Redis优先。
9、熟悉大规模数据挖掘、机器学习等相关技术,熟悉Hadoop/Spark/Hive技术优先
10、熟悉NLP相关算法（分词、词性标注、命名实体识别、文本分类、聚类等）优先",2023-11-10,boss
数据挖掘工程师（营销方向）,北京-朝阳,15k-30k,3-5年,本科,"Python
SPSS
SAS",福建极推科技有限公司,数据服务,100-499人,"岗位职责：
1、使用建模工具进行指标设计、模型优化，包括数据准备、建模及分析、模型的选取与优化、模型验证和数据挖掘等工作。
2、对结构化/非结构化数据进行清洗及标准化处理，如关键字抓取、缺失值处理、异常值处理等
3、根据与业务访谈结果，整理业务需求，并与客户沟通确认，对数据进行数据分析、数据挖掘，数据可视化、形成数据
产品，对海量业务数据进行分析；
4、对数据敏感，具备独立建模和数据分析能力。能够将碎片化的信息条理化；
任职要求：
1、本科及以上，3-5年工作经验
2、精通Excel、SPSS 、SAS、Python等办公软件和分析工具，有一定分析材料写作能力；
3、具有数据分析工作能力和经验，熟悉银行相关政策、流程和规则，有金融从业经验尤佳；
4、具有良好的服务意识、责任心及团队协作能力；
5、具有数据分析工作能力和经验，熟悉银行、金融或者保险相关政策、流程和规则，有营销相关项目经验者优先
同盾 百融 联通 冰鉴 td 融慧金科 百行 朴道 腾讯云 神州数码 宇信科技 顶象等等同行业公司的人选可以直接面试",2023-11-10,boss
数据挖掘工程师,北京,18k-35k,3-5年,本科,"Python
Hive
Spark",某大型互联网公司,互联网,500-999人,"岗位职责：
1.擅长复杂数据的分析挖掘和建模，搭建大数据风控、信贷准入等业务主体的指标设计和模型开发；
2.针对金融欺诈、信贷准入等场景，运用统计学方法，将业务问题抽象成数据挖掘问题，解决实际业务痛点；
3.通过对可疑交易的流水分析，深入挖掘样本的潜在特点，抽象出更有价值的场景特性；
4.深度分析大量数据，发现业务趋势、模式和洞察，尤其在反欺诈方面提供有价值的见解；
5.参与银行反欺诈相关的数据开发工作，熟悉反欺诈策略和模型；
6.熟悉银行业务知识，深入了解核心业务、信贷业务相关数据的构成。
任职要求
1.本科或以上学历优先考虑，计算机科学、数据科学、统计学或相关领域优先；
2.熟悉常用机器学习及算法原理，掌握数据处理技术，如Python、Hive、Spark等；
3.拥有3年以上数据建模和统计分析经验，熟悉常用数据分析工具和库；
4.金融工作背景优先，对数据敏感，有较强的分析能力；
5.具备解决问题和独立工作的能力，优秀的沟通能力和团队合作精神。",2023-12-08,boss
数据挖掘工程师,北京-朝阳,15k-25k·15薪,3-5年,本科,"Python
SQL
深度学习算法",邦盛科技,计算机服务,1000-9999人,"岗位职责：
1、 针对金融风险、欺诈检测场景、理财推荐问题，运用机器学习方法，抽象成数据挖掘问题，解决各个实际业务问题；
2、 针对金融风险、欺诈检测场景、理财推荐问题，数据分析手段，使用sql或者python实现规则逻辑，进行规则调优，协助业务决策；
3、 通过对业务场景的敏锐洞察，深入挖掘目标样本的潜在模式，抽象出更有价值的场景特征；
4、 通过使用公司建模分析产品，提出改进方案，优化产品的用户体验。
任职要求：
1、 3年以上风险分析工作经验，本科及以上学历，计算机类、经济类及金融类等相关专业；
2、 了解分类、聚类、回归等基本场景下的机器学习算法，对决策树提升树模型有深入理解；
3、 掌握数据处理语言，如Python，SQL，Spark等，具备Linux环境开发能力；
4、 熟悉欺诈检测、理财推荐等业务场景优先，有参加天池、Kaggle等数据挖掘竞赛经历者优先；
5、 理解词嵌入技术，图嵌入技术，并有将其应用在金融场景的经验者优先；
6、 有使用图谱技术解决风控问题经验者优先；
7、有使用无监督的方法解决风控问题的经验者优先；
8、 关注思考、喜欢钻研、能够主动分析解决问题，工作有激情，有责任心，愿意接受适当的挑战，对数据行业热爱，具备良好的沟通能力和团队合作精神，适应短期出差。",2023-12-07,boss
数据挖掘工程师 (MJ001521),北京-东城,30k-45k,5-10年,本科,"Python
计算机相关专业
数学/统计相关专业",OPay,互联网,500-999人,"工作内容：
1.负责海外金融业务风控工作，运用多种模型驱动业务增长；
2.负责风控业务中常见指标的分析，制定相关规则和建立模型；
3.开发风控业务所需的多项工程，包括但不限于模型工程、特征工程、图谱工程；
4.优化目前已有的算法，尝试各种数据增强方法，提升精度；
5.追踪前沿的NLP模型/工具，文本挖掘，能够快速学习并应用于业务，解决业务难题。
任职要求：
1.计算机、数学等相关专业硕士及以上毕业（金融、风控领域优先）；
2.2年以上NLP算法、文本挖掘经历，熟练使用Python与Linux；熟悉深度学习框架；
3.对建模、层次化多标签文本分类、无结构文本挖掘、NLP等关键前沿技术相关工作经验；
4.热爱技术，对性能有不懈追求；
5.良好的学习、沟通能力和技术攻坚能力并能承担一定工作压力。",2023-11-10,boss
数据挖掘工程师（国企上市公司）,北京-西城,20k-40k·16薪,3-5年,硕士,"Java
Python",广沐科技,移动互联网,500-999人,"工作职责
智能营销、运营、风控、财务、监管方向
1、结合银行营销、运营、风控、财务、监管领域重点任务，通过机器学习、数据挖掘支持客户洞察、行为分析、精准营销、线上运营、反洗钱、反欺诈、不良风险识别和处理、资产负债及财务分析；
2、负责数据分析领域的工作，开展数据产品研发和数据分析报告的规划、设计及交付；
3、负责数据挖掘的算法应用、优化等工作，参与数据挖掘及数据产品研发的规划、设计及实施；
任职要求
1、原则上为硕士研究生及以上学历，计算机及相关专业
2、具备两年及以上银行、大数据分析、IT公司从事金融行业数据挖掘相关工作经验；
3、熟练掌握SAS、Python、R等一种或一种以上的分析工具，熟悉机器学习基本框架和模型常用算法，能够将机器学习、深度学习技术与金融应用场景进行结合应用；
4、熟悉大数据Hadoop相关组件（spark/Hive/Kafka等），有搜索引擎/推荐系统/风控平台的设计开发经验者优先；
5、熟悉数据分析挖掘过程，具备独立完成数据抽取、数据处理、数据建模及验证、数据分析报告等任务的能力；
6、具备较强的工作责任心和团队合作意识，抗压能力强，具有较强分析问题和解决问题的能力，具备良好的协调沟通能力；",2023-12-08,boss
数据挖掘工程师,北京-西城,20k-30k·13薪,3-5年,本科,"数学/统计相关专业
银行
反欺诈",北银金科,互联网,500-999人,"岗位职责：
1.擅长复杂数据的分析挖掘和建模，搭建大数据风控、信贷准入等业务主体的指标设计和模型开发；
2.针对金融欺诈、信贷准入等场景，运用统计学方法，将业务问题抽象成数据挖掘问题，解决实际业务痛点；
3.通过对可疑交易的流水分析，深入挖掘样本的潜在特点，抽象出更有价值的场景特性；
4.深度分析大量数据，发现业务趋势、模式和洞察，尤其在反欺诈方面提供有价值的见解；
5.参与银行反欺诈相关的数据开发工作，熟悉反欺诈策略和模型；
6.熟悉银行业务知识，深入了解核心业务、信贷业务相关数据的构成。
岗位要求：
1.本科或以上学历优先考虑，计算机科学、数据科学、统计学或相关领域优先；
2.熟悉常用机器学习及算法原理，掌握数据处理技术，如Python、Hive、Spark等；
3.拥有3年以上数据建模和统计分析经验，熟悉常用数据分析工具和库；
4.金融工作背景优先，对数据敏感，有较强的分析能力；
5.具备解决问题和独立工作的能力，优秀的沟通能力和团队合作精神。",2023-12-09,boss
数据挖掘算法专家,北京,50k-80k·16薪,5-10年,本科,"C/C++
大数据处理经验
数据挖掘",某大型互联网上市集团公司,互联网金融,10000人以上,"岗位描述
1.面向信息365行业务，构建算法盘货选货基础能力，支持会场、搜索、推荐、广告等多路用户触达途径，在货品链路上的优化
2.运用机器学习，构建人地图谱、人地时空核心能力，并推动业务落地
岗位要求
1.熟练掌握常用的机器学习、深度学习算法、数据挖掘，具备良好的算法选型能力和产品落地经验;
2.热情于推动业务发展、为用户创造价值，具有良好数据分析、数据可视化能力;有LBS，geo数据处理经验优先
3.具有优秀的分析问题和解决问题的能力，对解决挑战性问题充满激情，具有良好的沟通能力，重视团队合作",2023-12-08,boss
数据挖掘算法专家,北京,40k-70k·14薪,5-10年,本科,"自然语言处理经验
机器学习经验
大数据处理经验",某500强上市公司,互联网,1000-9999人,"工作职责
1、负责轨迹大数据的的相关应用落地；
2、应用数据挖掘、机器学习等技术，对海量位置数据进行ETL开发、智能化处理、数据挖掘、建模，提取有价值的信息；
3、应用机器学习技术，构建数据挖掘模型，服务于智能交通产品化。
任职资格
1、机器学习/计算机/数学相关方向硕士以上学历；
2、熟悉C/C++语言、Python、Java任意一种语言，较强的算法和数据结构功底；
3、熟悉数据挖掘、机器学习等技术；
4、良好的逻辑思维能力，优秀的分析、解决问题的能力，良好的沟通能力和团队合作精神。",2023-12-06,boss
数据挖掘工程师,北京-西城,18k-35k·15薪,3-5年,本科,Spark,英大金财,互联网,100-499人,"岗位职责：
1、对商旅海量业务数据进行分析，并利用算法挖掘用户行为特征，发现潜在规律，建立机器学习算法并优化；
2、负责分析挖掘国商旅客户/行业对大数据产品的需求（应用场景），利用数据分析结论提升客户业务能力。例如：文本挖掘，潜在客户挖掘，用户画像，个性化推荐，用能预测等
3、进行大数据场景下的数据统计、数据挖掘、机器学习、深度学习，包括数据整理、模型建立、模型应用、评估优化等；
4、将客户需求准确转化为可执行的数学模型，针对不同的应用场景，负责编写数据挖掘算法及对其的优化；
5、基于需求分析/运营支持/商业报告等成果，抽取典型用户/客户/行业/产品分析模型并与开发团队沟通实施方案及构建产品原型；
6、建立各种业务逻辑模型和数学模型帮助公司改善运营管理，节省成本。
任职要求;
1、本科以上学历，扎实的机器学习、数据挖掘、统计学理论基础；有统计、应用数学、金融等相关专业背景优先；
2、精通常见机器学习算法（如逻辑回归、SVM、神经网络、决策树、贝叶斯等），有实际建模经验，掌握深度学习算法优先；
3、具有扎实的计算机操作系统、数据结构等编程基础，精通至少一门编程语言例如JAVA/Python/R等；
4、熟悉Map-Reduce模型，对Hadoop、Spark、Storm等大规模数据存储与运算平台有实践经验优先。",2023-11-10,boss
数据挖掘,北京-海淀,20k-30k,5-10年,本科,"研究导向
风控/反欺诈
Java",百分点集团,计算机服务,500-999人,"数据挖掘算法工程师
【岗位职责】
1. 阅读各类论文及专利，结合业务实践及场景，论证可行性，提出最佳的技术路径
2. 根据产品经理的用户场景，分析业务数据，制定和实施数据挖掘方案
3. 分析用户典型业务场景，制定合理的数据生成和采集方案，并基于采集的数据进行模型开发
【岗位要求】
1. 本科及以上学历 ，应用数学、统计学、计算机等相关专业
2. 具有较强的统计学、人工智能和数据挖掘知识基础，精通特征工程
3. 能够熟练阅读英文的专利、论文等，结合行业先进技术及理念进行前沿研究及利用
4. 有强烈的上进心和求知欲，创新能力强，善于学习新事物，能够独立承担技术路线的选型和技术难点的攻关
5. 了解计算机通信原理，有DPI经验优先",2023-12-01,boss
数据挖掘工程师,北京-海淀,20k-30k·15薪,3-5年,硕士,"Python
数据挖掘
hadoop",中科天玑,移动互联网,100-499人,"职位描述：
1.负责文本类，图谱型数据挖掘工作
2.利用大数据手段来推进产品迭代
3.相关数据挖掘系统和工具平台的设计、开发
4.通过对数据的敏锐洞察，使用数据挖掘相关技术，深入挖掘产品潜在价值和需求
职位要求:
-具有计算机，通信，电子，自动化相关领域专业硕士及以上学历
-有扎实的计算机相关基础，熟练使用 Linux 下的 Python 编程
-熟练使用 numpy、pandas 等基础数据处理库
-熟练进行数据挖掘、机器学习算法开发，熟悉常用特征工程挖掘、计算方法
-熟悉容器技术、分布式计算（Hadoop）、数据库（MySQL、MongoDB）、日志分析（ELK）",2023-12-08,boss
数据挖掘工程师,北京,30k-60k·16薪,3-5年,硕士,"计算机相关专业
数学/统计相关专业
机器学习经验",某大型计算机软件公司,计算机软件,100-499人,"岗位职责：
1.负责基于关系图谱的数据挖掘和研发工作。
2.应用常用的机器学习技术，对用户、设备等元素进行风险建模。
3.关注安全技术方向，持续对抗黑产行为，及时迭代策略。
4.识别各类机器行为、羊毛党、引流、广告等欺诈模式和风控场景。
5.识别平台的违规内容，进行持续对抗。
岗位要求：
1.熟悉常用的机器学习算法，LR、XGBOOST、RF等有监督学习算法；常用的无监督算法，聚类DBSCAN、谱聚类、层次聚类等。
2.熟悉常用的文本挖掘算法，如文本分类、命名实体识别相关算法。
3.扎实的编程基础，熟悉python、spark、hive、shell、java等一项或多项计算语言。
4.对反欺诈数据敏感，具备快速业务场景抽象能力，并能及时应用在实际项目中。
5.责任心强，有良好的学习能力及团队合作精神，自我驱动能力强。",2023-12-08,boss
数据挖掘工程师,北京-海淀,35k-55k·15薪,5-10年,本科,"数据挖掘
用户画像
推荐",易车,互联网,1000-9999人,"资深数据挖掘专家
1、负责用户画像标签体系建设
2、负责用户画像智能化应用开发
3、负责画像团队人员建设工作
4：参与增长实验的落地运营
任职资格:
1、本科及以上学历，计算机、数学等相关专业，985，211 院校毕业生优先考虑
2、有丰富的用户画像和nlp相关经验者优先
3：对常用的机器学习算法，特征选择方法，数据建模过程有深入理解，并具备相关项目经验
4：有快速学习能力及创新精神，做事仔细认真，善于团队合作；
5：有团队管理经验尤佳",2023-11-10,boss
数据挖掘建模工程师,北京-朝阳,15k-30k,3-5年,本科,SQL,海岸融信,计算机软件,500-999人,"岗位职责:
1、根据业务需求，分析、适配、研发并优化相应算法。
2、封装算法、模型用干应用开发，并提供AP|接口 文档。
3、调研新技术及前沿科技，以技术驱动产品。
4、分析业务需求，整理出算法模型的输入及输出。
5、与研发团队的前后端软件工程师配合，将针对特定应用场景的算法模型集成到软件系统中，形成产品。
6、紧跟算法相关技术前沿，构建适应公司需求的算法库，参与规划公司技术方向。
任职要求:
学历水平:本科及以上学历，计算机、数学、统计或相关专业
工作经验:2年以上数据算法、人工智能等领域的相关工作经验
经验要求:
1、 对机器学习、数据挖掘算法及其在金融行业的应用，有比较深入的认识和理解;
2、 熟悉java或者python等开发语言，熟悉Linux开发环境，有扎实良好的编程基础;
3、 熟悉机器学习相关算法，如：KNN、线性回归、朴素贝叶斯、决策树、逻辑斯蒂回归、Kmeans聚类、SVM、随机森林、GBDT等，熟练使用机器学习sklearn库。
4、 熟悉特征工程常用的相关处理方法，如：特征重要性评估选择(皮尔森系数评估、线性评估、GBDT)、无量纲处理(StandardScaler、MinMaxScaler)、编码处理(OneHotEncoder，LabelEncoder)、样本均衡处理(过采样、欠采样)、离散值分箱技术(cut)、文本处理(TfidfVectorizer,CountVectorizer)等等。
5、 有并行计算、海量数据处理经验、熟悉hadoop、spark生态系统组件使用者优先; 5、能将算法封装成独立模块并提供API，有低代码平台开发经验者优先。
6、 熟悉MySQL数据库，熟悉SQL语句优化。熟练使用MySQL数据库多表联合查询、事务、分组、聚合等操作。
7、 了解Redis非关系型数据库，了解大数据基本组件
8、 拥有突出的数据分析和归纳能力，具备出色的需 求分析和快速学习能力，能在复杂业务场景中发现和 解决问题的能力;
9、 良好的逻辑思维能力、沟通能力、团队意识，有自我驱动意识，细心，有责任感，使命感。",2023-12-10,boss
机器学习开发工程师-数据挖掘,北京,25k-50k·16薪,5-10年,本科,"Java
Python
go",某大型互联网公司,互联网,500-999人,"面试轮次：3轮业务面试
工作职责：
1、负责搭建可视化、流程化和配置化Pipeline的高效数据挖掘平台；
2、支撑算法团队一站式完成数据预处理、数据探查、模型训练和部署；
3、建设分布式机器学习平台，支持多并发、并行训练。
任职条件：
1、计算机相关专业，985、211本科以上学历优先，3~5年扎实的python/java/go开发经验；
2、使用过sparkML、flinkML，有kubeflow二次开发经验优先；
3、了解特征工程，有过机器学习或者数据挖掘工程经验更佳；
4、工作积极，具备较强的逻辑推理能力、团队协作能力、沟通能力",2023-12-10,boss
中级数据挖掘工程师,北京-朝阳,10k-12k,3-5年,本科,"Python
SQL
Pandas",QuestMobile,移动互联网,100-499人,"岗位：中级数据挖掘师
岗位职责：
1、负责用户画像数据库的稳定性维护和标签算法迭代，推动标签体系的优化和升级；
2、负责标准产品的日常数据审核运营工作，和客户反馈问题核查，以推动产品的更新迭代和优
3、负责产品数据挖掘需求的评估和执行工作，保质保量按期交付；
4、其他与数据获取和分析相关的工作
职位要求：
1、3年以上数据挖掘或数据分析相关经验，统招本科及以上学历，统计学、计算机、数学及相关专业优先；2、熟练掌握数据挖掘、建模理论，以及方法论，熟练使用 SQL，掌握R、SAS、Python等软件，有建模经验者优先; ；
3、思维敏捷活跃，有较强的逻辑分析能力；对数据分析有敏锐的直觉；
4、遇到问题时能积极主动地寻求解决方案；责任心强，良好的沟通能力，可以跨团队合作
工作地点：北京",2023-11-10,boss
高级数据挖掘工程师/数据挖掘工程师,北京-海淀,25k-50k·16薪,3-5年,本科,"数据挖掘
Python
算法工程师",百图生科,医疗健康,100-499人,"工作职责:
-参与百图生科数据挖掘系统建设
-应用数据挖掘、机器学习等技术，针对海量生物信息进行建模分析
职责要求：
-熟悉C\C++,Python等至少一门常用语言，对数据结构和算法设计有较为深刻的理解
-熟悉大规模数据挖掘、机器学习、自然语言处理、分布式计算等相关技术，并具备1年以上相关工作经验
-有海量数据处理经验，熟练使用hadoop、hive、Spark等，阅读过相关源码的优先
-有大规模数据挖掘经验者优先；在互联网广告技术、NLP技术、图像识别、反作弊、反欺诈&风控等方面有工作经验者优先
-对数据敏感，具备良好的逻辑思维能力、沟通技巧、组织沟通能力、团队精神以及优秀的问题解决能力",2023-11-10,boss
数据挖掘工程师,北京-海淀,13k-23k·13薪,3-5年,本科,计算机相关专业,思特奇,互联网,1000-9999人,"职位描述
加入思特奇你将：
1、前沿算法的研究：
从事AI及数据挖掘领域前沿算法的研发，并且将优秀的算法应用到业务场景中，通过技术创新提升业务价值；
牵头联邦学习、数字孪生相关技术方向研究，相关算法研究；
负责强化学习在不同仿真环境中落地，包括特征提取、模型训练、算法开发、效果优化等，完成项目交付；
2、需求分析及价值变现：
理解业务场景，结合业务场景深入分析客户、业务、系统、产品的痛点与需求，并转化为数据挖掘任务，达成价值变现的目标；
区分不同业务方向：CRM、计费账务、渠道&互联网、智慧云网、企业运营及管理进行针对性数据挖掘，在营销、推荐、分析、决策支撑等方面，赋能业务价值创新；
3、科研攻关：
针对挑战，带领团队制定科研攻关计划，量化评估研发成果，执行计划攻克难关；
4、人才教练辅导：
评估团队技术能力，判断能力边界；
识别团队成员的能力或技能不足，发现后主动辅导、协助团队成员成长；
对技术研发成果进行评估，判断正确性、准确性、及先进性，给出改进建议；
5、负责数据挖掘分析文档编写、论文转化、专利申请；
6、在此岗位，你将收获丰富的项目经验，产品经验，前沿的挖掘知识沉淀，为共创卓越团队贡献力量。
如果你是：
1、国家正规院校研究生以上学历；统计学、数学、金融学、经济学、信息管理等相关专业；
2、具备数据分析、深度学习、机器学习相关研究方向，并针对研究课题具备应用经验；
3、了解数据库基本原理，熟练应用sql；
4、理解常用算法包底层逻辑，熟练应用Python，能够有效对模型算法性能、效果优化；
5、理解数据分析/挖掘产品相关底层架构逻辑，并能够与当前应用各场景结合指导产品设计；
6、理解机器学习、深度学习等算法原理，了解图计算、最优化问题方向等问题，能够在实际应用中合理对问题定位，应用前沿算法高效解决问题。
期待心怀远大理想，不断追求卓越的您加入我们，与思特奇一起用软件改变世界！
思特奇——成立于1995年的中国信息化建设创领者和信息通信行业的领军企业（股票代码：300608.SZ）；
在这里，我们立足自主可控、研发创新，凭借领先的5G、云、大数据、人工智能、物联网、区块链等新一代信息技术，为政府和企业客户提供全面的数字化转型和智慧运营服务；同时拥有思特奇研究院和未来科技研究院为自主研发和科研创新保驾护航；
【我们的宗旨】 Our Business Purpose
云、大数据、万物互联、人工智能和智慧运营时代，产品、技术、服务、运营的可信赖专家！
【我们的文化】Our Culture
员工与企业共同成长、企业与社会和谐发展
倡导开放、透明、无等级的沟通、无障碍的交流
谨慎稳健、诚信守诺、经验共享、团结合作
学习 思考 创新 行动 改进 成功
更多信息，请关注思特奇官网：http://www.si-tech.com.cn",2023-12-08,boss
数据挖掘,北京-朝阳,15k-16k,5-10年,本科,"数据挖掘
数据分析
数据仓库",圆梦畅游,计算机软件,无,1、开发全文检索系统，论文等文献检索系统,2023-11-10,boss
智能驾驶数据挖掘算法专家,北京,30k-60k·16薪,3-5年,硕士,"Python
深度学习/机器学习
数据挖掘",某大型知名汽车生产公司,汽车生产,10000人以上,"从事多模态预训练（VLP）研究、训练、应用、包括但不限于网络结构优化、finetune、prompt等
从事图像/视频内容理解工作，跟进业界SOTA工作，落地业务
利用深度学习等前沿技术，开展多模态预训练、跨模态检索等算法工作，支持打标签、搜索等业务
岗位要求
计算机、模式识别、机器学习、深度学习、自动化、数学等相关专业，硕士及以上学历
深厚的数学功底与计算理论基础；熟练掌握机器学习（特别是深度学习）和计算机视觉的基本方法，对技术原理和细节有深入的了解
熟悉Python、Linux等环境，具有扎实的算法和数据结构知识
熟悉常见的数据驱动的训练框架，如PyTorch、TensorFlow
具有较强的学习能力和团队沟通能力，做事认真、踏实、乐于分享、自我驱动
具有以下经验者优先
有顶会论文发表经验（ACL/EMNLP/CVPR/ICCV等）
在自然语言理解、计算机视觉、多模态等领域有较深入的研究
对LLM、VLP有深入理解和实践经验",2023-12-10,boss
